# file...... Output/Qh/house_Qh_file_001.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_0_1A_tm_0_A_1_Meter_1_1:Qh,house_0_2A_tm_0_A_2_Meter_1_2:Qh,house_0_3A_tm_0_A_3_Meter_1_3:Qh,house_0_4A_tm_0_A_4_Meter_1_4:Qh,house_0_5A_tm_0_A_5_Meter_1_5:Qh,house_0_6A_tm_0_A_6_Meter_1_6:Qh,house_0_7A_tm_0_A_7_Meter_1_7:Qh,house_0_8A_tm_0_A_8_Meter_1_8:Qh,house_0_9A_tm_0_A_9_Meter_1_9:Qh,house_0_10A_tm_0_A_10_Meter_1_10:Qh,house_0_11A_tm_0_A_11_Meter_1_11:Qh,house_0_12A_tm_0_A_12_Meter_1_12:Qh,house_0_13A_tm_0_A_13_Meter_1_13:Qh,house_0_14A_tm_0_A_14_Meter_1_14:Qh,house_0_15A_tm_0_A_15_Meter_1_15:Qh,house_0_1B_tm_0_B_1_Meter_2_16:Qh,house_0_2B_tm_0_B_2_Meter_2_17:Qh,house_0_3B_tm_0_B_3_Meter_2_18:Qh,house_0_4B_tm_0_B_4_Meter_2_19:Qh,house_0_5B_tm_0_B_5_Meter_2_20:Qh
2010-08-16 07:26:00 UTC,+0,+0,+0,+0,-43593.0451587,+0,+0,+0,+0,+0,-34879.1687456,+0,+0,-17438.917454,+0,-52126.7750046,-52124.7991103,+0,+0,+0
2010-08-16 07:26:30 UTC,+0,+0,+0,+0,-43587.6312084,+0,+0,-52303.4881726,+0,+0,-34871.2326873,+0,+0,+0,+0,-52127.3537384,-52125.377815,+0,+0,+0
2010-08-16 07:27:00 UTC,+0,+0,+0,+0,-43590.6957846,+0,+0,-52307.1655413,+0,+0,-34873.6844499,+0,+0,+0,+0,+0,-52124.3189391,+0,+0,+0
2010-08-16 07:27:30 UTC,+0,+0,+0,+0,+0,+0,+0,-52310.7799117,+0,+0,-34876.0942105,+0,+0,+0,+0,+0,-52113.4809314,+0,+0,+0
2010-08-16 07:28:00 UTC,+0,+0,+0,+0,+0,+0,+0,-52309.7432735,+0,+0,-34875.4030666,+0,+0,+0,+0,+0,-52116.3062524,+0,+0,+0
2010-08-16 07:28:30 UTC,+0,+0,+0,+0,+0,+0,+0,-52304.4135298,+0,+0,-34871.8496383,+0,+0,+0,+0,+0,-52116.9945076,+0,+0,+0
2010-08-16 07:29:00 UTC,+0,-17432.7693008,+0,+0,+0,+0,+0,-52292.6283318,+0,+0,-34863.9922517,+0,+0,+0,+0,+0,-52117.766376,+0,+0,+0
2010-08-16 07:29:30 UTC,+0,-17431.0822238,+0,+0,+0,+0,+0,-52287.5677753,+0,+0,-34860.6182949,+0,+0,+0,+0,+0,-52125.8660535,+0,+0,+0
2010-08-16 07:30:00 UTC,+0,-17430.0054662,+0,+0,+0,+0,-17429.7544014,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34758.1661799
2010-08-16 07:30:30 UTC,+0,-17427.2197983,+0,+0,+0,+0,-17426.9687753,+0,+0,+0,+0,+0,+0,+0,-21784.0669062,+0,+0,+0,+0,-34750.9136063
2010-08-16 07:31:00 UTC,+0,+0,+0,+0,+0,+0,-17425.1016179,+0,+0,+0,+0,+0,+0,+0,-21781.7329105,+0,+0,+0,+0,-34757.11336
2010-08-16 07:31:30 UTC,+0,+0,-21779.1811412,+0,+0,+0,-17423.5125518,+0,+0,+0,+0,+0,+0,+0,-21779.7465362,+0,+0,+0,+0,-34762.817342
2010-08-16 07:32:00 UTC,+0,+0,-21830.6437685,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21831.2108419,+0,+0,+0,+0,-34765.1262873
2010-08-16 07:32:30 UTC,+0,+0,-21827.1443527,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21827.711312,+0,+0,+0,+0,-34768.1739226
2010-08-16 07:33:00 UTC,+0,+0,-21825.7374584,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21826.3043718,+0,+0,+0,+0,+0
2010-08-16 07:33:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-17465.1198587,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:34:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-17465.8733794,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:34:30 UTC,+0,+0,+0,+0,+0,-30563.8893828,+0,+0,+0,+0,+0,+0,-17466.34814,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:35:00 UTC,-43658.7740346,+0,+0,-39293.6256693,+0,-30560.8634366,+0,+0,+0,+0,+0,+0,-17464.6188636,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:35:30 UTC,-43659.201882,+0,+0,-39294.0107763,+0,-30561.16291,+0,+0,+0,+0,+0,-43658.5395553,+0,-17465.270743,+0,+0,+0,+0,+0,+0
2010-08-16 07:36:00 UTC,-43659.8456917,+0,+0,-39294.5902196,+0,-30561.6135709,+0,+0,+0,+0,+0,-43659.1833534,+0,-17465.5282975,+0,+0,+0,+0,+0,+0
2010-08-16 07:36:30 UTC,-43658.1918564,+0,+0,-39293.1017304,+0,-30560.4559012,+0,+0,+0,+0,+0,-43657.5295478,+0,-17464.8666847,+0,+0,+0,+0,+0,+0
2010-08-16 07:37:00 UTC,-43650.1677015,+0,+0,-39285.8798097,+0,+0,+0,+0,+0,-48013.6830561,+0,-43649.5055374,+0,-17461.6566416,+0,+0,+0,+0,+0,+0
2010-08-16 07:37:30 UTC,-43648.3774084,+0,+0,-39284.2685056,+0,+0,+0,+0,+0,-48011.7138035,+0,-43647.7152766,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:38:00 UTC,-43658.1838929,+0,+0,-39293.0945632,+0,+0,+0,+0,+0,-48022.5005545,+0,-43657.5215845,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:38:30 UTC,+0,+0,+0,-39301.5931863,+0,+0,+0,+0,+0,-48032.887132,+0,-43666.964092,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:39:00 UTC,+0,+0,+0,-39305.9295619,+0,+0,+0,+0,+0,-48038.186826,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:39:30 UTC,+0,-17468.705039,+0,+0,+0,+0,-17468.4532377,+0,+0,-48034.0608805,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:40:00 UTC,+0,-17467.3841218,+0,+0,+0,+0,-17467.1323354,+0,+0,-48030.4286632,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:40:30 UTC,+0,-17464.9699258,+0,+0,+0,+0,-17464.7181842,+0,+0,-48023.7904511,+0,+0,+0,+0,+0,+0,+0,+0,-52097.6447494,+0
2010-08-16 07:41:00 UTC,+0,-17463.7616981,+0,+0,+0,+0,-17463.5099788,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52100.1871411,+0
2010-08-16 07:41:30 UTC,+0,+0,+0,+0,-43647.9052096,+0,+0,+0,-52370.3235703,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52107.645135,+0
2010-08-16 07:42:00 UTC,+0,+0,-21826.3290536,+0,-43650.3577297,+0,+0,+0,-52373.2660972,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52112.9608181,+0
2010-08-16 07:42:30 UTC,+0,+0,-21826.1072079,+0,-43649.9140691,+0,+0,+0,-52372.7337944,+0,+0,+0,+0,+0,-21826.6741722,+0,+0,+0,-52113.5918573,+0
2010-08-16 07:43:00 UTC,+0,+0,-21825.467899,+0,-43648.6355403,+0,+0,+0,-52371.199819,+0,+0,+0,+0,+0,-21826.0348424,+0,+0,+0,-52116.8380696,+0
2010-08-16 07:43:30 UTC,+0,+0,-21823.5766317,+0,-43644.8532693,+0,+0,+0,-52366.6618607,+0,+0,+0,-17459.1631106,+0,-21824.1435134,+0,+0,+0,-52120.5629262,+0
2010-08-16 07:44:00 UTC,+0,+0,+0,+0,-43637.0306934,+0,+0,-52362.7655471,-52357.2763555,+0,+0,+0,-17456.0337901,+0,-21820.2318254,+0,+0,+0,-52129.4288409,+0
2010-08-16 07:44:30 UTC,+0,+0,+0,+0,-43633.5680839,+0,+0,-52358.6105543,-52353.1219259,+0,-34907.9838403,+0,-17454.6486179,+0,-21818.5003436,+0,+0,+0,-52125.1946986,+0
2010-08-16 07:45:00 UTC,+0,+0,+0,+0,-43632.9529618,+0,+0,-52357.8724223,-52352.3836811,+0,-34907.4917643,+0,-17454.4025987,+0,-21818.1928192,+0,+0,+0,+0,+0
2010-08-16 07:45:30 UTC,+0,+0,+0,+0,+0,-30550.9165062,+0,-52371.4664713,+0,+0,-34916.5551417,+0,+0,-17459.4150302,-21823.8577746,+0,+0,+0,+0,+0
2010-08-16 07:46:00 UTC,+0,+0,+0,+0,+0,-30544.8706639,+0,-52361.1024923,+0,+0,-34909.6453053,+0,+0,-17455.9598079,+0,+0,+0,+0,+0,+0
2010-08-16 07:46:30 UTC,+0,+0,+0,+0,+0,-30545.7346631,+0,-52362.5835878,+0,+0,-34910.6327762,+0,+0,-17456.4535868,+0,+0,+0,+0,+0,+0
2010-08-16 07:47:00 UTC,+0,+0,+0,+0,+0,-30549.8865599,+0,-52369.7009038,+0,+0,-34915.3780087,+0,+0,-17458.8264119,+0,+0,+0,+0,+0,+0
2010-08-16 07:47:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34916.2025321,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:48:00 UTC,+0,+0,+0,+0,+0,+0,-17460.5225547,+0,+0,+0,-34919.9985728,+0,+0,+0,+0,+0,-52095.3027314,+0,+0,+0
2010-08-16 07:48:30 UTC,+0,+0,+0,+0,+0,+0,-17462.5126794,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52084.1043847,+0,+0,-34728.1165156
2010-08-16 07:49:00 UTC,+0,+0,+0,+0,+0,+0,-17463.6108397,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52072.004035,-52070.1608447,+0,-34720.0480016
2010-08-16 07:49:30 UTC,+0,-17459.6744041,+0,+0,+0,+0,-17459.422751,+0,+0,+0,+0,+0,+0,+0,+0,-52069.9335305,-52067.9601506,-52066.1171497,+0,-34717.3515391
2010-08-16 07:50:00 UTC,+0,-17459.4574889,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52059.0125163,-52057.0396014,-52055.1970337,+0,-34710.0699215
2010-08-16 07:50:30 UTC,-43634.2295829,-17454.918313,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52064.2869133,-52062.3137328,-52060.4709183,+0,-34713.5867128
2010-08-16 07:51:00 UTC,-43632.9774522,-17454.4174161,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52067.4501488,-52065.476809,-52063.6338463,+0,-34715.6958522
2010-08-16 07:51:30 UTC,-43623.88945,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52077.256916,-52075.2830824,-52073.4396607,+0,+0
2010-08-16 07:52:00 UTC,-43629.0545417,+0,-21815.5357244,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52087.0208513,-52085.0465261,-52083.2026474,+0,+0
2010-08-16 07:52:30 UTC,-43630.7797624,+0,-21816.3983856,+0,+0,+0,+0,+0,+0,-47992.3569995,+0,+0,-17454.7415622,+0,+0,-52092.9886845,-52091.0140589,+0,+0,+0
2010-08-16 07:53:00 UTC,-43631.6158529,+0,-21816.8164555,+0,+0,+0,+0,+0,+0,-47993.2766665,+0,+0,-17453.7548715,+0,+0,-52107.2638716,+0,+0,+0,+0
2010-08-16 07:53:30 UTC,-43634.4600492,+0,-21818.2386375,+0,+0,+0,+0,+0,+0,-47996.4051716,+0,+0,-17454.8926433,+0,+0,-52103.7860363,+0,+0,+0,+0
2010-08-16 07:54:00 UTC,-43631.5081935,+0,+0,+0,+0,+0,+0,+0,+0,-47993.1582453,+0,+0,-17453.7118042,+0,-21817.3293203,+0,+0,+0,+0,+0
2010-08-16 07:54:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47992.6639427,+0,+0,-17453.5320367,+0,-21817.1046088,+0,+0,+0,+0,+0
2010-08-16 07:55:00 UTC,+0,+0,+0,+0,+0,-30534.3215931,+0,+0,+0,-47981.4420298,+0,-43620.1950333,+0,-17449.9311172,-21812.0031581,+0,+0,+0,+0,+0
2010-08-16 07:55:30 UTC,+0,+0,+0,+0,+0,-30532.7661081,+0,+0,+0,-47978.9977511,+0,-43617.9729231,+0,-17449.0421515,-21810.8919812,+0,+0,+0,+0,+0
2010-08-16 07:56:00 UTC,+0,+0,+0,+0,+0,-30528.8407853,-17446.185103,+0,+0,-47972.829525,+0,-43612.3653472,+0,-17446.7988143,-21808.087886,+0,+0,+0,+0,+0
2010-08-16 07:56:30 UTC,+0,+0,+0,-39244.3471141,+0,-30522.5369207,-17442.5825935,+0,+0,+0,+0,-43603.3598716,+0,-17443.1961312,-21803.5846547,+0,+0,+0,+0,+0
2010-08-16 07:57:00 UTC,+0,+0,+0,-39240.2654356,-43599.2043164,-30519.3624029,-17440.7684316,+0,+0,+0,+0,-43598.8248689,+0,+0,-21801.3169048,+0,+0,+0,+0,+0
2010-08-16 07:57:30 UTC,+0,+0,+0,-39243.5278498,-43602.8290912,-30521.8997395,-17442.2184594,+0,+0,+0,+0,-43602.4496172,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:58:00 UTC,+0,+0,+0,-39247.2606431,-43606.9764907,+0,+0,+0,+0,+0,+0,-43606.5969864,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:58:30 UTC,+0,-17443.2384205,+0,-39245.2571069,-43604.7504192,+0,+0,+0,+0,+0,+0,-43604.3709311,+0,+0,+0,+0,+0,+0,-52091.4004385,+0
2010-08-16 07:59:00 UTC,+0,-17443.6840811,+0,-39246.2597791,-43605.8644595,+0,+0,-52325.3672843,-52319.8825305,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52098.0146149,+0
2010-08-16 07:59:30 UTC,+0,-17443.2992794,+0,-39245.3940306,-43604.9025512,+0,+0,-52324.2130329,-52318.7284355,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52093.267591,+0
2010-08-16 08:00:00 UTC,+0,-17443.9343861,+0,-39246.8228669,-43606.4900296,+0,+0,-52326.1179336,-52320.6328706,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52081.1067337,+0
2010-08-16 08:00:30 UTC,+0,+0,-21804.458809,-39246.9397556,-43606.6199013,+0,+0,-52326.2737745,-52320.7886904,+0,-34886.4245663,+0,+0,+0,+0,+0,+0,+0,-52079.8204694,+0
2010-08-16 08:01:00 UTC,+0,+0,-21804.7133804,-39247.3979686,+0,+0,+0,-52326.8846829,-52321.3995159,+0,-34886.831869,+0,+0,+0,+0,+0,+0,+0,-52089.3156955,+0
2010-08-16 08:01:30 UTC,+0,+0,-21802.9817948,+0,+0,+0,+0,-52322.7293058,-52317.2447023,+0,-34884.0614103,+0,-17442.6869138,+0,+0,+0,+0,+0,-52086.4852896,+0
2010-08-16 08:02:00 UTC,+0,+0,-21804.0620802,+0,+0,+0,+0,-52325.3217236,-52319.8367686,+0,-34885.7898181,+0,-17443.551162,+0,+0,+0,+0,+0,-52083.377002,+0
2010-08-16 08:02:30 UTC,+0,+0,+0,+0,+0,+0,+0,-52327.6870782,-52322.2018025,+0,-34887.3668393,+0,-17444.3397131,+0,+0,+0,+0,+0,-52070.4303891,+0
2010-08-16 08:03:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-52328.1410687,+0,-34891.3271833,+0,-17446.3199866,+0,+0,+0,+0,+0,-52064.301687,+0
2010-08-16 08:03:30 UTC,+0,+0,+0,+0,+0,+0,-17445.8074644,+0,+0,+0,-34890.5694308,+0,+0,-17446.4211867,+0,+0,+0,+0,+0,+0
2010-08-16 08:04:00 UTC,+0,+0,+0,+0,+0,+0,-17446.5300731,+0,+0,+0,-34892.0145905,+0,+0,-17447.1438301,+0,+0,+0,+0,+0,-34721.3272028
2010-08-16 08:04:30 UTC,+0,+0,+0,+0,+0,-30535.362064,-17449.9119015,+0,+0,+0,+0,+0,+0,-17450.5258214,-21812.7464946,+0,+0,+0,+0,-34719.1528936
2010-08-16 08:05:00 UTC,-43619.7936296,+0,+0,+0,+0,-30533.6245406,-17448.918948,+0,+0,+0,+0,+0,+0,-17449.53282,-21811.5052767,+0,+0,+0,+0,-34721.868765
2010-08-16 08:05:30 UTC,-43618.9903595,+0,+0,+0,+0,-30533.0622571,+0,+0,+0,+0,+0,+0,+0,+0,-21811.1036036,+0,+0,+0,+0,-34727.1017411
2010-08-16 08:06:00 UTC,-43615.0720174,+0,+0,+0,+0,-30530.3194449,+0,+0,+0,+0,+0,+0,+0,+0,-21809.124593,+0,+0,+0,+0,-34726.6851494
2010-08-16 08:06:30 UTC,-43602.3612886,+0,+0,+0,+0,-30521.4220231,+0,+0,+0,-47961.1717298,+0,+0,+0,+0,-21802.7686384,+0,+0,+0,+0,-34726.6368994
2010-08-16 08:07:00 UTC,-43602.6821364,-17442.3081308,+0,+0,+0,+0,+0,+0,+0,-47961.5246509,+0,+0,+0,+0,-21802.9290772,+0,+0,+0,+0,+0
2010-08-16 08:07:30 UTC,-43599.656149,-17441.0976266,+0,+0,+0,+0,+0,+0,+0,-47958.1961725,+0,+0,+0,+0,-21801.415943,+0,-52085.0205716,+0,+0,+0
2010-08-16 08:08:00 UTC,-43590.6299976,-17437.4868401,+0,+0,+0,+0,+0,+0,+0,-47948.2677272,+0,+0,+0,+0,+0,+0,-52088.9990715,+0,+0,+0
2010-08-16 08:08:30 UTC,-43593.895924,-17438.7933286,+0,+0,+0,+0,+0,+0,+0,-47951.86013,+0,+0,+0,+0,+0,+0,-52071.7433884,+0,+0,+0
2010-08-16 08:09:00 UTC,+0,+0,-21798.1997797,+0,+0,+0,+0,+0,+0,-47952.3767974,+0,+0,+0,+0,+0,+0,-52058.909014,-52057.0662051,+0,+0
2010-08-16 08:09:30 UTC,+0,+0,-21798.5357807,+0,+0,+0,+0,+0,+0,-47953.1159314,+0,+0,-17439.1493549,+0,+0,+0,-52062.7326552,-52060.8896673,+0,+0
2010-08-16 08:10:00 UTC,+0,+0,-21794.8064312,+0,+0,+0,+0,+0,+0,-47944.9121189,+0,+0,-17436.1657999,+0,+0,-52050.6722788,-52048.6996161,-52046.8572852,+0,+0
2010-08-16 08:10:30 UTC,+0,+0,-21840.363248,+0,+0,+0,-17472.4588466,+0,+0,+0,+0,+0,-17472.6121735,+0,+0,-52059.5108265,-52057.5377188,-52055.694974,+0,+0
2010-08-16 08:11:00 UTC,+0,+0,+0,+0,-43675.1221809,+0,-17471.1186959,+0,+0,+0,+0,+0,-17471.2720047,+0,+0,-52068.4035937,-52066.4300382,-52064.5868772,+0,+0
2010-08-16 08:11:30 UTC,+0,+0,+0,+0,-43682.2198026,+0,-17473.9579692,+0,+0,+0,+0,-43681.8397562,-17474.1113166,-17474.5924473,+0,-52060.1513322,-52058.2910107,-52056.4482307,+0,+0
2010-08-16 08:12:00 UTC,+0,+0,+0,+0,-43688.7577914,+0,-17476.5733716,+0,+0,+0,+0,-43688.3089719,+0,-17477.2079813,+0,-52070.7194266,-52068.8586189,-52067.0153442,+0,+0
2010-08-16 08:12:30 UTC,+0,+0,+0,+0,-43696.2239529,+0,+0,+0,+0,+0,+0,-43695.7750557,+0,-17480.1948323,+0,-52069.4773659,-52067.6166152,-52065.7733987,+0,+0
2010-08-16 08:13:00 UTC,+0,+0,+0,+0,-43709.7873322,+0,+0,-52450.0705604,+0,+0,+0,-43709.3382936,+0,-17485.620886,+0,-52075.407727,+0,+0,+0,+0
2010-08-16 08:13:30 UTC,+0,+0,+0,+0,-43716.3404828,-30601.3575335,+0,-52457.9340787,+0,+0,+0,-43715.8913759,+0,+0,+0,-52084.1149927,+0,+0,+0,+0
2010-08-16 08:14:00 UTC,+0,+0,+0,+0,-43710.3280924,-30597.0985142,+0,-52450.6427264,+0,+0,+0,-43709.8790482,+0,+0,+0,-52084.683287,+0,+0,+0,+0
2010-08-16 08:14:30 UTC,+0,-17484.1576727,+0,+0,-43707.0810954,-30594.8256289,+0,-52446.7464712,-52441.321761,+0,-34966.7447253,-43706.632085,+0,+0,-21855.2411398,-52078.6420343,+0,+0,+0,+0
2010-08-16 08:15:00 UTC,+0,-17485.8605633,+0,-39341.1893321,-43711.3379053,-30597.8053793,+0,-52451.8544577,-52446.42907,+0,-34970.1503043,-43710.8888505,+0,+0,-21857.3697586,+0,+0,+0,-52070.6296626,+0
2010-08-16 08:15:30 UTC,+0,-17483.6671026,+0,-39336.2543519,+0,-30593.9672199,+0,-52445.2749582,-52439.8504432,+0,-34965.7636432,-43705.4057924,+0,+0,-21854.6279255,+0,+0,+0,-52082.2351192,+0
2010-08-16 08:16:00 UTC,+0,-17485.8823572,+0,-39341.2383655,+0,+0,+0,-52451.9198309,-52446.4944345,+0,-34970.1938896,+0,+0,+0,-21857.397001,+0,+0,+0,-52074.2510262,+0
2010-08-16 08:16:30 UTC,+0,+0,-21858.1868893,-39343.6907609,+0,+0,+0,+0,-52449.763626,+0,-34972.3738026,+0,+0,+0,-21858.759531,+0,+0,+0,-52068.5701443,+0
2010-08-16 08:17:00 UTC,+0,+0,-21849.3668749,-39327.8152376,+0,+0,+0,+0,-52428.4718536,+0,-34958.2621878,+0,+0,+0,-21849.9392255,+0,+0,+0,-52083.5681,+0
2010-08-16 08:17:30 UTC,+0,+0,-21850.968034,-39330.6972327,+0,+0,-17480.9427741,+0,-52432.3137088,+0,-34960.8239683,+0,-17481.0799923,+0,-21851.5404375,+0,+0,+0,-52083.3511263,-34727.1209008
2010-08-16 08:18:00 UTC,-43683.0296791,+0,-21842.534453,-39315.5172677,+0,+0,-17474.1958308,+0,-52412.0779956,+0,-34947.3306292,+0,-17474.3329696,+0,+0,+0,+0,+0,-52087.3883078,-34729.8128452
2010-08-16 08:18:30 UTC,-43688.1867199,+0,+0,-39320.158735,+0,+0,-17476.2587945,+0,-52418.2653219,+0,-34951.4563892,+0,-17476.3959576,+0,+0,+0,+0,+0,-52082.1615478,-34726.3277039
2010-08-16 08:19:00 UTC,-43692.9710971,+0,+0,-39324.4647957,+0,+0,-17478.1726821,+0,+0,+0,+0,+0,-17478.3098677,-17478.7964867,+0,+0,+0,+0,-52081.6730004,-34726.0019464
2010-08-16 08:19:30 UTC,-43691.9924868,+0,+0,-39323.5840216,+0,+0,+0,+0,+0,-48059.690411,+0,+0,-17477.918391,-17478.4049954,+0,+0,+0,+0,+0,-34727.286377
2010-08-16 08:20:00 UTC,-43702.1808225,+0,+0,+0,+0,+0,+0,+0,+0,-48070.8971841,+0,+0,+0,-17482.4808209,+0,+0,+0,+0,+0,-34717.5869127
2010-08-16 08:20:30 UTC,-43695.240582,+0,+0,+0,+0,+0,+0,+0,+0,-48063.2631895,+0,+0,+0,-17479.7043901,+0,+0,+0,+0,+0,+0
2010-08-16 08:21:00 UTC,-43688.7722503,+0,+0,+0,+0,+0,+0,+0,+0,-48056.148276,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:21:30 UTC,-43688.2661047,+0,+0,+0,+0,+0,+0,+0,+0,-48055.5915354,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:22:00 UTC,-43695.6333126,-17479.4919567,+0,+0,+0,-30586.66147,+0,+0,+0,-48063.6951779,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:22:30 UTC,+0,-17477.4903526,+0,+0,+0,-30583.1590248,+0,+0,+0,-48058.1914574,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:23:00 UTC,+0,-17478.0403955,+0,+0,+0,-30584.1215005,+0,+0,+0,-48059.7038857,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:23:30 UTC,+0,-17478.0645964,+0,+0,+0,-30584.1638475,-17477.8103108,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:24:00 UTC,+0,+0,-21846.8452886,+0,-43691.3615437,-30583.8737721,-17477.6445394,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:24:30 UTC,+0,+0,-21845.8392301,+0,-43689.3495692,-30582.4653931,-17476.8396833,+0,+0,+0,+0,+0,+0,+0,-21846.4114644,+0,+0,+0,+0,+0
2010-08-16 08:25:00 UTC,+0,+0,-21843.4354841,+0,-43684.5424174,+0,-17474.916664,+0,+0,+0,+0,+0,-17475.0538113,+0,-21844.007639,+0,-52065.6737763,+0,+0,+0
2010-08-16 08:25:30 UTC,+0,+0,-21844.5236192,+0,-43686.7185335,+0,+0,-52422.4010078,+0,+0,+0,+0,-17475.9243398,+0,-21845.09581,+0,-52064.8205358,-52062.9573518,+0,+0
2010-08-16 08:26:00 UTC,+0,+0,+0,+0,-43685.29014,+0,+0,-52420.6869921,+0,+0,+0,+0,-17475.3529286,-17475.8394372,-21844.3815391,+0,-52071.7604245,-52069.8969103,+0,+0
2010-08-16 08:26:30 UTC,+0,+0,+0,+0,-43690.8329314,+0,+0,-52427.3381227,+0,+0,+0,-43696.6687833,-17477.5702539,-17478.0568453,-21847.1532224,+0,-52073.823951,-52071.9603386,+0,+0
2010-08-16 08:27:00 UTC,+0,+0,+0,+0,-43686.3225055,+0,+0,-52421.9257899,+0,+0,+0,-43685.9476494,-17475.7659136,-17476.2524377,-21844.8977754,+0,-52072.2425099,-52070.3789727,+0,+0
2010-08-16 08:27:30 UTC,+0,+0,+0,+0,-43692.3065081,+0,+0,-52429.1063566,+0,+0,+0,-43691.9316096,+0,-17478.6463535,-21847.8900872,+0,-52064.0829006,-52062.2197517,+0,+0
2010-08-16 08:28:00 UTC,+0,+0,+0,+0,-43690.7407926,+0,+0,-52427.2275598,+0,+0,-34953.7311448,-43690.3659052,+0,+0,+0,-52070.5074016,-52068.5044425,-52066.6410833,+0,+0
2010-08-16 08:28:30 UTC,+0,+0,+0,+0,+0,+0,+0,-52422.8268353,+0,+0,-34950.7971092,-43686.69854,+0,+0,+0,-52072.5864556,-52070.5833896,-52068.7199314,+0,+0
2010-08-16 08:29:00 UTC,+0,-17475.0219969,+0,+0,+0,+0,+0,-52419.3431193,-52413.7933748,+0,-34948.4744582,-43683.7953683,+0,+0,+0,-52084.6734468,-52082.6697586,-52080.8057254,+0,+0
2010-08-16 08:29:30 UTC,+0,-17477.3318129,+0,+0,+0,+0,+0,+0,-52420.720941,+0,-34953.093816,-43689.5692831,+0,+0,+0,-52082.6135873,-52080.6100051,+0,-52081.4284089,-34725.8388557
2010-08-16 08:30:00 UTC,+0,-17477.6867561,+0,+0,+0,-30583.5026954,-17477.4324776,+0,-52421.7854814,+0,-34953.8036601,-43690.4565449,+0,+0,+0,-52082.6064836,-52080.6029018,+0,-52081.4213055,-34725.8341193
2010-08-16 08:30:30 UTC,-43692.5365878,-17478.2531551,+0,+0,+0,-30584.4937912,-17477.998866,+0,-52423.4842169,+0,-34954.9363909,-43691.8723891,+0,+0,+0,-52080.4190594,-52078.4155902,+0,-52079.2339481,-34724.3756154
2010-08-16 08:31:00 UTC,-43686.798052,+0,-21844.4187522,+0,+0,-30580.476869,-17475.7032876,+0,-52416.5992226,+0,-34950.3454205,+0,+0,+0,+0,-52078.6069833,+0,+0,-52077.4219272,-34723.1673815
