# file...... Output/Qh/house_Qh_file_039.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_17C_tm_3_C_17_Meter_66_761:Qh,house_3_18C_tm_3_C_18_Meter_66_762:Qh,house_3_19C_tm_3_C_19_Meter_66_763:Qh,house_3_20C_tm_3_C_20_Meter_66_764:Qh,house_3_21C_tm_3_C_21_Meter_66_765:Qh,house_3_22C_tm_3_C_22_Meter_66_766:Qh,house_3_23C_tm_3_C_23_Meter_66_767:Qh,house_3_24C_tm_3_C_24_Meter_66_768:Qh,house_3_25C_tm_3_C_25_Meter_66_769:Qh,house_3_26C_tm_3_C_26_Meter_66_770:Qh,house_3_27C_tm_3_C_27_Meter_66_771:Qh,house_3_28C_tm_3_C_28_Meter_66_772:Qh,house_3_1A_tm_3_A_1_Meter_68_773:Qh,house_3_2A_tm_3_A_2_Meter_68_774:Qh,house_3_3A_tm_3_A_3_Meter_68_775:Qh,house_3_4A_tm_3_A_4_Meter_68_776:Qh,house_3_5A_tm_3_A_5_Meter_68_777:Qh,house_3_6A_tm_3_A_6_Meter_68_778:Qh,house_3_7A_tm_3_A_7_Meter_68_779:Qh,house_3_8A_tm_3_A_8_Meter_68_780:Qh
2010-08-16 07:04:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:05:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:05:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:06:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:06:30 UTC,+0,+0,+0,+0,+0,+0,+0,-34614.9514036,+0,-51920.6268668,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:07:00 UTC,+0,+0,+0,+0,+0,+0,+0,-34609.2418136,+0,-51912.0628531,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:07:30 UTC,+0,+0,+0,+0,+0,+0,+0,-34594.4206091,+0,-51889.8320101,+0,+0,+0,+0,-30593.2685109,+0,+0,+0,+0,+0
2010-08-16 07:08:00 UTC,+0,+0,+0,+0,+0,+0,+0,-34588.8249396,+0,-51881.4388698,+0,+0,+0,+0,-30570.5470346,+0,+0,+0,+0,+0
2010-08-16 07:08:30 UTC,+0,+0,-47572.1040731,+0,+0,+0,+0,-34591.6241133,+0,-51885.6374482,+0,+0,-56750.6627454,+0,-30555.4332024,+0,+0,+0,+0,+0
2010-08-16 07:09:00 UTC,+0,+0,-47541.8006687,+0,+0,+0,+0,-34577.6963697,+0,-51864.7467387,-38900.436457,+0,-56738.6158267,+0,-30557.2882225,+0,+0,+0,+0,+0
2010-08-16 07:09:30 UTC,+0,+0,-47511.1597393,+0,+0,+0,+0,+0,+0,-51831.3195144,-38875.364676,+0,-56734.6212024,+0,-30555.1367542,+0,+0,+0,+0,+0
2010-08-16 07:10:00 UTC,+0,+0,-47484.7143392,+0,+0,+0,-25904.9840155,+0,+0,-51802.4693346,-38853.725865,+0,-56799.0613873,+0,-30589.8436537,+0,+0,+0,+0,+0
2010-08-16 07:10:30 UTC,+0,+0,-47488.1611832,+0,+0,+0,-25906.8644831,+0,+0,-51806.2296132,-38856.5462277,+0,-56809.6796535,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:11:00 UTC,+0,+0,-47478.8849192,+0,+0,+0,-25901.8037064,+0,+0,+0,-38848.9559727,+0,-56797.7306993,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:11:30 UTC,+0,+0,-47479.1812022,+0,+0,+0,-25901.965347,+0,+0,+0,-38849.1984046,+0,-56775.8653271,+0,+0,+0,-13105.4616753,+0,+0,+0
2010-08-16 07:12:00 UTC,+0,+0,+0,+0,-12954.0285382,+0,-25907.2500078,+0,+0,+0,-38857.1244462,+0,-56765.1093269,+0,+0,+0,-13102.9787107,+0,+0,-34936.5564354
2010-08-16 07:12:30 UTC,+0,+0,+0,+0,-12956.3591297,+0,-25911.9109892,+0,+0,+0,+0,+0,-56813.0036711,+0,+0,-34966.8418084,-13114.0348611,+0,+0,-34966.0344
2010-08-16 07:13:00 UTC,+0,-38897.5408252,+0,+0,-12967.9770072,+0,-25935.1457397,+0,+0,+0,+0,+0,-56776.7684121,+0,+0,-34944.539138,-13105.6701471,+0,+0,-34943.7323573
2010-08-16 07:13:30 UTC,+0,-38890.968701,+0,+0,-12965.7858358,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34997.2811891,+0,+0,+0,-34996.4729241
2010-08-16 07:14:00 UTC,+0,-38920.6089445,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34943.1432872,+0,+0,+0,-34942.3365458
2010-08-16 07:14:30 UTC,+0,-38949.3594922,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34927.3592707,+0,+0,-43657.4097242,-34926.5529733
2010-08-16 07:15:00 UTC,+0,-38918.9865566,+0,+0,+0,-34597.2310365,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34919.1179011,+0,+0,-43647.1085428,+0
2010-08-16 07:15:30 UTC,+0,-38940.4412177,+0,+0,+0,-34616.3038253,+0,+0,+0,+0,+0,-47595.9017812,+0,+0,+0,-34932.4568856,+0,+0,-43663.7813509,+0
2010-08-16 07:16:00 UTC,-47623.1765641,-38961.9641342,+0,+0,+0,-34635.4371787,+0,+0,+0,+0,+0,-47622.2090449,+0,+0,+0,+0,+0,+0,-43673.6454702,+0
2010-08-16 07:16:30 UTC,-47665.2632849,-38996.3958509,+0,+0,+0,-34666.046143,+0,+0,+0,+0,+0,-47664.2946159,+0,+0,+0,+0,+0,+0,-43675.5285274,+0
2010-08-16 07:17:00 UTC,-47663.7561884,+0,+0,+0,+0,-34664.9500571,+0,+0,+0,+0,+0,-47662.7875606,+0,-21829.4414531,+0,+0,+0,+0,-43653.5684578,+0
2010-08-16 07:17:30 UTC,-47604.661778,+0,+0,+0,+0,-34621.9716861,+0,+0,+0,+0,+0,-47603.6947647,+0,-21811.2569974,+0,+0,+0,-65422.8286838,-43617.2051906,+0
2010-08-16 07:18:00 UTC,-47632.7474818,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47631.7797011,+0,-21784.4007102,+0,+0,+0,-65342.4516149,-43563.6178106,+0
2010-08-16 07:18:30 UTC,-47572.6519728,+0,+0,-34598.0102749,+0,+0,+0,+0,+0,+0,+0,-47571.6858344,+0,-21791.5358818,+0,+0,+0,-65363.8528551,-43577.8860143,+0
2010-08-16 07:19:00 UTC,-47542.8875997,+0,+0,-34576.3636798,+0,+0,+0,+0,+0,+0,+0,-47541.9222751,+0,-21793.1633635,+0,+0,+0,-65368.7343256,+0,+0
2010-08-16 07:19:30 UTC,+0,+0,+0,-34569.8205504,+0,+0,+0,+0,+0,+0,+0,-47532.9256259,+0,-21849.4677378,+0,+0,+0,-65537.6137272,+0,+0
2010-08-16 07:20:00 UTC,+0,+0,+0,-34553.9688065,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65581.2312246,+0,+0
2010-08-16 07:20:30 UTC,+0,+0,+0,-34590.1524664,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65496.7970219,+0,+0
2010-08-16 07:21:00 UTC,+0,+0,+0,-34619.7918174,-12983.8441309,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:21:30 UTC,+0,+0,+0,-34607.2521645,-12979.1411113,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:22:00 UTC,+0,+0,+0,-34560.1664273,-12961.4815197,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-13123.6004365,+0,+0,+0
2010-08-16 07:22:30 UTC,+0,+0,+0,-34594.3301767,-12974.2946963,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-13128.0971506,+0,+0,+0
2010-08-16 07:23:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-13137.5122121,+0,+0,+0
2010-08-16 07:23:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-13132.7052376,+0,+0,+0
2010-08-16 07:24:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:24:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:25:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:25:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30656.2308627,+0,+0,+0,+0,+0
2010-08-16 07:26:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30679.3490315,+0,+0,+0,+0,+0
2010-08-16 07:26:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30681.6597812,+0,+0,+0,+0,+0
2010-08-16 07:27:00 UTC,+0,+0,+0,+0,+0,+0,+0,-34531.4335686,+0,+0,-38848.3545264,+0,+0,+0,-30691.6988913,+0,+0,+0,+0,+0
2010-08-16 07:27:30 UTC,+0,+0,+0,+0,+0,+0,+0,-34542.5575666,+0,+0,-38860.8691382,+0,+0,+0,-30710.9725229,+0,+0,+0,+0,+0
2010-08-16 07:28:00 UTC,+0,+0,+0,+0,+0,+0,+0,-34536.0632522,+0,+0,-38853.5629679,+0,+0,+0,-30704.9407985,+0,+0,+0,+0,-35089.0918534
2010-08-16 07:28:30 UTC,+0,+0,+0,+0,+0,+0,+0,-34516.3674411,+0,+0,-38831.4049785,+0,+0,+0,-30687.9582791,+0,+0,+0,+0,-35069.6848225
2010-08-16 07:29:00 UTC,+0,+0,+0,+0,+0,+0,-25894.8661333,-34522.5511665,+0,+0,-38838.361733,+0,+0,+0,+0,+0,+0,+0,+0,-35022.7454261
2010-08-16 07:29:30 UTC,+0,+0,+0,+0,-12945.6993758,+0,-25890.5922738,-34516.8534782,+0,+0,-38831.9517752,+0,+0,+0,+0,+0,+0,+0,+0,-34984.5715271
2010-08-16 07:30:00 UTC,+0,+0,+0,+0,-12955.8207423,+0,-25910.8341311,+0,+0,+0,-38862.3106238,+0,+0,+0,+0,+0,+0,+0,+0,-34957.9787042
2010-08-16 07:30:30 UTC,+0,+0,+0,+0,-12944.5696934,+0,-25888.3329639,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34935.4596075
2010-08-16 07:31:00 UTC,+0,+0,+0,+0,-12946.0104397,+0,-25891.214332,+0,+0,+0,+0,+0,+0,+0,+0,+0,-13093.3911742,+0,+0,+0
2010-08-16 07:31:30 UTC,+0,+0,+0,+0,+0,+0,-25864.1782797,+0,+0,-51720.6502822,+0,+0,+0,+0,+0,+0,-13089.4895268,+0,+0,+0
2010-08-16 07:32:00 UTC,+0,+0,+0,+0,+0,+0,-25887.7532085,+0,+0,-51767.7915185,+0,+0,+0,+0,+0,+0,-13113.9836892,+0,+0,+0
2010-08-16 07:32:30 UTC,-47458.652482,+0,+0,+0,+0,+0,+0,+0,+0,-51768.9930945,+0,+0,+0,-21839.9052157,+0,+0,-13104.3621619,+0,+0,+0
2010-08-16 07:33:00 UTC,-47468.8204351,-38835.6829719,+0,+0,+0,+0,+0,+0,+0,-51780.0843187,+0,+0,+0,-21833.4302924,+0,+0,+0,+0,+0,+0
2010-08-16 07:33:30 UTC,-47425.384542,-38800.1474835,+0,+0,+0,+0,+0,+0,+0,-51732.7043571,+0,+0,+0,-21866.970155,+0,+0,+0,+0,+0,+0
2010-08-16 07:34:00 UTC,-47371.5195436,-38756.0798054,+0,+0,+0,+0,+0,+0,+0,-51673.9483075,+0,+0,+0,-21874.1411357,+0,+0,+0,+0,+0,+0
2010-08-16 07:34:30 UTC,-47380.7848619,-38763.6598865,+0,+0,+0,+0,+0,+0,+0,-51684.0549354,+0,+0,+0,-21876.1726451,+0,-34999.1422883,+0,+0,+0,+0
2010-08-16 07:35:00 UTC,-47412.2880976,-38789.4331064,-47407.6657333,+0,+0,+0,+0,+0,+0,-51718.4187287,+0,+0,+0,-21875.307598,+0,-34997.7583493,+0,+0,+0,+0
2010-08-16 07:35:30 UTC,-47449.1959256,-38819.6277885,-47444.5689496,+0,+0,+0,+0,+0,+0,-51758.6777288,+0,+0,-56915.2557181,+0,+0,-35029.7784913,+0,+0,+0,+0
2010-08-16 07:36:00 UTC,+0,-38810.359062,-47433.2409292,+0,+0,+0,+0,+0,+0,-51746.3196067,+0,+0,-56900.9840642,+0,+0,-35020.9943412,+0,+0,+0,+0
2010-08-16 07:36:30 UTC,+0,-38820.71286,-47445.8950987,+0,+0,+0,+0,+0,+0,+0,+0,-47449.5592538,-56876.53411,+0,+0,-35005.9454854,+0,+0,+0,+0
2010-08-16 07:37:00 UTC,+0,-38820.9470472,-47446.181317,+0,-12942.4407662,+0,+0,+0,+0,+0,+0,-47449.8454985,-56841.3829146,+0,+0,-34984.3100555,+0,+0,+0,+0
2010-08-16 07:37:30 UTC,+0,+0,-47437.712293,+0,-12940.1304576,-34503.9167047,+0,+0,+0,+0,+0,-47441.3756826,-56834.6925687,+0,+0,+0,+0,+0,-43723.4471385,+0
2010-08-16 07:38:00 UTC,+0,+0,+0,+0,-12939.7205488,-34502.8237387,+0,+0,+0,+0,+0,-47439.8729171,-56910.2380842,+0,+0,+0,+0,+0,-43781.5666288,+0
2010-08-16 07:38:30 UTC,+0,+0,+0,+0,-12934.9185288,-34490.0198071,+0,+0,+0,+0,+0,-47422.2682462,-56959.7479414,+0,+0,+0,+0,+0,-43819.6560842,+0
2010-08-16 07:39:00 UTC,+0,+0,+0,-34494.1467018,+0,-34494.8254549,+0,+0,+0,+0,+0,-47428.875736,-56981.9454633,+0,+0,+0,+0,+0,-43836.7333198,+0
2010-08-16 07:39:30 UTC,+0,+0,+0,-34496.7914265,+0,-34497.4702447,+0,+0,+0,+0,+0,-47432.5121702,-56926.5439481,+0,+0,+0,+0,+0,-43794.1112312,+0
2010-08-16 07:40:00 UTC,+0,+0,+0,-34508.0192927,+0,+0,+0,+0,+0,+0,+0,-47447.9501905,-56898.2033455,+0,+0,+0,-13133.6774881,+0,-43772.308098,+0
2010-08-16 07:40:30 UTC,+0,+0,+0,-34560.5698054,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-13130.3410881,+0,-43761.1889041,+0
2010-08-16 07:41:00 UTC,+0,+0,+0,-34541.7507101,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30617.9151116,+0,-13122.8635621,+0,-43736.2686128,+0
2010-08-16 07:41:30 UTC,+0,+0,+0,-34527.1747159,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30584.8252368,+0,-13108.6809312,-65530.5187578,-43689.0022737,+0
2010-08-16 07:42:00 UTC,+0,+0,+0,-34511.5088974,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30604.9068176,+0,+0,-65573.5441038,-43717.687266,-34974.7762866
2010-08-16 07:42:30 UTC,+0,+0,+0,-34492.9350832,+0,+0,+0,+0,+0,+0,-38803.6573523,+0,+0,+0,-30600.6660167,+0,+0,-65564.4580693,+0,-34969.9300474
2010-08-16 07:43:00 UTC,+0,+0,+0,-34481.0643958,+0,+0,+0,+0,+0,+0,-38790.3032926,+0,+0,+0,-30603.1974386,+0,+0,-65569.8817114,+0,-34972.822868
2010-08-16 07:43:30 UTC,+0,+0,+0,+0,+0,+0,+0,-34468.6548107,+0,+0,-38777.727725,+0,+0,+0,-30589.326342,+0,+0,-65540.1625017,+0,-34956.9714636
2010-08-16 07:44:00 UTC,+0,+0,+0,+0,+0,+0,+0,-34491.2225536,+0,+0,-38803.1166668,+0,+0,+0,-30550.5590085,+0,+0,-65457.1024127,+0,-34912.6695102
2010-08-16 07:44:30 UTC,+0,+0,+0,+0,-12940.309719,+0,+0,-34502.4831626,+0,+0,-38815.7849672,+0,+0,+0,+0,+0,+0,-65451.8830718,+0,-34909.8856584
2010-08-16 07:45:00 UTC,+0,+0,+0,+0,-12929.4879389,+0,-25858.1706347,-34473.6301683,+0,+0,-38783.3250349,+0,+0,+0,+0,+0,+0,-65506.4714478,+0,+0
2010-08-16 07:45:30 UTC,+0,+0,+0,+0,-12928.0585591,+0,-25855.3119988,-34469.8191832,+0,+0,-38779.0376376,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:46:00 UTC,+0,+0,+0,+0,-12940.786542,+0,-25880.7668632,-34503.7542908,+0,+0,+0,+0,+0,-21823.6837847,+0,+0,+0,+0,+0,+0
2010-08-16 07:46:30 UTC,+0,+0,+0,+0,+0,+0,-25885.6307794,+0,+0,+0,+0,+0,+0,-21837.1267893,+0,+0,+0,+0,+0,+0
2010-08-16 07:47:00 UTC,-47381.4930358,+0,+0,+0,+0,+0,-25846.2637196,+0,+0,+0,+0,+0,+0,-21862.673114,+0,+0,+0,+0,+0,+0
2010-08-16 07:47:30 UTC,-47424.4890749,+0,+0,+0,+0,+0,-25869.7180926,+0,+0,+0,+0,+0,+0,-21855.6924518,+0,+0,+0,+0,+0,+0
2010-08-16 07:48:00 UTC,-47419.4678687,+0,+0,+0,+0,+0,-25866.9790206,+0,+0,+0,+0,+0,+0,-21870.5439555,+0,+0,-13122.7462466,+0,+0,+0
2010-08-16 07:48:30 UTC,-47420.0328036,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21886.3847724,+0,+0,-13132.2511422,+0,+0,+0
2010-08-16 07:49:00 UTC,-47394.5587642,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21899.9568564,+0,+0,-13140.3947398,+0,+0,+0
2010-08-16 07:49:30 UTC,-47409.1574283,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-13118.5733859,+0,+0,+0
2010-08-16 07:50:00 UTC,-47432.2501383,-38813.4242061,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:50:30 UTC,+0,-38813.8567425,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:51:00 UTC,+0,-38826.7027569,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:51:30 UTC,+0,-38810.8344356,+0,+0,-12939.0694257,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34920.9747225,+0,+0,+0,+0
2010-08-16 07:52:00 UTC,+0,-38765.2548586,+0,+0,-12923.8730181,+0,+0,+0,+0,-51686.1815729,+0,+0,+0,+0,+0,-34963.2747228,+0,+0,+0,+0
2010-08-16 07:52:30 UTC,+0,-38759.8910973,+0,+0,-12922.0847193,+0,+0,+0,+0,-51679.0299952,+0,+0,+0,+0,+0,-34977.5254959,+0,+0,+0,+0
2010-08-16 07:53:00 UTC,+0,-38704.4588814,+0,+0,-12903.6034021,+0,+0,+0,+0,-51605.1214483,+0,+0,+0,+0,+0,-34974.8164764,+0,+0,+0,+0
2010-08-16 07:53:30 UTC,+0,-38635.9046887,+0,+0,+0,+0,+0,+0,+0,-51513.7171851,+0,+0,+0,+0,+0,-35003.3212755,+0,+0,+0,+0
2010-08-16 07:54:00 UTC,+0,-38594.8846686,-47169.8931145,+0,+0,-34309.113112,+0,+0,+0,-51459.0246181,+0,-47173.5317495,+0,+0,+0,-35004.7358878,+0,+0,+0,+0
2010-08-16 07:54:30 UTC,+0,-38637.5795151,-47222.0737582,+0,+0,-34347.0678109,+0,+0,+0,-51515.9502546,+0,-47225.7172777,+0,+0,+0,-34980.1815925,+0,+0,+0,+0
2010-08-16 07:55:00 UTC,+0,+0,-47225.7722945,+0,+0,-34349.7581378,+0,+0,+0,-51519.9851412,+0,-47229.416261,+0,+0,+0,+0,+0,+0,+0,-34949.6302028
2010-08-16 07:55:30 UTC,+0,+0,-47288.5332686,+0,+0,-34395.4086629,+0,+0,+0,-51588.4532192,+0,-47292.183109,+0,+0,-30559.2588432,+0,-13097.7230379,+0,+0,-34922.6111572
2010-08-16 07:56:00 UTC,+0,+0,-47277.7726456,+0,+0,-34387.581696,+0,+0,+0,-51576.7140902,+0,-47281.4214792,+0,+0,-30541.2716972,+0,-13090.013578,+0,+0,-34902.0560757
2010-08-16 07:56:30 UTC,+0,+0,-47342.2231403,+0,+0,-34434.4611281,+0,+0,+0,-51647.0253233,-38737.1142605,-47345.8780048,+0,+0,-30490.0950042,+0,-13068.0787655,+0,-43553.6870678,-34843.5731414
2010-08-16 07:57:00 UTC,+0,+0,+0,-34483.3463769,+0,+0,+0,+0,+0,+0,-38792.8702543,-47414.0254192,-56600.7949755,+0,-30482.9655226,+0,-13065.0230024,+0,-43543.5031535,-34835.4258197
2010-08-16 07:57:30 UTC,+0,+0,+0,-34527.8543741,+0,+0,+0,+0,+0,+0,-38842.9400142,-47475.2228683,-56601.9787942,+0,-30483.6031127,+0,+0,+0,-43544.4139018,-34836.1544353
2010-08-16 07:58:00 UTC,+0,+0,+0,-34481.0480552,-12931.8083761,+0,+0,-34479.8165416,+0,+0,-38790.2847322,-47410.865281,-56637.4890444,+0,-30502.7284941,+0,+0,+0,-43571.7330344,+0
2010-08-16 07:58:30 UTC,+0,+0,+0,-34461.5856647,-12924.5089704,+0,+0,-34460.3550039,+0,+0,-38768.390303,+0,-56619.5015953,-21781.5394646,-30493.0406762,+0,+0,+0,-43557.8947338,+0
2010-08-16 07:59:00 UTC,+0,+0,+0,-34430.5198461,-12912.8576771,+0,-25824.9114687,-34429.2905468,+0,+0,-38733.4424712,+0,-56645.0620565,-21791.373165,+0,+0,+0,+0,-43577.5591865,+0
2010-08-16 07:59:30 UTC,+0,+0,+0,-34410.0730182,-12905.1890558,+0,-25809.5748904,-34408.8446151,+0,+0,-38710.4405892,+0,-56631.6210748,-21786.2021091,+0,+0,+0,+0,-43567.2186244,+0
2010-08-16 08:00:00 UTC,-47291.6420567,+0,+0,-34393.6414344,+0,+0,-25797.2500869,-34392.4137155,+0,+0,-38691.9556416,+0,-56684.8805337,-21806.6924191,+0,+0,+0,+0,-43608.1929299,+0
2010-08-16 08:00:30 UTC,-47320.5129321,+0,+0,-34414.6933094,+0,+0,-25813.0404939,-34413.4646676,+0,+0,+0,+0,-56672.9076649,-21802.0861795,+0,+0,+0,+0,-43598.9818318,+0
2010-08-16 08:01:00 UTC,-47268.5989953,+0,+0,-34376.9379825,+0,+0,-25784.7213073,-34375.7109957,+0,+0,+0,+0,-56657.4451187,-21796.1373812,+0,+0,+0,-65377.6518404,-43587.0860179,+0
2010-08-16 08:01:30 UTC,-47263.6521215,+0,+0,+0,+0,+0,-25782.0227749,+0,+0,+0,+0,+0,-56626.5811598,-21784.2633031,+0,+0,+0,-65342.0367182,-43563.3414209,+0
2010-08-16 08:02:00 UTC,-47315.8126723,+0,+0,+0,+0,+0,-25810.47649,+0,+0,+0,+0,+0,-56674.5882912,+0,+0,+0,+0,-65397.4340129,+0,+0
2010-08-16 08:02:30 UTC,-47386.980258,+0,+0,+0,+0,+0,-25849.2985907,+0,+0,+0,+0,+0,+0,+0,+0,+0,-13081.3057773,-65393.6745902,+0,+0
2010-08-16 08:03:00 UTC,-47332.8882412,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-13080.974381,-65392.0180111,+0,+0
2010-08-16 08:03:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-13074.0627058,-65357.4680097,+0,+0
2010-08-16 08:04:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-13073.0067759,-65352.1896411,+0,+0
2010-08-16 08:04:30 UTC,+0,+0,+0,+0,-12908.4656597,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65469.6174882,+0,+0
2010-08-16 08:05:00 UTC,+0,+0,+0,+0,-12899.960805,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:05:30 UTC,+0,+0,+0,+0,-12882.5823282,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:06:00 UTC,+0,-38622.6233462,+0,+0,-12876.307097,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:06:30 UTC,+0,-38654.0555422,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34882.6864499,+0,+0,+0,-34881.8811734
2010-08-16 08:07:00 UTC,+0,-38606.9672753,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34874.5459331,+0,+0,+0,-34873.7408855
2010-08-16 08:07:30 UTC,+0,-38757.7417266,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34857.0752805,+0,+0,+0,-34856.2707248
2010-08-16 08:08:00 UTC,+0,-38776.3778765,+0,+0,+0,-34470.400278,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34837.0027702,+0,+0,+0,-34836.2587432
2010-08-16 08:08:30 UTC,+0,-38825.0654659,+0,+0,+0,-34513.6822306,+0,+0,+0,+0,+0,+0,+0,+0,-30509.972278,-34867.032892,+0,+0,+0,-34866.2881222
2010-08-16 08:09:00 UTC,+0,-38909.0086267,+0,+0,+0,-34588.3054301,+0,+0,+0,+0,+0,+0,+0,+0,-30484.315017,-34837.711947,+0,+0,+0,-34836.9679025
2010-08-16 08:09:30 UTC,+0,-38837.1626121,-47465.9995161,+0,+0,-34524.4362665,+0,+0,-60408.4404902,+0,-38838.3935797,+0,+0,+0,-30499.840982,-34855.4549151,-13072.2560173,+0,+0,-34854.7104317
2010-08-16 08:10:00 UTC,+0,-38826.1014557,-47452.4808297,+0,+0,-34514.6031976,+0,+0,-60391.2358816,-51767.3092068,-38827.3319965,-47456.0595201,+0,-21780.351958,-30491.3782065,+0,-13068.628792,+0,+0,+0
2010-08-16 08:10:30 UTC,+0,+0,-47501.8096445,+0,-12957.6039973,-34550.4834328,+0,+0,-60454.014388,-51821.1236849,-38867.6950011,-47505.3927654,+0,-21782.9709944,-30495.0007601,+0,-13070.2002809,+0,+0,+0
2010-08-16 08:11:00 UTC,+0,+0,-47434.6364883,+0,-12939.2795216,+0,+0,-34499.7685886,-60368.5262122,-51747.842209,-38812.7309718,-47438.2135755,+0,-21767.342987,-30473.122617,+0,-13060.8230758,+0,+0,+0
2010-08-16 08:11:30 UTC,+0,+0,-47406.7572914,+0,-12931.6742264,+0,+0,-34479.491454,-60333.0456452,-51717.4278469,-38789.9189876,-47410.3318745,+0,-21787.7167853,-30501.6445431,+0,+0,+0,+0,+0
2010-08-16 08:12:00 UTC,-47366.4235132,+0,-47361.8817087,+0,-12919.4324076,+0,+0,-34446.7909866,-60275.9345632,-51668.4715503,-38753.1998131,-47365.4522601,+0,-21799.9456202,+0,+0,+0,+0,+0,+0
