# file...... Output/Qh/house_Qh_file_012.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_1_8A_tm_1_A_8_Meter_29_221:Qh,house_1_9A_tm_1_A_9_Meter_29_222:Qh,house_1_10A_tm_1_A_10_Meter_29_223:Qh,house_1_11A_tm_1_A_11_Meter_29_224:Qh,house_1_12A_tm_1_A_12_Meter_29_225:Qh,house_1_13A_tm_1_A_13_Meter_29_226:Qh,house_1_14A_tm_1_A_14_Meter_29_227:Qh,house_1_15A_tm_1_A_15_Meter_29_228:Qh,house_1_1C_tm_1_C_1_Meter_30_229:Qh,house_1_2C_tm_1_C_2_Meter_30_230:Qh,house_1_3C_tm_1_C_3_Meter_30_231:Qh,house_1_4C_tm_1_C_4_Meter_30_232:Qh,house_1_5C_tm_1_C_5_Meter_30_233:Qh,house_1_6C_tm_1_C_6_Meter_30_234:Qh,house_1_7C_tm_1_C_7_Meter_30_235:Qh,house_1_8C_tm_1_C_8_Meter_30_236:Qh,house_1_9C_tm_1_C_9_Meter_30_237:Qh,house_1_10C_tm_1_C_10_Meter_30_238:Qh,house_1_11C_tm_1_C_11_Meter_30_239:Qh,house_1_12C_tm_1_C_12_Meter_30_240:Qh
2010-08-16 08:26:00 UTC,-51824.6836697,+0,+0,+0,+0,-47507.5576369,+0,-64781.4616029,-47560.6641136,-21619.1623772,+0,+0,+0,-43237.4866437,+0,+0,+0,+0,+0,+0
2010-08-16 08:26:30 UTC,-51830.6827784,+0,+0,+0,+0,-47513.0570354,+0,-64788.96055,+0,-21626.808118,+0,+0,+0,-43252.7777028,+0,+0,+0,+0,+0,+0
2010-08-16 08:27:00 UTC,-51809.111647,+0,+0,+0,+0,-47493.2827228,+0,-64761.9964155,+0,+0,+0,+0,+0,+0,+0,+0,+0,-51891.5511031,+0,+0
2010-08-16 08:27:30 UTC,-51834.362447,+0,+0,+0,+0,-47516.4301972,+0,+0,+0,+0,+0,+0,+0,+0,-47565.1614032,+0,+0,-51886.031299,+0,+0
2010-08-16 08:28:00 UTC,-51836.5855028,+0,+0,+0,+0,-47518.4680785,+0,+0,+0,+0,+0,+0,+0,+0,-47535.64486,+0,+0,-51853.8341597,+0,+0
2010-08-16 08:28:30 UTC,-51822.3746615,+0,+0,+0,+0,-47505.440963,+0,+0,+0,+0,+0,+0,+0,+0,-47543.0051746,+0,+0,-51861.8629139,+0,+0
2010-08-16 08:29:00 UTC,-51815.0794762,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47519.4624331,+0,+0,-51836.1820978,+0,+0
2010-08-16 08:29:30 UTC,-51829.743356,+0,+0,+0,-21598.8724835,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47496.3255494,+0,+0,-51810.9439986,+0,+0
2010-08-16 08:30:00 UTC,-51840.1290252,+0,+0,-38880.4973844,-21603.2006176,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47476.0285225,-30213.8073514,+0,-51788.803663,-12949.6096465,+0
2010-08-16 08:30:30 UTC,+0,-25916.7439917,-60460.6869886,-38870.9846342,-21597.9148221,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47464.7950013,-30206.6582055,+0,-51776.5499508,-12946.5454805,+0
2010-08-16 08:31:00 UTC,+0,-25914.5516655,-60455.5728114,-38867.6966051,-21596.0878164,+0,+0,+0,+0,+0,-56060.7243797,-30190.6534284,+0,+0,-47438.2333469,-30189.7540537,+0,-51747.576056,-12939.3002613,+0
2010-08-16 08:31:30 UTC,+0,-25911.6158274,-60448.7241975,-38863.2934643,-21593.6411946,+0,+0,+0,+0,-21568.4677195,-56071.1980109,-30196.2940509,+0,+0,-47447.0961571,-30195.3944512,+0,-51757.243757,-12941.7177689,+0
2010-08-16 08:32:00 UTC,+0,-25902.5406197,-60427.5538917,-38849.6825583,-21586.0782432,+0,+0,+0,+0,-21583.2953706,-56109.7438335,-30217.0530819,+0,+0,+0,-30216.152654,+0,-51792.8235368,-12950.614857,+0
2010-08-16 08:32:30 UTC,+0,-25912.5627091,-60450.9330483,-38864.7135882,+0,+0,+0,+0,+0,-21584.1094487,-56111.8601029,-30218.1928088,-47476.9847238,+0,+0,-30217.2923354,+0,+0,+0,+0
2010-08-16 08:33:00 UTC,+0,+0,-60473.5357005,-38879.2453848,+0,+0,+0,+0,+0,-21578.3972364,-56097.0106898,-30210.1955885,-47464.4206076,+0,+0,-30209.2954341,+0,+0,+0,+0
2010-08-16 08:33:30 UTC,+0,+0,-60435.8596856,-38855.0225559,+0,+0,+0,+0,+0,+0,-56097.8304786,-30210.6370896,-47465.1142325,+0,+0,-30209.7369177,+0,+0,+0,+0
2010-08-16 08:34:00 UTC,+0,+0,-60426.8218576,-38849.2119151,+0,+0,+0,+0,+0,+0,-56133.1295952,-30229.647592,-47494.9808812,+0,+0,-30228.7466618,+0,+0,+0,+0
2010-08-16 08:34:30 UTC,+0,+0,-60366.2521889,-38810.2701978,+0,+0,-51747.1783563,+0,+0,+0,-56140.6918592,+0,-47501.3793271,+0,+0,-30232.8191913,+0,+0,+0,-56140.9458179
2010-08-16 08:35:00 UTC,+0,+0,+0,-38818.4868348,+0,+0,-51758.1339645,+0,+0,+0,-56157.5706851,+0,-47515.6605335,+0,+0,+0,-56152.4316982,+0,+0,-56157.8247313
2010-08-16 08:35:30 UTC,+0,+0,+0,+0,+0,+0,-51793.1424123,+0,+0,+0,-56128.0279096,+0,-47490.6643354,+0,+0,+0,-56122.8925781,+0,+0,-56128.2818025
2010-08-16 08:36:00 UTC,+0,+0,+0,+0,+0,+0,-51809.906164,+0,-47486.446103,+0,+0,+0,-47479.8795759,+0,+0,+0,-56110.1477478,+0,+0,-56115.5353286
2010-08-16 08:36:30 UTC,+0,+0,+0,+0,+0,+0,-51794.38298,+0,-47471.7955399,+0,+0,+0,+0,+0,+0,+0,-56092.8376271,+0,-12947.897063,-56098.2229756
2010-08-16 08:37:00 UTC,+0,+0,+0,+0,+0,+0,-51757.4756511,+0,-47488.4436827,+0,+0,+0,+0,+0,+0,+0,-56112.5079538,+0,-12952.4378997,-56117.895839
2010-08-16 08:37:30 UTC,+0,+0,+0,+0,+0,+0,-51773.6626867,+0,-47500.0090809,+0,+0,+0,+0,+0,+0,+0,-56126.1728509,+0,-12955.5924009,-56131.5624984
2010-08-16 08:38:00 UTC,+0,-25908.5613118,+0,+0,+0,+0,-51811.7684131,+0,-47474.8285047,-21580.1446423,+0,+0,+0,-43159.453332,+0,+0,-56096.4211742,+0,-12948.7243144,-56101.8069849
2010-08-16 08:38:30 UTC,+0,-25875.199397,+0,+0,-21564.6955689,-47433.9320098,-51745.0533645,+0,-47509.2219943,-21595.7786675,+0,+0,+0,-43190.7205173,+0,+0,-56137.0582106,+0,-12958.1052539,-56142.4492617
2010-08-16 08:39:00 UTC,+0,-25869.6582373,+0,+0,-21558.6752488,-47423.7742571,-51733.9725038,+0,-47546.8165977,-21612.8678019,+0,+0,+0,-43224.8978412,+0,+0,-56181.4774714,+0,-12968.3593078,-56186.8742485
2010-08-16 08:39:30 UTC,+0,-25914.3776611,+0,+0,-21595.9428075,-47505.7514737,-51823.3995807,+0,-47538.2706494,-21608.9831258,+0,+0,+0,-43217.1287037,-47536.2211161,+0,+0,+0,+0,+0
2010-08-16 08:40:00 UTC,-51837.3574073,-25921.7007078,+0,+0,-21602.045571,-47519.1756853,+0,-64797.3039044,-47514.9133587,+0,+0,+0,+0,-43195.8945472,-47512.8652388,+0,+0,+0,+0,+0
2010-08-16 08:40:30 UTC,-51878.8569452,-25942.4534139,+0,+0,-21619.3401291,-47557.2184199,+0,-64849.1787505,-47535.8582946,+0,+0,+0,+0,-43214.9356275,-47533.8089071,+0,+0,+0,+0,+0
2010-08-16 08:41:00 UTC,-51865.5637819,+0,+0,+0,-21613.8003235,-47545.0325426,+0,-64832.5621607,+0,+0,+0,+0,+0,-43246.2101179,-47568.208351,+0,+0,+0,+0,+0
2010-08-16 08:41:30 UTC,-51924.3599175,+0,+0,+0,-21638.3030828,-47598.9311137,+0,-64906.0579311,+0,+0,+0,+0,+0,-43225.0629597,-47544.9481645,+0,+0,-51863.9823598,+0,+0
2010-08-16 08:42:00 UTC,-51900.613869,+0,+0,+0,-21628.4071309,-47577.1630488,+0,-64876.3751276,+0,+0,+0,-30244.3493984,+0,-43204.7476735,-47522.602971,+0,+0,-51839.6078489,+0,+0
2010-08-16 08:42:30 UTC,-51926.9227947,+0,+0,+0,+0,-47601.2805099,+0,-64909.2615538,+0,+0,+0,-30220.1514898,+0,-43170.1807208,-47484.5820827,+0,+0,-51798.1340293,+0,+0
2010-08-16 08:43:00 UTC,-51985.0154903,+0,+0,+0,+0,-47654.5342355,+0,-64981.8780177,+0,+0,+0,-30194.2849818,+0,+0,-47443.9394136,+0,+0,-51753.8003285,-12940.8567044,+0
2010-08-16 08:43:30 UTC,-52004.6874807,+0,+0,-39003.9164302,+0,-47672.5676004,+0,-65006.4682071,+0,+0,+0,-30183.2163597,+0,+0,-47426.5478767,-30182.3172818,+0,-51734.8293507,-12936.112817,+0
2010-08-16 08:44:00 UTC,-51986.5503801,+0,+0,-38990.3135818,+0,+0,+0,-64983.7966458,+0,-21575.899753,+0,-30206.6990579,+0,+0,+0,-30205.7990431,+0,-51775.0773376,-12946.1772384,+0
2010-08-16 08:44:30 UTC,-52039.9107657,+0,+0,-39030.3339391,+0,+0,+0,+0,+0,-21553.3569998,+0,-30175.1387179,+0,+0,+0,-30174.2399624,+0,-51720.9847402,-12932.6508303,+0
2010-08-16 08:45:00 UTC,+0,+0,+0,-39034.0425913,+0,+0,+0,+0,+0,-21547.2485658,+0,-30166.5867788,+0,+0,+0,-30165.6883646,+0,-51706.3272121,-12928.985565,+0
2010-08-16 08:45:30 UTC,+0,+0,+0,-38970.4711886,+0,+0,+0,+0,+0,-21538.909201,+0,-30154.9114885,+0,+0,+0,-30154.0135404,+0,-51686.3164414,-12923.9816664,+0
2010-08-16 08:46:00 UTC,+0,-25948.5625722,+0,-38918.7058266,+0,+0,+0,+0,+0,+0,+0,+0,-47518.4024101,+0,+0,-30243.6541682,+0,-51839.9614253,+0,+0
2010-08-16 08:46:30 UTC,+0,-25947.5327908,-60532.5099543,-38917.1613705,+0,+0,+0,+0,+0,+0,+0,+0,-47542.3266393,+0,+0,-30258.8816358,+0,-51866.0614695,+0,+0
2010-08-16 08:47:00 UTC,+0,-25942.4035081,-60520.544554,-38909.4685229,+0,+0,+0,+0,+0,+0,+0,+0,-47562.4433966,+0,+0,-30271.6856958,+0,-51888.0077671,+0,+0
2010-08-16 08:47:30 UTC,+0,-25928.2638628,-60487.5601144,-38888.2620224,+0,+0,+0,+0,+0,+0,+0,+0,-47543.6361107,+0,+0,-30259.7150977,-56185.4916841,-51867.4900321,+0,+0
2010-08-16 08:48:00 UTC,+0,-25905.3992244,-60434.2223386,-38853.9698653,-21588.4605015,+0,+0,+0,+0,+0,-56162.1053246,+0,-47519.4973006,+0,+0,-30244.3510516,-56156.9657769,+0,+0,+0
2010-08-16 08:48:30 UTC,+0,+0,-60370.2345881,-38812.8305788,-21565.6012999,+0,+0,+0,+0,+0,-56230.4002437,+0,-47577.2817614,+0,+0,+0,-56225.2522492,+0,+0,+0
2010-08-16 08:49:00 UTC,+0,+0,-60381.8788638,+0,-21569.7611414,+0,+0,+0,+0,+0,-56219.6952756,+0,-47568.2242677,+0,+0,+0,-56214.5486052,+0,+0,+0
2010-08-16 08:49:30 UTC,+0,+0,-60387.0422627,+0,-21571.6057313,+0,+0,+0,-47597.0654506,-21635.7090961,-56245.9980726,+0,-47590.4791144,+0,+0,+0,-56240.8481499,+0,-12982.0648505,+0
2010-08-16 08:50:00 UTC,+0,+0,-60394.8122802,+0,-21574.3815189,+0,+0,+0,-47633.7698763,-21652.3935879,-56289.3709283,+0,+0,+0,+0,+0,-56284.2156445,+0,-12992.0761053,+0
2010-08-16 08:50:30 UTC,+0,+0,-60416.4622413,+0,-21582.1158239,+0,+0,+0,-47611.7316135,-21642.3757983,-56263.3287717,+0,+0,+0,+0,+0,-56258.1767064,+0,-12986.0650955,+0
2010-08-16 08:51:00 UTC,+0,+0,+0,+0,-21601.7806506,+0,-51837.4080457,+0,-47618.5792674,-21645.4884918,-56271.420502,+0,+0,+0,-47616.5248772,+0,-56266.2674368,+0,-12987.9328159,+0
2010-08-16 08:51:30 UTC,+0,+0,+0,+0,+0,+0,-51840.5574525,+0,-47551.3352332,+0,-56191.959629,+0,+0,+0,-47549.2849094,+0,-56186.8163884,+0,-12969.5917807,-56192.2138535
2010-08-16 08:52:00 UTC,+0,+0,+0,+0,+0,+0,-51830.6061917,+0,-47553.9290215,+0,-56195.0246544,+0,+0,+0,-47551.8785408,+0,-56189.8810347,+0,-12970.2992452,-56195.2788949
2010-08-16 08:52:30 UTC,+0,+0,+0,+0,+0,-47520.131258,-51839.08616,+0,-47602.0113268,+0,-56251.8425114,-30293.5809761,+0,+0,-47599.9579382,+0,+0,+0,+0,-56252.0970466
2010-08-16 08:53:00 UTC,+0,-25917.5012558,+0,+0,+0,-47507.198082,-51824.9776528,+0,-47605.5399901,+0,-56256.0122593,-30295.8266128,+0,-43278.2833869,-47603.4863881,+0,+0,+0,+0,-56256.2668161
2010-08-16 08:53:30 UTC,+0,-25904.0335511,+0,+0,+0,-47486.7892133,-51802.7140829,+0,-47644.8458683,+0,+0,-30320.840822,+0,-43314.0164343,-47642.7898904,+0,+0,+0,+0,-56302.713995
2010-08-16 08:54:00 UTC,-51837.7942974,-25921.9191839,+0,+0,+0,-47519.5761836,-51838.4806419,+0,-47617.1762101,+0,+0,-30303.2318879,+0,-43288.8618962,-47615.1219047,+0,+0,+0,+0,-56270.0171663
2010-08-16 08:54:30 UTC,-51824.5210392,-25915.2816151,+0,+0,+0,-47507.4085531,-51825.2072509,+0,+0,+0,+0,-30316.1795965,+0,-43307.3578271,-47635.4659535,+0,+0,+0,+0,-56294.0588831
2010-08-16 08:55:00 UTC,-51833.7374728,-25919.8904845,+0,+0,+0,-47515.857282,-51834.4237768,-64792.7789494,+0,+0,+0,-30318.8238968,+0,-43311.1352366,-47639.6208028,+0,+0,+0,+0,-56298.9689045
2010-08-16 08:55:30 UTC,-51840.2374032,-25923.1409095,+0,+0,+0,-47521.815785,-51840.9237721,-64800.9039286,+0,-21632.5137738,+0,-30285.9599069,+0,-43264.188699,-47587.9833559,+0,+0,+0,+0,-56237.9460032
2010-08-16 08:56:00 UTC,-51896.9315066,+0,+0,+0,+0,-47573.7874178,-51897.6184434,-64871.7721371,+0,-21607.4797897,+0,-30250.9117897,+0,-43214.1221148,+0,-30250.0100116,+0,-51850.85541,-12965.1263197,-56172.8675492
2010-08-16 08:56:30 UTC,-51893.8389425,+0,+0,-38920.7798878,+0,-47570.9524562,+0,-64867.9064003,+0,-21604.6511539,+0,+0,+0,-43208.4649995,+0,-30246.0500183,+0,-51844.0679386,-12963.4290434,-56165.514215
2010-08-16 08:57:00 UTC,-51872.5424941,+0,+0,-38904.8075255,-21616.7086392,-47551.4299465,+0,-64841.2856223,+0,-21587.13179,+0,+0,+0,-43173.4272408,+0,-30221.5235096,+0,-51802.0292404,-12952.9168373,+0
2010-08-16 08:57:30 UTC,-51907.8249378,+0,+0,-38931.2694015,-21631.412279,-47583.7734545,+0,-64885.3890374,+0,+0,+0,+0,+0,-43162.0914604,+0,-30213.5884381,+0,-51788.4284432,-12949.515819,+0
2010-08-16 08:58:00 UTC,-51902.8970369,+0,+0,-38927.5734697,-21629.3586206,+0,+0,-64879.2291109,+0,+0,+0,+0,+0,-43170.9583696,+0,-30219.7952943,+0,-51799.0670602,-12952.1761142,+0
2010-08-16 08:58:30 UTC,-51955.8611174,+0,+0,-38967.296596,-21651.4309231,+0,+0,-64945.4347532,+0,+0,+0,+0,-47468.8179828,+0,+0,-30212.094308,+0,-51785.8674885,-12948.875426,+0
2010-08-16 08:59:00 UTC,+0,+0,+0,-38942.3261301,-21637.5559913,+0,+0,-64903.8170387,+0,+0,+0,+0,-47476.6167786,+0,+0,-30217.0581427,+0,-51794.3755541,+0,+0
2010-08-16 08:59:30 UTC,+0,+0,+0,-38890.4771765,-21608.7459267,+0,+0,-64817.4015507,+0,+0,+0,+0,-47466.3865323,+0,+0,-30210.5467205,+0,-51783.2149071,+0,+0
2010-08-16 09:00:00 UTC,+0,+0,+0,-38923.9530664,-21627.3469302,+0,+0,+0,+0,+0,+0,+0,-47430.5999837,+0,+0,-30187.7690348,-56051.9118618,-51744.1737125,+0,+0
2010-08-16 09:00:30 UTC,+0,-25940.6470588,+0,-38906.8342171,-21617.8347779,+0,+0,+0,+0,+0,+0,+0,-47462.3996721,+0,+0,-30208.0091344,-56089.4909678,-51778.8654575,+0,+0
2010-08-16 09:01:00 UTC,+0,-25917.3378453,-60462.0723069,-38871.8752896,+0,+0,+0,+0,+0,-21585.1108061,+0,+0,-47479.1872282,+0,+0,+0,-56109.3295698,-51797.179776,+0,+0
2010-08-16 09:01:30 UTC,+0,-25882.7232832,-60381.3247513,-38819.9607158,+0,+0,+0,+0,+0,-21602.1957202,+0,+0,-47516.7658146,+0,+0,+0,-56153.7378582,-51838.1759876,+0,+0
2010-08-16 09:02:00 UTC,+0,-25900.3346602,-60422.4079123,-38846.3740824,+0,+0,+0,+0,+0,-21597.2870503,+0,+0,-47505.9691035,+0,-47510.3896318,+0,-56140.978904,-51826.3973579,-12959.7941105,+0
2010-08-16 09:02:30 UTC,+0,-25877.5924549,-60369.3557474,+0,+0,+0,+0,+0,-47562.143513,-21619.8348581,+0,+0,-47555.5634287,+0,-47559.9896217,+0,-56199.5867274,+0,-12972.5397752,+0
2010-08-16 09:03:00 UTC,+0,-25879.570013,-60373.9689212,+0,+0,+0,+0,+0,-47590.2491491,+0,+0,-30286.0955417,+0,+0,-47588.0934351,+0,-56232.7944641,+0,-12980.2056815,+0
2010-08-16 09:03:30 UTC,+0,+0,-60362.1191046,+0,+0,+0,+0,+0,-47615.6501896,+0,+0,-30302.2607306,+0,+0,-47613.4928289,+0,-56262.8066332,+0,-12987.1339003,+0
2010-08-16 09:04:00 UTC,+0,+0,-60340.5521564,+0,+0,+0,+0,+0,-47584.9282705,+0,-56231.65582,-30282.7093415,+0,+0,-47582.7729016,+0,-56226.5076705,+0,-12978.7543941,+0
2010-08-16 09:04:30 UTC,+0,+0,-60428.2053987,+0,+0,+0,+0,+0,-47610.4334035,+0,-56261.7947042,-30298.9407746,+0,+0,-47608.2763812,+0,-56256.6428288,+0,-12985.7110043,+0
2010-08-16 09:05:00 UTC,+0,+0,-60464.823086,+0,+0,+0,+0,+0,-47624.0135411,+0,-56277.8420697,-30307.5831564,+0,+0,-47621.8556384,+0,+0,+0,-12989.4150323,+0
2010-08-16 09:05:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-47594.0292531,+0,-56242.4102613,-30288.5011949,+0,+0,-47591.8732941,+0,+0,+0,+0,+0
2010-08-16 09:06:00 UTC,+0,+0,+0,+0,-21615.4025562,-47548.6155799,+0,+0,-47577.3656795,+0,-56222.7192643,-30277.8965184,+0,+0,-47575.2108011,+0,+0,+0,+0,+0
2010-08-16 09:06:30 UTC,+0,+0,+0,+0,-21597.9528954,-47510.2315725,-51828.1658114,+0,-47569.2982838,-21623.0871558,-56213.1861907,-30272.7624385,+0,+0,-47567.1439284,+0,+0,+0,+0,+0
2010-08-16 09:07:00 UTC,-51808.8626171,+0,+0,+0,-21590.1857603,-47493.1462105,-51809.5278672,+0,-47578.1692326,-21627.1195652,-56223.6688061,+0,+0,+0,-47576.014302,+0,+0,+0,+0,-56235.5191023
2010-08-16 09:07:30 UTC,-51759.4339442,-25882.746351,+0,+0,-21569.5867761,-47447.8346393,-51760.0987407,+0,+0,-21623.0086033,-56212.9819866,+0,+0,-43245.1788835,+0,+0,+0,+0,+0,-56213.2363202
2010-08-16 09:08:00 UTC,-51804.3869462,-25905.2260575,+0,+0,-21588.3205623,-47489.0433353,-51805.0521552,+0,+0,-21607.9862415,-56173.9299927,+0,+0,-43215.1349904,+0,+0,+0,+0,+0,-56174.1841238
2010-08-16 09:08:30 UTC,-51853.0592914,-25929.5657,+0,+0,-21608.6043525,-47533.6615759,-51853.7249477,+0,+0,+0,-56162.3283447,+0,+0,-43206.2094881,+0,-30244.4711553,+0,+0,-12962.7523334,-56162.5824155
2010-08-16 09:09:00 UTC,-51912.4478383,-25959.2642069,+0,-38934.7074086,-21633.3540291,-47588.1034248,-51913.1140414,-64891.2933589,+0,+0,-56107.4600368,+0,+0,-43163.9976196,+0,-30214.9227538,+0,+0,-12950.0877145,-56107.5819313
2010-08-16 09:09:30 UTC,-51929.7803314,-25967.9316889,+0,-38947.7067803,-21640.5771994,-47603.9922285,-51930.4466943,-64912.9592371,+0,+0,+0,+0,+0,-43158.4163139,+0,-30211.0158275,+0,+0,-12948.4131829,-56100.3271727
2010-08-16 09:10:00 UTC,-51994.1901051,-26000.1411655,+0,-38996.0141186,+0,-47663.0370662,-51994.8570626,-64993.4724273,+0,+0,+0,+0,+0,-43139.3439605,+0,-30197.6651379,+0,-51761.1357372,-12942.6909987,-56075.5363202
2010-08-16 09:10:30 UTC,-52005.5854065,+0,+0,-39004.5605963,+0,-47673.4832096,-52006.2524693,-65007.7167262,+0,+0,+0,+0,-47449.0071252,-43142.0574375,+0,-30199.5645778,+0,-51764.391398,-12943.5051098,-56079.0633845
2010-08-16 09:11:00 UTC,-52038.1499496,+0,+0,-39028.9840086,+0,-47703.3353273,-52038.8173137,-65048.4228972,+0,+0,+0,+0,-47446.5524979,-43139.8255198,+0,-30198.0022304,+0,-51761.7135178,-12942.8354786,-56076.1622666
2010-08-16 09:11:30 UTC,-52019.1726201,+0,+0,-39014.7510084,+0,-47685.9386921,-52019.8398085,-65024.7009485,+0,+0,+0,+0,-47391.3412423,-43089.6235988,+0,-30162.8607747,+0,-51701.4806933,-12927.7736433,-56010.9082151
2010-08-16 09:12:00 UTC,-52020.9606049,+0,+0,-39016.0919974,+0,+0,-52021.62781,-65026.9359566,+0,-21551.7013164,+0,+0,-47405.6355406,-43102.6209712,+0,-30171.9104993,-56022.357182,-51717.0750852,+0,-56027.8026124
2010-08-16 09:12:30 UTC,+0,+0,+0,-38995.5079576,+0,+0,+0,-64992.6288156,+0,-21562.4979111,+0,+0,-47429.3827802,-43124.2136166,+0,-30187.0253494,-56050.4202963,-51742.9821815,+0,-56055.8694184
2010-08-16 09:13:00 UTC,+0,+0,+0,-38980.096077,+0,+0,+0,-64966.8048587,+0,-21583.9527986,+0,-30217.9715495,-47476.5730663,-43167.1223108,+0,-30217.0614323,-56106.1870491,-51794.4645141,+0,-56111.6435041
2010-08-16 09:13:30 UTC,+0,+0,+0,-38939.2044911,+0,+0,+0,-64898.6516923,+0,-21565.0663601,+0,-30191.5301322,-47435.0321153,+0,-47439.5695874,-30190.6210871,-56057.0963541,-51749.1453343,+0,+0
2010-08-16 09:14:00 UTC,+0,+0,+0,-38909.721696,+0,+0,+0,+0,+0,+0,+0,-30199.3947669,-47447.3878977,+0,-47451.9268477,+0,-56071.6977034,-51762.6248986,+0,+0
2010-08-16 09:14:30 UTC,+0,-25916.3221989,-60459.6199913,-38870.3035721,-21597.5676909,+0,+0,+0,-47479.3045156,+0,+0,-30211.3098126,-47466.107103,+0,-47470.6482922,+0,-56093.8189783,-51783.0466516,+0,+0
2010-08-16 09:15:00 UTC,+0,-25905.3426763,-60434.007441,-38853.8366346,-21588.4177481,+0,+0,+0,-47451.5048616,+0,+0,-30197.7599499,+0,+0,-47449.3581512,+0,-56068.6625292,-51759.8229094,-12942.345818,+0
2010-08-16 09:15:30 UTC,+0,-25901.4321779,-60424.8847983,+0,-21585.1589001,+0,+0,+0,-47446.3620659,+0,+0,-30194.4871202,+0,+0,-47444.2155702,+0,-56062.5857373,-51754.2131384,-12940.9431295,+0
2010-08-16 09:16:00 UTC,+0,-25903.8712518,-60430.5745631,+0,-21587.1915373,+0,+0,+0,-47462.0762359,+0,+0,-30204.4875714,+0,+0,-47459.9287197,+0,-56081.1524084,-51771.3533786,-12945.2292107,+0
2010-08-16 09:16:30 UTC,+0,-25876.6393127,-60367.0490901,+0,-21564.49741,+0,+0,+0,-47468.7010351,+0,+0,-30208.7035739,+0,+0,-47466.5530888,+0,-56088.9797692,-51778.5793827,-12947.036142,+0
2010-08-16 09:17:00 UTC,+0,-25877.9060038,-60370.0039721,+0,-21565.5530251,+0,+0,+0,-47487.8531766,-21586.0387579,+0,-30220.89194,+0,+0,-47485.7039868,+0,+0,-51799.469593,-12952.259939,+0
2010-08-16 09:17:30 UTC,+0,-25886.7117201,-60390.5455604,+0,-21572.8913953,+0,+0,+0,-47535.8674466,-21607.8642384,+0,+0,+0,+0,-47533.7151408,+0,+0,+0,-12965.3559573,+0
2010-08-16 09:18:00 UTC,+0,+0,-60426.0245679,+0,-21585.5660761,+0,+0,+0,-47530.8646529,-21605.5901566,+0,+0,+0,+0,-47528.7126719,+0,+0,+0,-12963.9914321,+0
2010-08-16 09:18:30 UTC,+0,+0,-60454.2006276,+0,-21595.6318191,+0,+0,+0,-47576.1158869,-21626.1917855,+0,+0,+0,+0,-47574.0316292,+0,+0,+0,+0,+0
2010-08-16 09:19:00 UTC,+0,+0,-60449.5099955,+0,+0,+0,+0,+0,-47594.9110461,-21634.7353832,-56243.4007441,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 09:19:30 UTC,+0,+0,+0,+0,+0,-47469.3604948,+0,+0,-47536.3226458,+0,-56174.1681814,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 09:20:00 UTC,-51798.3559856,+0,+0,+0,+0,-47483.4241509,+0,+0,-47538.6176258,+0,-56176.8801068,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 09:20:30 UTC,-51803.5006,+0,+0,+0,+0,-47488.1402664,+0,+0,+0,+0,-56158.0867424,+0,+0,+0,+0,-30242.2108361,+0,+0,+0,+0
2010-08-16 09:21:00 UTC,-51815.0796789,+0,+0,+0,+0,-47498.7548387,-51815.7449379,+0,+0,+0,-56130.6570702,+0,+0,+0,+0,-30227.4390257,+0,+0,+0,+0
2010-08-16 09:21:30 UTC,-51810.6199415,-25908.3431673,+0,+0,+0,-47494.6665856,-51811.2851595,+0,+0,+0,-56136.5911062,+0,+0,-43186.4427331,+0,-30230.6347058,+0,+0,-12956.8259246,+0
2010-08-16 09:22:00 UTC,-51830.5405813,-25918.3049072,+0,-38873.2768653,+0,-47512.9278889,-51831.2059824,+0,+0,+0,-56101.3614757,+0,-47468.0899702,-43159.3394582,+0,-30211.6623528,+0,+0,-12948.6942575,+0
2010-08-16 09:22:30 UTC,-51859.5535156,-25932.8134429,+0,-38895.0365684,+0,-47539.5241231,-51860.2191837,-64825.0380535,+0,-21563.0199633,-56056.9701782,+0,-47430.5304291,-43125.1878198,+0,-30187.7561298,+0,+0,-12938.4479032,-56057.2260261
2010-08-16 09:23:00 UTC,-51858.6647985,-25932.3690209,+0,-38894.3700305,+0,-47538.7094337,-51859.3304584,-64823.9271485,+0,-21560.5289604,-56050.4946056,-30185.1776816,-47425.0514377,-43120.2059558,+0,-30184.2688139,+0,+0,-12936.9532181,-56050.7504193
2010-08-16 09:23:30 UTC,-51846.6970882,-25926.3843127,+0,-38885.3942468,-21605.9531412,-47527.7386019,-51847.362638,-64808.9673936,+0,-21529.1819622,-55969.005442,-30141.291215,-47356.1033397,-43057.5137458,+0,-30140.3841274,-55963.8226083,+0,-12918.1439709,-55969.2608263
