# file...... Output/Qh/house_Qh_file_023.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_2_14A_tm_2_A_14_Meter_48_441:Qh,house_2_15A_tm_2_A_15_Meter_48_442:Qh,house_2_16A_tm_2_A_16_Meter_48_443:Qh,house_2_17A_tm_2_A_17_Meter_48_444:Qh,house_2_18A_tm_2_A_18_Meter_48_445:Qh,house_2_19A_tm_2_A_19_Meter_48_446:Qh,house_2_20A_tm_2_A_20_Meter_48_447:Qh,house_2_21A_tm_2_A_21_Meter_48_448:Qh,house_2_22A_tm_2_A_22_Meter_48_449:Qh,house_2_23A_tm_2_A_23_Meter_48_450:Qh,house_2_24A_tm_2_A_24_Meter_48_451:Qh,house_2_25A_tm_2_A_25_Meter_48_452:Qh,house_2_26A_tm_2_A_26_Meter_48_453:Qh,house_2_27A_tm_2_A_27_Meter_48_454:Qh,house_2_28A_tm_2_A_28_Meter_48_455:Qh,house_2_29A_tm_2_A_29_Meter_48_456:Qh,house_2_1B_tm_2_B_1_Meter_48_457:Qh,house_2_2B_tm_2_B_2_Meter_48_458:Qh,house_2_3B_tm_2_B_3_Meter_48_459:Qh,house_2_4B_tm_2_B_4_Meter_48_460:Qh
2010-08-16 08:50:00 UTC,+0,+0,+0,+0,+0,-30133.5628419,-17219.3620904,-30134.1497045,-51649.8793759,+0,+0,+0,+0,-21525.1014586,+0,+0,-51975.5549908,+0,+0,+0
2010-08-16 08:50:30 UTC,+0,+0,+0,+0,+0,-30146.8723316,-17226.9675967,-30147.4595576,-51672.6913769,+0,+0,+0,+0,-21534.6088925,+0,+0,-52000.3340347,+0,+0,+0
2010-08-16 08:51:00 UTC,+0,+0,+0,+0,+0,-30182.6782486,+0,-30183.2664521,-51734.0614693,+0,+0,+0,+0,-21560.1863107,+0,+0,-51947.8348671,+0,+0,+0
2010-08-16 08:51:30 UTC,+0,+0,+0,-43103.2655914,+0,-30174.9267834,+0,-30175.5147754,-51720.7757279,+0,+0,+0,+0,+0,+0,-51721.8406882,-52018.3863457,-34680.8831185,+0,+0
2010-08-16 08:52:00 UTC,+0,+0,+0,-43100.035599,+0,-30172.6655354,+0,-30173.2534656,-51716.9000276,-21552.3988712,+0,+0,+0,+0,+0,-51717.9648681,+0,-34667.4887648,+0,+0
2010-08-16 08:52:30 UTC,+0,+0,+0,-43118.1687062,+0,-30185.360133,+0,-30185.9484097,-51738.6581257,-21561.4667228,-51743.8660226,+0,+0,+0,+0,-51739.7236384,+0,-34644.8260541,-51964.2415793,+0
2010-08-16 08:53:00 UTC,+0,+0,+0,-43087.4307716,+0,-30163.8411671,+0,+0,-51701.7753681,-21546.0955551,-51706.9785626,+0,+0,+0,+0,-51702.8397413,+0,-34647.9500587,-51968.9272614,+0
2010-08-16 08:53:30 UTC,+0,+0,-17231.6953349,-43073.9699325,+0,-30154.4175234,+0,+0,-51685.6235718,-21539.3641717,-51690.8247066,-17231.8023995,+0,+0,+0,-51686.6874458,+0,-34651.7315857,-51974.5991587,+0
2010-08-16 08:54:00 UTC,+0,+0,-17247.5179415,-43113.5201906,+0,-30182.1058075,+0,+0,+0,-21559.1421324,-51738.2875108,-17247.6251289,+0,+0,+0,-51734.1456653,+0,-34679.9485553,-52016.9216795,+0
2010-08-16 08:54:30 UTC,+0,-34485.0980041,-17243.5194026,-43103.5254248,+0,-30175.1086872,+0,+0,+0,-21554.1440339,-51726.2931615,-17243.626559,+0,+0,+0,-51722.1524746,+0,-34654.0368983,-51978.0568881,+0
2010-08-16 08:55:00 UTC,+0,-34490.1387364,-17246.0399503,-43109.8257969,-56053.0811992,+0,-17245.6232939,+0,+0,+0,-51733.8540055,-17246.1471263,+0,+0,+0,-51729.712588,+0,-34630.6030304,-51942.9085228,-30303.3445219
2010-08-16 08:55:30 UTC,+0,-34483.6319119,-17242.7863036,-43101.6929675,-56032.1360693,+0,-17242.3697615,+0,+0,+0,-51724.0940972,-17242.8934543,+0,-21553.8627139,+0,-51719.9536228,+0,+0,-51935.4337036,-30298.983629
2010-08-16 08:56:00 UTC,+0,-34533.2337887,+0,-43163.6899711,-56112.7324336,+0,-17267.1716151,+0,+0,+0,-51798.4944103,-17267.696371,+0,-21584.866826,+0,-51794.3467504,+0,+0,-51933.0383105,-30297.5861299
2010-08-16 08:56:30 UTC,-47463.286834,-34521.1332605,+0,-43148.5656139,-56093.0707061,+0,-17261.1211277,+0,+0,+0,-51780.3442283,+0,-30205.8452956,-21577.303279,+0,-51776.1983212,+0,+0,-51942.7537122,-30303.2542036
2010-08-16 08:57:00 UTC,-47437.5764266,-34502.4331579,+0,+0,-56062.6855593,+0,-17251.7707314,+0,+0,+0,-51752.2950175,+0,-30189.4828354,-21565.614607,+0,-51748.1518189,+0,+0,+0,-30321.5675639
2010-08-16 08:57:30 UTC,-47472.8289713,-34528.0735997,+0,+0,-56104.347822,+0,+0,+0,+0,+0,-51790.7543871,+0,-30211.9180443,-21581.6414021,-47472.1256451,+0,+0,+0,+0,-30318.5573454
2010-08-16 08:58:00 UTC,-47468.8573243,-34525.184878,+0,+0,-56099.6540388,+0,+0,+0,+0,+0,-51786.4214503,+0,-30209.3904328,-21579.8357798,-47468.1540671,+0,+0,+0,+0,-30315.5046758
2010-08-16 08:58:30 UTC,-47538.1637094,-34575.5939004,+0,+0,-56181.5619077,+0,+0,-30254.8848027,+0,+0,-51862.0324421,+0,-30253.4979786,+0,-47537.459248,+0,+0,+0,+0,-30312.5116126
2010-08-16 08:59:00 UTC,-47502.2985861,-34549.5079087,+0,+0,-56139.1756859,+0,+0,-30232.058347,+0,+0,+0,+0,-30230.6729164,+0,-47501.5947478,+0,-51969.1662688,+0,+0,-30318.6268396
2010-08-16 08:59:30 UTC,-47426.7343847,+0,-17248.2444163,+0,+0,+0,+0,-30183.9653023,+0,+0,+0,-17248.3516093,-30182.582809,+0,-47426.0318594,+0,-52022.3260253,+0,+0,+0
2010-08-16 09:00:00 UTC,-47455.2579132,+0,-17258.6182567,+0,+0,+0,+0,-30202.1191811,+0,+0,+0,-17258.7255302,-30200.7355788,+0,-47454.5548922,+0,-52049.6315305,+0,+0,+0
2010-08-16 09:00:30 UTC,-47421.5824239,+0,-17246.3706785,+0,+0,+0,+0,-30180.6863229,+0,-21557.7080751,+0,-17246.477857,-30179.3040297,+0,-47420.8799881,+0,-52033.8128296,+0,+0,+0
2010-08-16 09:01:00 UTC,+0,+0,-17230.7806288,+0,+0,-30152.7681434,+0,-30153.4042501,+0,-21538.2208063,+0,-17230.8876865,-30152.0236242,+0,-47378.0149104,+0,-52014.4472844,+0,+0,+0
2010-08-16 09:01:30 UTC,+0,+0,-17209.2926263,+0,+0,-30115.1659986,-17208.8772613,+0,-51618.4311195,-21511.3612075,+0,-17209.3995172,+0,+0,-47318.9333252,+0,-52010.0364567,-34675.3161327,+0,+0
2010-08-16 09:02:00 UTC,+0,+0,+0,+0,+0,-30143.8618584,-17225.2751299,+0,-51667.4799851,-21531.8589553,+0,-17225.7980896,+0,+0,-47364.0210961,+0,-51992.7309309,-34663.8489723,+0,+0
2010-08-16 09:02:30 UTC,+0,+0,+0,+0,+0,-30116.5110766,-17209.6458883,+0,-51620.6017971,-21512.3220105,+0,+0,+0,-21512.9555019,+0,+0,-51997.3528171,-34666.93046,+0,+0
2010-08-16 09:03:00 UTC,+0,+0,+0,+0,+0,-30131.260968,-17218.0745181,+0,-51645.8825436,-21522.8580097,+0,+0,+0,-21523.4919,+0,+0,-51962.0548538,-34643.3967262,+0,+0
2010-08-16 09:03:30 UTC,+0,+0,+0,+0,+0,-30125.1573922,-17214.5867107,+0,-51635.4212494,+0,+0,+0,+0,-21519.131888,+0,+0,-51956.1587452,-34639.4656932,+0,+0
2010-08-16 09:04:00 UTC,+0,+0,+0,+0,+0,-30110.0729125,-17205.9668847,+0,-51609.5670318,+0,+0,+0,+0,-21508.3564808,+0,+0,+0,-34656.7751163,-51982.1639302,+0
2010-08-16 09:04:30 UTC,+0,+0,+0,+0,+0,-30139.2636567,+0,+0,-51659.5988433,+0,+0,+0,+0,-21529.2085194,+0,-51660.7968714,+0,-34670.0637149,-52002.0954466,+0
2010-08-16 09:05:00 UTC,+0,+0,+0,+0,+0,-30178.3999369,+0,+0,-51726.6769269,+0,+0,+0,+0,-21557.1650245,+0,-51727.8773851,+0,-34633.3371857,-51947.0094711,+0
2010-08-16 09:05:30 UTC,+0,+0,-17265.0595632,-43157.3673091,-56104.3994507,-30212.7533143,+0,+0,-51785.5573008,+0,+0,-17265.1668866,+0,+0,+0,-51786.7598903,+0,+0,-51920.5303965,+0
2010-08-16 09:06:00 UTC,+0,+0,-17255.1100867,-43132.4975514,-56072.0687943,+0,+0,+0,-51755.7159857,+0,+0,-17255.217333,+0,+0,+0,-51756.9174954,+0,+0,-51924.7474282,-30292.7082271
2010-08-16 09:06:30 UTC,+0,+0,-17241.66234,-43098.883503,-56028.3705698,+0,+0,+0,-51715.3823646,+0,+0,-17241.769482,+0,+0,+0,-51716.5824138,+0,+0,-51914.6600066,-30286.8231284
2010-08-16 09:07:00 UTC,+0,-34467.243589,-17234.6194382,-43081.2790341,-56005.4847803,+0,+0,-30160.1220399,+0,+0,-51699.5960896,-17234.7265256,+0,+0,+0,-51695.4579815,+0,+0,-51922.1998339,-30291.2219361
2010-08-16 09:07:30 UTC,-47331.6237745,-34425.314355,-17213.6532416,-43028.7722537,-55937.3554839,+0,+0,-30123.4318872,+0,+0,-51636.7041474,-17213.7601663,-30121.999846,+0,+0,-51632.5721146,+0,+0,-51982.4582424,-30326.3772685
2010-08-16 09:08:00 UTC,-47363.4142583,-34448.4366409,+0,-43057.6725775,-55974.9260499,+0,-17224.7718601,-30143.6265481,+0,+0,-51671.2869315,-17225.3222702,-30142.2316794,+0,+0,-51667.25114,+0,+0,-51982.2133513,-30326.2343968
2010-08-16 09:08:30 UTC,-47407.8979383,-34480.7911136,+0,-43098.1121247,-56027.4976635,+0,-17240.9496941,-30171.9382372,+0,-21551.4869591,-51719.8169772,+0,-30170.5416098,+0,+0,-51715.6645393,+0,+0,-51957.5283385,-30311.832924
2010-08-16 09:09:00 UTC,-47493.1499461,-34542.7977574,+0,-43175.6136412,-56128.2500204,+0,-17271.9541614,-30226.1969729,+0,-21590.2434466,-51812.8237566,+0,-30224.7969768,+0,+0,-51808.6622911,+0,+0,+0,-30320.7257542
2010-08-16 09:09:30 UTC,-47516.8057792,-34560.0034376,+0,-43197.1188586,-56156.2069096,+0,-17280.5573193,-30241.2527537,+0,-21600.9976444,-51838.6313931,+0,-30239.8518233,-21601.6122722,+0,-51834.4674231,+0,+0,+0,-30314.5937143
2010-08-16 09:10:00 UTC,-47570.7333054,-34599.226734,+0,-43246.1436884,+0,+0,-17300.169692,+0,+0,-21625.5136806,-51897.4643235,+0,-30274.1719258,-21626.1291844,+0,-51893.2946452,+0,+0,+0,-30313.8160198
2010-08-16 09:10:30 UTC,-47572.8658771,-34600.777825,+0,-43248.0823824,+0,+0,-17300.9452662,+0,+0,-21626.4831709,-51899.7908804,+0,-30275.5291193,-21627.0987094,-47572.0627057,-51895.6209759,-51944.4062318,+0,+0,-30304.2023234
2010-08-16 09:11:00 UTC,-47618.6713932,-34634.0937107,+0,-43289.7235964,+0,+0,+0,+0,+0,-21647.3068526,-51949.7629987,+0,-30304.6802801,-21647.9231348,-47617.8672356,+0,-51891.9725971,-34596.6147966,+0,+0
2010-08-16 09:11:30 UTC,-47588.3136429,-34612.0135022,-17307.0098436,+0,+0,-30286.1626812,+0,+0,+0,+0,-51916.6438195,-17307.1174922,-30285.3602562,-21634.1216811,-47587.5101388,+0,-51955.5531823,-34639.0048809,+0,+0
2010-08-16 09:12:00 UTC,+0,+0,-17304.703294,+0,+0,-30282.1264184,+0,+0,+0,+0,-51909.7249276,-17304.8109247,-30281.324131,-21631.2384344,-47581.1682705,+0,-51906.3903931,-34606.2273471,+0,+0
2010-08-16 09:12:30 UTC,+0,+0,-17285.7242435,+0,+0,-30248.9147192,+0,+0,+0,+0,-51852.7940088,-17285.8317271,-30248.113564,-21607.5141303,-47528.9852931,+0,-51920.1505486,-34615.4014394,+0,+0
2010-08-16 09:13:00 UTC,+0,+0,-17275.8658644,+0,+0,-30231.6634076,+0,+0,+0,+0,-51823.22211,-17275.9732716,+0,+0,-47501.8796404,+0,-51915.6282348,-34612.3863483,+0,+0
2010-08-16 09:13:30 UTC,+0,+0,-17255.2700462,+0,+0,-30195.6225059,+0,+0,-51756.1957501,+0,-51761.4414225,-17255.3772937,+0,+0,-47445.2513576,+0,-51975.3869033,-34652.2283057,+0,+0
2010-08-16 09:14:00 UTC,+0,+0,+0,+0,+0,-30180.2828966,+0,+0,-51729.9042473,+0,+0,-17246.6113016,+0,+0,-47421.1494163,+0,-52001.7750147,-34669.8216361,+0,+0
2010-08-16 09:14:30 UTC,+0,+0,+0,+0,+0,-30151.7242835,-17229.7405215,+0,-51680.9558806,+0,+0,+0,+0,+0,-47376.2774782,+0,-52013.5348297,-34677.6620726,+0,+0
2010-08-16 09:15:00 UTC,+0,+0,+0,+0,+0,-30136.3662303,-17220.9643942,-30136.9633697,-51654.6327669,+0,+0,+0,+0,+0,-47352.1465579,+0,-51997.2738164,-34666.820623,-51997.2198072,+0
2010-08-16 09:15:30 UTC,+0,+0,+0,+0,+0,-30125.7055147,-17214.8724902,-30126.3023871,-51636.3604474,+0,+0,+0,+0,+0,-47335.3960469,+0,-52017.6554358,+0,-52017.6014778,+0
2010-08-16 09:16:00 UTC,+0,+0,+0,+0,-55967.9009802,-30139.2461564,-17222.6100853,-30139.843408,-51659.5685868,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52000.6114077,+0
2010-08-16 09:16:30 UTC,+0,+0,+0,+0,-55903.1897969,-30104.3978507,-17202.6965478,-30104.9941263,-51599.8399307,-21503.6417975,+0,+0,+0,-21504.2806036,+0,+0,+0,+0,-52000.9341385,+0
2010-08-16 09:17:00 UTC,+0,+0,+0,+0,-55933.9834488,+0,-17212.1726617,-30121.5776069,-51628.2625825,-21515.4871855,+0,+0,+0,-21516.1264464,+0,+0,+0,+0,-51989.4725093,-30330.5261752
2010-08-16 09:17:30 UTC,+0,+0,-17217.6784482,+0,-55950.5001538,+0,+0,-30130.472442,-51643.507561,-21521.8406631,+0,-17217.8054326,+0,-21522.480168,+0,-51644.593241,+0,+0,-51950.7766921,-30307.9505803
2010-08-16 09:18:00 UTC,-47373.3956169,+0,-17228.8628125,+0,-55986.8436404,+0,+0,-30150.0447061,-51677.0527311,-21535.8209045,+0,-17228.9899102,+0,-21536.460946,+0,-51678.1394787,+0,+0,-51946.5742048,-30305.4988001
2010-08-16 09:18:30 UTC,-47406.7026651,+0,-17240.9764166,+0,-56026.2066833,+0,+0,+0,-51713.3849629,-21550.9626779,+0,-17241.103637,-30169.8464639,-21551.6033007,+0,-51714.4728665,+0,+0,-51831.6802633,-30238.4683204
2010-08-16 09:19:00 UTC,-47406.7497613,-34480.0309236,-17240.9935452,+0,-56026.2623426,+0,+0,+0,-51713.4363367,-21550.9840884,+0,-17241.1207658,-30169.8764366,-21551.624712,+0,-51714.5242418,+0,+0,-51871.262878,-30261.5612847
2010-08-16 09:19:30 UTC,-47371.6609938,-34454.5095732,-17228.231939,-43065.262963,-55984.7936226,+0,+0,+0,+0,-21535.0323247,+0,-17228.3590303,-30147.5454389,-21535.672336,+0,-51676.2472445,+0,+0,-51913.6921748,-30286.3150364
2010-08-16 09:20:00 UTC,-47403.047834,-34477.3383757,+0,-43093.7964659,-56021.887319,+0,+0,+0,+0,+0,+0,-17239.7547975,-30167.5204766,+0,+0,-51710.4859507,+0,+0,-51875.0118112,-30263.7484568
2010-08-16 09:20:30 UTC,-47407.6061208,-34480.6538663,+0,-43097.9403522,+0,+0,+0,+0,+0,+0,+0,+0,-30170.4214946,+0,+0,-51715.4583726,+0,+0,+0,-30293.1655625
2010-08-16 09:21:00 UTC,-47414.1511872,-34485.4143337,+0,-43103.8904152,+0,+0,-17243.2614105,+0,+0,+0,+0,+0,-30174.5868693,+0,+0,-51722.5981358,+0,-34636.8727273,+0,-30308.8399389
2010-08-16 09:21:30 UTC,-47414.2928366,-34485.5173605,+0,-43104.0191874,+0,+0,-17243.3129259,+0,+0,+0,-51726.9060024,+0,-30174.677017,+0,+0,-51722.7526557,+0,-34602.9534967,+0,-30279.158692
2010-08-16 09:22:00 UTC,-47403.8853239,-34477.9475939,+0,-43094.5578082,+0,-30168.8520084,-17239.5279027,+0,+0,+0,-51715.5517416,+0,-30168.0535257,+0,+0,-51711.3994974,-51899.974721,-34601.9500551,+0,+0
2010-08-16 09:22:30 UTC,-47419.7846756,-34489.5117768,+0,-43109.0117704,+0,-30178.9709306,-17245.3102078,+0,+0,+0,-51732.8974216,+0,-30178.1721025,+0,+0,-51728.7434932,-51872.5056615,-34583.6360407,+0,+0
2010-08-16 09:23:00 UTC,+0,-34490.3880186,+0,-43110.1069768,+0,-30179.7376619,-17245.7483449,-30180.3360779,+0,+0,-51734.2117392,+0,-30178.9388077,+0,+0,-51730.0576835,-51903.7923517,-34604.495324,+0,+0
2010-08-16 09:23:30 UTC,+0,-34471.8700374,-17236.9128398,-43086.961528,+0,-30163.5340088,-17236.4890122,-30164.1319714,+0,+0,-51706.4357192,-17237.0204463,-30162.7357076,-21546.523727,-47394.8328785,-51702.2843596,-51979.6831036,-34655.0927717,+0,+0
2010-08-16 09:24:00 UTC,+0,-34483.6983195,-17242.8274123,-43101.7455854,+0,-30173.8840237,+0,-30174.4822759,+0,+0,-51724.1775344,-17242.935065,-30173.0853692,-21553.9171132,-47411.0950561,+0,-51972.5376856,-34650.3288197,+0,+0
2010-08-16 09:24:30 UTC,+0,+0,-17244.4771349,-43105.8692302,+0,-30176.7709025,+0,-30177.3692354,+0,-21555.3384998,-51729.1261721,-17244.5848005,+0,-21555.979314,-47415.6309858,+0,-51985.2624725,-34658.8126167,+0,+0
2010-08-16 09:25:00 UTC,+0,+0,-17236.8568101,-43086.821476,+0,-30163.4359614,+0,-30164.0339213,+0,-21545.8132395,-51706.2676479,-17236.9644162,+0,-21546.4536883,-47394.6788239,+0,-51940.3286794,-34628.8546155,+0,+0
2010-08-16 09:25:30 UTC,+0,+0,-17218.8768091,+0,+0,-30131.9723958,+0,-30132.5695059,+0,-21523.3385731,-51652.3332733,-17218.984278,+0,-21523.9781826,-47345.2424078,+0,-51962.314813,+0,+0,+0
2010-08-16 09:26:00 UTC,+0,+0,+0,+0,-55935.8057293,-30121.9623591,+0,-30122.5591888,-51629.9443038,-21516.1883197,-51635.1742429,-17213.263943,+0,-21516.8276546,-47329.5144121,+0,-51909.9754572,+0,+0,+0
2010-08-16 09:26:30 UTC,+0,+0,+0,+0,-55959.5146544,-30134.7301037,+0,+0,-51651.8277277,-21525.308427,-51657.060488,+0,+0,-21525.948112,-47349.5753808,+0,-51889.4708338,+0,-51889.4166998,+0
2010-08-16 09:27:00 UTC,+0,+0,+0,+0,-55976.2410616,-30143.7376187,-17225.1766652,+0,-51667.2662621,-21531.7425707,-51672.5010131,+0,+0,+0,-47363.7281915,+0,-51889.8175674,+0,-51889.7634339,+0
2010-08-16 09:27:30 UTC,+0,+0,+0,+0,-55980.3048368,-30145.9260454,-17226.4272085,+0,-51671.0171414,-21533.3057823,-51676.252376,+0,+0,+0,-47367.166697,+0,-51919.7253784,+0,-51919.6712944,-30289.8035127
2010-08-16 09:28:00 UTC,+0,+0,+0,+0,-56026.4333936,+0,-17240.6223241,+0,-51713.5939676,+0,-51718.8346902,+0,+0,+0,-47406.1977173,+0,+0,+0,-51920.9027485,-30290.5219575
2010-08-16 09:28:30 UTC,-47376.5024286,+0,+0,+0,-55990.5153766,+0,-17229.5692924,+0,-51680.4415068,+0,-51685.6779562,+0,+0,+0,-47375.8061995,+0,+0,+0,-51928.9121766,-30295.1947519
2010-08-16 09:29:00 UTC,-47312.7198923,+0,-17206.7955107,+0,-55915.135694,+0,-17206.3727433,+0,-51610.8657867,+0,+0,+0,+0,+0,+0,+0,+0,+0,-51923.3216278,-30291.9331601
2010-08-16 09:29:30 UTC,-47260.8849185,+0,-17187.9433927,+0,-55853.8759179,+0,-17187.521305,+0,-51554.3227934,+0,+0,-17188.0506198,-30077.0460618,+0,+0,+0,+0,+0,-51927.269515,-30294.236404
2010-08-16 09:30:00 UTC,-47305.5638614,+0,-17204.1928985,+0,-55906.6785305,+0,-17203.7702249,+0,-51603.0597943,+0,+0,-17204.3002526,-30105.4803865,+0,+0,+0,+0,+0,-51870.0910545,-30260.8778166
2010-08-16 09:30:30 UTC,-47291.660634,+0,-17199.1364398,+0,-55890.2473903,+0,+0,+0,-51587.8936691,+0,+0,-17199.2437577,-30096.6322294,-21499.3021654,+0,-51588.9777883,+0,-34603.3455481,-51902.0135263,-30279.5018552
2010-08-16 09:31:00 UTC,-47326.8936556,-34421.9488831,-17211.9505112,+0,+0,+0,+0,-30120.4487022,-51626.326804,+0,+0,-17212.0579294,-30119.055033,-21515.3201246,+0,-51627.412147,+0,-34612.7319181,-51916.0920991,-30287.7154603
2010-08-16 09:31:30 UTC,-47353.2263953,-34441.1016529,-17221.5275949,+0,+0,+0,+0,-30137.208279,-51655.0512707,+0,+0,-17221.6350879,-30135.8135685,-21527.2917556,+0,-51656.1375279,+0,-34615.4951204,+0,-30290.1334187
2010-08-16 09:32:00 UTC,-47360.4977981,-34446.3904117,+0,+0,+0,+0,+0,-30141.8361924,+0,-21529.9576607,+0,-17224.279681,-30140.4411943,-21530.5975475,+0,-51664.0696235,+0,-34599.543825,+0,-30276.1751322
2010-08-16 09:32:30 UTC,-47373.4049516,-34455.7782587,+0,-43074.5492365,+0,+0,+0,-30150.051001,+0,-21535.8254033,+0,-17228.9739835,-30148.6554927,-21536.4655152,+0,-51678.149545,+0,-34568.5405232,+0,-30249.0454878
2010-08-16 09:33:00 UTC,-47299.3773811,-34401.9352847,+0,-42999.5505237,+0,-30102.3395488,+0,-30102.9358596,+0,-21502.1716039,+0,+0,-30101.5432788,-21502.8104239,+0,-51597.3956932,+0,-34593.2967961,+0,+0
2010-08-16 09:33:30 UTC,+0,-34418.6319925,+0,-43020.4195788,+0,-30116.9495465,-17209.869027,-30117.5462665,+0,-21512.6076482,+0,+0,-30116.1527776,-21513.2468689,+0,-51622.4374644,-51852.3246839,-34570.1812204,+0,+0
2010-08-16 09:34:00 UTC,+0,-34451.4818162,+0,-43061.4782599,+0,-30145.6938867,-17226.2945457,-30146.2914114,+0,-21533.139972,+0,+0,-30144.8961366,+0,+0,-51671.7057274,-51895.4372154,-34598.9249613,+0,+0
2010-08-16 09:34:30 UTC,+0,-34446.4122917,+0,-43055.1419096,+0,-30141.2579378,-17223.7596898,+0,+0,-21529.9713364,+0,+0,-30140.4603391,+0,+0,-51664.1024395,-51898.0695981,-34600.6800083,+0,+0
2010-08-16 09:35:00 UTC,+0,-34432.7898879,-17217.3714092,-43038.1153969,+0,-30129.3380258,-17216.9482363,+0,+0,-21521.4568432,+0,+0,-30128.540834,+0,+0,-51643.6715176,-51913.1714365,-34610.7486197,+0,+0
2010-08-16 09:35:30 UTC,+0,-34395.835491,-17198.8928967,-42991.926339,+0,-30097.0021075,-17198.4703654,+0,+0,-21498.3590472,-51599.9601075,-17199.0002162,+0,+0,+0,-51588.2470481,-51901.7943541,+0,+0,+0
2010-08-16 09:36:00 UTC,+0,-34357.4493221,-17179.698411,-42943.9478354,-55827.0834791,-30063.4133396,-17179.2765718,+0,+0,+0,-51534.8103803,-17179.8055804,+0,+0,-47237.520575,-51530.6753607,-51892.4451575,+0,+0,+0
2010-08-16 09:36:30 UTC,+0,-34376.1110982,-17189.0299803,-42967.27301,-55857.4063238,-30079.7428167,-17188.6078046,+0,+0,+0,-51562.8020845,-17189.1372226,+0,+0,-47263.177817,-51558.6643468,-51862.9535712,+0,+0,+0
2010-08-16 09:37:00 UTC,+0,+0,-17193.9686556,-42979.6177148,-55873.4545023,-30088.3850915,+0,+0,+0,+0,-51577.6165211,-17194.0759365,+0,-21492.8423001,-47276.7567543,-51573.4773453,-51823.2532153,+0,+0,+0
2010-08-16 09:37:30 UTC,+0,+0,+0,-42965.9002659,-55855.6217495,-30078.7817868,+0,+0,+0,+0,-51561.1547037,-17188.5880326,+0,-21485.9823154,-47261.667825,+0,-51881.2321024,+0,-51881.1779894,+0
2010-08-16 09:38:00 UTC,+0,+0,+0,-42992.6828962,-55890.4393037,-30097.5317578,+0,+0,-51588.0706832,+0,-51593.2955762,-17199.3028901,+0,-21499.376092,-47291.1282014,+0,-51897.265892,+0,-51897.2118055,+0
2010-08-16 09:38:30 UTC,+0,+0,+0,-43033.2133562,-55943.1291051,-30125.9063017,+0,+0,-51636.7035604,+0,-51641.9347241,-17215.5178053,+0,-21519.6450455,-47335.7109249,+0,-51899.4877888,+0,-51899.433706,-30277.9968493
2010-08-16 09:39:00 UTC,-47354.8529076,+0,+0,+0,-55964.9295035,+0,+0,-30138.2435952,-51656.8254074,+0,-51662.0591652,+0,+0,-21528.0313222,-47354.157021,+0,-51889.1110729,+0,-51889.056973,-30271.9429407
2010-08-16 09:39:30 UTC,-47359.0975164,+0,+0,+0,-55969.9458808,+0,+0,-30140.945093,-51661.4555422,+0,-51666.6898962,+0,+0,-21529.9610447,-47358.4015572,+0,-51880.8654958,+0,-51880.8113822,-30267.1323662
2010-08-16 09:40:00 UTC,-47303.0102049,+0,+0,+0,-55903.6606101,+0,-17202.8416556,-30105.2482155,-51600.2738757,-21503.8232946,-51605.500516,+0,+0,-21504.4622237,-47302.315193,+0,+0,-34631.2007465,-51943.7932581,-30303.8768247
2010-08-16 09:40:30 UTC,-47292.6961535,+0,+0,+0,-55891.4712246,+0,-17199.0906224,-30098.6837962,-51589.0230291,-21499.1344059,-51594.2482183,+0,-30097.2913625,-21499.7731549,-47292.0013185,+0,+0,-34617.0589969,-51922.5821134,-30291.5019934
2010-08-16 09:41:00 UTC,-47301.6526961,+0,-17202.7706497,+0,+0,+0,-17202.3479545,-30104.384224,-51598.7930681,-21503.2061554,-51604.0195179,+0,-30102.9914358,+0,-47300.9577074,+0,+0,-34618.4501621,-51924.6687158,-30292.7193416
2010-08-16 09:41:30 UTC,-47281.5815289,+0,-17195.4708679,+0,+0,+0,-17195.0484357,-30091.6098494,-51576.8988949,-21494.0815678,-51582.1225215,-17195.5781638,-30090.2178552,+0,-47280.8868843,+0,+0,-34617.2025298,-51922.7973978,-30291.6275928
2010-08-16 09:42:00 UTC,-47257.0520649,+0,-17186.5496257,+0,+0,+0,-17186.1275153,-30075.9979736,-51550.1414912,-21482.9301858,-51555.3616666,-17186.656852,-30074.6069499,+0,+0,+0,+0,-34606.1701898,-51906.2500423,-30281.9736708
2010-08-16 09:42:30 UTC,-47260.800705,+0,-17187.912987,+0,+0,+0,-17187.4908274,+0,-51554.2306096,-21484.6343614,-51559.451312,-17188.0202239,-30076.9926385,+0,+0,+0,+0,-34596.6341582,-51891.9469929,-30273.6291032
2010-08-16 09:43:00 UTC,-47276.468951,-34385.2732981,-17193.6114489,+0,+0,+0,-17193.1890839,+0,-51571.3219568,-21491.7573297,-51576.5448635,-17193.7187304,-30086.9641366,+0,+0,+0,+0,-34629.0373646,+0,-30301.983743
2010-08-16 09:43:30 UTC,-47242.0051265,-34360.2064903,+0,+0,+0,+0,-17180.655217,+0,-51533.7278837,-21476.089671,-51538.9459415,-17181.1843135,-30065.0308608,+0,+0,-51534.8104142,+0,-34613.3033677,+0,-30288.2156053
