# file...... Output/Qh/house_Qh_file_020.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_2_7A_tm_2_A_7_Meter_46_381:Qh,house_2_8A_tm_2_A_8_Meter_46_382:Qh,house_2_1A_tm_2_A_1_Meter_47_383:Qh,house_2_2A_tm_2_A_2_Meter_47_384:Qh,house_2_3A_tm_2_A_3_Meter_47_385:Qh,house_2_4A_tm_2_A_4_Meter_47_386:Qh,house_2_5A_tm_2_A_5_Meter_47_387:Qh,house_2_6A_tm_2_A_6_Meter_47_388:Qh,house_2_7A_tm_2_A_7_Meter_47_389:Qh,house_2_8A_tm_2_A_8_Meter_47_390:Qh,house_2_9A_tm_2_A_9_Meter_47_391:Qh,house_2_10A_tm_2_A_10_Meter_47_392:Qh,house_2_11A_tm_2_A_11_Meter_47_393:Qh,house_2_12A_tm_2_A_12_Meter_47_394:Qh,house_2_13A_tm_2_A_13_Meter_47_395:Qh,house_2_14A_tm_2_A_14_Meter_47_396:Qh,house_2_15A_tm_2_A_15_Meter_47_397:Qh,house_2_1B_tm_2_B_1_Meter_47_398:Qh,house_2_2B_tm_2_B_2_Meter_47_399:Qh,house_2_3B_tm_2_B_3_Meter_47_400:Qh
2010-08-16 07:40:30 UTC,-56232.415039,+0,+0,-51901.5526,+0,-43255.0851298,+0,+0,-64871.6776216,+0,+0,-12978.7095921,+0,+0,+0,+0,+0,-51925.1900938,+0,+0
2010-08-16 07:41:00 UTC,-56218.8770343,-21625.2202182,+0,-51895.2605771,+0,+0,+0,+0,-64863.8132998,+0,+0,-12977.1360642,+0,+0,+0,+0,+0,-51934.4198785,+0,+0
2010-08-16 07:41:30 UTC,-56191.6078811,-21614.7305265,+0,-51872.1326016,+0,+0,+0,+0,+0,+0,+0,-12971.3521513,+0,+0,+0,+0,+0,-51943.1596505,+0,+0
2010-08-16 07:42:00 UTC,-56198.318898,-21617.3120697,+0,-51877.9962046,-30266.5245909,+0,+0,+0,+0,+0,+0,-12972.8185385,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:42:30 UTC,-56194.0221489,-21615.6592288,+0,-51883.425376,-30269.6921964,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:43:00 UTC,-56160.0156782,+0,+0,-51854.9029375,-30253.0510148,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:43:30 UTC,+0,+0,+0,-51841.2905976,-30245.1090069,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:44:00 UTC,+0,+0,+0,+0,-30237.2699934,+0,+0,+0,+0,-21599.0852347,+0,+0,-21598.7804211,+0,+0,+0,+0,+0,+0,-30348.5014177
2010-08-16 07:44:30 UTC,+0,+0,+0,+0,-30228.8937452,+0,+0,+0,+0,-21593.1018586,+0,+0,-21592.7971432,+0,+0,+0,+0,+0,-26000.507154,-30333.617741
2010-08-16 07:45:00 UTC,+0,+0,+0,+0,-30239.4195308,+0,+0,+0,+0,-21600.6207326,+0,+0,-21600.3158872,+0,+0,+0,+0,+0,-25982.443525,-30312.5437879
2010-08-16 07:45:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21622.9288222,+0,+0,-21622.6236103,+0,+0,+0,+0,+0,-25978.768959,-30308.2568546
2010-08-16 07:46:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21609.9670241,+0,+0,+0,+0,+0,+0,+0,+0,-25977.1351205,-30306.3507364
2010-08-16 07:46:30 UTC,+0,+0,-60479.7444674,+0,+0,+0,+0,+0,+0,-21602.6597764,+0,+0,+0,+0,-38884.456508,+0,-43200.7446515,+0,-25992.4383503,-30324.2042533
2010-08-16 07:47:00 UTC,+0,+0,-60511.122045,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-38904.63075,+0,-43223.1576153,+0,-25971.4020994,+0
2010-08-16 07:47:30 UTC,+0,+0,-60519.5007104,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-38910.0178201,+0,-43229.1424853,+0,-25975.2948814,+0
2010-08-16 07:48:00 UTC,+0,+0,-60549.8647237,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-38929.5403897,+0,-43250.8314616,+0,+0,+0
2010-08-16 07:48:30 UTC,+0,+0,-60556.8099508,+0,+0,+0,+0,+0,+0,+0,+0,-12979.6152025,+0,+0,-38934.0058294,+0,-43255.7924286,+0,+0,+0
2010-08-16 07:49:00 UTC,+0,+0,-60568.1088517,+0,+0,+0,-30286.228084,+0,+0,+0,+0,-12981.3636982,+0,+0,-38941.2704676,-60565.3802989,-43263.8632192,+0,+0,+0
2010-08-16 07:49:30 UTC,+0,-21626.0072183,-60534.5933487,+0,+0,+0,-30269.4689983,+0,+0,+0,+0,-12974.1801013,+0,+0,-38919.7216458,-60531.8669692,-43239.9231378,+0,+0,+0
2010-08-16 07:50:00 UTC,+0,-21629.0734249,+0,+0,+0,+0,-30274.71347,+0,+0,+0,+0,-12976.4281509,+0,+0,+0,-60542.3541779,-43247.4147176,+0,+0,+0
2010-08-16 07:50:30 UTC,+0,-21602.3610677,+0,+0,+0,+0,-30236.7087974,+0,+0,+0,+0,+0,+0,+0,+0,-60466.3558148,+0,+0,+0,+0
2010-08-16 07:51:00 UTC,+0,-21604.6468336,+0,+0,+0,+0,-30241.6148086,+0,+0,+0,+0,+0,+0,+0,+0,-60476.1664193,+0,+0,+0,+0
2010-08-16 07:51:30 UTC,+0,+0,+0,+0,+0,+0,-30210.0374139,+0,+0,+0,+0,+0,+0,+0,+0,-60413.0207567,+0,+0,+0,+0
2010-08-16 07:52:00 UTC,+0,+0,+0,+0,+0,+0,-30222.1346605,+0,+0,+0,+0,+0,+0,-34539.224985,+0,-60437.2117533,+0,+0,+0,+0
2010-08-16 07:52:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34552.0965339,+0,+0,+0,+0,+0,+0
2010-08-16 07:53:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34552.3049086,+0,+0,+0,+0,+0,+0
2010-08-16 07:53:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21600.1644976,-34558.4719007,+0,+0,+0,+0,+0,+0
2010-08-16 07:54:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21596.5047706,-34552.6167197,+0,+0,+0,+0,+0,+0
2010-08-16 07:54:30 UTC,+0,+0,+0,+0,+0,+0,+0,-47498.8517683,+0,+0,+0,+0,-21591.6983454,-34544.9269413,+0,+0,+0,+0,+0,+0
2010-08-16 07:55:00 UTC,-56129.1744775,+0,+0,+0,-30223.7681009,-43174.3758792,+0,-47493.2146766,+0,+0,+0,+0,-21589.1358782,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:55:30 UTC,-56107.5941975,+0,+0,+0,-30209.5734147,-43154.0991785,+0,-47470.9094402,+0,+0,-47465.379449,+0,-21578.996404,+0,+0,+0,+0,+0,+0,+0
2010-08-16 07:56:00 UTC,-56078.9889157,+0,+0,+0,-30197.4681213,-43136.8071153,+0,-47451.8874325,+0,-21570.6537802,-47446.360445,+0,+0,+0,+0,+0,+0,+0,-25987.7169926,+0
2010-08-16 07:56:30 UTC,-56014.8620159,+0,+0,+0,-30160.9153491,-43084.5925327,+0,-47394.4491621,-64615.9903643,-21544.5431658,-47388.9312473,-12927.5509951,+0,+0,+0,+0,+0,-51964.3876856,-25983.1793785,-30313.4022404
2010-08-16 07:57:00 UTC,-55990.1293538,-21537.2275339,+0,+0,-30148.0644632,-43066.2354126,+0,-47374.2555457,-64588.4603481,-21535.3634371,-47368.7408224,-12922.042667,+0,+0,+0,+0,+0,-51978.6926296,-25990.3321429,-30321.7470148
2010-08-16 07:57:30 UTC,-56003.4696762,-21542.3591888,+0,+0,-30155.6629889,-43077.0896877,+0,-47386.195712,-64604.7384122,-21540.7912655,-47380.6791017,-12925.2996543,+0,+0,+0,+0,+0,-51940.5090933,-25971.2395946,-30299.4726885
2010-08-16 07:58:00 UTC,-55990.9633463,-21537.5483478,+0,+0,-30150.1461772,-43069.2090812,+0,-47377.5267081,-64592.9199334,-21536.8504606,-47372.0114678,-12922.9349607,+0,+0,+0,+0,+0,-51961.8247849,-25981.8978759,-30311.907175
2010-08-16 07:58:30 UTC,+0,-21535.4864304,+0,+0,+0,-43063.6486191,+0,+0,-64584.5809564,-21534.0698755,-47365.8956889,+0,+0,+0,+0,+0,+0,-51992.374201,-25997.1732082,-30329.7281454
2010-08-16 07:59:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-64585.9717513,-21534.5336285,-47366.9156936,+0,+0,+0,+0,+0,+0,-51996.3496796,+0,-30332.0472367
2010-08-16 07:59:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-64615.7093645,+0,+0,+0,+0,+0,-38784.1141234,+0,+0,-51958.8154649,+0,+0
2010-08-16 08:00:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-64652.0916338,+0,+0,+0,+0,+0,-38801.5151753,+0,+0,-51935.4945719,+0,+0
2010-08-16 08:00:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-38834.7338378,+0,+0,+0,+0,+0
2010-08-16 08:01:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-38837.4852785,+0,+0,+0,+0,+0
2010-08-16 08:01:30 UTC,+0,+0,-60382.1676568,+0,+0,+0,-30193.2501769,+0,+0,+0,+0,+0,+0,+0,-38821.6759117,+0,+0,+0,+0,+0
2010-08-16 08:02:00 UTC,+0,+0,-60373.2113365,-51745.1251848,+0,+0,-30188.7716602,+0,+0,+0,+0,+0,+0,+0,-38815.9174503,+0,+0,+0,+0,+0
2010-08-16 08:02:30 UTC,+0,+0,-60385.4838215,-51755.6434602,+0,+0,-30194.9083913,+0,+0,+0,+0,+0,-21568.6860991,+0,-38823.8080381,+0,+0,+0,+0,+0
2010-08-16 08:03:00 UTC,+0,+0,-60440.1963521,-51802.535471,+0,+0,-30222.2668344,+0,+0,+0,+0,+0,-21588.2288648,+0,-38858.9854288,+0,+0,+0,+0,+0
2010-08-16 08:03:30 UTC,+0,+0,-60430.1019733,-51793.883966,+0,+0,-30217.2192432,+0,+0,+0,+0,+0,-21584.6232543,+0,+0,+0,-43165.1968398,+0,+0,+0
2010-08-16 08:04:00 UTC,+0,-21593.9745952,-60456.4887508,-51816.4990612,+0,+0,-30230.4136822,+0,+0,+0,+0,-12957.439663,-21594.0483457,+0,+0,+0,-43184.0448031,+0,+0,+0
2010-08-16 08:04:30 UTC,+0,-21601.4308211,-60483.3289672,-51839.502782,+0,+0,-30243.8348591,+0,+0,+0,+0,-12963.1925027,-21603.6354013,+0,+0,+0,-43203.2166563,+0,+0,+0
2010-08-16 08:05:00 UTC,+0,-21597.7527407,+0,-51834.4895223,+0,+0,+0,+0,+0,+0,+0,-12961.9387718,+0,-34560.6821521,+0,+0,-43199.0384855,+0,+0,+0
2010-08-16 08:05:30 UTC,+0,-21595.5217015,+0,-51820.2020555,+0,+0,+0,+0,+0,+0,+0,-12958.3657191,+0,-34551.1556377,+0,+0,-43187.1309676,+0,+0,+0
2010-08-16 08:06:00 UTC,+0,-21583.5032017,+0,-51790.5498324,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34531.3843005,+0,+0,-43162.4180932,+0,+0,+0
2010-08-16 08:06:30 UTC,+0,+0,+0,-51726.2143759,-30177.9178441,+0,+0,+0,+0,+0,+0,+0,+0,-34488.4870753,+0,+0,-43108.7993769,+0,-25957.179488,+0
2010-08-16 08:07:00 UTC,+0,+0,+0,+0,-30189.2908184,+0,+0,+0,+0,+0,+0,+0,+0,-34501.4844854,+0,+0,-43125.0452864,+0,-25954.8586763,+0
2010-08-16 08:07:30 UTC,+0,+0,+0,+0,-30177.4364352,+0,+0,+0,+0,-21556.3472184,+0,+0,+0,-34487.9369053,+0,-60347.4690224,-43108.1117004,+0,-25960.6767073,+0
2010-08-16 08:08:00 UTC,+0,+0,+0,+0,-30146.1853519,+0,+0,+0,+0,-21534.0237353,+0,+0,+0,+0,+0,-60284.9763968,+0,+0,-25976.1945856,-30305.2009761
2010-08-16 08:08:30 UTC,-55978.1018282,+0,+0,+0,-30141.0107394,+0,+0,+0,+0,-21530.3273715,+0,+0,+0,+0,+0,-60274.6287518,+0,+0,-25936.6254468,-30259.0377917
2010-08-16 08:09:00 UTC,-55973.7338736,+0,+0,+0,-30139.537436,+0,+0,+0,+0,-21529.2749515,+0,+0,+0,+0,+0,-60271.6825945,+0,+0,-25927.9190021,-30248.8804515
2010-08-16 08:09:30 UTC,-55955.9304986,+0,+0,+0,-30128.265789,+0,+0,+0,+0,-21521.2233132,+0,+0,+0,+0,+0,-60249.1427421,+0,+0,-25936.6515852,-30259.068286
2010-08-16 08:10:00 UTC,-55927.3059542,+0,+0,+0,-30113.4463639,+0,+0,+0,+0,-21510.6374021,+0,+0,+0,+0,+0,-60219.5084177,+0,+0,+0,-30238.9567489
2010-08-16 08:10:30 UTC,-55949.4860657,+0,+0,+0,+0,-43033.1399306,+0,-47337.8491585,+0,-21518.7795321,+0,+0,+0,+0,+0,-60242.3015935,+0,+0,+0,-30276.2618908
2010-08-16 08:11:00 UTC,-55943.4255532,-21519.239651,+0,+0,+0,-43030.4401296,+0,-47334.879262,+0,+0,+0,-12911.301838,-21517.124817,+0,+0,-60238.5221968,+0,+0,+0,+0
2010-08-16 08:11:30 UTC,-56003.8361351,-21542.4778908,+0,+0,+0,-43080.7525419,+0,-47390.2250651,+0,+0,+0,-12926.3988288,-21542.2837287,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:12:00 UTC,+0,-21561.0037097,+0,+0,+0,-43112.614829,+0,-47425.2749418,+0,+0,+0,-12935.9595834,-21558.2165855,+0,-38805.0264165,+0,+0,+0,+0,+0
2010-08-16 08:12:30 UTC,+0,-21579.7854378,+0,+0,+0,-43150.2142244,+0,-47466.6358816,+0,+0,+0,-12947.2333416,-21577.0183041,+0,-38838.87002,+0,+0,-51929.1695785,+0,+0
2010-08-16 08:13:00 UTC,+0,-21610.3539049,+0,+0,+0,-43209.5247889,-30248.1427165,-47531.8862246,-64803.3004441,+0,-47526.4302701,+0,-21606.7177402,+0,-38892.3298092,+0,+0,-51929.8659423,+0,+0
2010-08-16 08:13:30 UTC,+0,+0,+0,+0,+0,-43235.6419548,-30266.4258041,-47560.6162286,-64842.4680816,+0,-47555.1558445,+0,+0,+0,-38915.8382277,+0,+0,-51971.1233319,+0,+0
2010-08-16 08:14:00 UTC,+0,+0,+0,+0,+0,-43215.433332,-30252.2789389,-47538.3858756,-64812.1614242,+0,-47532.9289192,+0,+0,+0,-38897.6481695,+0,+0,-51952.6236394,+0,+0
2010-08-16 08:14:30 UTC,+0,+0,+0,+0,+0,+0,-30253.3239977,+0,-64814.4002413,+0,-47534.5708692,+0,+0,+0,-38898.9919075,+0,+0,-51925.9691769,+0,+0
2010-08-16 08:15:00 UTC,+0,+0,-60500.0629477,+0,+0,+0,-30252.1977625,+0,-64811.9875193,+0,-47532.8013777,+0,+0,+0,-38897.5437929,+0,+0,-51922.4177534,+0,+0
2010-08-16 08:15:30 UTC,+0,+0,-60479.1053752,+0,+0,+0,-30241.7181448,+0,-64789.537165,+0,-47516.1891017,+0,+0,+0,-38884.0690859,+0,+0,-51965.6301854,+0,+0
2010-08-16 08:16:00 UTC,+0,+0,-60493.9210603,+0,+0,+0,-30249.1265751,+0,-64805.4081531,+0,-47527.8288239,+0,+0,+0,+0,+0,+0,-51939.767941,+0,+0
2010-08-16 08:16:30 UTC,+0,+0,-60526.1696628,+0,+0,+0,+0,+0,-64839.9537868,+0,-47553.164459,+0,+0,+0,+0,+0,+0,+0,-25960.7432702,+0
2010-08-16 08:17:00 UTC,+0,+0,-60413.8987201,+0,+0,+0,+0,+0,-64719.6859175,+0,-47464.9604663,+0,+0,-34524.3398241,+0,+0,+0,+0,-25985.6808054,+0
2010-08-16 08:17:30 UTC,+0,+0,-60430.7734759,+0,+0,+0,+0,+0,+0,+0,+0,-12951.9417735,+0,-34533.983179,+0,+0,+0,+0,-25992.9590879,+0
2010-08-16 08:18:00 UTC,+0,-21547.7479761,-60329.5012251,+0,-30167.1461327,+0,+0,+0,+0,-21548.9965805,+0,-12930.2353793,+0,-34476.1094972,+0,+0,+0,+0,-25992.4889786,+0
2010-08-16 08:18:30 UTC,+0,-21569.0376227,+0,+0,-30198.5195815,+0,+0,+0,+0,-21571.4074726,+0,-12943.6831377,+0,-34511.9639672,+0,+0,+0,+0,-25970.9983443,-30299.1859
2010-08-16 08:19:00 UTC,+0,-21573.9893042,+0,+0,-30204.6194315,+0,+0,+0,+0,-21575.7647582,+0,-12946.2977467,-21575.4591465,-34518.9350493,+0,+0,-43146.9416928,+0,-25972.0165619,-30300.3738033
2010-08-16 08:19:30 UTC,+0,-21573.3277606,+0,+0,-30200.6979563,+0,+0,+0,+0,-21572.9635437,+0,+0,-21572.6579784,-34514.453476,+0,+0,-43141.3399982,+0,-25954.3650412,-30279.7806596
2010-08-16 08:20:00 UTC,+0,+0,+0,+0,-30238.5863936,+0,+0,+0,+0,-21600.0282656,+0,+0,-21599.7222528,+0,+0,+0,-43195.4623525,+0,+0,-30236.9736984
2010-08-16 08:20:30 UTC,-56107.5370847,+0,+0,+0,-30217.169937,+0,+0,+0,+0,-21584.7299191,+0,+0,-21584.4241593,+0,+0,+0,-43164.8696666,+0,+0,-30250.4636194
2010-08-16 08:21:00 UTC,-56089.289323,+0,+0,-51772.4593915,-30204.9887968,+0,+0,+0,+0,-21576.0286056,+0,+0,-21575.7229896,+0,+0,+0,-43147.4693189,+0,+0,-30254.057713
2010-08-16 08:21:30 UTC,-56066.5004546,+0,+0,-51757.1797087,-30196.0739681,+0,+0,+0,+0,-21569.6605055,+0,+0,+0,+0,+0,+0,-43134.7347871,+0,+0,-30226.5587143
2010-08-16 08:22:00 UTC,-56109.8571548,+0,+0,-51800.9801384,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43171.2393376,+0,+0,+0
2010-08-16 08:22:30 UTC,-56081.7795514,+0,+0,-51774.0131002,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43148.7642254,+0,+0,+0
2010-08-16 08:23:00 UTC,-56064.9507231,+0,+0,-51757.0257817,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43134.6064998,+0,+0,+0
2010-08-16 08:23:30 UTC,-56038.4617245,+0,+0,-51730.9355192,+0,+0,+0,+0,+0,+0,+0,-12936.0716045,+0,+0,-38805.387902,-60353.9656448,+0,+0,+0,+0
2010-08-16 08:24:00 UTC,-56019.1245277,+0,+0,-51712.0272113,+0,+0,-30169.4940202,+0,+0,+0,+0,-12931.3429347,+0,+0,-38791.2032035,-60331.905274,+0,+0,+0,+0
2010-08-16 08:24:30 UTC,+0,-21554.8150372,+0,-51720.012581,+0,+0,-30174.1529757,+0,+0,+0,+0,-12933.33995,+0,+0,-38797.1936955,-60341.2218251,+0,+0,+0,+0
2010-08-16 08:25:00 UTC,+0,-21548.0596324,+0,-51699.6054667,+0,-43086.8234205,-30162.2467224,-47396.9094459,+0,+0,+0,-12928.2364523,+0,+0,-38781.8846173,-60317.4127932,+0,+0,+0,+0
2010-08-16 08:25:30 UTC,+0,-21567.6352972,+0,-51741.8204327,+0,-43122.0067107,-30186.8764698,-47435.6125777,+0,+0,+0,+0,+0,+0,-38813.5535828,-60366.6651008,+0,+0,+0,+0
2010-08-16 08:26:00 UTC,+0,-21568.3859381,+0,+0,+0,-43125.5038447,-30189.3246072,-47439.4595755,+0,+0,+0,+0,+0,+0,-38816.7014015,-60371.5606611,+0,+0,+0,+0
2010-08-16 08:26:30 UTC,+0,+0,+0,+0,+0,-43126.3231305,-30189.8981408,-47440.360825,+0,+0,+0,+0,+0,+0,-38817.4388518,-60372.7075614,+0,+0,-25983.1257019,+0
2010-08-16 08:27:00 UTC,+0,+0,-60340.0030322,+0,+0,-43100.9864986,+0,-47412.4894406,+0,+0,+0,+0,-21552.4425519,+0,-38794.6329993,-60337.2393724,+0,-51962.9598336,-25982.4633149,+0
2010-08-16 08:27:30 UTC,+0,+0,-60362.4859668,+0,+0,-43117.0460692,+0,-47430.1556587,+0,+0,+0,+0,-21560.4732316,+0,+0,-60359.720809,+0,-51924.5834507,-25963.2743424,+0
2010-08-16 08:28:00 UTC,+0,+0,-60365.6595623,+0,+0,-43119.3129701,+0,-47432.6493474,-64668.0107439,+0,+0,+0,-21561.6068086,-34496.7727698,+0,+0,+0,-51947.0657601,-25974.5159546,+0
2010-08-16 08:28:30 UTC,+0,+0,-60333.4575134,+0,-30169.1244575,-43096.3110317,+0,-47407.3462262,-64633.5149851,-21550.4097509,+0,+0,-21550.1045584,-34478.3703831,+0,+0,+0,-51942.5790593,-25972.2725129,+0
2010-08-16 08:29:00 UTC,+0,+0,-60330.8605367,+0,-30167.8258507,+0,+0,-47405.3056225,-64630.7330295,-21549.4821213,-47399.7227631,+0,+0,-34476.8862982,+0,+0,+0,-51984.6279362,-25993.2978071,-30325.2015646
2010-08-16 08:29:30 UTC,+0,+0,-60359.9954494,+0,-30182.3946353,+0,+0,+0,-64661.9431844,-21559.888993,-47422.6121694,-12936.7714213,+0,-34493.5359197,+0,+0,+0,-51985.8310223,-25993.8993747,-30325.9033833
2010-08-16 08:30:00 UTC,+0,+0,-60369.9512565,+0,-30187.3729926,+0,+0,+0,-64672.6081312,-21563.4451665,-47430.4337999,-12938.9053195,+0,-34499.2253282,+0,+0,+0,-51991.6908484,+0,-30329.3217051
2010-08-16 08:30:30 UTC,+0,-21562.1904829,-60357.8407058,+0,-30181.3171653,+0,+0,+0,-64659.6349611,-21559.1193274,-47420.9193275,-12936.30958,+0,-34492.3045564,+0,+0,+0,-51989.7515031,+0,-30328.1903905
2010-08-16 08:31:00 UTC,+0,-21551.3886191,-60341.1376964,+0,-30172.9648992,+0,+0,+0,-64641.7422176,-21553.1530808,-47407.796859,-12932.7295065,+0,+0,+0,+0,+0,+0,+0,-30314.952377
2010-08-16 08:31:30 UTC,+0,-21544.7363364,+0,+0,-30167.1769084,+0,+0,+0,-64629.3428241,-21549.0185646,-47398.7031921,+0,+0,+0,+0,+0,+0,+0,+0,-30301.4543119
2010-08-16 08:32:00 UTC,+0,-21537.9265607,+0,+0,-30157.6311203,+0,+0,+0,-64608.8932446,-21542.1997534,-47383.7055501,+0,+0,+0,+0,+0,+0,+0,+0,-30282.6334187
2010-08-16 08:32:30 UTC,-56011.5405543,-21545.4778116,+0,+0,+0,+0,+0,+0,+0,+0,-47409.1386687,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:33:00 UTC,-56034.3049972,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47427.3689163,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:33:30 UTC,-56011.7647249,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43094.46578,+0,+0,+0
2010-08-16 08:34:00 UTC,-56010.5856178,+0,+0,+0,+0,+0,-30164.8043302,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43090.4042394,+0,+0,+0
2010-08-16 08:34:30 UTC,-55944.8520346,+0,+0,+0,+0,+0,-30128.0491995,+0,+0,+0,+0,+0,-21520.932134,+0,-38737.9133902,+0,-43037.9001521,+0,+0,+0
2010-08-16 08:35:00 UTC,-55941.4706071,+0,+0,+0,+0,+0,-30125.1250109,+0,+0,+0,+0,+0,-21518.8433175,+0,-38734.1534637,+0,-43033.7229982,+0,+0,+0
2010-08-16 08:35:30 UTC,-55997.546776,+0,+0,+0,+0,+0,-30151.1176503,+0,+0,+0,+0,-12923.4660855,-21537.4104679,+0,-38767.5748396,+0,-43070.8530468,+0,+0,+0
2010-08-16 08:36:00 UTC,-56011.1777453,+0,+0,+0,+0,+0,-30158.4476605,+0,+0,+0,+0,-12926.608022,-21542.6464657,+0,-38776.9997778,+0,-43081.323843,+0,-25892.9875362,+0
2010-08-16 08:36:30 UTC,+0,+0,+0,+0,+0,+0,-30158.5777944,+0,+0,+0,+0,-12926.6638026,+0,+0,-38777.1671042,+0,-43081.5097373,+0,-25895.2025038,+0
2010-08-16 08:37:00 UTC,+0,-21537.3738686,+0,+0,+0,+0,-30151.0744355,+0,+0,+0,+0,-12923.4475621,+0,+0,-38767.5192741,+0,-43070.7913149,+0,-25904.1550054,+0
2010-08-16 08:37:30 UTC,+0,-21542.0246628,+0,-51692.114113,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-38776.2647276,+0,-43080.5072269,+0,-25932.234157,+0
2010-08-16 08:38:00 UTC,+0,-21553.5840877,+0,-51719.6949553,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34489.5650316,-38796.9554174,-60340.8512504,-43103.4939035,+0,-25924.3478789,+0
2010-08-16 08:38:30 UTC,+0,-21516.5244379,+0,-51624.9307023,+0,-43024.587102,+0,-47328.4468185,+0,-21514.5431978,+0,+0,+0,-34420.9886322,-38725.8648439,-60230.2895541,+0,+0,-25947.2323116,+0
2010-08-16 08:39:00 UTC,+0,-21508.184816,-60207.4416704,-51602.9862029,-30106.1107906,-43006.297859,+0,-47308.3278642,+0,-21505.3974061,+0,+0,+0,-34406.3565729,+0,-60204.6868498,+0,+0,-25955.2130574,-30280.7699975
2010-08-16 08:39:30 UTC,+0,+0,-60329.8366099,-51707.885927,-30167.3138408,-43093.7246187,+0,-47404.5010607,+0,-21549.116379,+0,+0,+0,-34476.3011587,+0,-60327.0736272,+0,+0,+0,-30325.4153041
2010-08-16 08:40:00 UTC,+0,+0,-60371.5726407,-51743.6561847,-30188.1837588,-43123.5366847,+0,-47437.2956149,+0,-21564.0243185,+0,+0,+0,-34500.1518949,+0,-60368.8068774,+0,+0,+0,-30325.7648853
2010-08-16 08:40:30 UTC,+0,+0,-60395.4469382,-51764.117877,-30200.1219957,-43140.5901063,+0,-47456.0551116,+0,-21572.5521196,+0,+0,+0,-34513.7952518,+0,-60392.679585,+0,-51935.7563662,+0,-30296.6923996
2010-08-16 08:41:00 UTC,+0,+0,-60396.9014514,-51765.3644809,-30200.8493189,-43141.6290659,+0,-47457.198012,+0,-21573.0716661,+0,-12944.6817445,+0,-34514.6264574,+0,-60394.1340011,+0,-51969.6520145,+0,-30316.4653807
2010-08-16 08:41:30 UTC,+0,+0,-60451.0867658,-51811.8045176,-30227.9444465,-43180.3336617,+0,-47499.7747306,+0,-21592.4264388,+0,-12956.2956638,-21592.1205517,+0,+0,-60448.3157079,+0,-51919.6295255,+0,-30287.2848288
2010-08-16 08:42:00 UTC,+0,+0,-60398.4210115,-51766.6668345,-30201.609168,-43142.7144883,+0,-47458.3920231,-64703.1057514,-21573.6144464,+0,-12945.0074422,-21573.3088704,+0,+0,-60395.6534602,+0,-51929.2567867,+0,-30292.9008787
2010-08-16 08:42:30 UTC,+0,+0,-60453.4352676,-51813.8173234,-30229.1188045,-43182.0111977,+0,-47501.6200922,-64762.0386046,+0,+0,-12956.7990346,-21592.959413,+0,+0,+0,+0,-51931.5562409,+0,+0
2010-08-16 08:43:00 UTC,+0,-21622.711849,-60535.2471003,+0,-30270.0284505,+0,+0,+0,-64849.6778001,+0,+0,-12974.3343383,-21622.1817815,+0,+0,+0,+0,-51899.7994437,+0,+0
