# file...... Output/Qh/house_Qh_file_035.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_15C_tm_3_C_15_Meter_62_681:Qh,house_3_1A_tm_3_A_1_Meter_63_682:Qh,house_3_2A_tm_3_A_2_Meter_63_683:Qh,house_3_3A_tm_3_A_3_Meter_63_684:Qh,house_3_4A_tm_3_A_4_Meter_63_685:Qh,house_3_5A_tm_3_A_5_Meter_63_686:Qh,house_3_6A_tm_3_A_6_Meter_63_687:Qh,house_3_7A_tm_3_A_7_Meter_63_688:Qh,house_3_8A_tm_3_A_8_Meter_63_689:Qh,house_3_9A_tm_3_A_9_Meter_63_690:Qh,house_3_10A_tm_3_A_10_Meter_63_691:Qh,house_3_11A_tm_3_A_11_Meter_63_692:Qh,house_3_12A_tm_3_A_12_Meter_63_693:Qh,house_3_13A_tm_3_A_13_Meter_63_694:Qh,house_3_14A_tm_3_A_14_Meter_63_695:Qh,house_3_15A_tm_3_A_15_Meter_63_696:Qh,house_3_1B_tm_3_B_1_Meter_64_697:Qh,house_3_2B_tm_3_B_2_Meter_64_698:Qh,house_3_3B_tm_3_B_3_Meter_64_699:Qh,house_3_4B_tm_3_B_4_Meter_64_700:Qh
2010-08-16 10:14:30 UTC,-30002.1566845,-55799.6323031,-38636.688471,+0,+0,-47218.7210961,+0,-60094.8501815,-21467.5136471,-38639.5094084,+0,+0,-47222.3460104,-55808.0205715,-38639.4237113,-30051.9213235,-60133.3606864,-30071.9628791,-42955.5020569,-25775.4454231
2010-08-16 10:15:00 UTC,-29988.367048,-55782.9922838,-38625.2373648,+0,+0,-47204.72678,-55783.3453688,-60077.0398531,-21461.1508852,-38628.0571546,+0,+0,-47208.3503766,-55791.4801876,-38627.9715429,-30043.0144708,-60197.1284951,-30103.8536168,-43001.0542601,-25802.7796273
2010-08-16 10:15:30 UTC,-30037.4636923,-55786.1273984,-38627.4082809,+0,+0,+0,-55786.4804998,-60080.4163594,-21462.357146,-38630.2282881,+0,+0,-47211.0036876,-55794.6159358,+0,+0,-60158.5992597,-30084.5848708,-42973.531101,-25786.2639905
2010-08-16 10:16:00 UTC,-29997.7065536,-55834.8863607,-38661.1715218,+0,+0,+0,-55835.2397173,+0,-21481.1175571,-38663.9949122,+0,+0,-47252.2693916,-55843.3847581,+0,+0,-60148.6350487,-30079.6016972,-42966.4132184,-25781.9928105
2010-08-16 10:16:30 UTC,-29991.630823,-55811.606286,+0,+0,+0,+0,-55811.9595206,+0,-21472.1603566,-38647.8729619,+0,+0,-47232.5669889,-55820.099975,+0,+0,-60122.2396072,-30066.4011482,-42947.5577721,-25770.6783497
2010-08-16 10:17:00 UTC,-29968.3774388,-55751.9392116,+0,+0,+0,+0,-55752.2921342,+0,-21449.2029598,-38606.5522365,-42892.375116,-21448.9140854,-47182.0695277,-55760.4208343,+0,+0,-60143.2435674,-30076.905379,-42962.5618419,-25779.6817409
2010-08-16 10:17:30 UTC,-29979.9818669,-55699.9213565,+0,+0,+0,+0,-55700.2740074,+0,-21429.1886596,-38570.5287536,-42852.3537141,-21428.900061,-47138.0457533,-55708.3924544,+0,+0,-60127.5794403,-30069.0716366,-42951.3722539,-25772.96728
2010-08-16 10:18:00 UTC,-29959.6545354,-55709.872325,+0,-47141.9067614,+0,+0,-55710.2250278,+0,-21433.0173772,+0,-42860.0097721,-21432.7287258,-47146.4674614,-55718.3454364,+0,+0,-60101.6796183,-30056.11895,-42932.8708506,-25761.8652672
2010-08-16 10:18:30 UTC,-29974.3586008,-55654.7100069,+0,-47095.2274738,+0,+0,-55655.0624219,+0,-21411.7932166,+0,-42817.5690866,-21411.5048577,-47099.7824617,-55663.1719537,+0,+0,-60146.1874123,-30078.3776168,-42964.6647621,-25780.9436261
2010-08-16 10:19:00 UTC,+0,+0,+0,-47004.3973403,-51279.6236968,+0,-55547.7251654,+0,-21370.4945219,+0,-42734.986562,-21370.2067317,-47008.9412087,-55555.8135184,+0,-29916.1100211,-60077.388016,-30043.9705454,-42915.5182708,+0
2010-08-16 10:19:30 UTC,+0,+0,+0,-46919.3430737,-51186.8314343,+0,-55447.2134653,+0,+0,+0,-42657.6554326,-21331.534735,-46923.8765236,-55455.2819681,-38395.1958761,-29861.9746563,+0,+0,-42972.2007299,+0
2010-08-16 10:20:00 UTC,+0,+0,+0,-46950.3777542,-51220.689563,-46951.315283,-55483.8882678,+0,+0,+0,-42685.8720887,-21345.6454107,-46954.9150066,-55491.9640162,-38420.5936572,-29881.72762,+0,+0,-42915.8563169,+0
2010-08-16 10:20:30 UTC,+0,+0,+0,-47043.0038437,-51321.7425075,-47043.9439862,-55593.3478675,+0,+0,+0,-42770.0874966,+0,-47047.5524386,+0,-38496.3958485,-29940.6822971,+0,+0,-42872.3628038,+0
2010-08-16 10:21:00 UTC,+0,+0,-38470.1726013,-47014.3401993,-51290.4711285,-47015.2795334,-55559.4750013,+0,+0,-38477.3865706,-42744.0265846,+0,-47018.8852856,+0,-38472.9384528,-29922.4384549,+0,+0,-42944.84335,+0
2010-08-16 10:21:30 UTC,+0,+0,-38445.6992203,-46984.4322269,-51257.842215,-46985.3707171,-55524.1316685,+0,+0,-38448.547004,-42716.8343315,+0,+0,+0,-38448.4627374,-29903.4026212,+0,+0,-42914.1944183,+0
2010-08-16 10:22:00 UTC,+0,+0,-38443.9355847,-46982.276957,-51255.4908645,-46983.2153862,-55521.5847086,+0,+0,-38446.7831864,-42714.8747648,+0,+0,+0,-38446.6989331,-29902.0308337,+0,+0,-42928.5688747,+0
2010-08-16 10:22:30 UTC,-29936.0097575,+0,-38448.1807547,-46987.4648143,-51261.1506985,-46988.4033901,-55527.7153869,-59801.728755,-21362.7956313,-38451.0287936,-42719.5915522,+0,+0,+0,-38450.9445083,-29905.332803,+0,+0,-43011.2609666,+0
2010-08-16 10:23:00 UTC,-29970.9546415,+0,-38490.1799491,-47038.790407,-51317.1457445,-47039.7304306,-55588.3686971,-59867.0518058,-21386.1323804,-38493.0323092,-42766.2566504,+0,+0,+0,-38492.947708,-29938.0005276,+0,+0,-42958.0849805,-25776.995341
2010-08-16 10:23:30 UTC,-29976.8087254,+0,-38468.2490175,-47011.9894623,-51287.9065282,-47012.9287301,-55556.6970506,-59832.9417376,-21373.9465125,-38471.0991216,-42741.8893002,-21373.6586747,+0,+0,-38471.0146853,-29920.9422569,+0,-30095.3826204,+0,-25795.5189628
2010-08-16 10:24:00 UTC,-29972.1797189,+0,-38487.1261451,-47035.0584699,-51313.0742871,-47035.9983885,-55583.9585313,-59862.302099,-21384.4355424,-38489.9781916,-42762.8635836,-21384.1475602,+0,+0,-38489.8936135,-29935.6252245,+0,-30069.9821441,+0,-25773.7476946
2010-08-16 10:24:30 UTC,-29979.4181948,+0,-38511.6081098,-47064.9769338,-51345.7146448,-47065.9176959,-55619.3142633,-59900.3798925,-21398.0388853,-38514.4626742,-42790.0653739,-21397.7507158,+0,+0,-38514.3779122,+0,-60109.1795393,-30059.8697145,+0,-25765.0801242
2010-08-16 10:25:00 UTC,-29981.0103582,-55598.5702519,-38497.4878102,-47047.7210612,+0,-47048.6613367,-55598.9223741,-59878.4180179,-21390.1929757,-38500.3409222,-42774.3763787,-21389.9049142,+0,+0,-38500.2562662,+0,-60166.3384442,-30088.4552923,+0,-25789.5814081
2010-08-16 10:25:30 UTC,-29945.1098466,-55598.2224993,-38497.247009,-47047.4267872,+0,-47048.3670545,-55598.5746197,-59878.0434898,-21390.0591752,+0,-42774.1088257,-21389.7711156,+0,+0,-38500.0154422,+0,-60196.7783931,-30103.6785289,+0,-25802.6295558
2010-08-16 10:26:00 UTC,-29980.9430266,-55586.3366576,-38489.0166529,-47037.3687865,+0,+0,-55586.6887161,-59865.2424825,-21385.4859983,+0,+0,-21385.1980016,+0,-55594.7847595,+0,+0,-60126.0800897,-30068.3218007,+0,-25772.3245803
2010-08-16 10:26:30 UTC,-29974.1827636,-55602.5402426,-38500.2368325,-47051.0805348,+0,+0,-55602.8923856,-59882.6936834,-21391.7204632,+0,+0,-21391.4323808,-47055.6301188,-55610.9916257,+0,+0,-60086.596209,-30048.575629,+0,-25755.3997323
2010-08-16 10:27:00 UTC,-29954.2396217,-55608.1111358,-38504.0944005,-47055.7947193,+0,+0,+0,-59888.6935149,-21393.8639116,+0,+0,+0,-47060.3448809,-55616.5636478,+0,+0,-60077.4567946,-30044.0049419,+0,-25751.4821029
2010-08-16 10:27:30 UTC,+0,-55608.7354808,-38504.5267283,-47056.3230506,+0,+0,+0,-59889.3659321,-21394.1041334,+0,+0,+0,-47060.8732766,-55617.188119,+0,-29949.1597093,-60095.8943681,-30053.2257048,+0,-25759.3854075
2010-08-16 10:28:00 UTC,+0,-55628.665452,-38518.3272457,-47073.1881301,+0,+0,+0,-59910.8304369,-21401.7723566,+0,+0,+0,-47077.7404205,-55637.1221258,+0,-29959.8939984,-60091.5823108,-30051.0692141,+0,-25757.5370352
2010-08-16 10:28:30 UTC,+0,-55549.5397523,-38463.536618,-47006.2306209,+0,+0,+0,-59825.6123514,-21371.3280793,+0,+0,+0,-47010.7747141,-55557.9804004,+0,-29917.2768683,-60153.0450681,-30081.8071795,-42969.5634929,-25783.8831745
2010-08-16 10:29:00 UTC,+0,-55534.5537722,+0,+0,+0,+0,+0,-59809.472506,-21365.5620971,-38456.00812,+0,+0,-46998.0917706,-55542.9913841,+0,-29909.2054136,-60185.4422861,-30098.0092601,-42992.7062774,-25797.7703095
2010-08-16 10:29:30 UTC,+0,-55512.3294185,+0,+0,-51247.2710579,+0,+0,-59785.5369581,-21357.0110883,-38440.6172693,+0,-21358.4298242,-46979.2828408,-55520.7625258,+0,-29897.2353667,-60188.8193194,-30099.6981388,-42995.1186437,-25799.2178819
2010-08-16 10:30:00 UTC,+0,-55552.1647517,+0,+0,-51284.047172,+0,+0,-59828.4394659,-21372.3380695,-38468.2041058,+0,-21372.0502539,-47012.9963046,-55560.6059309,-38468.1196913,-29918.6906935,-60098.8445112,-30054.7010927,-42930.8456066,-25760.6499926
2010-08-16 10:30:30 UTC,+0,-55584.2048961,+0,+0,-51313.6267405,-47036.5047868,+0,-59862.9465835,-21384.6657855,-38490.3926032,-42763.3239868,-21384.3778001,-47040.112539,-55592.6525667,-38490.3080219,-29935.9475281,-60143.1772813,-30076.872228,-42962.5144902,+0
2010-08-16 10:31:00 UTC,-29938.1419464,-55515.9348537,+0,+0,-51250.5996083,-46978.7318878,+0,+0,-21358.3983104,-38443.1141124,-42710.7984943,-21358.1106867,-46982.3341955,-55524.3686922,-38443.0298868,-29899.177256,-60087.8627021,+0,-42923.0008087,+0
2010-08-16 10:31:30 UTC,-29927.9177576,-55466.184202,+0,+0,-51204.6696365,-46936.6308522,+0,+0,+0,-38408.6606987,-42672.5214172,-21338.9689644,-46940.2291916,-55474.6079563,-38408.5767327,-29872.3815329,-60045.6107731,+0,-42892.8183623,+0
2010-08-16 10:32:00 UTC,-29931.5279306,-55495.889699,+0,+0,-51232.093853,-46961.7688583,-55496.2412869,+0,+0,-38429.2324047,-42695.3761852,-21350.3982493,-46965.3695671,-55504.3194746,-38429.1482836,-29888.3809268,+0,+0,-42874.0607349,+0
2010-08-16 10:32:30 UTC,-29956.1667484,-55422.3516565,+0,+0,-51164.2032784,-46899.537959,-55422.7028624,+0,+0,-38378.3057,-42638.7976013,-21322.1042506,-46903.1328017,-55430.7665233,-38378.2219632,-29848.7733029,+0,+0,-42825.6218551,+0
2010-08-16 10:33:00 UTC,-29967.6195853,-55385.9365442,+0,+0,-51130.5847186,-46868.7220004,-55386.2875612,+0,+0,-38353.087434,-42610.7805971,-21308.0934168,-46872.3139376,-55394.344025,-38353.0038879,-29829.1601046,+0,+0,-42883.2465389,+0
2010-08-16 10:33:30 UTC,-29930.1365438,-55432.9031621,-38382.7715469,-46907.5307563,-51173.9444656,-46908.4670751,-55433.2544228,+0,+0,+0,-42646.9157031,+0,-46912.06276,-55441.3201693,-38385.529058,+0,+0,+0,-42957.8279508,+0
2010-08-16 10:34:00 UTC,-29940.7879919,-55421.2455435,-38374.6992218,-46897.6658811,-51163.1821114,-46898.6019212,-55421.5967437,+0,+0,+0,-42637.9465823,+0,-46902.196676,-55429.6601866,-38377.4559621,+0,+0,+0,-42967.2721495,-25782.5082234
2010-08-16 10:34:30 UTC,-29929.2194333,-55423.3511738,-38376.1572662,-46899.447701,-51165.1260362,-46900.3837914,-55423.7023849,+0,-21322.7759516,+0,-42639.5666083,+0,-46903.9787138,-55431.7662431,-38378.9141455,+0,+0,-30101.1500474,-42997.1925261,-25800.4623426
2010-08-16 10:35:00 UTC,-29926.2354055,-55491.4534135,-38423.3147019,-46957.0769744,-51227.9982594,-46958.0146924,-55491.8049784,+0,-21348.9788688,+0,-42691.9630033,+0,-46961.6150476,-55499.8822904,-38426.0760827,+0,+0,-30066.4785469,-42947.6683276,-25770.7446897
2010-08-16 10:35:30 UTC,-29896.308437,-55575.9047549,-38481.7930766,-47028.5411334,-51305.9640222,-47029.4808681,-55576.2567591,+0,-21381.4722358,+0,-42756.9380376,+0,-47033.0879581,-55584.3507435,-38484.5600362,+0,+0,-30053.6914721,-42929.4034818,-25759.7846262
2010-08-16 10:36:00 UTC,+0,-55599.7523541,-38498.3063586,-47048.7213767,+0,-47049.6616806,-55600.1044826,+0,-21390.6478006,+0,-42775.2858637,-21390.3597329,-47053.2706725,-55608.2031738,-38501.0748932,+0,+0,-30063.4352393,-42943.3213172,-25768.1362085
2010-08-16 10:36:30 UTC,+0,-55594.6374482,-38494.7645388,-47044.3930562,+0,-47045.3332379,-55594.98955,-59874.1824031,-21388.6797967,-38497.6173707,-42771.3505652,-21388.3917561,-47048.9418214,-55603.0872307,-38497.5327352,-29941.5665036,+0,-30048.4373482,-42921.8985779,-25755.2812091
2010-08-16 10:37:00 UTC,+0,-55532.9758534,-38452.0669377,-46992.2139685,+0,+0,-55533.3276342,-59807.7730932,-21364.9549793,-38454.9153765,-42723.9094711,-21364.6672654,-46996.7563452,-55541.4131454,-38454.831062,-29908.3555457,-60139.7188057,-30075.1426202,-42960.0439465,-25778.1708443
2010-08-16 10:37:30 UTC,+0,-55583.712507,-38487.1995578,-47035.1481854,+0,+0,-55584.0645518,-59862.4162817,-21384.4763335,-38490.0516115,-42762.9451522,-21384.1883509,-47039.6958187,-55592.1600764,+0,-29935.682326,-60041.2970784,-30025.921208,-42889.7368969,-25735.9821646
2010-08-16 10:38:00 UTC,+0,+0,-38438.3374358,-46975.4356761,+0,+0,-55513.5001199,-59786.4190437,-21357.3262145,-38441.184461,-42708.6546891,-21357.0386055,-46979.9759974,-55521.5817154,+0,-29897.6764931,-60058.426061,-30034.4875356,-42901.9728968,-25743.3245392
2010-08-16 10:38:30 UTC,+0,+0,-38420.9475845,-46954.1842118,+0,+0,-55488.386496,-59759.3719035,-21347.6635858,-38423.7928197,-42689.3329108,-21347.3761098,-46958.7219308,+0,+0,-29884.1503556,-60036.0704785,-30023.307348,-42886.0033026,-25733.7417717
2010-08-16 10:39:00 UTC,+0,+0,-38389.2493839,-46915.4470695,+0,+0,-55442.6094157,-59710.0704105,-21330.0505563,-38392.0913545,-42654.1131959,-21329.7633226,+0,+0,+0,-29859.4949273,-60032.5787316,-30021.5610997,-42883.508991,-25732.2450266
2010-08-16 10:39:30 UTC,-30016.631714,+0,-38390.642349,-46917.1493582,+0,+0,-55444.6210719,-59712.2369456,-21330.8245539,-38393.4844629,-42655.6609126,-21330.5373096,+0,+0,+0,-29860.5784005,-60111.78431,-30061.1723789,-42940.0890847,-25766.1966645
2010-08-16 10:40:00 UTC,-29982.8690491,+0,-38412.6008803,-46943.9840284,-51213.7141541,+0,-55476.3325711,-59746.3899375,-21343.0257594,-38415.4452557,-42680.0589289,+0,+0,+0,+0,-29877.6581395,-60085.1966946,-30047.8757216,-42921.0963598,-25754.7998274
2010-08-16 10:40:30 UTC,-29965.427692,+0,-38419.6677251,-46952.6201452,-51223.1359606,+0,-55486.5381822,-59757.3812865,-21346.952435,-38422.5128284,-42687.9108653,+0,+0,+0,+0,-29883.154858,-60109.2118218,-30059.8858589,-42938.251441,-25765.0939619
2010-08-16 10:41:00 UTC,-29979.7723234,+0,-38339.4368786,-46854.5731418,-51116.1689126,-46855.5079639,-55370.6724993,-59632.5950117,-21302.372354,-38342.2737153,-42598.7667659,+0,+0,+0,-38342.1902511,-29820.7498672,-60125.5164907,-30068.0399411,-42949.8985968,-25772.0829926
2010-08-16 10:41:30 UTC,-30010.6827102,+0,-38330.1724528,-46843.2514467,-51103.8172006,-46844.1859489,-55357.2932436,-59618.1856761,-21297.2245975,+0,+0,+0,+0,+0,-38332.9249405,-29813.5438307,-60120.4015484,-30065.4819216,-42946.2447642,-25769.8904618
2010-08-16 10:42:00 UTC,-30035.2576805,+0,-38292.5493486,-46797.2737142,-51053.6565377,-46798.2069163,-55302.9596995,-59559.6689456,-21276.3194065,+0,+0,+0,+0,+0,-38295.2982422,-29784.2799052,-60165.8846314,-30088.2283369,+0,+0
2010-08-16 10:42:30 UTC,-30062.0052435,+0,-38313.7365044,-46823.1657133,-51081.9041215,-46824.0996476,-55333.5572084,-59592.6221831,-21288.0920007,+0,+0,-21287.805344,+0,+0,-38316.487422,+0,-60060.223064,-30035.3862294,+0,+0
2010-08-16 10:43:00 UTC,-30029.8238504,-55409.2363506,+0,-46887.5034978,-51152.0951826,-46888.4392508,-55409.5874885,-59674.5060985,-21317.3451533,+0,+0,-21317.0580944,+0,+0,-38369.1393953,+0,-60050.4248914,+0,+0,+0
2010-08-16 10:43:30 UTC,-30031.8093722,-55389.1937111,+0,-46870.5430753,-51133.5917474,-46871.478349,-55389.5447451,-59652.920248,-21309.6335762,+0,+0,-21309.3466234,-46875.0705467,-55397.6018539,-38355.259532,+0,-60051.8741954,+0,+0,+0
2010-08-16 10:44:00 UTC,-30010.2234346,-55405.8722995,+0,-46884.6567803,-51148.9894784,-46885.5924528,-55406.2234199,-59670.8830274,-21316.0508054,+0,+0,-21315.7637643,-46889.1859809,-55414.2838244,-38366.8097329,+0,-60028.3698925,+0,+0,+0
2010-08-16 10:44:30 UTC,+0,-55370.0298018,+0,-46854.3262485,-51115.8995578,-46855.2610637,-55370.3807363,-59632.2807859,-21302.2600967,-38342.0716648,+0,-21301.9732453,-46858.8517318,-55378.4340559,-38341.988202,+0,-60095.4156922,+0,+0,+0
2010-08-16 10:45:00 UTC,+0,-55431.5125349,+0,-46906.3539842,-51172.6606341,-46907.2902698,-55431.8637884,-59698.4974689,+0,-38384.6498108,+0,-21325.6289293,-46910.8858439,-55439.9292607,-38384.566026,+0,-60036.3668184,+0,+0,+0
2010-08-16 10:45:30 UTC,+0,-55439.0604407,+0,-46912.7411498,-51179.6288859,-46913.6776157,-55439.4117333,-59706.6265355,+0,-38389.8768992,-42651.6529797,-21328.5330093,-46917.2737912,-55447.4786952,-38389.793075,+0,+0,+0,+0,-25752.2547983
2010-08-16 10:46:00 UTC,+0,-55407.2587209,+0,-46885.8299939,-51150.2694278,-46886.7656996,-55407.6098486,-59672.3761985,+0,-38367.8535113,-42627.185422,-21316.2971948,-46890.3593385,-55415.6705274,-38367.7698535,-29840.6442407,+0,+0,+0,-25757.1564267
2010-08-16 10:46:30 UTC,+0,-55449.4975627,+0,-46921.5732204,-51189.2644738,-46922.5099358,-55449.8489096,+0,+0,-38397.1048363,-42659.6830773,+0,-46926.1069445,-55457.9179347,-38397.0209575,-29863.3941017,+0,-30062.1014431,+0,-25766.9929845
2010-08-16 10:47:00 UTC,+0,-55410.6860327,-38367.3872817,-46888.7302432,-51153.4335337,-46889.6660308,-55411.0371781,+0,+0,-38370.2269994,-42629.8223216,+0,-46893.2599429,-55419.0985338,-38370.1433237,-29842.4901921,+0,-30066.5354437,-42947.7495978,-25770.7934571
2010-08-16 10:47:30 UTC,+0,-55431.8517652,-38382.0435052,-46906.6410458,+0,-46907.5773393,-55432.2030204,+0,+0,-38384.8847327,-42646.1067797,+0,-46911.1729395,-55440.2685575,-38384.8009462,-29853.8900654,+0,-30056.3636455,-42933.2203694,-25762.0750007
2010-08-16 10:48:00 UTC,-29964.3688393,-55452.3202569,-38396.2169258,+0,+0,-46924.8986152,+0,+0,+0,-38399.059614,-42661.8547975,+0,-46928.4958491,-55460.7412013,-38398.9757204,-29864.9144062,+0,-30009.1542626,-42865.7872711,-25721.6108727
2010-08-16 10:48:30 UTC,-29973.4776129,-55421.5478122,-38374.908527,+0,+0,+0,+0,+0,-21322.0820925,-38377.7490196,-42638.1791404,+0,-46902.4524912,-55429.9625154,-38377.665287,-29848.3403515,+0,-29993.3286724,-42843.1822617,-25708.0464357
2010-08-16 10:49:00 UTC,-29993.2178773,-55370.1671082,-38339.3299267,+0,+0,+0,+0,+0,-21302.3129267,-38342.1667527,-42598.6479321,+0,-46858.9679372,-55378.5713903,-38342.0832892,-29820.6666782,+0,-30009.6418303,-42866.4837043,-25722.0287769
2010-08-16 10:49:30 UTC,-30014.6723204,-55338.1430144,-38317.1548213,+0,+0,+0,+0,+0,-21289.9913805,+0,-42574.0092813,-21289.7046977,-46831.8652815,-55346.5407984,+0,-29803.4184833,+0,-30011.7827401,-42869.5417442,-25723.8637945
2010-08-16 10:50:00 UTC,-29990.3094682,-55327.298588,-38309.6455915,+0,+0,+0,+0,+0,-21285.8188945,+0,-42565.6658128,-21285.5322691,-46822.687419,-55335.6941723,+0,-29797.5776698,-60022.6084096,-30016.5748697,-42876.3867431,-25727.9712269
2010-08-16 10:50:30 UTC,-29991.0993773,-55356.5985142,-38329.9343448,+0,+0,+0,+0,+0,-21297.0922933,+0,-42588.2085472,-21296.805513,-46847.4845545,-55365.0000434,+0,-29813.3586261,-59991.9009422,-30001.2178442,-42854.4510234,-25714.8084061
2010-08-16 10:51:00 UTC,-29977.1811158,-55355.1264046,-38328.9149816,+0,+0,+0,+0,+0,-21296.5258866,+0,-42587.0759377,-21296.239114,-46846.2386777,-55363.5276352,+0,-29812.5657471,-60001.1242423,-30005.8304834,-42861.0396401,-25718.7619935
2010-08-16 10:51:30 UTC,-29945.2364093,-55346.3987789,-38322.871531,+0,-51094.0833131,+0,+0,+0,-21293.167857,+0,-42580.3610894,-21292.8811306,-46838.8523064,-55354.7982381,+0,-29807.8650427,-60020.3253275,-30015.4330843,-42874.7558355,-25726.9925792
2010-08-16 10:52:00 UTC,-29961.7504468,-55364.5601401,-38335.447378,+0,-51110.8499468,+0,+0,-59626.3899798,-21300.1555975,+0,-42594.3340513,-21299.868775,-46854.2226438,-55372.9632847,+0,-29817.6467622,-60013.3558251,-30011.9475859,-42869.7772077,-25724.0050872
2010-08-16 10:52:30 UTC,-29944.6921145,-55293.4111291,-38286.1801962,-46789.4902218,-51045.1649236,-46790.4232036,+0,-59549.7627477,-21272.7804009,-38289.011541,-42539.593527,-21272.4939547,-46794.007757,-55301.7998345,-38288.9284806,+0,-60081.6978457,-30046.1259221,-42918.5969752,-25753.3000385
2010-08-16 10:53:00 UTC,-29946.4307091,-55338.7268567,-38317.5591045,-46827.8371636,-51087.000568,-46828.7712301,-55339.0776291,-59598.5676262,-21290.2160201,-38320.3936863,-42574.4584782,-21289.9293342,-46832.3594008,-55347.1247608,-38320.3103878,+0,-60075.2491846,-30042.9009004,-42913.9904076,-25750.5358063
2010-08-16 10:53:30 UTC,-29973.2920404,-55352.5908184,-38327.1592131,-46839.5690837,-51099.7998263,-46840.5034818,-55352.9416626,-59613.4990631,-21295.5502978,-38329.9947843,-42585.125112,+0,-46844.0927583,-55360.9915344,-38329.911413,+0,-60028.1150735,-30019.3287925,-42880.3204002,-25730.3316704
2010-08-16 10:54:00 UTC,+0,-55296.5071817,-38288.3240607,-46792.1101547,-51048.0232112,-46793.0432107,-55296.8577356,-59553.0971857,-21273.9716346,-38291.1556269,-42541.9755642,+0,-46796.6280115,-55304.8965164,-38291.0725502,+0,-60042.1325891,-30026.3390528,-42890.3337396,-25736.3403079
2010-08-16 10:54:30 UTC,+0,-55304.1942008,-38293.6469421,-46798.6150411,-51055.1198947,-46799.548281,-55304.5447944,-59561.3760779,-21276.9292813,-38296.4790572,-42547.8897917,+0,-46803.1336952,-55312.5850953,-38296.3959401,+0,-60117.1745195,-30063.8680613,-42943.9395529,+0
2010-08-16 10:55:00 UTC,+0,-55259.4205663,-38262.643407,-46760.7268282,-51013.7847124,-46761.6589962,-55259.7709284,-59513.1550317,-21259.7022376,-38265.4723236,-42513.4419156,+0,-46765.240837,-55267.8023721,-38265.389442,+0,-60144.7698384,-30077.6686783,-42963.6521258,+0
2010-08-16 10:55:30 UTC,+0,-55260.0906122,-38263.10738,-46761.2938321,-51014.4033006,-46762.2260161,-55260.4409776,-59513.8766684,-21259.9600428,-38265.9363441,-42513.9574338,+0,-46765.8079098,-55268.472553,-38265.853459,-29761.3794129,-60096.3278839,-30053.4425093,-42929.047867,+0
2010-08-16 10:56:00 UTC,+0,-55445.0900335,-38391.2103529,-46917.8434941,-51185.1954274,-46918.7801041,-55445.4413575,-59713.1203854,-21331.1401638,-38394.0525252,-42656.292019,-21330.8529152,-46922.376761,-55453.5095114,-38393.9686695,-29861.020204,-60039.2179564,-30024.881424,-42888.2516868,+0
2010-08-16 10:56:30 UTC,+0,-55494.0489882,-38425.1120085,-46959.2733936,-51230.3945024,-46960.2111735,-55494.4005665,-59765.8490015,-21349.9775377,-38427.9576722,-42693.959982,-21349.6900299,-46963.8117354,-55502.4783906,-38427.8735607,-29887.389519,-60043.8512781,+0,-42891.5614766,+0
2010-08-16 10:57:00 UTC,-29949.896746,-55442.1262494,-38389.1580792,-46915.3354897,-51182.4592518,-46916.2720289,-55442.477558,-59709.9284008,-21329.9998229,-38392.0000402,-42654.0117477,-21329.7125899,-46919.8684495,-55450.5451267,-38391.9161999,-29859.4239088,-60049.6322337,+0,-42895.691072,+0
2010-08-16 10:57:30 UTC,-29948.1143324,-55557.6776873,-38469.1717346,-47013.1170794,-51289.1367325,-47014.0563789,-55558.0295966,-59834.3768772,-21374.4592178,-38472.0219335,-42742.9145266,-21374.1713731,-47017.6620154,-55566.1199833,-38471.9374903,-29921.6599627,-59948.0485032,+0,-42823.1252615,+0
2010-08-16 10:58:00 UTC,-29950.6605115,-55507.3851361,+0,-46970.5586689,-51242.7064802,-46971.4967675,-55507.7367838,-59780.2119844,-21355.1087345,+0,-42704.2205267,-21354.821156,-46975.0983936,-55515.8172424,-38437.1090658,-29894.5723748,-59999.5756359,+0,-42859.933401,-25718.0981799
2010-08-16 10:58:30 UTC,-29921.962643,-55550.5248954,+0,-47007.0642659,-51282.5332518,-47008.0033948,-55550.8767676,-59826.6733471,-21371.7071218,+0,-42737.4113244,-21371.4193148,-47011.6084614,-55558.9657435,-38466.9840649,-29917.8074671,-60047.654245,+0,-42894.2781057,-25738.7071772
2010-08-16 10:59:00 UTC,-29940.8159451,-55499.3813203,+0,-46963.7857036,-51235.3173296,-46964.7236109,-55499.7329263,-59771.5919036,-21352.0291977,+0,-42698.062563,-21351.7416616,-46968.3245981,-55507.8118033,-38431.5662892,-29890.2615154,-60100.683222,+0,-42932.1590803,-25761.43816
2010-08-16 10:59:30 UTC,-29930.9320598,-55508.9051377,+0,-46971.8449198,+0,-46972.7830546,-55509.2567932,-59781.8490203,-21355.6935673,+0,+0,-21355.4059808,-46976.3848015,-55517.3375512,-38438.1616913,-29895.3910477,-60125.5281022,+0,-42949.9068913,-25772.0879698
2010-08-16 11:00:00 UTC,-29925.8773367,-55442.9173086,+0,-46916.0048972,+0,-46916.9414553,-55443.2686213,-59710.7803684,-21330.3041891,+0,+0,+0,-46920.5379386,-55451.3363456,-38392.4640208,-29859.8499731,-60151.1455203,-30080.8572024,-42968.206561,-25783.0689297
