# file...... Output/Qh/house_Qh_file_034.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_3A_tm_3_A_3_Meter_60_661:Qh,house_3_4A_tm_3_A_4_Meter_60_662:Qh,house_3_5A_tm_3_A_5_Meter_60_663:Qh,house_3_6A_tm_3_A_6_Meter_60_664:Qh,house_3_7A_tm_3_A_7_Meter_60_665:Qh,house_3_8A_tm_3_A_8_Meter_60_666:Qh,house_3_1C_tm_3_C_1_Meter_62_667:Qh,house_3_2C_tm_3_C_2_Meter_62_668:Qh,house_3_3C_tm_3_C_3_Meter_62_669:Qh,house_3_4C_tm_3_C_4_Meter_62_670:Qh,house_3_5C_tm_3_C_5_Meter_62_671:Qh,house_3_6C_tm_3_C_6_Meter_62_672:Qh,house_3_7C_tm_3_C_7_Meter_62_673:Qh,house_3_8C_tm_3_C_8_Meter_62_674:Qh,house_3_9C_tm_3_C_9_Meter_62_675:Qh,house_3_10C_tm_3_C_10_Meter_62_676:Qh,house_3_11C_tm_3_C_11_Meter_62_677:Qh,house_3_12C_tm_3_C_12_Meter_62_678:Qh,house_3_13C_tm_3_C_13_Meter_62_679:Qh,house_3_14C_tm_3_C_14_Meter_62_680:Qh
2010-08-16 09:15:30 UTC,+0,-42824.0069292,-55665.559223,+0,+0,+0,+0,-17169.3062059,-47203.9748495,-34334.3474749,-55784.5007419,+0,+0,-47206.7618018,-60079.79455,+0,-47205.8771878,+0,-51502.420003,+0
2010-08-16 09:16:00 UTC,+0,+0,-55725.6785412,+0,+0,+0,+0,-17177.2169711,-47225.7223465,-34350.1664346,-55810.2012912,+0,+0,-47228.5110154,-60107.474634,+0,+0,+0,+0,+0
2010-08-16 09:16:30 UTC,+0,+0,-55682.2105658,+0,+0,+0,+0,-17172.6552492,-47213.1817103,+0,-55795.3811381,+0,+0,-47215.9693892,-60091.5129873,+0,+0,+0,+0,-34343.1407779
2010-08-16 09:17:00 UTC,+0,+0,-55720.0317708,+0,+0,+0,-51550.4430024,-17187.8849645,-47255.0497464,+0,-55844.8595459,-21483.5171294,+0,-47257.8407296,+0,+0,+0,+0,+0,-34373.5976821
2010-08-16 09:17:30 UTC,+0,+0,-55721.9280517,+0,+0,+0,-51611.5252589,+0,-47311.0423091,+0,-55911.0299017,-21508.9744189,+0,-47313.8377096,+0,+0,+0,-21509.0181152,+0,-34414.3294694
2010-08-16 09:18:00 UTC,+0,+0,-55741.5857026,+0,+0,+0,-51613.2316935,+0,-47312.6065546,+0,-55912.8784812,-21509.6856099,-47313.1766059,-47315.402078,+0,+0,+0,-21509.7293123,+0,-34415.4673785
2010-08-16 09:18:30 UTC,+0,+0,-55729.4948539,+0,+0,-64305.8311273,-51692.0485915,+0,-47384.8560165,+0,-55998.2607595,-21542.5341731,-47385.4272563,-47387.6572362,+0,+0,+0,-21542.5781542,+0,-34468.0252389
2010-08-16 09:19:00 UTC,+0,+0,-55731.5369331,+0,+0,-64308.1875103,-51711.6485395,+0,-47402.8227944,+0,-56019.4933666,-21550.7028538,-47403.3943297,+0,+0,+0,+0,-21550.746904,+0,-34481.0951674
2010-08-16 09:19:30 UTC,-51449.6052918,+0,-55731.2698959,+0,-42874.89041,-64307.8793724,-51631.1284093,+0,-47329.0120224,+0,+0,-21517.144435,-47329.5823436,+0,+0,+0,+0,-21517.1882007,+0,-34427.4015348
2010-08-16 09:20:00 UTC,-51487.4964444,+0,-55772.3127861,-51490.5944891,-42906.4665788,-64355.2393215,-51675.5554142,+0,-47369.7371368,+0,+0,-21535.6603021,-47370.1443647,+0,+0,+0,+0,-21535.7042249,+0,-34457.027012
2010-08-16 09:20:30 UTC,-51534.070699,-42944.9480573,+0,-51537.1723743,-42945.2787217,-64413.4520717,-51654.9264876,-17222.7246455,-47350.8271128,+0,+0,+0,-47351.2341678,+0,+0,+0,+0,+0,+0,-34443.2711825
2010-08-16 09:21:00 UTC,-51586.1136653,-42988.3169853,+0,-51589.2192828,-42988.6481463,-64478.500301,-51668.7689656,-17227.3403516,+0,+0,+0,+0,-47363.9233375,+0,+0,-47365.6784389,+0,+0,+0,+0
2010-08-16 09:21:30 UTC,-51587.2789358,-42989.2880393,+0,-51590.3846416,-42989.6192114,-64479.9567664,-51666.6315337,-17226.6276355,+0,+0,+0,+0,-47361.9639892,+0,+0,-47363.7189833,+0,+0,+0,+0
2010-08-16 09:22:00 UTC,-51576.705814,-42980.4771472,+0,-51579.8107186,-42980.8082185,-64466.7414774,-51631.4951596,-17214.9115845,+0,-34425.4754151,+0,+0,-47329.7550586,+0,+0,-47331.508287,-47331.2569174,+0,+0,+0
2010-08-16 09:22:30 UTC,-51611.1559832,-43009.1854823,+0,-51614.2634974,-43009.5168822,-64509.8005627,+0,+0,+0,-34433.5365652,+0,+0,-47340.837471,+0,+0,-47342.5913069,-47342.3397832,+0,-51651.3089414,+0
2010-08-16 09:23:00 UTC,-51589.8327565,-42991.4162129,+0,-51592.9386556,-42991.7474094,-64483.1487736,+0,+0,+0,-34461.9377189,+0,+0,-47379.8831761,+0,+0,-47381.6391523,-47381.3870863,+0,-51693.9118325,+0
2010-08-16 09:23:30 UTC,-51543.3274473,-42952.6619767,+0,-51546.4298238,+0,-64425.0220324,+0,+0,+0,-34359.5446208,+0,+0,-47239.1138785,+0,-60123.8397706,-47240.8621333,-47240.6120259,+0,-51540.3179991,+0
2010-08-16 09:24:00 UTC,-51557.0693078,-42964.1134716,+0,-51560.1727253,+0,-64442.1979114,+0,+0,+0,-34373.9034621,+0,-21485.0623722,-47258.8543094,+0,-60148.9648962,-47260.6036477,-47260.3532651,-21485.1058826,-51561.8568483,+0
2010-08-16 09:24:30 UTC,-51583.9484418,+0,+0,-51587.0538949,+0,+0,+0,+0,+0,-34326.9586723,+0,-21455.7195167,-47194.3149566,+0,-60066.820824,-47196.0607506,-47195.8112686,-21455.7627769,-51491.4377424,+0
2010-08-16 09:25:00 UTC,+0,+0,+0,-51583.4331191,+0,+0,+0,-17150.0232156,+0,-34295.7202815,+0,-21436.1939501,-47151.3686496,+0,-60012.1598377,-47153.1120833,-47152.8632017,-21436.2370434,-51444.5788768,+0
2010-08-16 09:25:30 UTC,+0,+0,+0,-51481.5651617,+0,+0,+0,-17168.9695846,+0,-34333.6065342,-55783.4059308,-21459.8748097,+0,+0,-60078.4530818,+0,-47204.9508955,-21459.9181229,-51501.4098583,+0
2010-08-16 09:26:00 UTC,+0,+0,+0,+0,+0,+0,+0,-17151.7779692,+0,+0,-55727.5536921,-21438.3871393,+0,+0,-60018.2992672,+0,-47157.6870199,-21438.4302689,-51449.8421936,+0
2010-08-16 09:26:30 UTC,+0,+0,+0,+0,+0,+0,+0,-17138.9326167,+0,+0,-55685.8216286,-21422.3318308,+0,-47123.2544126,-59973.3531207,+0,-47122.3720684,-21422.3748229,-51411.311504,-34275.7009379
2010-08-16 09:27:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-55674.2093197,-21417.8643013,+0,-47113.4274394,-59960.8464648,+0,-47112.5453763,+0,-51400.5900042,-34268.5528687
2010-08-16 09:27:30 UTC,+0,+0,-55747.2808118,+0,+0,+0,+0,+0,+0,+0,-55636.0391425,+0,+0,-47081.1257406,-59919.7365293,+0,-47080.2446018,+0,-51365.3479564,-34245.0568467
2010-08-16 09:28:00 UTC,+0,+0,-55771.5830029,+0,+0,+0,+0,+0,+0,+0,-55605.4223932,+0,+0,-47055.2161673,-59886.7617651,+0,-47054.33577,+0,-51337.0798941,-34226.2104103
2010-08-16 09:28:30 UTC,+0,+0,-55734.6434707,+0,+0,+0,+0,+0,-47087.7730121,+0,-55647.1767831,+0,+0,-47090.5510241,-59931.7319599,+0,+0,+0,-51375.6312024,-34251.9127305
2010-08-16 09:29:00 UTC,+0,-42787.0974676,-55617.5830318,+0,-42787.4263418,+0,+0,+0,-47159.9692449,+0,-55732.4961584,+0,+0,-47162.7529596,+0,+0,+0,+0,-51454.4055098,-34304.4318927
2010-08-16 09:29:30 UTC,+0,-42757.716835,-55579.3934808,+0,-42758.0453717,+0,+0,+0,-47196.6635404,+0,-55775.8603928,+0,+0,-47199.4501521,+0,+0,+0,+0,-51494.4431589,-34331.1251613
2010-08-16 09:30:00 UTC,+0,-42834.1021708,-55678.6807157,+0,-42834.4315846,+0,+0,-17181.88055,-47238.5420414,+0,-55825.351168,+0,+0,-47241.3319583,+0,+0,+0,+0,+0,-34361.589678
2010-08-16 09:30:30 UTC,+0,-42840.0142881,-55686.3651562,+0,-42840.3437899,+0,+0,-17208.6548432,-47312.1468374,+0,+0,-21509.4770556,+0,-47314.9426765,+0,+0,+0,-21509.5208084,+0,-34415.133741
2010-08-16 09:31:00 UTC,+0,-42858.1807683,-55709.9783242,+0,-42858.5104785,+0,-51571.8725501,-17195.031055,-47274.6936493,-34385.7206271,+0,-21492.4487837,+0,-47277.4865347,+0,-47287.2560468,+0,-21492.4923918,+0,+0
2010-08-16 09:31:30 UTC,+0,-42880.1598391,-55738.5471773,+0,-42880.4898013,-64316.2771742,-51544.6219116,-17185.9444619,-47249.7136769,-34367.5504651,+0,-21481.0915186,+0,-47252.5045917,+0,-47251.8688602,+0,-21481.13503,+0,+0
2010-08-16 09:32:00 UTC,-51494.6310351,-42912.0818061,-55780.0400143,+0,-42912.4121342,-64364.1563225,-51549.1043351,+0,-47253.8226013,-34370.5392522,+0,-21482.9596607,+0,-47256.6138402,+0,-47255.9780487,+0,-21483.0031881,+0,+0
2010-08-16 09:32:30 UTC,-51491.4212039,-42909.4069598,-55776.5631941,-51502.340658,-42909.7372572,-64360.1443722,-51559.9300304,+0,-47263.746243,-34377.7576024,+0,-21487.4714928,+0,-47266.538265,+0,-47265.9023285,+0,-21487.5150586,+0,+0
2010-08-16 09:33:00 UTC,-51411.3887049,+0,-55689.8736933,-51414.4812841,+0,-64260.1121787,-51616.630062,+0,-47315.7217309,-34415.5640089,+0,-21511.102398,-47316.1284652,+0,+0,-47317.8811564,+0,-21511.1461647,+0,+0
2010-08-16 09:33:30 UTC,-51474.1666342,+0,-55757.8734096,-51477.2639714,+0,-64338.5779766,-51644.448012,+0,-47341.2217439,-34434.1124414,+0,-21522.6961011,-47341.6287181,+0,+0,-47343.3828075,+0,+0,+0,+0
2010-08-16 09:34:00 UTC,-51499.9636132,+0,-55785.8161499,-51503.0629049,+0,-64370.8214836,-51660.6661929,+0,-47356.0885411,-34444.9263875,+0,-21529.455361,-47356.4956551,+0,+0,-47358.2505593,+0,+0,+0,+0
2010-08-16 09:34:30 UTC,-51458.0919034,+0,-55740.4616033,-51461.1880221,+0,-64318.4862566,-51611.9347518,-17208.3896013,-47311.4176586,-34412.433274,+0,+0,-47311.8243525,+0,-60216.3840668,-47313.5768079,-47313.3255861,+0,+0,+0
2010-08-16 09:35:00 UTC,-51457.5106866,+0,+0,-51460.6067615,+0,-64317.7597965,-51579.4507401,-17197.5579656,-47281.6403848,-34390.7736073,+0,+0,-47282.0467986,+0,-60178.483944,-47283.7976204,-47283.5468129,+0,+0,+0
2010-08-16 09:35:30 UTC,-51389.381877,+0,+0,-51392.4728869,+0,-64232.6058036,-51545.0217387,-17186.0779496,+0,+0,+0,+0,-47250.4863025,+0,-60138.3146497,-47252.2354963,-47251.9850782,+0,+0,+0
2010-08-16 09:36:00 UTC,-51336.9194957,+0,+0,-51340.0065282,+0,-64167.0333567,-51484.1300621,-17165.7739135,+0,+0,-55773.0226407,+0,-47194.667915,+0,-60067.2704046,+0,-47196.1644045,+0,-51491.8237663,+0
2010-08-16 09:36:30 UTC,-51371.1701914,+0,+0,-51374.2598205,+0,-64209.8431164,-51405.5476673,+0,+0,+0,-55687.8944008,+0,-47122.6327412,+0,-59975.5858356,+0,-47124.1262789,+0,-51413.2259374,-34276.9774066
2010-08-16 09:37:00 UTC,-51424.1005757,+0,+0,-51427.1942168,+0,-64276.0005194,+0,+0,+0,+0,-55682.500623,+0,-47118.0685487,+0,-59969.7766454,+0,-47119.5618996,-21421.0975037,-51408.2459321,-34273.6572164
2010-08-16 09:37:30 UTC,-51367.4411102,-42806.090706,+0,-51370.5304568,+0,-64205.1821576,+0,+0,+0,+0,-55711.2074195,-21432.0986688,-47142.3601242,+0,-60000.6943563,+0,-47143.8544706,-21432.1417793,-51434.7505558,-34291.3279604
2010-08-16 09:38:00 UTC,+0,-42826.6690836,+0,-51395.2265028,-42826.9984523,+0,+0,+0,+0,+0,-55705.7610813,-21430.0033334,-47137.7514543,+0,-59994.8285562,+0,-47139.2456116,-21430.0464259,-51429.7220189,-34287.9754135
2010-08-16 09:38:30 UTC,+0,-42844.9078619,+0,-51417.1148021,-42845.2374398,+0,+0,+0,+0,+0,-55645.7291815,-21406.9076462,-47086.9527028,+0,-59930.1731725,+0,-47088.4447779,-21406.9505409,-51374.29532,-34251.0222001
2010-08-16 09:39:00 UTC,+0,-42877.4536791,+0,-51456.172933,-42877.7836302,+0,+0,-17123.8984586,+0,+0,-55636.977386,-21403.5406248,-47079.5469692,+0,-59920.7473395,+0,-47081.0387409,-21403.5834906,-51366.2148983,-34245.6349491
2010-08-16 09:39:30 UTC,+0,-42874.7054295,+0,+0,-42875.035349,+0,+0,-17124.8843172,+0,+0,-55640.1802503,-21404.772842,-47082.2572199,+0,-59924.196879,+0,-47083.7491026,-21404.8157184,-51369.1720623,-34247.6065028
2010-08-16 09:40:00 UTC,+0,-42818.2310765,+0,+0,-42818.560368,+0,+0,-17130.506059,+0,-34256.6917845,-55658.4436211,-21411.799352,-47097.7116396,-47100.0860627,-59943.8669921,+0,-47099.2042093,+0,-51386.0347337,-34258.84897
2010-08-16 09:40:30 UTC,+0,-42862.3619209,+0,+0,-42862.6917187,+0,+0,-17139.7035356,+0,-34275.0836725,-55688.3244406,-21423.2952079,+0,-47125.3728514,+0,+0,-47124.4902748,+0,-51413.6233192,-34277.2423962
2010-08-16 09:41:00 UTC,+0,-42801.8192323,+0,+0,-42802.1483356,+0,+0,+0,+0,-34242.0127776,-55634.5950232,-21402.6242336,+0,-47079.9040706,+0,+0,-47079.0227944,+0,-51364.0156217,-34244.1687353
2010-08-16 09:41:30 UTC,+0,-42822.9629956,+0,+0,-42823.2923415,+0,+0,+0,+0,-34256.191036,+0,+0,+0,-47099.3975899,+0,-47098.7640803,+0,+0,-51385.2835903,+0
2010-08-16 09:42:00 UTC,+0,+0,-55613.6938752,+0,-42784.4348737,+0,+0,+0,+0,-34301.5144784,+0,+0,+0,-47161.7122543,+0,-47161.0778352,+0,+0,-51453.2706105,+0
2010-08-16 09:42:30 UTC,+0,+0,-55620.8566102,+0,+0,+0,+0,+0,-47169.1123435,-34308.9222615,+0,+0,+0,-47171.8971275,+0,-47171.2625595,+0,+0,-51464.3825886,+0
2010-08-16 09:43:00 UTC,+0,+0,-55683.4763521,+0,+0,+0,+0,-17150.0285344,-47150.9762079,-34295.7302304,+0,+0,+0,-47153.7595598,+0,-47153.1252566,+0,+0,-51444.5940016,+0
2010-08-16 09:43:30 UTC,+0,+0,-55651.1456847,+0,+0,+0,+0,-17160.6861938,-47180.2751958,-34317.0419999,+0,+0,+0,-47183.0608605,+0,-47182.4261297,+0,-21449.5645505,+0,+0
2010-08-16 09:44:00 UTC,+0,+0,-55566.0585396,+0,+0,-64117.2404724,+0,-17156.7797928,-47169.5361018,-34309.2304984,+0,+0,+0,-47172.320919,+0,-47171.6863449,+0,-21444.6819274,+0,+0
2010-08-16 09:44:30 UTC,-51316.8229295,+0,-55587.4415395,+0,+0,-64141.9146093,-51492.5211378,-17168.5720435,-47201.9541981,+0,+0,-21459.3777383,+0,-47204.7415739,+0,-47204.1065266,+0,-21459.4210989,+0,+0
2010-08-16 09:45:00 UTC,-51304.5928711,+0,-55574.193942,+0,+0,-64126.6281695,-51535.4911088,+0,-47241.3436785,+0,+0,-21477.2865045,+0,-47244.1342758,+0,-47243.4986467,+0,-21477.3300346,+0,+0
2010-08-16 09:45:30 UTC,-51252.0285362,+0,-55517.257385,-51255.1093259,+0,-64060.9282946,-51570.1480815,+0,-47273.1128507,+0,+0,-21491.7305126,+0,-47275.9059544,+0,-47275.2698612,+0,-21491.7741656,+0,+0
2010-08-16 09:46:00 UTC,-51365.3127644,-42804.3170692,-55639.9644298,-51368.4021452,+0,-64202.5216352,-51597.5639682,+0,-47298.2443021,+0,+0,-21503.1566469,+0,-47301.0393872,-60199.6175452,-47300.402927,+0,-21503.2003969,+0,+0
2010-08-16 09:46:30 UTC,-51430.5582599,-42858.6880506,-55710.6369588,-51433.6525862,+0,-64284.0716295,-51537.5200729,+0,-47243.2035787,+0,-55830.8599179,-21478.1321178,+0,+0,-60129.5624361,+0,+0,+0,+0,-34364.9817372
2010-08-16 09:47:00 UTC,-51339.9350422,-42783.1690704,-55612.4758243,-51343.0224987,+0,-64170.8021575,-51518.4513607,+0,-47225.7237715,+0,-55810.2027987,-21470.1848383,+0,+0,-60107.3143665,+0,-47227.6275577,+0,+0,-34352.2660512
2010-08-16 09:47:30 UTC,-51456.2251982,-42880.0770617,-55738.4388412,-51459.3214693,-42880.4070821,-64316.1525992,-51494.8266564,-17169.3409727,-47204.0676015,+0,-55784.6101768,-21460.3387555,-47204.4732998,+0,-60079.7506768,+0,-47205.9702972,+0,+0,-34336.5122706
2010-08-16 09:48:00 UTC,-51448.6589925,-42873.771921,-55730.2432869,-51451.7546909,-42874.1018691,-64306.6956382,-51441.8761518,-17151.6848804,-47155.529211,+0,-55727.2489411,-21438.2705386,-47155.9344529,+0,-60017.971647,+0,-47157.4294617,+0,+0,-34301.2030154
2010-08-16 09:48:30 UTC,-51451.2091813,-42875.897068,-55733.0055975,-51454.3050727,-42876.2270405,-64309.8831058,-51472.7078176,-17161.965552,-47183.7918205,+0,-55760.648858,+0,-47184.1973282,+0,-60053.9439277,+0,-47185.6934949,+0,+0,-34321.7626527
2010-08-16 09:49:00 UTC,-51447.5067829,-42872.8117511,-55728.9952391,-51450.6023933,-42873.1416882,-64305.2554985,-51419.1800999,-17144.1169905,-47134.7243136,+0,-55702.6623277,+0,-47135.1293599,+0,-59991.4914447,+0,-47136.6235163,+0,+0,-34286.0684911
2010-08-16 09:49:30 UTC,-51447.1002528,-42872.4729776,-55728.5548938,-51450.1958328,-42872.8029109,-64304.7473782,-51331.2066141,+0,-47054.0812418,-34225.250032,-55607.3607277,+0,-47054.4855302,+0,-59888.8499893,+0,-47055.9763807,-21392.1895192,-51338.8708655,-34227.4046732
2010-08-16 09:50:00 UTC,-51468.0992489,-42889.9720441,+0,-51471.1965162,-42890.3021973,-64330.993757,-51338.741769,+0,+0,-34230.2744802,-55615.5235171,+0,-47061.3928784,+0,-59897.6416014,+0,-47062.8840649,-21395.3301391,-51346.4077926,-34232.4296268
2010-08-16 09:50:30 UTC,-51504.2447708,+0,+0,-51507.3447764,-42920.4236642,-64376.1718536,-51313.3143637,+0,+0,-34213.3200079,-55587.9780315,+0,-47038.0839995,+0,-59867.9746407,+0,-47039.5742301,-21384.7326492,-51320.9753892,-34215.473736
2010-08-16 09:51:00 UTC,+0,+0,+0,-51605.8079272,-43002.4706167,+0,+0,+0,+0,-34166.9238676,-55512.5994453,+0,-46974.2989441,+0,-59786.7906075,+0,-46975.7865583,-21355.732475,-51251.3792757,-34169.0737124
2010-08-16 09:51:30 UTC,+0,+0,+0,-51615.3122498,-43010.3903379,+0,+0,+0,+0,-34239.0269576,-55629.7434391,-21400.758032,-47073.4257188,+0,-59912.9567006,-47075.1654909,-47074.9173983,-21400.800925,-51359.5368674,+0
2010-08-16 09:52:00 UTC,+0,+0,+0,-51568.5689592,+0,+0,+0,-17128.2346938,+0,-34252.1494762,+0,-21408.9602668,-47091.4664577,+0,+0,-47093.2072223,-47092.9588769,-21409.0032301,-51379.2211831,+0
2010-08-16 09:52:30 UTC,+0,+0,+0,+0,+0,+0,+0,-17131.7921637,+0,-34259.2632309,+0,-21413.4067215,-47101.2463947,+0,+0,-47102.987697,-47102.7392147,-21413.4497229,-51389.8921066,+0
2010-08-16 09:53:00 UTC,+0,+0,+0,+0,+0,+0,+0,-17143.5887426,+0,-34282.8524583,+0,-21428.151176,-47133.6766879,+0,+0,-47135.4197732,-47135.1708371,+0,-51425.2769139,+0
2010-08-16 09:53:30 UTC,+0,+0,+0,+0,+0,+0,+0,-17164.9432073,+0,-34325.5542749,+0,-21454.8419604,-47192.3828289,-47194.7640546,+0,-47194.1291397,-47193.8793836,+0,-51489.3313871,+0
2010-08-16 09:54:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21503.4772449,-47299.3557225,-47301.74438,+0,-47301.107903,-47300.856657,+0,-51606.0498603,+0
2010-08-16 09:54:30 UTC,+0,-42902.7500044,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21512.3124892,-47318.7887701,-47321.1787766,+0,-47320.5420159,+0,+0,-51627.253319,+0
2010-08-16 09:55:00 UTC,+0,-42898.0589712,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21532.8229811,-47363.9011163,-47366.2943604,+0,-47365.6569341,+0,+0,-51676.4758276,+0
2010-08-16 09:55:30 UTC,+0,-42851.4484553,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47388.3083117,-47390.7032492,+0,-47390.0654662,+0,+0,-51703.1065923,+0
2010-08-16 09:56:00 UTC,+0,-42814.293323,-55652.9312874,+0,+0,+0,+0,-17221.6032492,+0,+0,+0,+0,+0,-47350.540255,+0,-47349.9030588,+0,-21525.704841,-51659.2876682,+0
2010-08-16 09:56:30 UTC,+0,-42760.473191,-55582.9747675,+0,-42760.801878,+0,+0,-17213.9553731,-47326.7162472,+0,+0,+0,+0,-47329.5137998,+0,-47328.8769107,+0,-21516.1457358,-51636.3472303,-34425.7335137
2010-08-16 09:57:00 UTC,+0,-42693.1118436,-55495.4171033,+0,-42693.4397567,-64035.7267793,+0,-17216.6427482,-47334.1041177,+0,-55938.2834318,+0,+0,-47336.9022526,-60245.2596757,+0,+0,-21519.5046947,-51644.4082345,-34431.1078186
2010-08-16 09:57:30 UTC,-51215.0632433,-42679.1097226,-55477.2168603,+0,-42679.4374747,-64014.7252681,+0,-17198.8098659,-47285.079693,+0,-55880.3478157,+0,+0,-47287.8739632,-60182.8620346,+0,+0,-21497.2153173,-51590.9170279,-34395.4450092
2010-08-16 09:58:00 UTC,-51209.9738511,-42674.8685832,-55471.7041401,+0,-42675.1962865,-64008.3640645,-51581.4610556,+0,-47283.4831543,+0,-55878.4610735,+0,+0,-47286.2772985,-60180.829981,+0,+0,-21496.4894369,+0,-34394.283607
2010-08-16 09:58:30 UTC,-51259.1980761,-42715.8885702,-55525.02276,-51262.2796023,-42716.2167451,-64069.8891534,-51461.5297542,+0,-47173.5451577,-34312.1471404,-55748.5395977,-21446.4618689,+0,-47176.3306289,-60040.9023407,+0,+0,-21446.5051696,+0,-34314.3092163
2010-08-16 09:59:00 UTC,-51204.9689752,-42670.6978737,-55466.2829663,-51208.0463878,-42671.0255291,-64002.1084975,-51554.2019703,+0,-47258.4954387,-34373.9390582,-55848.9313298,-21485.0849257,+0,-47261.2876122,-60149.0259452,+0,+0,-21485.1285554,+0,-34376.1062958
2010-08-16 09:59:30 UTC,-51221.4197605,+0,-55484.1021024,-51224.4984209,-42684.7346074,-64022.6702438,-51543.5636499,+0,-47248.7435588,-34366.8456465,-55837.4068463,-21480.6511868,+0,-47251.5349633,-60136.6138807,+0,+0,+0,+0,-34369.0122919
2010-08-16 10:00:00 UTC,-51273.4280115,+0,-55540.4360649,-51276.5107121,-42728.0751103,-64087.6749187,-51400.5391257,+0,-47117.6365817,-34271.480004,-55682.4684666,-21421.0429041,+0,-47120.4177495,-59969.7427483,+0,-47119.5350928,+0,+0,-34273.6387637
2010-08-16 10:00:30 UTC,-51256.4472952,+0,-55522.042918,-51259.528708,-42713.92442,-64066.4508141,-51375.7840155,-17129.647258,-47094.9441975,-34254.973806,-55655.6512773,-21410.7256996,+0,+0,-59940.8601768,+0,-47096.8415653,+0,+0,-34257.1311856
2010-08-16 10:01:00 UTC,-51237.3923745,+0,-55501.4030388,-51240.4723416,-42698.0452145,-64042.6341735,-51391.1789801,-17134.7806362,-47109.0563727,-34265.2388518,-55672.3286289,-21417.1418699,+0,+0,-59958.82197,+0,-47110.9544516,+0,+0,-34267.3970898
2010-08-16 10:01:30 UTC,-51334.2610232,+0,-55606.3290797,-51337.3483364,+0,-64163.7097704,-51339.2230668,-17117.4561825,-47061.4296996,-34230.5957175,-55616.0448335,-21395.4881671,+0,+0,-59898.203359,+0,-47063.3253788,+0,+0,+0
2010-08-16 10:02:00 UTC,-51410.6415438,+0,-55689.062829,-51413.7346473,+0,-64259.177372,-51336.7188108,-17116.6211497,-47059.1341114,-34228.9259306,-55613.3319753,-21394.4444661,+0,+0,-59895.2815639,-47061.27767,-47061.0296747,+0,+0,+0
2010-08-16 10:02:30 UTC,-51526.5599763,+0,-55814.6232186,-51529.6618618,+0,-64404.0632069,-51349.3750541,+0,-47070.7357699,-34237.364854,-55627.0424724,-21399.7192182,-47071.1402283,+0,-59910.0480045,-47072.8800759,-47072.631918,-21399.7621356,+0,+0
2010-08-16 10:03:00 UTC,-51573.2492043,-42977.5965584,-55865.1960058,-51576.3546259,+0,-64462.4198281,-51388.9154474,+0,-47106.9814494,-34263.7295747,+0,+0,-47107.3862485,+0,-59956.1810346,-47109.1280892,-47108.8794238,-21416.2415543,+0,+0
2010-08-16 10:03:30 UTC,-51600.5129262,-43000.3162165,-55894.7274955,-51603.6204125,+0,-64496.4966116,-51415.8702362,+0,-47131.6902235,+0,+0,+0,-47132.0952549,+0,+0,-47133.8384538,-47133.5894428,-21427.4756165,-51423.5519851,+0
2010-08-16 10:04:00 UTC,+0,-42910.6100254,-55778.1255042,-51495.9643082,+0,-64361.9480011,-51498.657435,+0,-47207.5791581,+0,+0,+0,-47207.984903,+0,+0,-47209.73227,-47209.4821996,-21461.9791854,-51506.3554374,+0
2010-08-16 10:04:30 UTC,+0,-42922.5122636,-55793.5962827,-51510.2481451,+0,+0,-51504.4256128,+0,+0,+0,+0,+0,-47213.2724957,+0,+0,-47215.020153,-47214.7700089,-21464.368874,-51512.1247474,+0
2010-08-16 10:05:00 UTC,+0,-42920.2174582,+0,-51507.4941566,+0,+0,+0,-17179.8063336,+0,+0,+0,+0,-47233.2425747,+0,+0,-47234.991328,-47234.7409057,-21473.4483466,-51533.9141665,+0
2010-08-16 10:05:30 UTC,+0,-42934.2805707,+0,-51524.371252,+0,+0,+0,-17151.8796767,+0,+0,+0,-21438.5138315,-47156.4686285,+0,+0,-47158.2131666,-47157.963815,-21438.5427773,-51450.1458568,+0
2010-08-16 10:06:00 UTC,+0,-42928.1309389,+0,+0,-42928.4131799,+0,+0,-17146.8928338,+0,+0,+0,-21432.2808141,-47142.759162,+0,+0,-47144.5029469,-47144.2537869,-21432.3097152,-51435.1874111,+0
2010-08-16 10:06:30 UTC,+0,-42913.1151132,+0,+0,-42913.397217,+0,+0,-17173.177079,+0,+0,+0,-21465.1332951,-47215.0179053,+0,+0,-47216.7656584,-47216.51549,+0,-51514.02917,-34344.1836054
2010-08-16 10:07:00 UTC,+0,-42841.6287371,+0,+0,-42841.9101869,+0,+0,+0,+0,+0,+0,-21462.2528432,-47208.6823767,-47210.9985416,+0,-47210.429782,-47210.1797019,+0,-51507.0691713,-34339.5748683
2010-08-16 10:07:30 UTC,+0,-42758.2273099,+0,+0,-42758.5079959,+0,+0,+0,+0,-34414.2626655,+0,-21510.2892499,-47314.3380467,-47316.6612465,+0,-47316.0912477,-47315.8396975,+0,-51622.3501974,-34416.4333525
