# file...... Output/Qh/house_Qh_file_026.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_2_16C_tm_2_C_16_Meter_48_501:Qh,house_2_17C_tm_2_C_17_Meter_48_502:Qh,house_2_18C_tm_2_C_18_Meter_48_503:Qh,house_2_19C_tm_2_C_19_Meter_48_504:Qh,house_2_20C_tm_2_C_20_Meter_48_505:Qh,house_2_21C_tm_2_C_21_Meter_48_506:Qh,house_2_22C_tm_2_C_22_Meter_48_507:Qh,house_2_23C_tm_2_C_23_Meter_48_508:Qh,house_2_24C_tm_2_C_24_Meter_48_509:Qh,house_2_25C_tm_2_C_25_Meter_48_510:Qh,house_2_26C_tm_2_C_26_Meter_48_511:Qh,house_2_27C_tm_2_C_27_Meter_48_512:Qh,house_2_28C_tm_2_C_28_Meter_48_513:Qh,house_2_29C_tm_2_C_29_Meter_48_514:Qh,house_2_1A_tm_2_A_1_Meter_49_515:Qh,house_2_2A_tm_2_A_2_Meter_49_516:Qh,house_2_3A_tm_2_A_3_Meter_49_517:Qh,house_2_4A_tm_2_A_4_Meter_49_518:Qh,house_2_5A_tm_2_A_5_Meter_49_519:Qh,house_2_6A_tm_2_A_6_Meter_49_520:Qh
2010-08-16 10:36:30 UTC,-64514.7829027,+0,+0,-43018.1090108,-34414.7983236,-17208.5163552,+0,-30113.3623742,-51617.624014,-21510.6648632,-34414.2640653,-34413.1618639,-30112.3405984,+0,+0,+0,+0,-30126.8478085,-47339.3563706,-51643.9730304
2010-08-16 10:37:00 UTC,-64523.4476904,-34417.535166,+0,-43023.8869321,-34419.4207334,-17210.8277389,+0,-30117.4070317,-51624.5567965,-21513.5541127,-34418.8863424,-34417.7839687,-30116.385082,+0,+0,+0,-47293.4150609,-30097.3988886,-47293.0832015,-51593.4918288
2010-08-16 10:37:30 UTC,-64539.7183963,-34426.2144701,+0,-43034.7366912,-34428.1006774,-17215.1680467,-25824.1574659,-30125.0020745,-51637.5751497,-21518.9795346,-34427.566037,-34426.4633399,-30123.9797981,-30125.3611659,+0,+0,-47308.3236309,-30106.8868077,-47307.9915949,-51609.7559755
2010-08-16 10:38:00 UTC,-64561.1899541,-34437.6680709,+0,-43049.054522,-34439.5551225,-17220.8957122,-25829.6053818,-30135.0248351,+0,-21526.1391657,-34439.0201531,-34437.9170292,-30134.0021278,-30135.384101,-51572.4964568,+0,-47276.8155868,-30086.8348659,-47276.4839241,-51575.3830306
2010-08-16 10:38:30 UTC,+0,-34450.2519515,-64603.7899368,-43064.7852842,-34452.1399303,-17227.1886027,-25839.043888,-30146.0366751,+0,-21534.0053328,-34451.6045997,-34450.501007,-30145.0134945,-30146.3961327,-51568.8244928,+0,-47273.4494431,-30084.6926284,-47273.1178202,-51571.7108169
2010-08-16 10:39:00 UTC,+0,-34461.2631197,-64604.299562,-43078.5500423,-34463.1519101,-17232.6950185,-25847.3027856,-30155.672274,+0,-21540.8883998,-34462.6162634,-34461.5122603,+0,-30156.0318993,-51528.9576466,+0,-47236.9029138,-30061.4341586,-47236.5717242,-51531.8412572
2010-08-16 10:39:30 UTC,+0,-34452.3351679,-64587.5631093,-43067.3894558,-34454.2233004,-17228.2303684,-25840.606399,-30147.859646,+0,-21535.3075488,-34453.6879099,-34452.5842395,+0,-30148.2191353,-51497.7051688,+0,-47208.2533034,-30043.2013435,-47207.9224538,-51500.5866519
2010-08-16 10:40:00 UTC,+0,-34443.7326426,-64571.4367049,-43056.635676,-34445.6201411,-17223.9284561,-25834.1540977,-30140.3317906,+0,-21529.9301216,-34445.0849976,-34443.9816477,+0,-30140.6911489,-51478.345206,+0,-47190.505738,-30031.9066669,-47190.175099,-51481.2253709
2010-08-16 10:40:30 UTC,+0,-34464.2601544,-64609.9178415,-43082.2965527,-34466.1491656,-17234.1937622,-25849.5507036,-30158.2949043,+0,+0,+0,-34464.5093182,+0,-30158.6545753,-51474.688966,-55764.9508611,-47187.1540086,-30029.7736026,-47186.8234093,-51477.5688821
2010-08-16 10:41:00 UTC,+0,-34484.8662439,-64648.5462817,-43108.0556571,-34486.7567732,+0,-25865.0062464,-30176.3267793,+0,+0,+0,-34485.115567,+0,-30176.686764,-51416.9196819,-55702.366483,-47134.1960475,-29996.0707797,-47133.8660773,-51419.7956643
2010-08-16 10:41:30 UTC,+0,-34525.2558473,-64724.261156,-43158.5455859,+0,+0,-25895.300361,-30211.6707129,+0,+0,+0,-34525.5054826,+0,-30212.0313122,-51347.8106271,-55627.4971593,-47070.8427497,+0,-47070.513533,-51350.6819032
2010-08-16 10:42:00 UTC,+0,+0,-64728.2760887,-43161.2229149,+0,+0,-25896.9067667,-30213.5448954,-51789.3428012,+0,+0,-34527.6472384,+0,-30213.9055272,-51271.5364061,-55544.8654494,-47000.9210366,+0,-47000.5926526,-51274.4024868
2010-08-16 10:42:30 UTC,+0,+0,-64783.5037469,-43198.0510863,+0,+0,-25919.0037845,+0,-51833.5320045,+0,+0,-34557.1082971,-30238.298143,-30239.6864125,-51295.4014775,-55570.7196847,-47022.7985026,+0,-47022.4698579,-51298.2691837
2010-08-16 10:43:00 UTC,-64737.6711022,+0,-64736.5450931,-43166.7370421,+0,+0,-25900.2152602,+0,-51795.9590646,+0,+0,-34532.0583187,-30216.3786438,-30217.7655907,-51331.3948735,-55609.7131456,-47055.7941842,+0,-47055.4651466,-51334.2650316
2010-08-16 10:43:30 UTC,-64738.6360574,+0,-64737.5100263,-43167.3805008,+0,-17268.2305083,-25900.6013374,+0,-51796.7311346,-21585.3080656,+0,-34532.5730598,-30216.8290581,+0,-51348.1708057,-55627.887359,-47071.1729309,+0,-47070.8437102,-51351.0421065
2010-08-16 10:44:00 UTC,-64722.3335493,+0,-64721.2078909,-43156.5095375,+0,-17263.8817185,-25894.0787256,+0,-51783.6873374,-21579.8720413,+0,-34523.8767256,-30209.2194991,+0,-51398.7683695,-55682.7022511,+0,+0,-47117.2266974,-51401.643116
2010-08-16 10:44:30 UTC,-64710.4824999,+0,-64709.3571123,-43148.6069303,-34519.1983015,-17260.7203815,-25889.3371366,+0,-51774.2051962,-21575.9203431,-34518.6610483,+0,-30203.6877577,+0,-51368.8641342,-55650.3054851,+0,+0,-47089.8133663,-51371.7368441
2010-08-16 10:45:00 UTC,-64748.7514465,+0,-64747.6251842,-43174.1257215,-34539.6136551,-17270.9288475,-25904.6484909,+0,-51804.8245567,-21588.6810127,-34539.0758174,+0,-30221.5506412,+0,-51438.4996166,-55725.7451144,+0,+0,-47153.6484893,-51441.3770689
2010-08-16 10:45:30 UTC,-64672.916178,+0,-64671.7916494,-43123.5566668,-34499.1577759,-17250.6993438,-25874.3069005,+0,-51744.1480117,-21563.3939605,-34498.6210968,+0,-30186.1528389,+0,-51433.0528683,-55719.8443772,+0,-30005.4829429,-47148.6554333,-51435.9299493
2010-08-16 10:46:00 UTC,-64590.6561739,-34453.3862743,-64589.5335271,-43068.7034148,-34455.2744841,-17228.7560008,+0,-30148.7794429,-51678.3309692,-21535.964594,-34454.7390635,+0,-30147.7561443,+0,-51458.471618,-55747.3817904,+0,-30020.3123395,+0,-51461.35043
2010-08-16 10:46:30 UTC,-64517.6768698,-34414.4568295,-64516.5558931,-43020.0387884,-34416.34217,-17209.2883381,+0,-30114.7132561,-51619.9395057,-21511.6298484,-34415.8078673,+0,-30113.6914222,+0,-51539.1636961,-55834.7995866,+0,-30067.3884067,+0,+0
2010-08-16 10:47:00 UTC,-64502.1248909,-34406.160917,-64501.0042703,-43009.6682967,-34408.0456459,-17205.1397552,+0,-30107.4537098,-51607.4962133,-21506.4440841,-34407.5115817,+0,-30106.4321881,-30107.8124955,-51508.1452814,-55801.1957742,+0,-30049.292145,+0,+0
2010-08-16 10:47:30 UTC,-64532.3698349,-34422.2945174,-64531.2485219,+0,-34424.1804358,-17213.2077742,+0,-30121.5718216,-51631.695493,-21516.5291773,-34423.6459079,+0,-30120.5496927,-30121.9308532,-51518.2975155,-55812.1942012,+0,-30055.2149969,+0,+0
2010-08-16 10:48:00 UTC,-64591.4958891,-34453.8342049,-64590.3732231,+0,-34455.7224478,-17228.9800001,+0,-30149.1714159,-51679.002834,+0,-34455.1870144,+0,-30148.1481004,-30149.5309281,-51459.5189324,-55748.5163989,-47173.2474135,-30020.9233468,+0,+0
2010-08-16 10:48:30 UTC,-64561.029657,-34437.5825636,-64559.907688,+0,-34439.4696089,-17220.8529521,+0,-30134.9500098,-51654.6265004,+0,-34438.9346419,-34437.8315212,-30133.9273057,-30135.3092744,-51438.5320331,-55725.7802327,-47154.0084109,-30008.6795087,+0,+0
2010-08-16 10:49:00 UTC,-64601.361797,-34459.0969887,+0,+0,-34460.9856193,-17231.6117893,+0,-30153.7767466,-51686.8966442,+0,-34460.4500348,-34459.3461125,-30152.7532332,-30154.136339,-51420.8321549,-55706.6050623,-47137.7826697,-29998.3533317,+0,+0
2010-08-16 10:49:30 UTC,-64629.3558232,-34474.0298779,+0,+0,-34475.9196089,-17239.0793617,-25856.8784588,-30166.8441457,-51709.2949414,+0,-34475.383596,-34474.2791172,-30165.8200705,-30167.2039654,-51374.956767,-55656.9059414,-47095.7280197,-29971.589453,+0,+0
2010-08-16 10:50:00 UTC,-64587.5619984,-34451.7357448,+0,+0,-34453.6238332,-17227.9306117,-25840.1568034,-30147.3351059,-51675.8552894,+0,-34453.0884599,-34451.9848118,-30146.3118693,-30147.6945861,-51354.7732792,-55635.0401514,-47077.2255165,-29959.8143283,+0,+0
2010-08-16 10:50:30 UTC,-64582.4220392,-34448.9939298,+0,+0,-34450.8818161,-17226.5594971,-25838.1003123,-30144.9358119,-51671.7427572,+0,-34450.3465215,-34449.2429756,-30143.9126785,-30145.2952504,-51342.8465862,-55622.1193634,-47066.2921395,-29952.8562491,+0,+0
2010-08-16 10:51:00 UTC,-64555.4072013,-34434.5833696,+0,+0,-34436.4701938,+0,-25827.2917097,-30132.3254898,-51650.1279178,-21524.2109229,-34435.935313,-34434.832304,-30131.3028986,-30132.6847088,-51382.2369033,-55664.7928802,-47102.401829,+0,+0,+0
2010-08-16 10:51:30 UTC,-64537.5060214,+0,+0,+0,-34426.9204404,+0,-25820.1294704,-30123.9693546,-51635.8050067,-21518.2418244,-34426.3858339,-34425.2831807,+0,-30124.3284281,-51351.3868798,-55631.3714942,-47074.1211537,+0,-47073.791898,-51354.2583995
2010-08-16 10:52:00 UTC,-64564.7538579,+0,+0,-43051.4310322,-34441.4563606,+0,-25831.0312953,-30136.6884386,-51657.6062704,-21527.3275396,-34440.9213366,-34439.8181418,+0,-30137.0477334,+0,-55650.4251605,-47090.2440802,+0,-47089.9146326,-51371.8473195
2010-08-16 10:52:30 UTC,-64550.2932409,+0,+0,-43041.7882912,-34433.7420463,+0,-25825.2456207,-30129.9383319,-51646.0361875,-21522.5056871,-34433.2072438,-34432.1043365,+0,-30130.2975093,+0,-55628.6963643,-47071.8574989,+0,-47071.5282701,-51351.7889195
2010-08-16 10:53:00 UTC,-64551.0024267,+0,+0,-43042.2611954,-34434.1203756,+0,-25825.5293647,+0,-51646.6036137,-21522.7421627,-34433.5855623,-34432.4826409,+0,-30130.6285571,+0,-55689.7604809,-47123.529038,+0,-47123.1991946,-51408.1587462
2010-08-16 10:53:30 UTC,-64552.4206438,+0,+0,-43043.2069024,+0,-17218.5564466,-25826.0967919,+0,-51647.7383436,-21523.2150636,+0,-34433.2391685,+0,+0,+0,+0,-47133.6512286,+0,-47133.3212649,-51419.2013072
2010-08-16 10:54:00 UTC,-64535.0574042,+0,-64533.9360297,-43031.6286119,+0,-17213.9246991,-25819.1497816,+0,+0,-21517.4253396,+0,-34423.9770013,+0,+0,+0,+0,-47081.7330088,+0,-47081.4036625,-51362.5623703
2010-08-16 10:54:30 UTC,+0,+0,-64495.5182222,-43006.0099635,+0,-17203.6762856,-25803.778513,+0,+0,-21504.6147346,+0,-34403.4831123,-30108.0730935,+0,+0,+0,-47105.1382088,+0,-47104.8085841,-51388.095712
2010-08-16 10:55:00 UTC,+0,-34427.3512471,-64540.7279329,-43036.1577446,+0,-17215.7365208,-25821.8672752,+0,+0,-21519.6901322,+0,-34427.6001256,-30124.9745205,+0,+0,+0,-47089.0224535,-29967.3219831,-47088.6930204,-51370.5146152
2010-08-16 10:55:30 UTC,+0,-34433.3081349,-64551.8947898,-43043.6042862,+0,-17218.7154149,-25826.3352233,+0,+0,-21523.4137754,+0,-34433.5570595,-30130.1870205,+0,+0,+0,-47062.8297292,-29950.6527464,-47062.5006078,-51341.9402906
2010-08-16 10:56:00 UTC,+0,-34423.6349069,-64533.7612333,-43031.5120503,+0,-17213.8780702,-25819.0798442,+0,+0,+0,+0,-34423.8837567,-30121.7225837,+0,+0,+0,+0,-30076.5984933,-47260.3994842,-51557.8358887
2010-08-16 10:56:30 UTC,+0,-34416.6028671,-64520.5788831,-43022.7214908,+0,-17210.3615189,-25813.8054812,+0,+0,+0,+0,-34416.8516626,-30115.5692854,-30120.0438013,+0,+0,+0,-30099.6090678,-47296.5560623,-51597.2805077
2010-08-16 10:57:00 UTC,+0,-34407.9575215,-64504.3722089,-43011.9141822,-34409.8423826,-17206.0381929,-25807.3210626,-30109.0258734,+0,+0,-34409.3082668,-34408.2062502,-30108.0042842,-30109.3846865,-51554.1894592,+0,+0,-30076.1544941,-47259.7018268,-51557.0747871
2010-08-16 10:57:30 UTC,+0,-34419.6873418,-64526.3610777,-43026.5773079,-34421.573068,-17211.9039895,-25816.1189835,-30119.2903472,+0,+0,-34421.038615,-34419.9361612,-30118.2683164,-30119.6493391,-51605.6813171,+0,+0,-30106.1950393,-47306.9046172,-51608.5701493
2010-08-16 10:58:00 UTC,+0,-34423.6289326,-64533.7500341,-43031.5045819,-34425.5149493,-17213.8750825,-25819.0753632,-30122.739535,-51633.6970232,+0,-34424.9803831,-34423.8777824,-30121.717356,-30123.098587,-51563.1735873,+0,+0,-30081.3958686,-47267.9376127,-51566.0595268
2010-08-16 10:58:30 UTC,-64482.9671097,-34395.9415562,-64481.8469276,-42996.893355,-34397.8255314,-17200.0293026,+0,-30098.5110016,-51592.1678822,-21500.0559744,-34397.2917611,-34396.1901921,-30097.4898646,-30098.8696315,-51582.8499257,+0,+0,-30092.8751193,-47285.9749904,-51585.7372045
2010-08-16 10:59:00 UTC,-64500.2052638,-34405.1369277,-64499.0846871,-43008.3882358,-34407.021581,-17204.6276831,+0,-30106.5576422,-51605.9603005,-21505.8039896,-34406.4875463,+0,-30105.5361591,-30106.9164123,-51559.9148905,-55857.2804015,+0,-30079.4947322,-47264.9503523,-51562.8006079
2010-08-16 10:59:30 UTC,-64463.5022328,-34385.5583812,-64462.3824963,-42983.9136338,-34387.4415907,-17194.8369307,+0,-30089.4249438,-51576.5938412,-21493.5654648,-34386.908119,+0,-30088.4041975,-30089.7834154,-51543.5507302,-55839.5522817,+0,-30069.9478189,-47249.9492616,-51546.4353338
2010-08-16 11:00:00 UTC,-64474.2466893,-34391.2898109,-64473.1267069,-42991.0783363,-34393.1734431,-17197.7030785,+0,-30094.4403751,-51585.1905875,-21497.1481743,-34392.6398065,+0,-30093.4194132,-30094.7989341,-51446.3044538,-55734.2004879,-47161.1335045,-30013.2139689,-47160.8032143,-51449.1824371
2010-08-16 11:00:30 UTC,-64471.3653615,-34389.7528203,-64470.245445,-42989.1569866,-34391.6363391,-17196.9344671,+0,-30093.0953929,-51582.8852084,-21496.1874033,-34391.1027467,+0,-30092.0744888,-30093.4539285,-51462.4932915,-55751.7386721,-47175.9740526,-30022.6585992,-47175.6081939,-51465.3723772
2010-08-16 11:01:00 UTC,-64549.7256847,+0,-64548.6039745,-43041.4098291,-34433.4392718,-17217.8375504,+0,-30129.6734011,-51645.5820803,-21522.3164372,-34432.9044781,+0,-30128.6509239,-30130.0325738,-51443.392502,-55731.0056115,-47158.4640749,+0,-47158.0984512,-51446.2702869
2010-08-16 11:01:30 UTC,-64480.2557164,+0,-64479.1355963,-42995.0853233,-34396.3790833,+0,+0,-30097.2453442,-51589.9984701,-21499.1518683,-34395.8453545,+0,-30096.2242615,-30097.6039521,-51520.6150568,-55814.6645744,-47229.2551377,+0,-47228.8885647,-51523.4630705
2010-08-16 11:02:00 UTC,-64494.5993741,+0,-64493.4789257,-43004.6500725,-34404.0310032,+0,-25802.9625742,-30103.940855,-51601.4749724,-21503.934721,-34403.4773868,+0,-30102.9194844,-30104.2995795,-51495.3720648,-55787.3176091,-47206.1145122,+0,-47205.7482494,-51498.2183952
2010-08-16 11:02:30 UTC,-64513.9106659,+0,-64512.7897754,-43017.5273794,-34414.3330111,+0,-25810.6889983,-30112.9552209,-51616.9261289,-21510.3740185,-34413.7790866,+0,-30111.9334626,-30113.3141025,-51487.169522,-55778.431394,-47198.5951193,+0,-47198.2289573,-51490.0153052
2010-08-16 11:03:00 UTC,-64476.1206114,+0,-64475.000586,-42992.32792,-34394.1731259,+0,-25795.5692445,-30095.3151082,-51586.6899314,-21497.7730287,-34393.6198044,-34392.5380275,-30094.2941085,-30095.6736824,-51466.8734511,-55756.4436698,-47179.9894097,+0,-47179.6234972,-51469.7178808
2010-08-16 11:03:30 UTC,-64471.9623592,+0,-64470.8424291,-42989.5550813,-34391.9548199,+0,-25793.9055326,-30093.3740669,-51583.3628722,-21496.3864706,-34391.4015648,-34390.3198681,-30092.3531509,+0,-51506.7522305,-55799.6462982,-47216.5468793,+0,-47216.1804766,-51509.5993201
2010-08-16 11:04:00 UTC,-64464.9139632,+0,-64463.7941946,-42984.8550145,-34388.1947072,-17195.2135179,-25791.085478,-30090.0839286,-51577.7233805,+0,-34387.6415646,-34386.5600037,-30089.063154,+0,-51507.4018064,-55800.3500154,-47217.142355,+0,-47216.7759444,-51510.2489391
2010-08-16 11:04:30 UTC,-64472.1535202,-34390.1732487,-64471.0335857,-42989.6825526,-34392.0567985,-17197.144713,-25793.9820158,+0,-51583.5158219,+0,-34391.5035404,-34390.42184,+0,+0,-51487.1543058,-55778.4149097,-47198.5811707,-30037.0459296,-47198.2150088,-51490.0000884
2010-08-16 11:05:00 UTC,-64517.699293,-34414.4687909,-64516.5783158,-43020.0537411,-34416.3541323,-17209.2943198,-25812.2048232,+0,-51619.9574469,+0,-34415.8001473,-34414.7175699,+0,+0,-51444.2069774,-55731.8879725,-47159.210717,-30011.9902934,-47158.8450832,-51447.0498959
2010-08-16 11:05:30 UTC,-64537.3530276,-34424.9527083,-64536.2316006,-43033.1593975,-34426.8388226,-17214.5370704,-25820.0682577,+0,-51635.6825947,+0,-34426.2845242,-34425.2015683,+0,+0,-51389.8504235,-55673.0008643,-47109.3812561,-29980.27847,-47109.0162913,-51392.6897162
2010-08-16 11:06:00 UTC,-64611.2788719,-34464.387067,-64610.1557533,-43082.4552027,-34466.2760875,-17234.2572281,-25849.645894,+0,-51694.8313943,+0,-34465.7206111,-34464.6362317,+0,+0,-51433.5288179,-55720.3198011,-47149.4218895,-30005.760614,-47149.0563871,-51436.3710241
2010-08-16 11:06:30 UTC,-64694.4045695,-34508.7289127,+0,-43137.8857211,-34510.6211995,-17256.4314988,-25882.9043777,+0,-51761.3410855,-21570.5536053,+0,-34508.9784202,+0,+0,-51351.3122915,-55631.2506246,-47074.0527774,-29957.7951744,-47073.6882875,-51354.1490133
2010-08-16 11:07:00 UTC,-64689.9147141,-34506.3338835,+0,-43134.8917611,+0,-17255.2338034,-25881.1079924,+0,-51757.7487079,-21569.0564766,+0,-34506.5833725,+0,-30195.4728862,-51426.480398,-55712.6839038,-47142.9604981,-30001.6485385,-47142.5950824,-51429.3221339
2010-08-16 11:07:30 UTC,-64638.3824154,-34478.824922,+0,-43100.528597,+0,-17241.4872587,-25860.4899868,+0,-51716.4811607,-21551.8731873,+0,-34479.0942212,-30170.0334342,-30171.4175835,-51432.7687354,-55719.4963666,-47148.7251104,-30005.3171788,-47148.3596173,-51435.6108907
2010-08-16 11:08:00 UTC,-64741.9159697,-34534.05289,+0,+0,+0,-17269.1054443,-25901.9136262,-30219.3724964,-51799.3192613,-21586.396137,+0,-34534.3226812,-30218.3600305,-30219.747097,-51362.1665773,-55643.0096023,-47084.0030626,-29964.1276068,-47083.6384389,-51365.0040232
2010-08-16 11:08:30 UTC,-64716.2926881,-34520.3846473,+0,+0,+0,-17262.2642207,-25891.661785,-30207.4117556,-51778.8178502,-21577.8521318,+0,-34520.6543167,-30206.3997924,-30207.7861371,-51333.9398328,-55612.4301921,+0,-29947.6600144,-47057.7629103,-51336.7753956
2010-08-16 11:09:00 UTC,-64701.5619626,-34512.5268276,+0,+0,+0,-17258.334716,-25885.7680414,-30200.5355722,-51767.0316685,-21572.9402165,+0,-34512.796427,-30199.5238981,-30200.9098278,-51343.4947895,-55622.7815431,+0,-29953.2344133,-47066.5219635,-51346.3309898
2010-08-16 11:09:30 UTC,-64662.253958,-34491.5587339,+0,+0,+0,-17247.8490813,-25870.0409599,-30182.1869121,-51735.5809904,-21559.8330811,+0,-34491.8281466,-30181.1760095,-30182.548739,-51310.678164,-55587.2296907,+0,-29934.0890665,-47036.4388795,-51313.5121751
2010-08-16 11:10:00 UTC,-64610.9828446,-34464.2091512,+0,+0,-34466.1181656,-17234.1722185,-25849.5274538,-30158.2539686,-51694.5585243,-21542.7368824,+0,-34464.4783202,-30157.2440724,-30158.6153764,-51381.5760707,-55664.036854,+0,-29975.4511805,+0,-51384.4148114
2010-08-16 11:10:30 UTC,-64547.0251562,-34430.1211411,+0,+0,-34432.027603,-17217.1256309,-25823.9598018,-30128.4243933,-51643.4288883,-21521.4284978,-34431.4731495,-34430.3900064,-30127.4157519,-30128.7852783,-51400.4775476,-55684.5137467,+0,-29986.4783756,+0,-51403.3175495
2010-08-16 11:11:00 UTC,-64536.9047229,+0,-64535.8376193,+0,-34426.6286401,-17214.4259426,-25819.9106225,-30123.7002481,-51635.3314273,-21518.0538636,-34426.074348,-34424.9913998,-30122.6918054,-30124.0610503,-51448.5769038,-55736.6221271,+0,-30014.5397252,+0,+0
2010-08-16 11:11:30 UTC,-64478.594312,+0,-64477.5284433,+0,-34395.5216941,-17198.8712775,-25796.5806599,-30096.4813667,-51588.6766755,-21498.6103949,-34394.9683322,-34393.8865068,-30095.4740692,-30096.8416916,-51463.6284731,-55752.9282268,+0,+0,+0,+0
2010-08-16 11:12:00 UTC,-64423.3296159,+0,-64422.2074305,+0,-34366.0395482,-17184.1290747,+0,-30070.6842017,-51544.4588301,+0,-34365.487069,-34364.4063077,-30069.6622717,-30071.044074,-51499.4651707,-55791.7518705,+0,+0,+0,+0
2010-08-16 11:12:30 UTC,+0,+0,-64402.195852,-42943.796149,-34355.3636929,+0,+0,-30061.3427243,+0,+0,-34354.8115335,-34353.7311576,-30060.3211975,-30061.7024325,-51493.0572974,-55784.8099086,-47203.9925307,+0,+0,+0
2010-08-16 11:13:00 UTC,+0,+0,-64404.8049381,-42945.536002,-34356.7555987,+0,+0,-30062.5606554,+0,+0,-34356.2033976,-34355.1229714,-30061.539076,-30062.9203851,-51505.6558922,-55798.4585813,-47215.5418494,+0,+0,+0
2010-08-16 11:13:30 UTC,+0,+0,-64381.8069552,-42930.1999416,-34344.4865445,+0,+0,-30051.8251135,+0,+0,-34343.9347111,-34342.8547277,-30050.8039975,-30052.1846547,-51535.1200459,-55830.3785371,-47242.5520765,+0,+0,+0
2010-08-16 11:14:00 UTC,+0,+0,-64355.8636561,-42912.8998153,-34330.6462112,+0,+0,-30039.7146871,+0,+0,-34330.0947927,-34329.0153089,-30038.6940939,+0,-51487.6277653,-55778.9278315,-47198.9830924,+0,+0,+0
2010-08-16 11:14:30 UTC,+0,-34316.0686536,-64332.0960363,-42897.0505267,-34317.9665675,+0,+0,-30028.6198755,+0,-21450.1343813,-34317.4155292,+0,-30027.5997612,+0,-51486.8443475,+0,-47198.2649226,+0,+0,+0
2010-08-16 11:15:00 UTC,+0,-34351.1387659,-64397.8388628,-42940.8907186,-34353.0393096,-17177.6284571,-25764.7058398,-30059.3088663,+0,-21472.0566813,-34352.4872198,+0,-30058.2874272,+0,+0,+0,-47198.8713027,-30037.2340862,+0,+0
2010-08-16 11:15:30 UTC,+0,-34340.8201144,-64378.4954023,-42927.9916537,-34342.7198846,-17172.4683491,-25756.9663615,-30050.2792689,+0,-21465.6065005,-34342.168104,+0,-30049.2582195,+0,+0,+0,-47223.4946324,-30052.9045515,-47223.1602759,-51517.2138561
2010-08-16 11:16:00 UTC,+0,-34333.5451529,-64364.8576781,-42918.8974223,-34335.4443774,-17168.8303166,-25751.509795,+0,-51498.5716526,-21461.0589275,-34334.892815,+0,-30042.8923548,+0,+0,+0,-47273.0383922,-30084.4345584,-47272.7034411,-51571.2624327
2010-08-16 11:16:30 UTC,-64385.804469,-34344.1209291,-64384.683147,-42932.117912,-34346.0209466,-17174.1190066,-25759.4421291,+0,-51514.4345777,-21467.669837,-34345.4690672,+0,-30052.1465563,+0,+0,+0,-47303.871135,-30104.0567385,-47303.5358141,-51604.898674
2010-08-16 11:17:00 UTC,-64380.3301331,-34341.2007453,-64379.2089371,-42928.4674699,-34343.1005439,-17172.6586934,-25757.2518527,+0,-51510.054506,-21465.8444325,-34342.548752,+0,-30049.5912858,+0,+0,+0,-47292.1676107,-30096.6085312,-47291.8324302,-51592.130995
2010-08-16 11:17:30 UTC,-64441.8467645,-34374.0156629,-64440.724153,-42969.4885039,-34375.9179215,-17189.0686399,-25781.8645983,+0,-51559.2745892,-21486.3570112,-34375.3651464,+0,-30078.3055715,-30079.6878985,+0,+0,-47306.0042852,-30105.4142907,-47305.6689388,-51607.2257831
2010-08-16 11:18:00 UTC,-64511.0101799,-34410.9096152,-64509.8859774,-43015.6086272,-34412.8146383,-17207.5184123,-25809.5368133,+0,-51614.6129408,-21509.4193898,-34412.2607591,+0,+0,-30111.9734519,+0,+0,-47277.333403,-30087.1679343,-47276.9984004,-51575.9479718
2010-08-16 11:18:30 UTC,-64519.1016646,-34415.2258688,-64517.977276,-43021.0042579,-34417.117383,-17209.6768662,-25812.7742083,+0,-51621.0870197,-21512.1174762,-34416.5772069,-34415.4742378,+0,-30115.750565,+0,+0,-47293.2051313,-30097.2688168,-47292.8699384,-51593.2628532
2010-08-16 11:19:00 UTC,-64518.0235151,-34414.6507495,-64516.8991514,-43020.2853169,-34416.542221,-17209.3892628,-25812.3428414,+0,-51620.224381,-21511.7579694,-34416.0020617,-34414.8991141,+0,-30115.2472833,+0,+0,-47259.9578044,-30076.1099779,-47259.6230102,-51556.9924792
2010-08-16 11:19:30 UTC,-64484.4402543,-34396.7363769,-64483.316663,-42997.8910486,-34398.6265211,-17200.430719,-25798.906212,-30099.2102106,-51593.3540732,-21500.5597105,-34398.0868829,-34396.9846036,+0,-30099.5705833,-51472.2251373,-55762.2827922,-47184.8983092,-30028.341572,-47184.5644162,-51475.1081229
2010-08-16 11:20:00 UTC,-64509.2354418,-34409.9629139,-64508.1112802,-43014.4251817,-34411.8540382,-17207.0449899,-25808.8267424,-30110.7844266,-51613.1929548,+0,-34411.3140152,-34410.2112424,+0,-30111.1450024,-51416.9657078,-55702.4174635,-47134.2411624,-29996.1029959,-47133.9078785,-51419.8449231
2010-08-16 11:20:30 UTC,-64568.6544016,-34441.6588637,-64567.5288738,-43054.0474232,-34443.5523359,-17222.8953664,-25832.6002086,-30138.5207693,-51660.7346669,+0,+0,-34441.9074364,+0,-30138.8818313,-51362.8651773,-55643.8076286,-47084.6463957,-29964.5405258,-47084.3137088,-51365.7407016
