# file...... Output/Qh/house_Qh_file_016.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_2_12A_tm_2_A_12_Meter_35_301:Qh,house_2_13A_tm_2_A_13_Meter_35_302:Qh,house_2_14A_tm_2_A_14_Meter_35_303:Qh,house_2_15A_tm_2_A_15_Meter_35_304:Qh,house_2_1A_tm_2_A_1_Meter_37_305:Qh,house_2_2A_tm_2_A_2_Meter_37_306:Qh,house_2_3A_tm_2_A_3_Meter_37_307:Qh,house_2_4A_tm_2_A_4_Meter_37_308:Qh,house_2_5A_tm_2_A_5_Meter_37_309:Qh,house_2_6A_tm_2_A_6_Meter_37_310:Qh,house_2_7A_tm_2_A_7_Meter_37_311:Qh,house_2_8A_tm_2_A_8_Meter_37_312:Qh,house_2_9A_tm_2_A_9_Meter_37_313:Qh,house_2_10A_tm_2_A_10_Meter_37_314:Qh,house_2_11A_tm_2_A_11_Meter_37_315:Qh,house_2_12A_tm_2_A_12_Meter_37_316:Qh,house_2_13A_tm_2_A_13_Meter_37_317:Qh,house_2_14A_tm_2_A_14_Meter_37_318:Qh,house_2_15A_tm_2_A_15_Meter_37_319:Qh,house_2_1B_tm_2_B_1_Meter_38_320:Qh
2010-08-16 10:19:00 UTC,-38745.8282832,+0,-30138.254148,+0,+0,-55910.1168013,-34412.6396128,-51610.5268783,-34412.0981026,-51608.5460398,-38711.9054928,-47309.221569,+0,-25810.6675393,+0,-43011.1450239,-55912.1138973,+0,+0,-43209.0808923
2010-08-16 10:19:30 UTC,-38692.9710821,-55882.3628343,-30097.1381535,+0,+0,-55832.7351769,-34365.0089928,-51539.0957838,-34364.4683595,-51537.1187926,-38658.3250655,-47243.7442305,-25774.4623175,-25774.9422878,+0,-42951.6152271,-55834.7285635,+0,+0,-43266.3499606
2010-08-16 10:20:00 UTC,-38718.1199918,-55918.6830036,-30116.700719,+0,+0,-55871.1911014,-34388.6797232,-51574.5945058,+0,-51572.6156023,-38684.9526392,+0,-25792.2160845,-25792.6964722,-47279.9283366,-42981.1994262,-55873.1863317,+0,+0,-43219.865651
2010-08-16 10:20:30 UTC,-38779.3121505,-56007.0570013,-30164.3002188,+0,+0,-55970.3320125,+0,+0,+0,-51664.1278007,-38753.5995845,+0,-25837.9859996,+0,-47363.8259809,-43057.4686733,-55972.3319934,+0,+0,-43168.1459483
2010-08-16 10:21:00 UTC,-38786.1068396,-56016.869922,-30169.5855987,+0,+0,-55981.8671593,+0,+0,+0,+0,+0,+0,-25843.3113764,+0,-47373.5875583,-43066.3426788,-55983.8676929,-47374.0324726,-21536.7569748,-43197.2825237
2010-08-16 10:21:30 UTC,-38778.3044347,-56005.6016522,-30163.516348,+0,+0,-55969.7852111,+0,+0,+0,+0,+0,+0,-25837.7335613,+0,-47363.3632529,-43057.0480187,-55971.7851661,-47363.8079805,-21532.1086127,+0
2010-08-16 10:22:00 UTC,-38774.1572046,-55999.6122041,-30160.290345,-38774.6969779,+0,-55964.8373532,+0,+0,+0,+0,+0,+0,-25835.4493066,+0,-47359.1761451,-43053.241624,-55966.8370709,-47359.6207962,-21530.2049923,+0
2010-08-16 10:22:30 UTC,-38785.6604989,-56016.2253148,-30169.238404,-38786.2004899,-30145.9042879,-55978.1808953,+0,+0,+0,+0,+0,+0,-25841.6095565,+0,-47370.4680705,-43063.5068306,-55980.1812524,-47370.9129279,-21535.3387357,+0
2010-08-16 10:23:00 UTC,-38831.9729808,-56083.1100193,+0,-38832.5138477,-30181.2569627,-56043.8254658,+0,+0,+0,+0,+0,+0,-25871.9153696,+0,-47426.0195535,-43114.0072931,-56045.8289659,-47426.4654246,-21560.5945728,+0
2010-08-16 10:23:30 UTC,-38791.904825,-56025.2433999,+0,-38792.4449341,-30150.5352819,-55986.7799509,+0,+0,-34459.2856075,+0,+0,+0,+0,-25846.0610831,-47377.7449905,-43070.1220964,+0,-47378.1899807,-21538.647103,+0
2010-08-16 10:24:00 UTC,-38797.7923172,-56033.7461433,+0,-38798.3325377,-30154.5484625,-55994.2318198,+0,+0,-34463.8723628,+0,+0,+0,+0,-25849.5014328,-47384.0511082,-43075.85483,+0,-47384.4962136,-21541.5141065,+0
2010-08-16 10:24:30 UTC,-38809.4807761,-56050.6266708,+0,-38810.0212176,-30163.7331609,-56011.2864157,+0,+0,-34474.3697628,+0,+0,+0,+0,-25857.375131,-47398.4834989,-43088.9749551,+0,-47398.9288676,-21548.0756255,+0
2010-08-16 10:25:00 UTC,-38819.1904721,-56064.6494596,+0,-38819.7310973,-30168.4631529,-56020.0692956,-34480.3185342,+0,-34479.775778,+0,-38788.0385699,+0,+0,-25861.4299761,-47405.9159796,-43095.7316373,+0,-47406.361484,+0,+0
2010-08-16 10:25:30 UTC,-38816.6138923,-56060.9283508,+0,-38817.1544688,-30163.5225649,-56010.8953709,-34474.6717202,+0,-34474.129068,+0,-38781.6863804,-47394.4965007,+0,-25857.194595,-47398.1525786,-43088.6741238,+0,-47398.5979413,+0,+0
2010-08-16 10:26:00 UTC,+0,+0,-30155.0816255,-38768.0007135,-30122.6087686,-55934.9246417,-34427.9095527,+0,-34427.3677613,-51631.4449621,-38729.0828867,-47330.2130047,+0,-25822.1207269,-47333.8626195,-43030.2297318,+0,-47334.3068081,+0,-43235.0647459
2010-08-16 10:26:30 UTC,+0,+0,-30157.0889927,-38770.5813596,-30123.6168842,-55936.7965602,-34429.0617722,+0,-34428.5199596,-51633.1728399,-38730.3790365,-47331.7969498,-25822.503847,-25822.9849467,-47335.4467237,-43031.6698012,+0,-47335.8909412,+0,-43173.3096466
2010-08-16 10:27:00 UTC,+0,+0,-30154.1683909,-38766.8266705,-30120.7986371,-55931.5635013,-34425.8406742,-51630.3243596,-34425.2989209,-51628.3424553,-38726.755573,-47327.3689377,-25820.0879259,-25820.5689688,-47331.0182665,+0,+0,-47331.4624031,+0,-43171.8947339
2010-08-16 10:27:30 UTC,+0,+0,-30176.3598228,-38795.3556966,-30144.194633,-55975.006325,-34452.5809815,-51670.4264957,-34452.0387359,-51668.4424334,-38756.8361627,-47364.1285764,-25840.1439676,+0,-47367.7816016,+0,+0,-47368.2264099,+0,-43157.2305881
2010-08-16 10:28:00 UTC,+0,+0,-30162.9296825,-38778.0900769,-30127.131745,-55943.3231244,-34433.0790604,-51641.1796853,-34432.5371738,-51639.1971969,-38734.8981467,-47337.3194762,-25825.5169351,+0,-47340.9698056,+0,-55945.3218116,-47341.4141241,-21521.9276905,-43168.8813298
2010-08-16 10:28:30 UTC,+0,+0,-30142.7487208,-38752.1456864,-30110.4085493,+0,-34413.9653882,-51612.5151282,-34413.4238535,-51610.5341827,-38713.3968782,-47311.044099,-25811.1811009,+0,-47314.6917859,+0,-55914.2678807,-47315.135624,-21509.9806921,-43186.4083172
2010-08-16 10:29:00 UTC,+0,+0,-30137.8201387,-38745.8095634,-30107.8819143,+0,-34411.0775865,-51608.1843249,+0,-51606.2036125,-38710.148345,-47307.0742665,-25809.015162,+0,-47310.7215542,+0,-55909.5760772,-47311.1653196,-21508.1756721,-43203.9700557
2010-08-16 10:29:30 UTC,+0,+0,-30119.6397328,-38722.4370635,+0,+0,-34395.1096934,-51584.2374587,+0,-51582.2580359,-38692.185813,-47285.1233628,-25797.0387574,+0,-47288.7684421,+0,-55883.6330865,+0,-21498.1949422,-43216.1824441
2010-08-16 10:30:00 UTC,-38716.9459111,+0,-30115.7874376,-38717.4846015,+0,+0,-34393.9483605,-51582.4958208,+0,-51580.5164917,-38690.8794114,-47283.5268898,-25796.1677224,+0,+0,+0,-55881.7462719,+0,-21497.4690511,-43179.0663845
2010-08-16 10:30:30 UTC,-38745.6541144,-55958.447909,+0,+0,+0,+0,-34418.0834215,-51618.6908957,+0,-51616.7096177,-38718.0293182,-47316.7051186,-25814.2697509,-25814.7506571,+0,+0,-55920.9584378,+0,-21512.5546684,-43195.7917266
2010-08-16 10:31:00 UTC,-38735.8937367,-55944.3519272,+0,+0,+0,+0,-34410.8623487,-51607.8615358,+0,-51605.8808409,-38709.9062208,-47306.7783818,+0,-25809.3345059,+0,+0,-55909.2263815,+0,-21508.0411376,-43195.3920456
2010-08-16 10:31:30 UTC,-38727.4989811,-55932.2281828,+0,+0,+0,+0,-34400.4387185,-51592.2293365,+0,-51590.2494833,-38698.1805164,-47292.4491205,+0,-25801.516283,+0,-42995.8960774,-55892.2911385,+0,-21501.5258487,-43188.0459535
2010-08-16 10:32:00 UTC,-38743.8161218,-55955.7934723,+0,+0,+0,+0,+0,-51620.9120298,+0,-51618.9306323,+0,-47318.741122,+0,-25815.8615253,+0,-43019.7998815,-55923.3647176,+0,-21513.4804065,-43174.9463266
2010-08-16 10:32:30 UTC,-38690.6942085,-55879.0745628,+0,+0,+0,+0,+0,-51548.6692911,-34370.8519062,-51546.6917841,+0,-47252.5197893,+0,-25779.7303425,+0,-42959.5936707,-55845.1000842,+0,+0,-43167.7454034
2010-08-16 10:33:00 UTC,-38694.0122865,-55883.8665462,+0,+0,+0,+0,+0,-51553.4299175,-34374.0262578,-51551.4521541,+0,-47256.8836192,+0,-25782.1113024,+0,-42963.5611182,-55850.2575393,+0,+0,-43212.0905081
2010-08-16 10:33:30 UTC,-38707.0066122,-55902.6330098,-30108.0559621,+0,+0,-55862.2650704,+0,-51566.3548732,-34382.6445263,-51564.3764134,+0,-47268.7312844,+0,-25788.5755367,+0,-42974.3326177,-55864.2598729,+0,+0,-43247.9297809
2010-08-16 10:34:00 UTC,-38695.0350701,-55885.3436544,-30098.7436667,+0,-30071.0733527,-55839.2311787,+0,-51545.0922529,-34368.4667629,-51543.1149385,+0,-47249.240896,-25777.4612968,-25777.9413376,+0,-42956.612611,-55841.2248769,+0,+0,-43281.0421111
2010-08-16 10:34:30 UTC,-38701.539304,-55894.737099,-30103.8031106,+0,-30073.569496,-55843.866139,+0,-51549.3707917,-34371.3196617,-51547.393247,+0,-47253.1628201,-25779.601097,-25780.0811881,+0,-42960.1782926,-55845.8600593,-47257.2474622,+0,-43312.0534787
2010-08-16 10:35:00 UTC,-38726.1858006,-55930.3316813,-30122.974864,+0,-30091.4549407,-55877.0767005,+0,-51580.0275113,-34391.7613434,+0,+0,-47281.264313,-25794.9332614,+0,-47284.9090041,-42985.7272262,-55879.072213,-47285.3522972,+0,-43264.0030941
2010-08-16 10:35:30 UTC,-38786.949788,-56018.0873125,-30170.2413021,-38787.4898033,-30144.2082858,-55975.0316765,+0,-51670.4498976,-34452.05434,+0,+0,-47364.1500278,-25840.1556713,+0,-47367.803055,-43061.0841317,+0,-47368.2478637,-21535.5443835,+0
2010-08-16 10:36:00 UTC,-38797.3351569,-56033.0859102,-30178.3197611,-38797.8753687,-30150.8427862,-55987.3509395,-34460.1794468,+0,-34459.6370613,+0,+0,-47374.5741124,-25845.843047,+0,-47378.2281878,-43070.5613589,+0,-47378.6731869,-21538.8667832,+0
2010-08-16 10:36:30 UTC,-38822.6597059,-56069.6597432,-30198.0189478,-38823.2003967,-30170.3654571,-56023.6015866,-34482.4927609,+0,-34481.9499647,+0,-38790.4843915,+0,-25862.5787091,+0,-47408.9051684,-43098.449034,+0,-47409.3507273,-21552.8137166,+0
2010-08-16 10:37:00 UTC,-38787.7954162,-56019.3085724,-30170.8990904,-38788.3354475,-30144.0952833,-55974.8218478,-34452.4674305,+0,-34451.925187,+0,-38756.7084274,+0,-25840.0588009,+0,-47367.6254884,-43060.9227104,+0,-47368.0702938,-21534.0463886,+0
2010-08-16 10:37:30 UTC,-38801.3066399,+0,-30181.4090553,-38801.8469268,-30153.5362661,-55992.3523249,-34463.2579425,+0,-34462.7155004,+0,-38768.8468433,+0,-25848.1520121,+0,-47382.4605919,-43074.4089316,+0,-47382.9056682,-21540.7909964,+0
2010-08-16 10:38:00 UTC,+0,+0,+0,-38779.4122039,-30136.1326955,-55960.0365276,-34443.3666403,+0,+0,+0,-38746.4708064,+0,-25833.2329322,-25833.7142839,-47355.1134634,-43049.5483418,+0,-47355.5580403,-21528.3579409,+0
2010-08-16 10:38:30 UTC,+0,+0,+0,-38775.7843092,-30134.3396788,-55956.7071664,-34441.3173233,+0,+0,+0,-38744.1654974,+0,+0,-25832.177198,-47352.2960037,-43046.9870597,+0,-47352.7405291,-21527.0770157,+0
2010-08-16 10:39:00 UTC,+0,+0,+0,-38748.6136392,-30113.0614955,-55917.1968007,-34416.9975566,+0,+0,+0,-38716.8078118,+0,+0,-25813.9362063,-47318.8604971,-43016.591678,+0,-47319.3044114,-21511.8759487,+0
2010-08-16 10:39:30 UTC,+0,+0,+0,-38731.5753683,-30099.7971692,-55892.5669552,-34401.8371774,+0,+0,+0,-38699.7536645,+0,+0,-25802.5651943,-47298.0175775,-42997.6439019,+0,-47298.4611105,-21502.3999553,-43195.9945901
2010-08-16 10:40:00 UTC,+0,+0,+0,-38723.4404685,-30087.4648368,-55869.6676821,-34387.7420147,+0,+0,-51571.2094074,-38683.8977962,+0,+0,-25791.9931458,-47278.6391484,-42980.0274575,-55871.6628394,-47279.0823267,-21493.5897753,-43177.8298017
2010-08-16 10:40:30 UTC,+0,+0,+0,-38722.9745196,-30091.0775104,-55876.3758694,-34391.8710976,+0,+0,-51577.4014117,-38688.5426658,+0,+0,-25795.0901561,-47284.3159283,+0,-55878.3713483,-47284.7592106,+0,-43177.6384082
2010-08-16 10:41:00 UTC,+0,+0,-30082.5160001,-38674.7112638,-30055.6919023,-55810.6701566,-34351.4273362,+0,+0,-51516.7516365,-38643.0468484,+0,+0,-25764.7553931,-47228.7127003,+0,-55812.662485,-47229.1549642,+0,-43180.14294
2010-08-16 10:41:30 UTC,+0,+0,-30050.4531767,-38633.4917069,+0,-55748.4051099,-34313.1014022,+0,-34312.5617247,-51459.277776,-38599.9334086,+0,-25735.5300467,-25736.0091013,-47176.0211236,+0,-55750.3944515,-47176.462421,+0,-43203.7569438
2010-08-16 10:42:00 UTC,-38578.1900946,-55716.5956201,-30007.8535362,-38578.7261554,+0,-55661.3251135,-34259.501146,-51380.866895,-34258.9624556,-51378.8984359,-38539.6376475,-47098.7036698,-25695.3282236,-25695.8063323,-47102.3299818,+0,-55663.3102756,-47102.7699253,+0,-43237.4447814
2010-08-16 10:42:30 UTC,-38598.0092905,-55745.2185906,-30023.2702831,-38598.5457272,+0,-55692.6517651,-34278.7836062,-51409.7845744,-34278.2445607,-51407.814555,-38561.3287866,-47125.2110689,-25709.7906557,+0,-47128.8400508,+0,-55694.638431,-47129.2804817,+0,-43177.9516848
2010-08-16 10:43:00 UTC,-38628.4141197,-55789.1293788,-30046.9212701,-38628.9511328,+0,-55736.1433386,-34305.5539279,-51449.9317118,-34305.0143894,-51447.9595268,-38591.4431374,-47162.0119546,-25729.8692115,+0,-47165.6446429,+0,-55738.132092,-47166.0857499,+0,-43179.6762346
2010-08-16 10:43:30 UTC,-38635.3514462,-55799.1482964,-30052.3176041,-38635.8885908,+0,-55744.0025722,-34310.3915135,-51457.1865823,-34309.8518859,-51455.2140059,-38596.8850125,-47168.6621339,-25733.4975478,+0,-47172.2954919,+0,-55745.9917027,-47172.7367209,-21445.2418502,-43171.1655861
2010-08-16 10:44:00 UTC,-38661.6823709,-55837.1755361,-30072.7996242,-38662.2200145,+0,-55790.7590562,-34339.1714796,-51500.3475633,-34338.6313221,-51498.3726602,+0,-47208.2256611,-25755.0833975,+0,-47211.863002,+0,-55792.7504298,+0,-21463.2307664,-43162.2599282
2010-08-16 10:44:30 UTC,-38643.2119537,-55810.5004771,-30058.4320522,-38643.7492473,+0,-55767.3643674,+0,-51478.7518906,-34324.2314805,-51476.7781517,+0,-47188.4299806,-25744.2828796,+0,-47192.0653287,+0,-55769.3546186,+0,-21454.2299805,-43181.8562125
2010-08-16 10:45:00 UTC,-38691.5209001,-55880.2684737,-30096.0101017,-38692.059109,+0,+0,+0,-51543.7474376,-34367.5700499,-51541.7701956,+0,-47248.0081706,-25776.7887225,-25779.2246976,-47251.6495158,-42955.4918587,-55839.7679627,+0,-21481.3192492,-43150.3353543
2010-08-16 10:45:30 UTC,-38691.0774569,-55879.6280521,-30095.6651606,+0,-30067.1266318,+0,+0,-51538.3273383,-34363.9559656,-51536.3503885,+0,-47243.0398346,-25774.0779994,-25774.5579607,-47246.6806794,-42950.9748141,-55833.8960631,+0,-21479.0602243,-43201.4856439
2010-08-16 10:46:00 UTC,-38699.4350177,-55891.6980786,+0,+0,-30074.7152837,+0,+0,-51551.3347399,-34372.6292087,-51549.3570893,+0,-47254.9630739,+0,-25781.0634293,-47258.6051188,-42961.8150231,-55847.9877153,+0,-21484.4815341,-43201.9835811
2010-08-16 10:46:30 UTC,-38746.8393029,-55960.1595639,+0,+0,-30114.0825034,+0,+0,-51618.8125053,-34417.6228992,-51616.8312208,+0,-47316.8165921,+0,-25814.8114782,+0,-43018.0501637,-55921.0901843,+0,-21512.6053534,-43195.5407519
2010-08-16 10:47:00 UTC,-38729.8160597,-55935.5745183,+0,+0,-30100.8343885,+0,+0,-51596.1044451,-34402.4813275,-51594.1243832,+0,-47296.0012402,+0,-25803.4543636,+0,-42999.1255452,-55896.4892621,+0,-21503.1409415,-43210.4048556
2010-08-16 10:47:30 UTC,-38736.7343266,-55945.5659117,+0,+0,-30108.0734507,+0,+0,-51608.5126306,+0,-51606.5319008,+0,-47307.3752081,+0,-25809.6601413,+0,-43009.4663744,-55909.9317492,+0,-21508.3125047,-43209.76938
2010-08-16 10:48:00 UTC,-38702.7999875,-55896.5577832,+0,+0,-30082.4662194,+0,-34382.0288761,-51564.6203062,+0,-51562.6419399,-38677.4709974,-47267.1412929,+0,-25787.7080176,+0,-42972.8870509,+0,+0,+0,-43179.2656065
2010-08-16 10:48:30 UTC,-38690.0369574,-55878.1253581,+0,+0,-30069.9138141,+0,-34367.6821821,-51543.104735,+0,-51541.1275279,-38661.3321778,-47247.419037,+0,-25776.9473082,+0,-42954.9562378,+0,-47251.5029958,+0,-43164.8245984
2010-08-16 10:49:00 UTC,-38670.6831019,-55850.1744323,-30079.8010171,+0,-30053.9665754,+0,-34349.4553845,-51515.7702165,+0,-51513.7944822,-38640.8285691,-47222.3628413,-25762.7966387,-25763.2763347,+0,-42932.1759859,+0,-47226.4438194,+0,-43189.8184503
2010-08-16 10:49:30 UTC,-38645.5481024,+0,-30060.2492707,+0,-30033.2326505,+0,-34325.7576732,-51480.2310339,+0,-51478.2572152,-38614.1706448,-47189.7858378,-25745.0226348,-25745.5019127,+0,-42902.5580674,+0,-47193.862939,+0,-43173.4761503
2010-08-16 10:50:00 UTC,-38632.3222715,+0,-30049.9613017,-38632.8593586,-30021.2091739,-55746.6409561,-34312.0155148,-51459.6220783,+0,-51457.6493708,-38598.7118769,-47170.8946321,-25734.7155982,+0,+0,-42885.382817,+0,-47174.9694849,+0,-43181.5073053
2010-08-16 10:50:30 UTC,-38629.7743042,+0,-30047.9793158,-38630.311343,-30016.793794,-55738.4422654,-34306.9689835,-51452.0538546,-34306.429419,-51450.0815552,-38593.0349555,-47163.9572174,-25730.9305462,+0,+0,-42879.0755521,+0,-47168.0312441,+0,-43162.9632076
2010-08-16 10:51:00 UTC,-38651.6632526,+0,-30065.0060589,-38652.2007063,-30035.8186198,-55773.7684826,-34328.7132909,-51484.6635391,-34328.173326,+0,-38617.4954651,-47193.8488951,-25747.239438,+0,+0,-42906.2520629,+0,-47197.92648,-21456.6938761,+0
2010-08-16 10:51:30 UTC,+0,+0,-30053.4776001,-38637.379867,-30020.8268822,-55745.9310988,-34311.5785769,-51458.966808,-34311.0389275,+0,-38598.2203587,-47170.2939784,-25734.3878814,+0,-47173.9275004,-42884.8367226,+0,-47174.3687594,-21445.983824,+0
2010-08-16 10:52:00 UTC,+0,+0,-30060.9796463,-38647.0244018,-30028.4359948,-55760.0600671,-34320.2753652,-51472.00928,-34319.7355556,+0,-38608.0035111,-47182.2493645,-25740.9107371,+0,-47185.8840903,-42895.7061587,+0,-47186.3255687,-21451.4197511,+0
2010-08-16 10:52:30 UTC,+0,+0,-30047.9102999,-38630.2226171,-30013.2570448,-55731.8750586,-34302.9266778,+0,-34302.3871877,+0,-38588.487703,-47158.4003013,-25727.8986939,-25728.377569,-47162.0326256,-42874.0233902,-55733.863607,-47162.4736663,-21440.5759548,+0
2010-08-16 10:53:00 UTC,+0,+0,-30076.8802109,-38667.4659646,-30041.9356283,-55785.1268395,-34335.7046882,+0,-34335.1645945,+0,-38625.3601965,-47203.4598973,-25752.4831986,-25752.962652,-47207.0967588,-42914.9900639,-55787.1179431,-47207.5386264,-21461.0638487,+0
2010-08-16 10:53:30 UTC,+0,+0,-30085.0930623,-38678.0243021,-30050.1333983,-55800.3488567,-34345.0742785,+0,-34344.5340123,+0,-38635.9001948,-47216.3401792,-25759.5106761,-25759.9902947,-47219.9783368,-42926.7003836,-55802.3406902,-47220.4204406,-21466.9203104,+0
2010-08-16 10:54:00 UTC,+0,-55799.0748313,+0,-38635.8377207,+0,-55747.1858574,-34312.3509174,+0,-34311.8112537,+0,-38599.0891765,-47171.3557066,+0,-25735.4462017,-47174.9893357,-42885.8020104,-55749.1751407,-47175.4306142,-21446.4665755,+0
2010-08-16 10:54:30 UTC,+0,-55820.8227805,+0,-38650.8967803,+0,-55767.9233276,-34325.1154292,+0,-34324.5755305,+0,-38613.4481744,-47188.9029512,+0,-25745.0201989,-47192.5383469,-42901.7553766,-55769.9136057,-47192.9799474,-21454.4450329,+0
2010-08-16 10:55:00 UTC,+0,-55803.4360117,+0,-38638.8575586,+0,-55755.6295888,-34317.5482782,+0,-34317.0085188,-51465.9463438,-38604.9357684,+0,+0,-25739.3444721,-47182.1348139,+0,-55757.6192772,-47182.5762235,-21449.7151856,-43238.1352728
2010-08-16 10:55:30 UTC,-38618.6839356,-55775.0770043,+0,-38619.2207643,+0,-55728.4647036,-34300.8275057,+0,-34300.2880543,-51440.8717495,-38586.1263117,+0,+0,-25726.8030891,-47159.1466247,+0,-55730.4530884,-47159.5876123,-21439.2638675,-43228.2692697
2010-08-16 10:56:00 UTC,-38764.799003,-55986.097046,+0,-38765.3385992,+0,-55938.6201147,-34430.1842224,+0,-34429.6423892,-51634.8560752,-38731.6416983,+0,+0,-25823.8268382,-47336.9899002,+0,-55940.6185765,-47337.4341459,-21520.1182724,-43172.7201752
2010-08-16 10:56:30 UTC,-38790.5620561,-56023.3041672,-30173.0511743,-38791.1021398,+0,-55978.6440835,-34454.820126,+0,-34454.2778392,-51671.8002731,-38759.3550114,+0,+0,-25842.3049475,-47370.8600414,+0,-55980.6444625,-47371.3049059,+0,-43173.2614202
2010-08-16 10:57:00 UTC,-38762.4570575,-55982.7147973,-30151.1891605,-38762.9966094,+0,-55947.7072041,+0,+0,+0,-51643.2439297,+0,+0,-25827.5409124,-25828.0221305,-47344.6798175,+0,-55949.7061013,-47345.1242038,+0,-43169.9704272
2010-08-16 10:57:30 UTC,-38801.4876765,-56039.0829991,-30181.5498782,-38802.0279669,+0,-56006.6517298,+0,+0,+0,-51697.6527829,+0,+0,-25854.75355,+0,-47394.5614125,+0,-56008.6534503,-47395.0067097,+0,-43116.1918829
2010-08-16 10:58:00 UTC,-38771.4931075,-55995.7647024,-30158.218026,-38772.0328304,-30140.1555241,-55958.4722566,+0,-51655.1638722,+0,-51653.1806311,+0,+0,-25832.5107631,+0,-47353.789705,+0,-55960.4716696,-47354.2342577,+0,-43164.9226548
2010-08-16 10:58:30 UTC,-38784.7256577,-56014.8752125,-30168.5112198,-38785.265631,-30144.3072463,-55975.2154305,+0,-51670.6195214,+0,-51668.6354486,+0,+0,-25840.2405046,+0,-47367.9585566,+0,-55977.2156456,-47368.4033681,+0,-43198.6973255
2010-08-16 10:59:00 UTC,-38767.7684956,-55990.3856013,-30155.3207647,-38768.308148,-30129.5490484,-55947.8116913,+0,-51645.3230882,+0,-51643.3403768,+0,+0,-25827.5891501,+0,-47344.7682392,+0,-55949.8105934,-47345.212627,-21523.6546042,-43201.3010158
2010-08-16 10:59:30 UTC,-38760.4183255,-55979.7704514,-30149.6032934,-38760.9578388,-30123.9606158,-55937.4348178,+0,-51635.7441805,+0,-51633.7619847,+0,+0,-25822.7985083,+0,-47335.9868469,-43032.1608136,-55939.4332228,+0,-21519.6622457,-43218.7221712
2010-08-16 11:00:00 UTC,-38703.2626807,-55897.2260074,-30105.1436725,-38703.8011119,-30077.1440252,-55850.5034984,+0,-51555.4977482,+0,-51553.5198733,+0,-47258.7790969,-25782.6653356,+0,-47262.4215255,-42965.2844229,-55852.4977369,+0,-21486.2166194,-43233.0150436
2010-08-16 11:00:30 UTC,-38713.9011364,-55912.5901133,-30113.4190008,-38714.4397691,-30079.8120978,-55855.4577049,+0,-51560.0709837,-34378.4544734,-51558.0928625,-38674.0585527,-47262.9711548,-25784.9525211,-25785.432738,-47266.6140054,-42969.0957012,-55857.452181,+0,-21488.1226823,-43234.3755034
2010-08-16 11:01:00 UTC,-38697.5356976,-55888.9550728,-30100.6888278,+0,-30065.5172743,-55828.9143837,-34362.6412782,-51535.5688037,-34362.1165942,-51533.5920027,-38655.6794794,-47240.511223,-25772.6983896,-25773.1783183,-47244.1518131,-42948.6758852,-55830.907587,+0,-21477.9105042,-43207.9525753
2010-08-16 11:01:30 UTC,-38752.273446,-55968.0075788,-30143.267642,+0,-30110.4926165,-55912.4267817,-34414.0455176,-51612.6592247,-34413.5199358,-51610.6782715,-38713.5049647,-47311.1761851,-25811.2531668,-25811.734002,-47314.8238851,-43012.9220952,+0,+0,-21510.0407493,-43175.8283861
2010-08-16 11:02:00 UTC,-38738.2071408,+0,+0,+0,-30100.1043249,-55893.1372974,-34402.1722957,-51594.8530725,-34401.6469212,-51592.8730781,-38700.1485794,-47294.8541691,+0,-25802.8285073,-47298.5002272,-42998.0826667,+0,+0,-21502.6193863,-43144.5809425
2010-08-16 11:02:30 UTC,-38735.2171276,+0,+0,+0,-30097.5966799,-55888.4809807,-34399.3062011,-51590.5548195,-34398.7808767,-51588.5750566,-38696.9244619,-47290.9141739,+0,-25800.6787968,-47294.5598355,-42994.5005553,+0,+0,-21500.8279324,-43112.71016
2010-08-16 11:03:00 UTC,-38720.5772875,+0,+0,+0,-30086.4620502,-55867.8056596,-34386.5799573,-51571.4693994,-34386.0548552,-51569.4906643,-38682.6084982,-47273.4195166,+0,-25791.133494,-47277.0634182,-42978.5950007,+0,+0,-21492.8733876,-43122.5529876
2010-08-16 11:03:30 UTC,-38748.041194,+0,+0,+0,-30107.1388644,-55906.1993713,-34410.2123715,-51606.9106928,-34409.6868565,-51604.930049,-38709.1929944,-47305.9067912,+0,-25808.8589558,-47309.5539615,-43008.1313396,+0,+0,-21507.6448396,-43130.0059774
2010-08-16 11:04:00 UTC,-38753.9213103,+0,+0,+0,-30112.167301,+0,-34415.9595861,-51615.5297339,-34415.4339708,-51613.5486262,-38715.6581322,-47313.8074385,+0,-25813.1696466,-47317.4554033,-43015.3143424,+0,-47317.8992918,-21511.2371388,-43137.2007644
2010-08-16 11:04:30 UTC,-38745.7170666,+0,-30138.167636,+0,-30105.0877776,+0,-34407.8880698,-51603.4249613,-34407.3625955,-51601.395199,-38706.5783488,-47302.7115941,-25806.6348897,-25807.1156164,-47306.3584429,-43005.2263736,+0,-47306.8021285,+0,-43125.5842675
2010-08-16 11:05:00 UTC,-38713.8918965,+0,-30113.4118136,+0,-30080.3759576,+0,-34379.6438422,-51561.0673761,-34379.1188612,-51559.0399775,-38674.8059464,-47263.8844983,-25785.4425206,-25785.93107,-47267.5274409,-42969.9260826,+0,-47267.9704159,+0,-43145.5317078
