# file...... Output/Qh/house_Qh_file_049.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_8B_tm_3_B_8_Meter_80_961:Qh,house_3_9B_tm_3_B_9_Meter_80_962:Qh,house_3_10B_tm_3_B_10_Meter_80_963:Qh,house_3_11B_tm_3_B_11_Meter_80_964:Qh,house_3_12B_tm_3_B_12_Meter_80_965:Qh,house_3_13B_tm_3_B_13_Meter_80_966:Qh,house_3_14B_tm_3_B_14_Meter_80_967:Qh,house_3_15B_tm_3_B_15_Meter_80_968:Qh,house_3_1A_tm_3_A_1_Meter_82_969:Qh,house_3_2A_tm_3_A_2_Meter_82_970:Qh,house_3_3A_tm_3_A_3_Meter_82_971:Qh,house_3_4A_tm_3_A_4_Meter_82_972:Qh,house_3_5A_tm_3_A_5_Meter_82_973:Qh,house_3_6A_tm_3_A_6_Meter_82_974:Qh,house_3_7A_tm_3_A_7_Meter_82_975:Qh,house_3_8A_tm_3_A_8_Meter_82_976:Qh,house_3_9A_tm_3_A_9_Meter_82_977:Qh,house_3_10A_tm_3_A_10_Meter_82_978:Qh,house_3_11A_tm_3_A_11_Meter_82_979:Qh,house_3_12A_tm_3_A_12_Meter_82_980:Qh
2010-08-16 09:03:00 UTC,+0,+0,+0,-47974.5474036,+0,+0,-30530.4896799,+0,-26107.7574574,-26108.3848934,-56560.7919518,-56557.5828477,+0,-13054.7796422,-21755.925678,+0,+0,+0,+0,+0
2010-08-16 09:03:30 UTC,+0,+0,+0,-47986.9842086,+0,+0,-30538.4043982,+0,-26057.2042256,-26057.8300847,+0,-56448.0739004,+0,+0,-21713.7996566,+0,+0,+0,+0,+0
2010-08-16 09:04:00 UTC,+0,+0,+0,-48041.4529172,+0,+0,-30573.0680033,+0,-26029.1086068,-26029.7335892,+0,-56387.2128797,+0,+0,-21690.3875713,+0,+0,+0,+0,+0
2010-08-16 09:04:30 UTC,+0,+0,+0,-48034.9811345,+0,+0,-30568.9493942,+0,-26139.3565763,+0,+0,-56626.0331991,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 09:05:00 UTC,+0,+0,+0,-47988.573948,+0,+0,-30539.4161005,-34904.048066,-26169.2842328,+0,+0,-56690.8628209,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 09:05:30 UTC,+0,+0,+0,+0,+0,+0,+0,-34909.8646394,+0,+0,+0,+0,-61161.3877441,+0,+0,+0,+0,+0,+0,+0
2010-08-16 09:06:00 UTC,+0,+0,+0,+0,+0,+0,+0,-34966.7470364,+0,+0,+0,+0,-61095.3242875,+0,+0,+0,-39282.3142029,-26189.4862585,+0,-48004.6913525
2010-08-16 09:06:30 UTC,+0,+0,+0,+0,+0,+0,+0,-34930.4342806,+0,+0,+0,+0,-61132.5752312,-13103.6794356,+0,+0,-39306.2664078,-26205.4554048,+0,-48033.960573
2010-08-16 09:07:00 UTC,+0,+0,-43646.7716508,+0,+0,-30556.8862966,+0,-34922.1749078,+0,+0,+0,+0,-61160.6935953,-13109.7070454,+0,+0,-39324.3464019,-26217.5094964,+0,-48056.0540434
2010-08-16 09:07:30 UTC,+0,+0,-43667.799338,+0,+0,-30571.608262,+0,-34938.9999668,+0,+0,+0,+0,-61227.4777871,-13124.0232766,+0,+0,-39367.2883637,-26246.1392809,+0,-48108.528454
2010-08-16 09:08:00 UTC,+0,+0,-43636.427349,+0,+0,-30549.6440136,+0,-34913.8980347,+0,+0,+0,+0,-61194.8002195,-13117.0183318,+0,-26231.9267886,-39346.2768223,-26232.1307012,+0,-48082.8526756
2010-08-16 09:08:30 UTC,-52347.6769382,+0,-43620.0630235,+0,+0,-30538.1869737,+0,-34900.8043094,+0,-26250.6776409,+0,+0,-61236.3728239,-13125.9300658,+0,-26249.7054512,-39373.0078352,+0,+0,-48115.5175602
2010-08-16 09:09:00 UTC,-52349.7871964,+0,-43621.8214056,+0,-43622.0157647,-30539.4180577,+0,+0,+0,-26331.1477719,+0,+0,-61424.0772342,+0,-21941.5482947,-26330.1713576,-39493.7009879,+0,+0,-48263.0027438
2010-08-16 09:09:30 UTC,-52323.6997117,+0,-43600.0838888,+0,-43600.2781891,-30524.199123,+0,+0,+0,-26336.5269844,+0,+0,-61436.6247727,+0,-21946.0306559,-26335.550288,-39501.7690021,+0,+0,-48272.8617348
2010-08-16 09:10:00 UTC,-52343.874831,+0,-43616.8949003,+0,-43617.089246,+0,+0,+0,+0,-26343.5828862,+0,+0,-61453.0833547,+0,-21951.9101599,-26342.6058198,-39512.3517998,+0,-61457.8180867,-48285.7937541
2010-08-16 09:10:30 UTC,-52314.3092391,-61030.3348328,-43592.2592346,+0,-43592.4535138,+0,+0,+0,-26338.4423906,-26339.0770089,+0,+0,+0,+0,-21948.1555266,-26338.1001787,-39505.5936573,+0,-61447.3066234,-48277.5354054
2010-08-16 09:11:00 UTC,-52272.8297765,-60982.0465934,-43557.7686158,+0,-43557.962802,+0,-30492.9673259,+0,-26301.5025644,-26302.1360339,+0,+0,+0,+0,-21917.3735508,-26301.1611419,+0,+0,-61361.1294816,-48209.8301956
2010-08-16 09:11:30 UTC,-52329.4550312,-61048.1052433,+0,+0,-43605.1463377,+0,-30525.9991919,+0,-26302.1535324,+0,+0,+0,+0,+0,-21917.9160027,+0,+0,+0,-61362.6481288,-48211.0233232
2010-08-16 09:12:00 UTC,-52218.4355897,-60918.5906941,+0,+0,-43512.6383272,+0,-30461.236935,+0,-26296.8214116,+0,+0,+0,+0,-13149.3199431,+0,+0,+0,-26296.7278845,-61350.2087918,-48201.2503384
2010-08-16 09:12:30 UTC,-52220.6240916,-60921.1437859,+0,+0,-43514.4619172,+0,-30462.5135791,+0,-26279.16211,+0,-56932.1170171,+0,+0,-13140.4810602,+0,+0,+0,-26279.06868,-61309.011304,+0
2010-08-16 09:13:00 UTC,-52221.5123176,-60922.1799842,+0,+0,-43515.2020398,+0,-30463.0317183,+0,-26226.1381195,+0,-56817.2476794,-56814.0203499,+0,-13113.9667654,+0,+0,+0,-26226.0449817,-61185.3113308,+0
2010-08-16 09:13:30 UTC,-52303.2620474,-61017.5486805,+0,+0,+0,+0,-30510.7197351,+0,-26196.4863186,+0,-56753.0110485,-56749.7882819,+0,-13099.1395786,+0,+0,+0,-26196.3573469,-61116.1364771,+0
2010-08-16 09:14:00 UTC,-52366.08456,-61090.8370119,+0,-48001.0671658,+0,+0,-30547.3667196,+0,+0,+0,-56616.969613,-56613.7565146,+0,+0,+0,+0,+0,-26133.5607672,-60969.6367876,+0
2010-08-16 09:14:30 UTC,+0,+0,+0,-47991.1213794,+0,+0,-30541.0372726,-34905.9009594,+0,+0,-56578.6638833,-56575.5861886,+0,+0,+0,+0,+0,+0,-60928.5291755,+0
2010-08-16 09:15:00 UTC,+0,+0,+0,-48070.9213996,+0,+0,-30591.8215932,-34963.9441087,+0,+0,-56568.1829088,-56565.1059101,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 09:15:30 UTC,+0,+0,+0,-48053.63247,+0,-30582.3889305,+0,-34951.3689776,+0,-26066.551573,-56470.0360607,-56466.9654965,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 09:16:00 UTC,+0,+0,+0,-48043.6357743,+0,-30576.0266554,+0,-34944.0978054,+0,-26095.7349789,-56533.2556933,-56530.1809281,+0,+0,-21745.3847681,+0,+0,+0,+0,+0
2010-08-16 09:16:30 UTC,+0,+0,+0,-48040.6031846,+0,-30574.0966004,+0,-34941.892028,+0,-26068.192504,-56473.5907868,-56470.5199857,+0,+0,-21722.4343322,-26067.2298685,+0,+0,+0,+0
2010-08-16 09:17:00 UTC,+0,+0,+0,-48038.8539563,+0,-30572.9833255,+0,-34940.6197137,+0,-26157.3922363,-56666.8782903,-56663.7946485,+0,-13079.2891072,-21796.783437,-26156.4504114,+0,+0,+0,+0
2010-08-16 09:17:30 UTC,+0,+0,+0,-48038.0034584,+0,-30572.4420364,+0,-34940.0010975,+0,-26154.3486344,-56660.2849614,-56657.2017577,+0,-13077.7672186,-21794.2472767,-26153.4069639,+0,+0,+0,+0
2010-08-16 09:18:00 UTC,+0,+0,+0,-48024.6146019,+0,-30563.9208624,+0,-34930.262612,+0,-26164.8010002,-56682.9278346,-56679.6835286,+0,-13082.9937024,-21802.9132577,-26163.8587998,+0,-26164.0685911,+0,+0
2010-08-16 09:18:30 UTC,+0,+0,-43569.8433809,-47928.8696699,+0,-30502.9851643,+0,+0,-26159.2149876,+0,+0,-56663.2121312,-61018.3790695,-13079.1914603,-21796.5770134,-26156.2551388,-39232.7655343,-26156.4648295,+0,+0
2010-08-16 09:19:00 UTC,+0,+0,-43573.8077436,-47933.1255717,-43574.0019632,+0,+0,+0,-26160.401787,+0,+0,+0,-61027.1388517,-13081.1117097,-21799.7770119,-26160.0952218,-39238.5253649,-26160.3049633,+0,-47951.2715334
2010-08-16 09:19:30 UTC,+0,+0,-43608.9315945,+0,-43609.125909,+0,+0,+0,-26169.5468327,+0,+0,+0,-61048.4711311,+0,+0,-26169.2400931,-39252.2419721,-26169.4499558,+0,-47968.0330737
2010-08-16 09:20:00 UTC,+0,+0,-43533.0605338,+0,-43533.2546437,+0,+0,+0,-26185.8499859,+0,+0,+0,-61086.5008404,+0,+0,-26185.5429356,-39276.6949883,-26185.7530139,+0,-47997.9143862
2010-08-16 09:20:30 UTC,+0,+0,-43552.9105739,+0,-43553.1047275,+0,-30489.566512,+0,-26225.7994889,+0,+0,+0,-61179.6889636,+0,+0,+0,-39336.6149607,+0,+0,-48071.1356467
2010-08-16 09:21:00 UTC,-52231.2683651,+0,-43523.1369991,+0,-43523.3310725,+0,-30468.7228132,+0,-26260.033437,+0,+0,+0,-61259.5451344,+0,+0,+0,-39387.9622884,+0,+0,-48133.8815191
2010-08-16 09:21:30 UTC,-52210.4099006,+0,-43505.7565316,+0,-43505.9505583,+0,-30456.5552036,+0,-26259.6024231,+0,+0,+0,-61258.539725,+0,+0,+0,-39387.3158127,+0,+0,-48133.0915328
2010-08-16 09:22:00 UTC,-52181.148998,+0,-43481.3746719,+0,-43481.5686331,+0,-30439.4861025,+0,-26251.8334777,-26252.4718373,+0,+0,-61240.4174154,+0,+0,+0,-39375.6632104,+0,+0,-48118.8521805
2010-08-16 09:22:30 UTC,-52165.3170919,-60856.6227753,-43468.1826212,+0,-43468.3765471,+0,-30430.2506935,+0,+0,-26276.5179982,+0,+0,-61296.5071692,-13138.8554367,+0,+0,-39411.7287879,+0,+0,-48162.9239231
2010-08-16 09:23:00 UTC,-52161.2937084,-60851.929123,-43464.8301079,+0,-43465.0240248,+0,-30427.9036866,+0,+0,-26258.7196996,+0,+0,-61254.9910946,-13129.9557754,+0,+0,-39385.0340516,+0,+0,-48130.3032458
2010-08-16 09:23:30 UTC,-52300.9656967,-61014.8695426,+0,+0,+0,-30510.9452905,-30509.3801651,+0,+0,-26222.3664578,+0,+0,-61170.1940126,-13111.7781086,-21850.8809207,+0,-39330.5097294,+0,-61175.0995112,-48063.6751213
2010-08-16 09:24:00 UTC,-52266.1717004,-60974.2790949,+0,+0,+0,-30490.6471338,-30489.0833801,-34846.5211921,+0,-26235.4813698,+0,+0,+0,-13118.335942,-21861.80922,+0,+0,-26234.746283,-61205.6944706,-48087.7120957
2010-08-16 09:24:30 UTC,-52341.3281597,-61061.9561269,+0,+0,+0,-30534.4919854,-30532.9252686,-34896.6295985,+0,-26246.4436458,+0,+0,+0,-13123.8173953,-21870.9437866,+0,+0,-26245.7081489,-61231.2676819,-48107.8037271
2010-08-16 09:25:00 UTC,-52279.8784908,-60990.2693465,+0,+0,+0,-30498.6434152,+0,-34855.6598001,+0,+0,+0,+0,+0,+0,-21865.8605463,-26239.3972385,+0,-26239.6080458,-61217.0365974,-48096.6230542
2010-08-16 09:25:30 UTC,-52312.621806,-61028.4673695,+0,+0,+0,-30517.7452994,+0,-34877.4905188,+0,+0,+0,+0,+0,+0,-21813.7454008,-26176.8577124,+0,-26177.0677102,-61071.1344453,-47981.994649
2010-08-16 09:26:00 UTC,-52287.8094328,-60999.5214179,+0,+0,+0,-30503.2702317,+0,-34860.9475829,+0,+0,+0,-56690.0139517,+0,+0,-21806.8873641,-26168.6278868,+0,-26168.8377757,-61051.9346277,-47966.9102861
2010-08-16 09:26:30 UTC,-52345.9760231,-61067.3781809,+0,+0,+0,-30537.2035162,+0,-34899.728483,+0,+0,-56668.3036941,-56665.0602301,+0,+0,+0,-26157.1085454,+0,+0,-61025.0605166,+0
2010-08-16 09:27:00 UTC,+0,+0,+0,-47970.8100371,+0,-30529.7448308,+0,-34891.2042703,-26177.1177906,+0,-56710.9868143,-56707.7402775,+0,+0,+0,-26176.8108584,+0,+0,-61071.0251365,+0
2010-08-16 09:27:30 UTC,+0,+0,+0,-48028.7107856,+0,+0,+0,-34933.3190018,-26177.8051216,+0,-56712.4758208,-56709.2291767,+0,-13089.814218,+0,-26177.4981763,+0,+0,-61072.6286185,+0
2010-08-16 09:28:00 UTC,+0,+0,+0,-48029.9309585,+0,+0,+0,+0,-26187.1128046,+0,-56732.6396158,-56729.3915206,+0,-13094.4684746,+0,-26186.8056819,+0,+0,-61094.3426163,+0
2010-08-16 09:28:30 UTC,+0,+0,+0,-48026.8047056,+0,+0,+0,+0,-26165.6892696,+0,-56686.2285206,-56682.9837658,+0,-13083.7557515,+0,-26165.3825551,+0,+0,+0,+0
2010-08-16 09:29:00 UTC,+0,+0,+0,-48010.4834166,-43644.3236675,+0,+0,+0,-26106.3498169,-26106.9835991,-56557.6778993,-56554.442401,+0,-13054.0833769,+0,+0,+0,+0,+0,+0
2010-08-16 09:29:30 UTC,+0,+0,+0,-48008.3364386,-43642.3719653,+0,+0,+0,-26080.2102221,-26080.8431766,-56501.0501293,-56497.8187102,+0,-13041.0124124,+0,+0,+0,+0,+0,+0
2010-08-16 09:30:00 UTC,+0,+0,-43519.2076181,-47873.0624514,-43519.4016713,+0,-30465.9720424,+0,-26134.4066613,-26135.0413317,-56618.4591251,-56615.2192495,+0,+0,+0,+0,+0,-26134.3099752,+0,+0
2010-08-16 09:30:30 UTC,+0,+0,-43532.8628245,-47888.0840282,-43533.0569049,+0,-30475.5317792,+0,+0,-26137.4846127,-56623.7516933,-56620.5113326,+0,+0,-21780.1510704,+0,+0,-26136.7531339,+0,+0
2010-08-16 09:31:00 UTC,+0,+0,-43527.1434868,-47881.7924297,-43527.3375518,+0,-30471.5278209,+0,+0,-26150.7031177,-56652.3868296,-56649.1444074,+0,+0,-21791.1656894,+0,+0,-26149.9711435,+0,+0
2010-08-16 09:31:30 UTC,+0,+0,-43544.1319177,-47900.480675,-43544.3260285,+0,-30483.4209757,+0,+0,-26161.464105,-56675.6982669,-56672.4541667,-61028.1329647,+0,-21800.1325263,+0,-39239.1652488,-26160.7317277,+0,+0
2010-08-16 09:32:00 UTC,+0,+0,-43520.8276963,-47874.8446989,-43521.0217443,-30468.6686935,-30467.1063015,+0,+0,+0,-56749.0574665,+0,-61107.1235444,+0,-21828.3504336,+0,-39289.9560111,-26194.5944114,+0,+0
2010-08-16 09:32:30 UTC,+0,+0,-43495.2004297,+0,-43495.3944088,-30450.726503,-30449.1653241,+0,+0,+0,-56743.7633003,+0,-61101.4229755,+0,-21826.3140113,+0,-39286.2905573,+0,+0,-48009.6392266
2010-08-16 09:33:00 UTC,-52189.6330074,+0,-43488.4437715,+0,-43488.6377324,-30445.9960238,-30444.4351648,+0,+0,+0,-56637.1081102,+0,-60986.5804549,-13072.4177438,-21785.2886694,+0,-39212.4470797,+0,+0,-47919.4033215
2010-08-16 09:33:30 UTC,-52118.8627063,+0,-43429.4739053,+0,-43429.6677081,-30404.7099719,-30403.151906,-34748.3072691,+0,+0,+0,+0,-61084.431906,-13093.3938384,-21820.2442705,-26184.6565547,-39275.3653402,+0,+0,-47996.2887314
2010-08-16 09:34:00 UTC,-52156.9087001,-60846.8133742,-43461.1760049,+0,+0,-30426.9052835,-30425.3457159,-34773.6733413,+0,+0,+0,+0,-61117.3517266,-13100.4507513,+0,-26198.7688532,-39296.5327082,+0,+0,-48022.1550206
2010-08-16 09:34:30 UTC,-52170.4819663,-60862.6478567,-43472.4860275,+0,+0,-30434.8236694,+0,-34782.7229259,+0,+0,+0,+0,-61056.812371,-13087.4731293,+0,-26172.8164185,-39257.606042,+0,+0,-47974.5870675
2010-08-16 09:35:00 UTC,-52211.2398625,-60910.1957486,-43506.4478408,+0,+0,-30458.601053,+0,-34809.8970807,-26170.1796355,+0,+0,+0,-61049.9458057,-13086.0011666,+0,-26169.8728116,-39253.1908567,+0,+0,-47969.1917599
2010-08-16 09:35:30 UTC,-52225.5678072,-60926.9105225,+0,+0,+0,+0,+0,-34819.4498804,-26138.6254758,-26139.2603273,+0,+0,-60976.34022,+0,+0,-26138.3192299,-39205.8628516,-26138.5287513,+0,-47911.3571939
2010-08-16 09:36:00 UTC,-52225.4321573,-60926.7522744,+0,+0,+0,+0,+0,-34819.3594397,-26100.6363094,-26101.2699585,+0,+0,-60887.7244334,+0,+0,-26100.3307885,-39148.8830975,-26100.5398065,-60892.600117,-47841.72858
2010-08-16 09:36:30 UTC,-52218.3776817,-60918.5225693,+0,+0,+0,+0,+0,-34814.6560714,-26126.2007474,-26126.8352057,+0,+0,-60947.3575605,+0,+0,-26125.8947386,-39187.2270657,-26126.1040954,-60952.2396753,-47888.5844746
2010-08-16 09:37:00 UTC,-52163.2480661,-60854.2087245,+0,+0,+0,+0,+0,-34777.899986,-26168.3016122,-26168.9374024,+0,+0,+0,+0,+0,-26167.9948005,+0,-26168.2047147,-61050.4572496,-47965.7492423
2010-08-16 09:37:30 UTC,-52249.3730191,-60954.6815262,+0,+0,+0,+0,+0,+0,-26128.1786135,-26128.8131344,+0,+0,+0,+0,-21772.925303,+0,+0,-26128.0819499,-60956.8538602,-47892.2096148
2010-08-16 09:38:00 UTC,-52276.9110418,-60986.8072024,+0,+0,+0,+0,+0,+0,-26135.3531569,-26135.9879049,+0,+0,+0,-13068.5864051,-21778.903843,+0,+0,-26135.2564515,-60973.5914304,-47905.3595083
2010-08-16 09:38:30 UTC,-52324.1942304,-61041.9674601,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-13077.3903167,-21793.5751161,+0,+0,+0,-61014.6652512,-47937.62921
2010-08-16 09:39:00 UTC,-52333.5788304,+0,+0,+0,-43608.5818285,+0,+0,+0,+0,+0,+0,-56709.4357967,+0,-13089.8621344,-21814.35877,+0,+0,+0,-61072.8513449,-47983.3431936
2010-08-16 09:39:30 UTC,+0,+0,+0,-47967.5512711,-43605.2962227,+0,-30526.1045835,+0,+0,+0,+0,-56706.1745205,+0,-13089.1093039,-21813.1042164,+0,+0,+0,-61069.3390873,-47980.5837839
2010-08-16 09:40:00 UTC,+0,+0,+0,-48028.0055978,-43660.2519256,-30566.1467117,-30564.577612,+0,+0,+0,+0,-56592.7481307,+0,-13062.9261685,-21769.4712522,+0,+0,+0,-60947.1837259,-47884.6120932
2010-08-16 09:40:30 UTC,+0,+0,+0,-47944.9760926,-43584.7742732,-30513.3033648,-30511.7378342,+0,+0,+0,+0,-56671.5167817,+0,+0,-21799.7721081,+0,+0,+0,-61032.0142588,+0
2010-08-16 09:41:00 UTC,+0,+0,+0,-48020.2748903,-43653.2243556,-30561.2265757,-30559.6578082,+0,+0,+0,-56571.5055263,-56568.2687221,+0,+0,-21760.0544727,+0,+0,+0,-60920.8204291,+0
2010-08-16 09:41:30 UTC,+0,+0,-43597.2861448,-47958.9534986,-43597.4803803,-30522.1991535,-30520.6330219,+0,+0,+0,-56615.3831427,-56612.1431789,+0,+0,+0,+0,+0,-26132.8904062,+0,+0
2010-08-16 09:42:00 UTC,+0,+0,-43596.9279299,-47958.5594418,-43597.1221644,-30521.9483596,-30520.382245,+0,+0,-26097.8244049,-56537.8355486,-56534.6011692,+0,+0,+0,-26096.8853627,+0,-26097.0943518,+0,+0
2010-08-16 09:42:30 UTC,+0,+0,-43599.0807082,-47960.9276207,-43599.2749485,-30523.4555646,-30521.8893483,-34884.0165131,+0,-26097.7723478,-56537.7227788,-56534.488408,+0,+0,+0,-26096.8333084,+0,-26097.0422967,+0,+0
2010-08-16 09:43:00 UTC,+0,+0,-43537.3175102,-47892.9845729,-43537.5115838,-30480.2138497,-30478.6505553,-34834.5974059,-26135.8931166,-26136.527905,-56621.6786121,-56618.4381956,+0,-13068.8564402,+0,-26135.5868993,+0,-26135.7964012,+0,+0
2010-08-16 09:43:30 UTC,+0,+0,-43517.118122,-47870.7640911,-43517.3121412,-30466.0718321,-30464.5094937,-34818.4350988,-26117.4973005,-26118.1315068,-56581.8266501,-56578.589103,+0,-13059.6577113,+0,-26117.1914342,+0,-26117.4006924,+0,+0
2010-08-16 09:44:00 UTC,+0,+0,-43537.5539888,-47893.2447128,+0,+0,+0,-34834.7866214,-26065.864785,-26066.4973565,-56469.9720371,-56466.7425468,-60806.6138523,-13033.8391483,+0,-26065.5599049,-39096.7293877,-26065.7684783,+0,+0
2010-08-16 09:44:30 UTC,+0,+0,-43463.0436009,-47811.2790251,+0,+0,+0,-34775.1679926,-26083.5774229,-26084.2105554,-56508.3439843,-56505.1117292,-60847.9313962,-13042.6962583,-21735.7591338,-26083.2722043,-39123.2964802,+0,+0,+0
2010-08-16 09:45:00 UTC,+0,+0,-43426.4584957,-47771.0333837,+0,+0,+0,-34745.8949962,-26076.3019055,-26076.9348309,-56492.5823628,-56489.3511421,-60830.9596319,-13039.0582058,-21729.6964114,-26075.9968026,-39112.3838884,+0,+0,+0
2010-08-16 09:45:30 UTC,-52108.9004081,-60790.8068866,-43421.1723622,-47765.2183341,+0,+0,+0,-34741.6653564,-26048.1887424,+0,-56431.6791361,+0,-60765.3812096,-13025.0003687,-21706.2697419,-26047.884177,-39070.2171029,+0,+0,+0
2010-08-16 09:46:00 UTC,-52122.9991112,-60807.2543395,-43432.9202081,+0,+0,+0,+0,-34751.0652615,-26106.270801,+0,-56557.5057777,+0,-60900.8668526,+0,-21754.6694619,+0,-39157.3340785,+0,+0,+0
2010-08-16 09:46:30 UTC,-52094.7184929,-60774.2623586,-43409.3551789,+0,+0,+0,+0,-34732.2099723,-26145.348023,+0,-56642.1611123,+0,-60992.0207055,+0,-21787.2324731,+0,-39215.9458022,+0,+0,-47923.6779037
2010-08-16 09:47:00 UTC,-52293.6804198,-61006.3700285,+0,+0,+0,+0,+0,+0,+0,+0,-56526.7274464,+0,-60867.725842,+0,-21742.830454,+0,-39136.024481,+0,+0,-47826.014954
2010-08-16 09:47:30 UTC,-52203.5425387,-60901.215769,+0,+0,+0,+0,+0,+0,+0,+0,-56687.7348177,+0,-61041.092853,+0,-21804.7625796,+0,-39247.4990805,-26166.2881161,+0,-47962.2356574
2010-08-16 09:48:00 UTC,-52269.8044675,-60978.5164993,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-61052.9894591,+0,-21809.0124205,+0,-39255.1485724,-26171.3881053,+0,-47971.5832498
2010-08-16 09:48:30 UTC,-52246.9103238,-60951.8083416,+0,+0,+0,-30479.4106863,+0,+0,+0,+0,+0,+0,-61046.4893089,-13085.2606022,+0,+0,-39250.9689904,-26168.6015382,-61051.3825195,-47966.4758476
2010-08-16 09:49:00 UTC,-52286.9029894,-60998.4635226,+0,+0,-43569.6884617,-30502.7416483,-30501.1767713,+0,+0,-26163.2722406,+0,+0,-61032.3490345,-13082.2293974,+0,+0,-39241.8768251,-26162.5397051,-61037.2407206,-47955.3653242
2010-08-16 09:49:30 UTC,-52314.4475031,-61030.596772,+0,+0,-43592.6401926,-30518.8105944,-30517.2446318,+0,+0,-26170.5630839,+0,+0,-61049.3555517,-13085.875029,+0,+0,-39252.8119775,-26169.8302751,-61054.2490708,-47968.7279577
2010-08-16 09:50:00 UTC,-52342.8170049,-61063.6923394,+0,+0,-43616.279219,-30535.3608759,-30533.7937361,+0,+0,-26188.4349949,+0,+0,+0,-13094.8115181,+0,+0,+0,+0,-61095.9410249,-48001.4831353
2010-08-16 09:50:30 UTC,-52387.7463512,+0,+0,+0,-43653.7170309,-30561.5718031,-30560.0028931,+0,+0,-26215.2319956,+0,+0,+0,-13108.2107896,+0,-26214.2869097,+0,+0,-61158.4540747,-48050.5966031
2010-08-16 09:51:00 UTC,-52392.9098518,+0,+0,+0,-43658.0195676,-30564.5840913,-30563.0149778,+0,-26272.4555911,-26273.0947427,+0,+0,+0,+0,+0,-26272.1467291,+0,+0,-61293.4384732,-48156.6473005
2010-08-16 09:51:30 UTC,-52402.119547,+0,+0,+0,-43665.6936356,-30569.9568523,-30568.3873762,-34937.1608319,-26275.9565406,-26276.5958028,+0,-56921.8435655,+0,+0,+0,-26275.647612,+0,+0,-61301.6058781,-48163.0640349
2010-08-16 09:52:00 UTC,-52390.860915,+0,+0,+0,-43656.3122714,-30563.3887804,-30561.8197477,-34929.6544632,-26247.6317308,+0,+0,-56860.4862243,+0,+0,-21872.4653552,-26247.3233402,+0,+0,-61235.5266051,-48111.1487519
2010-08-16 09:52:30 UTC,+0,+0,-43713.2263443,-48086.4944735,-43713.4208763,+0,-30601.7998705,-34975.3491215,-26248.3818565,+0,+0,-56862.1111493,+0,+0,-21873.0904343,-26248.0734517,+0,+0,-61237.276581,-48112.523623
2010-08-16 09:53:00 UTC,+0,+0,-43628.8985812,-47993.729118,-43629.0928839,+0,-30542.7642221,-34907.8752468,-26234.31656,+0,+0,-56831.6428365,+0,+0,-21861.3698345,-26234.0084225,+0,-26234.2192583,-61204.4634903,-48086.7439687
2010-08-16 09:53:30 UTC,+0,+0,-43619.8761096,-47983.8038837,-43620.0703879,+0,+0,-34900.6560208,-26208.5804205,+0,+0,-56775.8930909,+0,-13105.2033956,-21839.9239317,-26208.2727724,+0,-26208.4832685,-61144.4233589,-48039.5733508
2010-08-16 09:54:00 UTC,+0,+0,-43625.8323466,-47990.3560847,+0,+0,+0,-34905.4218347,-26176.5358392,+0,+0,-56706.4779721,+0,-13089.1796763,-21813.2212107,-26176.228801,+0,-26176.4388736,+0,-47980.8402765
2010-08-16 09:54:30 UTC,+0,+0,-43627.1900475,-47991.8496334,+0,+0,+0,-34906.5081837,-26178.8662256,+0,+0,-56711.5260652,+0,-13090.3449735,-21815.1631196,+0,+0,-26178.7692465,+0,-47985.1115365
2010-08-16 09:55:00 UTC,+0,+0,-43552.8017403,-47910.0183101,+0,+0,+0,-34846.9873951,+0,+0,-56709.4910073,-56706.2439693,+0,-13089.1257654,-21813.13128,+0,+0,-26176.3309946,+0,+0
2010-08-16 09:55:30 UTC,+0,+0,-43515.8692358,-47869.3904441,+0,+0,+0,-34817.4362791,+0,-26139.4786981,-56628.07005,-56624.8288728,+0,-13070.3319794,-21781.8123854,+0,+0,-26138.7469947,+0,+0
2010-08-16 09:56:00 UTC,+0,+0,-43557.682775,-47915.3877274,+0,+0,+0,-34850.8928988,+0,-26107.1037132,-56557.9363932,-56554.7002656,-60901.3301046,+0,+0,+0,-39157.6323753,+0,+0,+0
2010-08-16 09:56:30 UTC,+0,-61005.9914867,-43574.8711792,-47934.2959544,+0,-30506.5063885,+0,+0,+0,-26063.9590593,-56464.4725027,-56461.2431072,-60800.6915169,+0,+0,+0,-39092.9219829,+0,+0,+0
2010-08-16 09:57:00 UTC,+0,-61001.7997474,-43571.8771648,-47931.0023674,+0,-30504.4102157,+0,+0,+0,-26019.6893622,-56368.5714501,-56365.3489647,-60697.4286846,+0,+0,+0,-39026.5242012,+0,+0,+0
2010-08-16 09:57:30 UTC,+0,-61017.8775213,-43583.3609628,-47943.6352015,+0,-30512.4502644,+0,+0,+0,-26010.6203235,-56348.9252741,-56345.7042052,-60676.2743849,+0,+0,+0,-39012.9220297,+0,+0,+0
