# file...... Output/Qh/house_Qh_file_002.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_0_6B_tm_0_B_6_Meter_2_21:Qh,house_0_7B_tm_0_B_7_Meter_2_22:Qh,house_0_8B_tm_0_B_8_Meter_2_23:Qh,house_0_1C_tm_0_C_1_Meter_4_24:Qh,house_0_2C_tm_0_C_2_Meter_4_25:Qh,house_0_3C_tm_0_C_3_Meter_4_26:Qh,house_0_4C_tm_0_C_4_Meter_4_27:Qh,house_0_5C_tm_0_C_5_Meter_4_28:Qh,house_0_6C_tm_0_C_6_Meter_4_29:Qh,house_0_7C_tm_0_C_7_Meter_4_30:Qh,house_0_8C_tm_0_C_8_Meter_4_31:Qh,house_0_9C_tm_0_C_9_Meter_4_32:Qh,house_0_10C_tm_0_C_10_Meter_4_33:Qh,house_0_11C_tm_0_C_11_Meter_4_34:Qh,house_0_12C_tm_0_C_12_Meter_4_35:Qh,house_0_13C_tm_0_C_13_Meter_4_36:Qh,house_0_14C_tm_0_C_14_Meter_4_37:Qh,house_0_15C_tm_0_C_15_Meter_4_38:Qh,house_0_1C_tm_0_C_1_Meter_5_39:Qh,house_0_2C_tm_0_C_2_Meter_5_40:Qh
2010-08-16 00:05:00 UTC,-52148.9361749,+0,-34767.8009165,+0,-52281.8290737,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56639.1352861,+0,+0,+0,-39204.3603249,+0
2010-08-16 00:05:30 UTC,-52155.4985745,+0,-34772.1761469,+0,-52269.3809226,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56625.6496102,+0,+0,-17425.4701598,-39195.5708333,+0
2010-08-16 00:06:00 UTC,-52150.619491,+0,-34768.9232034,+0,-52282.4346185,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56639.7913017,+0,+0,-17429.8221235,-39206.142568,+0
2010-08-16 00:06:30 UTC,-52149.4198784,+0,-34768.1234074,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56650.6974771,+0,+0,-17433.1783896,-39212.0591038,+0
2010-08-16 00:07:00 UTC,-52145.9918517,+0,-34765.8379009,+0,+0,+0,-21793.3605521,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-17434.9112042,-39217.1628339,+0
2010-08-16 00:07:30 UTC,-52148.7885476,+0,+0,+0,+0,+0,-21794.872937,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:08:00 UTC,-52154.069034,+0,+0,+0,+0,+0,-21799.3932549,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:08:30 UTC,+0,+0,+0,+0,+0,+0,-21801.4977082,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:09:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:09:30 UTC,+0,+0,+0,+0,+0,-34893.4589042,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:10:00 UTC,+0,+0,+0,+0,+0,-34897.0635904,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:10:30 UTC,+0,+0,+0,+0,+0,-34902.2198795,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:11:00 UTC,+0,+0,+0,+0,+0,-34907.4137836,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:11:30 UTC,+0,+0,+0,+0,+0,-34905.9239466,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:12:00 UTC,+0,+0,+0,+0,+0,-34906.4623501,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:12:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:13:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:13:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:14:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:14:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:15:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:15:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-34913.7030047,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:16:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-34909.5700734,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:16:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-34905.1396048,+0,+0,-21816.3839357,-47991.6119243,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:17:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-34901.5266376,+0,+0,-21814.1257499,-47986.6444671,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:17:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-34904.048442,+0,+0,-21815.7019344,-47990.1116881,+0,+0,+0,+0,+0,+0,-30538.1571825
2010-08-16 00:18:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-34899.8991043,+0,+0,-21813.108505,-47984.4067767,+0,+0,-30535.9195316,+0,+0,+0,-30537.6750165
2010-08-16 00:18:30 UTC,+0,+0,+0,+0,+0,+0,+0,-21809.101448,-34893.2335464,+0,+0,-21808.9423813,-47975.2423223,+0,+0,-30530.0875869,+0,+0,+0,-30530.2473182
2010-08-16 00:19:00 UTC,+0,+0,+0,+0,+0,+0,+0,-21810.0447153,+0,+0,+0,+0,-47977.3172555,+0,+0,-30531.4080033,+0,+0,+0,-30529.3047557
2010-08-16 00:19:30 UTC,+0,+0,-34785.0720993,+0,+0,+0,+0,-21809.6712558,+0,+0,+0,+0,-47976.4957457,+0,+0,-30530.8852225,+0,+0,+0,-30529.4126818
2010-08-16 00:20:00 UTC,+0,+0,-34782.5676047,+0,+0,+0,+0,-21812.9169842,+0,+0,+0,+0,+0,+0,+0,-30535.6952727,+0,+0,+0,+0
2010-08-16 00:20:30 UTC,+0,+0,-34780.0277888,+0,+0,+0,+0,-21812.2317276,+0,+0,+0,+0,+0,+0,+0,-30534.7360114,+0,+0,-39253.0519297,+0
2010-08-16 00:21:00 UTC,+0,+0,-34781.1283724,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-39259.1220777,+0
2010-08-16 00:21:30 UTC,+0,+0,-34784.1517111,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-39262.0494601,+0
2010-08-16 00:22:00 UTC,+0,+0,-34786.2846039,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-39256.3059587,+0
2010-08-16 00:22:30 UTC,+0,+0,-34781.151498,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-39260.8135358,+0
2010-08-16 00:23:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-39264.5903887,+0
2010-08-16 00:23:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56715.7888507,+0,+0,+0,+0,+0
2010-08-16 00:24:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56713.329363,+0,+0,+0,+0,+0
2010-08-16 00:24:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56703.2789754,+0,+0,+0,+0,+0
2010-08-16 00:25:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56697.5626122,+0,+0,+0,+0,+0
2010-08-16 00:25:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56702.9087307,+0,+0,-17450.6559282,+0,+0
2010-08-16 00:26:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56696.7820973,+0,-21809.0352614,-17447.3142009,+0,+0
2010-08-16 00:26:30 UTC,-52157.4514578,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56684.9048875,+0,-21804.4664427,-17443.659128,+0,+0
2010-08-16 00:27:00 UTC,-52160.3801879,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21804.4169198,-17443.6195095,+0,+0
2010-08-16 00:27:30 UTC,-52159.6378864,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21806.894286,+0,+0,+0
2010-08-16 00:28:00 UTC,-52160.7344293,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:28:30 UTC,-52148.6621143,-39113.3883971,+0,+0,+0,-34896.2235909,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:29:00 UTC,-52146.1232247,-39111.4840994,+0,+0,+0,-34894.7910002,-21810.6802213,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:29:30 UTC,-52146.6411782,-39111.8725911,+0,+0,+0,-34896.2611829,-21811.599162,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:30:00 UTC,-52146.1957565,-39111.538502,+0,+0,+0,-34896.1464316,-21811.5274365,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:30:30 UTC,-52146.3477505,-39111.6525053,+0,-52363.6815879,+0,-34903.5966027,-21816.1841814,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:31:00 UTC,+0,-39113.6671168,+0,-52345.8807731,+0,-34897.9709452,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:31:30 UTC,+0,+0,+0,-52342.5435846,+0,-34895.746102,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:32:00 UTC,+0,+0,+0,-52324.4620894,-52323.0539475,+0,+0,+0,-34884.7195614,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:32:30 UTC,+0,+0,+0,-52332.3183695,-52330.9099524,+0,+0,+0,-34889.9574012,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:33:00 UTC,+0,+0,+0,-52329.0183376,-52327.610036,+0,+0,+0,-34887.7572456,-39249.103505,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:33:30 UTC,+0,+0,+0,-52329.3887477,-52327.9804332,+0,+0,+0,-34888.0042008,-39249.3813327,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:34:00 UTC,+0,+0,+0,+0,-52330.0950359,+0,+0,+0,-34889.4140714,-39250.9674547,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:34:30 UTC,+0,+0,+0,+0,-52326.8083191,+0,+0,+0,-34887.2227163,-39248.5021529,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:35:00 UTC,+0,+0,+0,+0,-52331.2302431,+0,+0,+0,+0,-39251.8189514,+0,-21807.0281889,+0,+0,+0,+0,+0,+0,+0,-30524.4137129
2010-08-16 00:35:30 UTC,+0,+0,+0,+0,-52336.5588599,+0,+0,+0,+0,-39255.8158424,+0,-21809.2487392,+0,+0,+0,+0,+0,+0,+0,-30529.8939665
2010-08-16 00:36:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21810.2319815,+0,+0,+0,+0,+0,+0,+0,-30528.3105392
2010-08-16 00:36:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56689.7143434,-21805.3299895,+0,+0,+0,+0,+0,+0,+0,-30522.4061955
2010-08-16 00:37:00 UTC,+0,+0,-34773.6861598,+0,+0,+0,+0,+0,+0,+0,-56689.1817887,-21805.1251419,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:37:30 UTC,+0,+0,-34772.8493815,+0,+0,+0,+0,+0,+0,+0,-56687.6542559,+0,+0,+0,+0,+0,+0,+0,-39240.0350802,+0
2010-08-16 00:38:00 UTC,+0,+0,-34765.8953294,+0,+0,+0,+0,+0,+0,+0,-56689.8530307,+0,-47967.4132914,+0,+0,+0,+0,+0,-39243.0543344,+0
2010-08-16 00:38:30 UTC,+0,+0,-34768.2652556,+0,+0,+0,+0,+0,+0,+0,-56696.2325857,+0,-47972.8112754,+0,+0,+0,+0,+0,-39248.2809566,+0
2010-08-16 00:39:00 UTC,+0,+0,-34770.383679,+0,+0,+0,+0,+0,+0,+0,-56690.4606616,+0,-47967.927431,+0,+0,+0,+0,+0,-39242.7150676,+0
2010-08-16 00:39:30 UTC,+0,+0,-34774.0400545,+0,+0,+0,+0,+0,+0,+0,-56679.4201741,+0,-47958.5856546,+0,+0,+0,+0,+0,-39232.7285656,+0
2010-08-16 00:40:00 UTC,+0,+0,-34778.5222134,+0,+0,+0,+0,+0,+0,+0,-56683.1405707,+0,-47961.7336237,+0,+0,+0,+0,+0,-39235.3033985,+0
2010-08-16 00:40:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56682.1376684,+0,-47960.8850299,+0,+0,+0,+0,+0,-39233.7989952,+0
2010-08-16 00:41:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47969.797967,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:41:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47972.4820093,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:42:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30525.3625502,+0,+0,+0,+0
2010-08-16 00:42:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30529.5581168,+0,+0,+0,+0
2010-08-16 00:43:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30531.1364169,+0,+0,+0,+0
2010-08-16 00:43:30 UTC,+0,+0,+0,+0,+0,+0,+0,-21810.4043409,+0,+0,+0,+0,+0,+0,+0,-30532.1779314,+0,+0,+0,+0
2010-08-16 00:44:00 UTC,+0,+0,+0,+0,+0,+0,+0,-21807.4110105,+0,+0,+0,+0,+0,+0,+0,-30527.9876971,-21809.6070908,+0,+0,+0
2010-08-16 00:44:30 UTC,+0,+0,+0,+0,+0,+0,+0,-21805.8838077,+0,+0,+0,+0,+0,+0,+0,-30525.8498315,-21806.1338958,+0,+0,+0
2010-08-16 00:45:00 UTC,+0,+0,+0,+0,+0,+0,+0,-21805.2904997,+0,+0,+0,+0,+0,+0,-56687.6972404,+0,-21805.54058,+0,+0,+0
2010-08-16 00:45:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56695.2661246,+0,-21808.4521106,+0,+0,+0
2010-08-16 00:46:00 UTC,+0,+0,+0,+0,+0,-34890.7693108,+0,+0,+0,+0,+0,+0,+0,+0,-56695.2712603,+0,-21808.4540861,-17446.8492584,+0,+0
2010-08-16 00:46:30 UTC,+0,+0,+0,+0,+0,-34888.9087026,+0,+0,+0,+0,+0,+0,+0,+0,-56692.2479096,+0,+0,-17445.9188575,+0,+0
2010-08-16 00:47:00 UTC,+0,+0,+0,+0,+0,-34892.1552931,+0,+0,+0,+0,+0,+0,+0,+0,-56697.523379,+0,+0,-17447.5423217,+0,+0
2010-08-16 00:47:30 UTC,+0,+0,+0,+0,+0,-34885.7542149,-21805.0317599,+0,+0,+0,+0,+0,+0,+0,-56687.1221005,+0,+0,-17444.3414495,+0,+0
2010-08-16 00:48:00 UTC,+0,+0,+0,+0,+0,-34882.2410127,-21802.8358257,+0,+0,+0,+0,+0,+0,+0,-56681.4134069,+0,+0,+0,+0,+0
2010-08-16 00:48:30 UTC,+0,+0,+0,+0,+0,-34881.7621502,-21802.5365117,+0,-34882.7901414,+0,+0,+0,+0,+0,-56680.6352908,+0,+0,+0,+0,+0
2010-08-16 00:49:00 UTC,+0,+0,+0,+0,+0,-34876.7496834,-21799.4034589,+0,-34877.7774831,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:49:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-34883.3528229,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:50:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-34891.5950736,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:50:30 UTC,-52151.5250354,+0,+0,+0,+0,+0,+0,+0,-34890.9611027,+0,+0,-21807.5220528,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:51:00 UTC,-52137.7536359,+0,+0,+0,+0,+0,+0,+0,-34889.236158,+0,+0,-21806.4439236,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:51:30 UTC,-52156.3707976,+0,+0,+0,+0,+0,+0,+0,-34890.6201658,+0,+0,-21807.3089596,+0,+0,+0,+0,+0,+0,+0,-30520.6600214
2010-08-16 00:52:00 UTC,-52162.0679405,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21807.0346975,+0,+0,+0,+0,+0,+0,+0,-30518.0634715
2010-08-16 00:52:30 UTC,-52163.2670046,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30520.1708903
2010-08-16 00:53:00 UTC,-52155.8383217,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30530.2545883
2010-08-16 00:53:30 UTC,-52151.6146774,+0,+0,+0,+0,+0,+0,+0,+0,-39259.1492929,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30526.6314322
2010-08-16 00:54:00 UTC,-52160.2374856,+0,+0,+0,+0,+0,+0,+0,+0,-39259.3841358,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:54:30 UTC,-52154.0244808,+0,-34771.1242417,+0,+0,+0,+0,+0,+0,-39254.4382612,+0,+0,+0,+0,+0,+0,+0,+0,-39246.4551476,+0
2010-08-16 00:55:00 UTC,+0,+0,-34781.1100521,+0,+0,+0,+0,+0,+0,-39244.7332137,+0,+0,+0,+0,+0,+0,+0,+0,-39235.4026498,+0
2010-08-16 00:55:30 UTC,+0,+0,-34776.1757731,-52318.3760325,+0,+0,+0,+0,+0,-39241.1212004,+0,+0,+0,+0,+0,+0,+0,+0,-39232.2090522,+0
2010-08-16 00:56:00 UTC,+0,+0,-34774.4945692,-52319.7562297,+0,+0,+0,+0,+0,-39242.1564229,+0,+0,+0,+0,+0,+0,+0,+0,-39234.5951483,+0
2010-08-16 00:56:30 UTC,+0,-39112.5077943,-34766.7663475,-52333.2677828,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-39244.1767346,+0
2010-08-16 00:57:00 UTC,+0,-39105.0324944,-34760.1216664,-52331.3518258,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-39242.7401538,+0
2010-08-16 00:57:30 UTC,+0,-39101.1587371,-34756.6783422,-52328.9307597,+0,+0,+0,+0,+0,+0,+0,+0,-47967.6326951,+0,+0,+0,+0,+0,-39243.36786,+0
2010-08-16 00:58:00 UTC,+0,-39104.1498181,+0,-52332.797664,+0,+0,+0,+0,+0,+0,+0,+0,-47971.1773077,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:58:30 UTC,+0,-39107.2812216,+0,-52324.2376602,+0,+0,+0,+0,+0,+0,+0,+0,-47963.3307474,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:59:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47974.5195431,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:59:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47975.4574945,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:00:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47976.6785498,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:00:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47971.8947114,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:01:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56683.6072104,+0,+0,+0,+0,+0,-21803.3899238,+0,+0,+0
2010-08-16 01:01:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56684.9929803,+0,+0,-30524.9699559,+0,+0,-21803.9229747,+0,+0,+0
2010-08-16 01:02:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56687.3179308,+0,+0,-30526.2219756,+0,+0,-21804.8172913,+0,+0,+0
2010-08-16 01:02:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56690.949643,+0,+0,-30528.1777055,+0,+0,-21806.2142676,+0,+0,+0
2010-08-16 01:03:00 UTC,+0,+0,+0,+0,+0,-34890.3479365,+0,+0,+0,+0,-56696.0877673,+0,+0,-30530.9446603,+0,+0,+0,+0,+0,+0
2010-08-16 01:03:30 UTC,+0,+0,+0,+0,+0,-34887.3421779,+0,+0,+0,+0,-56691.2034982,+0,+0,-30528.3144103,+0,-30526.0990306,+0,+0,+0,+0
2010-08-16 01:04:00 UTC,+0,+0,+0,+0,-52322.255055,-34883.1588707,+0,+0,+0,+0,-56684.4057473,+0,+0,-30524.6537224,+0,-30522.4386961,+0,+0,+0,+0
2010-08-16 01:04:30 UTC,+0,+0,+0,+0,-52318.8778699,-34880.9072836,+0,+0,+0,+0,-56680.7469847,+0,+0,+0,+0,-30520.4685894,+0,+0,+0,+0
2010-08-16 01:05:00 UTC,+0,+0,+0,+0,-52319.6418126,-34881.4166082,-21802.3718024,+0,+0,+0,-56681.5746222,-21802.1990384,+0,+0,+0,-30520.9142412,+0,-17442.1724204,+0,+0
2010-08-16 01:05:30 UTC,+0,+0,+0,+0,-52329.0667654,-34887.7002738,-21806.2994389,+0,+0,+0,+0,-21806.1266208,+0,+0,+0,-30526.4123594,+0,-17445.3145802,+0,+0
2010-08-16 01:06:00 UTC,+0,+0,+0,+0,-52320.5215895,+0,-21802.7384296,+0,-34883.1199077,+0,+0,-21802.5656605,+0,+0,+0,-30521.4274658,+0,-17442.4657269,+0,+0
2010-08-16 01:06:30 UTC,+0,+0,+0,+0,-52325.8285473,+0,-21804.9499846,-21804.9362027,-34886.6582374,+0,+0,-21804.777185,+0,+0,+0,+0,+0,-17444.2349994,+0,+0
2010-08-16 01:07:00 UTC,+0,+0,+0,+0,-52331.7106371,+0,+0,-21807.3874261,-34890.5800272,+0,+0,-21807.2283795,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:07:30 UTC,+0,+0,+0,+0,-52331.4718588,+0,+0,-21807.2879207,-34890.4208255,+0,+0,+0,+0,+0,-56692.8898523,+0,+0,+0,+0,+0
2010-08-16 01:08:00 UTC,+0,+0,+0,+0,+0,+0,+0,-21811.124004,-34896.5582966,+0,+0,+0,+0,+0,-56702.8623574,+0,+0,+0,+0,+0
2010-08-16 01:08:30 UTC,+0,+0,+0,+0,+0,+0,+0,-21809.1936536,-34893.4698679,+0,+0,+0,+0,+0,-56697.8441062,+0,+0,+0,+0,+0
2010-08-16 01:09:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56698.9403609,+0,+0,+0,+0,+0
