# file...... Output/Qh/house_Qh_file_027.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_2_7A_tm_2_A_7_Meter_49_521:Qh,house_2_8A_tm_2_A_8_Meter_49_522:Qh,house_2_9A_tm_2_A_9_Meter_49_523:Qh,house_2_10A_tm_2_A_10_Meter_49_524:Qh,house_2_11A_tm_2_A_11_Meter_49_525:Qh,house_2_12A_tm_2_A_12_Meter_49_526:Qh,house_2_13A_tm_2_A_13_Meter_49_527:Qh,house_2_14A_tm_2_A_14_Meter_49_528:Qh,house_2_15A_tm_2_A_15_Meter_49_529:Qh,house_2_1B_tm_2_B_1_Meter_49_530:Qh,house_2_2B_tm_2_B_2_Meter_49_531:Qh,house_2_3B_tm_2_B_3_Meter_49_532:Qh,house_2_4B_tm_2_B_4_Meter_49_533:Qh,house_2_5B_tm_2_B_5_Meter_49_534:Qh,house_2_6B_tm_2_B_6_Meter_49_535:Qh,house_2_7B_tm_2_B_7_Meter_49_536:Qh,house_2_8B_tm_2_B_8_Meter_49_537:Qh,house_2_9B_tm_2_B_9_Meter_49_538:Qh,house_2_10B_tm_2_B_10_Meter_49_539:Qh,house_2_11B_tm_2_B_11_Meter_49_540:Qh
2010-08-16 00:05:00 UTC,+0,+0,-30218.6206555,+0,+0,-30219.9986093,+0,+0,+0,+0,-52059.9608659,+0,+0,+0,+0,+0,+0,+0,-47719.1009263,+0
2010-08-16 00:05:30 UTC,+0,+0,-30248.823923,+0,+0,-30250.2036623,+0,+0,+0,+0,-52070.2571546,+0,+0,+0,+0,+0,+0,+0,-47728.5383758,+0
2010-08-16 00:06:00 UTC,+0,+0,+0,+0,+0,-30264.6252268,+0,-43238.6903822,+0,+0,-52042.1621343,+0,-65048.3113375,+0,+0,+0,+0,+0,-47702.7868317,+0
2010-08-16 00:06:30 UTC,+0,+0,+0,-25956.659004,+0,-30283.809793,+0,-43259.1240875,+0,+0,-52032.9945952,+0,-65036.8529593,+0,+0,+0,+0,+0,-47694.3839803,+0
2010-08-16 00:07:00 UTC,+0,+0,+0,-25975.0592172,+0,-30305.2777266,+0,-43289.7893319,+0,+0,-52038.6657285,+0,-65043.941229,+0,-43369.6795478,+0,+0,+0,-47699.5820699,+0
2010-08-16 00:07:30 UTC,+0,+0,+0,-25997.0958541,+0,-30330.9883553,+0,-43326.5149313,+0,+0,-52033.2589195,+0,-65037.1833346,+0,-43365.173379,+0,+0,+0,-47694.6262567,-30356.1073254
2010-08-16 00:08:00 UTC,+0,-30338.3134627,+0,-26004.1927276,+0,-30339.4253738,+0,-43338.3423685,+0,+0,-52051.901677,+0,-65060.484655,+0,-43380.7107154,+0,+0,+0,-47711.7139746,-30366.9837388
2010-08-16 00:08:30 UTC,+0,-30351.7621242,+0,+0,+0,+0,+0,-43357.5534063,+0,+0,-52055.8474961,+0,-65065.4164788,+0,-43383.999259,+0,+0,+0,-47715.330663,-30369.2857782
2010-08-16 00:09:00 UTC,+0,-30352.4898434,+0,+0,+0,+0,+0,-43358.9483823,-43360.706397,+0,+0,+0,-65078.6927975,+0,-43392.8519171,+0,+0,+0,+0,-30375.4827972
2010-08-16 00:09:30 UTC,+0,-30354.2288889,+0,+0,+0,+0,+0,-43361.4326013,-43363.1907424,+0,+0,+0,+0,+0,-43415.1084796,+0,+0,+0,+0,-30391.062789
2010-08-16 00:10:00 UTC,+0,-30368.44389,+0,+0,-21692.0912071,+0,+0,-43381.7386693,-43383.4978429,+0,+0,+0,+0,-17363.0181,-43403.9083194,+0,+0,+0,+0,-30383.2224766
2010-08-16 00:10:30 UTC,+0,-30374.1134302,+0,+0,-21696.1409256,+0,+0,+0,-43391.5971685,+0,+0,+0,+0,-17362.721315,-43403.1664418,-52080.9807011,+0,+0,+0,+0
2010-08-16 00:11:00 UTC,+0,+0,+0,+0,-21694.2948651,+0,+0,+0,-43387.9050984,+0,+0,+0,+0,-17361.074011,+0,-52076.039673,+0,+0,+0,+0
2010-08-16 00:11:30 UTC,+0,+0,+0,+0,-21700.0963726,+0,+0,+0,+0,+0,+0,+0,+0,-17359.7264979,+0,-52071.997856,+0,+0,+0,+0
2010-08-16 00:12:00 UTC,+0,+0,+0,+0,-21702.7276471,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52068.4282684,+0,+0,+0,+0
2010-08-16 00:12:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52071.0870853,+0,+0,+0,+0
2010-08-16 00:13:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52037.5906163,+0,+0,+0,+0
2010-08-16 00:13:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52022.0188633,+0,+0,+0,+0
2010-08-16 00:14:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52033.484219,+0,+0,+0,+0
2010-08-16 00:14:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52013.5208776,+0,+0,+0,+0
2010-08-16 00:15:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:15:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34692.6467097,+0,+0
2010-08-16 00:16:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34695.6522456,+0,+0
2010-08-16 00:16:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34700.441819,+0,+0
2010-08-16 00:17:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34701.2851521,+0,+0
2010-08-16 00:17:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34712.2869531,+0,+0
2010-08-16 00:18:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:18:30 UTC,+0,+0,-30397.9510084,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:19:00 UTC,+0,+0,-30389.7491884,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56426.0963219,+0,+0,+0
2010-08-16 00:19:30 UTC,+0,+0,-30390.7006548,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56442.8811204,+0,+0,+0
2010-08-16 00:20:00 UTC,+0,+0,-30395.1372934,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56425.2568323,+0,+0,+0
2010-08-16 00:20:30 UTC,+0,+0,-30395.1992748,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-17365.644626,+0,+0,-56423.6917245,+0,+0,+0
2010-08-16 00:21:00 UTC,+0,+0,-30386.0316346,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-17367.8062223,+0,+0,-56435.2811868,+0,+0,+0
2010-08-16 00:21:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-17374.7614613,+0,+0,-56457.8807883,+0,+0,+0
2010-08-16 00:22:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-17382.6162652,+0,+0,+0,+0,+0,+0
2010-08-16 00:22:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:23:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65062.0400282,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:23:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65102.0400563,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:24:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65067.9282491,+0,+0,+0,+0,+0,-47717.3150836,+0
2010-08-16 00:24:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65073.992806,+0,+0,+0,+0,+0,-47721.7624737,-30372.9479371
2010-08-16 00:25:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65034.7647909,+0,+0,+0,+0,+0,-47692.9949502,-30354.637795
2010-08-16 00:25:30 UTC,+0,+0,+0,-26050.9711639,+0,+0,+0,+0,+0,+0,+0,+0,-65035.8760165,+0,+0,+0,+0,+0,-47693.8098579,-30355.156473
2010-08-16 00:26:00 UTC,+0,+0,+0,-26064.7531608,+0,+0,+0,+0,+0,+0,+0,+0,-64979.1183669,+0,+0,+0,+0,+0,-47652.1871304,-30328.6641655
2010-08-16 00:26:30 UTC,+0,-30400.9559013,+0,-26058.0828323,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47706.1552758,-30363.0141656
2010-08-16 00:27:00 UTC,+0,-30379.0617332,+0,-26039.3163342,-21699.8198315,+0,+0,+0,+0,+0,-52051.7145216,+0,+0,+0,-43380.9194021,+0,+0,+0,-47712.2204228,-30366.8745501
2010-08-16 00:27:30 UTC,+0,-30380.430673,+0,+0,-21700.7976701,+0,+0,+0,-43406.3386544,+0,-52044.7742918,+0,+0,+0,-43375.1351448,+0,+0,+0,-47705.8589133,+0
2010-08-16 00:28:00 UTC,+0,-30376.5162859,+0,+0,-21698.0016095,+0,+0,-43393.2700522,-43395.2775025,+0,-52041.1999711,+0,+0,+0,-43372.1561668,+0,+0,+0,-47702.5826421,+0
2010-08-16 00:28:30 UTC,+0,-30371.6818062,+0,+0,-21694.5483236,+0,+0,-43386.3640187,-43388.3710386,+0,-52020.657373,+0,+0,+0,-43355.0351667,+0,+0,+0,+0,+0
2010-08-16 00:29:00 UTC,+0,-30380.8944607,+0,+0,-21701.1289553,+0,+0,-43399.5242561,-43401.5320961,+0,-52005.6198133,+0,+0,+0,-43342.5022795,+0,+0,+0,+0,+0
2010-08-16 00:29:30 UTC,+0,+0,+0,+0,+0,+0,+0,-43403.8236561,-43405.8317639,+0,-52013.2763853,+0,+0,+0,-43348.8835645,+0,+0,+0,+0,+0
2010-08-16 00:30:00 UTC,+0,+0,+0,+0,+0,+0,+0,-43389.947902,+0,+0,-52010.3307367,+0,+0,+0,-43346.4285463,+0,+0,+0,+0,+0
2010-08-16 00:30:30 UTC,+0,+0,+0,+0,+0,+0,+0,-43364.9629261,+0,+0,-52017.7621465,+0,+0,+0,-43352.6221723,+0,+0,+0,+0,+0
2010-08-16 00:31:00 UTC,+0,+0,+0,+0,+0,+0,+0,-43386.2663315,+0,+0,-52033.8332754,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:31:30 UTC,+0,+0,+0,+0,+0,+0,+0,-43392.0077085,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:32:00 UTC,+0,+0,+0,+0,+0,-30385.456756,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34708.6441521,+0,+0
2010-08-16 00:32:30 UTC,+0,+0,+0,+0,+0,-30352.4679412,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34739.8735929,+0,+0
2010-08-16 00:33:00 UTC,+0,+0,+0,+0,+0,-30362.1418576,+0,+0,+0,+0,+0,+0,+0,-17362.5204882,+0,+0,+0,-34723.6626522,+0,+0
2010-08-16 00:33:30 UTC,+0,+0,+0,+0,+0,-30365.5880375,+0,+0,+0,+0,+0,+0,+0,-17372.0196189,+0,+0,+0,-34742.6599813,+0,+0
2010-08-16 00:34:00 UTC,+0,+0,+0,+0,+0,-30384.6478735,+0,+0,+0,+0,+0,+0,+0,-17371.0291539,+0,+0,+0,-34740.6791485,+0,+0
2010-08-16 00:34:30 UTC,+0,+0,+0,+0,+0,-30371.6888265,+0,+0,+0,+0,+0,+0,+0,-17370.9674473,+0,+0,+0,+0,+0,+0
2010-08-16 00:35:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:35:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:36:00 UTC,+0,+0,-30381.2619567,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:36:30 UTC,+0,+0,-30377.0205307,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:37:00 UTC,+0,+0,-30381.657941,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:37:30 UTC,+0,+0,-30386.3819782,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:38:00 UTC,+0,+0,-30396.5339833,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:38:30 UTC,+0,+0,-30392.3651884,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:39:00 UTC,+0,+0,-30388.030772,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:39:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:40:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65060.5145814,+0,+0,+0,+0,+0,+0,-30366.6568159
2010-08-16 00:40:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65066.672709,+0,+0,+0,+0,+0,+0,-30369.531195
2010-08-16 00:41:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65070.842057,+0,+0,+0,+0,+0,+0,-30371.4772878
2010-08-16 00:41:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65078.8461114,+0,+0,+0,+0,+0,+0,-30375.2132753
2010-08-16 00:42:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65113.7072869,+0,+0,+0,+0,+0,+0,-30391.4851423
2010-08-16 00:42:30 UTC,+0,+0,+0,+0,-21692.0049074,+0,+0,+0,+0,+0,+0,+0,-65090.4649015,+0,+0,+0,+0,+0,+0,-30380.6364835
2010-08-16 00:43:00 UTC,+0,+0,+0,+0,-21683.6910183,+0,+0,+0,+0,+0,+0,+0,-65118.413898,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:43:30 UTC,+0,+0,+0,+0,-21703.0253807,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56404.5658315,+0,+0,+0
2010-08-16 00:44:00 UTC,+0,-30393.4174105,+0,+0,-21710.0741427,+0,+0,+0,-43424.8939788,+0,+0,+0,+0,+0,+0,+0,-56400.8807377,+0,+0,+0
2010-08-16 00:44:30 UTC,+0,-30372.0312918,+0,-26033.2902197,-21694.7979623,+0,+0,+0,-43388.8703083,+0,+0,+0,+0,+0,+0,+0,-56421.9455112,+0,-47739.7853737,+0
2010-08-16 00:45:00 UTC,+0,-30363.6108715,+0,-26026.0726904,+0,+0,+0,+0,-43376.8410245,+0,+0,+0,+0,-17359.6507706,+0,+0,-56408.7817452,+0,-47728.6475177,+0
2010-08-16 00:45:30 UTC,+0,-30357.8590976,+0,-26021.1425806,+0,+0,+0,+0,-43368.6241281,+0,+0,+0,+0,-17359.8731626,+0,+0,-56409.504361,+0,-47729.2589225,+0
2010-08-16 00:46:00 UTC,+0,-30365.2258513,+0,-26027.4569639,+0,+0,+0,+0,-43379.14816,+0,+0,+0,+0,-17358.1220929,+0,+0,-56403.8146251,+0,-47724.4448398,+0
2010-08-16 00:46:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65046.0030346,+0,+0,+0,-17350.6611296,+0,+0,-56379.5717797,+0,-47703.9329808,+0
2010-08-16 00:47:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65041.3458995,+0,+0,+0,+0,-43370.2783995,+0,+0,+0,-47700.5174792,+0
2010-08-16 00:47:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65043.0536599,+0,+0,+0,+0,-43371.4172066,+0,+0,+0,-47701.7699357,+0
2010-08-16 00:48:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-64999.3178512,+0,+0,+0,+0,-43342.252321,+0,+0,+0,-47669.6944804,+0
2010-08-16 00:48:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65013.0303325,+0,+0,+0,+0,-43351.3963831,+0,+0,+0,-47679.7510929,+0
2010-08-16 00:49:00 UTC,+0,+0,+0,+0,+0,+0,+0,-43347.4599087,+0,-65072.3814024,+0,+0,+0,+0,-43390.9741841,+0,+0,-34714.0179525,+0,+0
2010-08-16 00:49:30 UTC,+0,+0,+0,+0,+0,+0,+0,-43344.9570428,+0,-65003.3288551,+0,+0,+0,+0,-43344.9270278,+0,+0,-34677.1784352,+0,+0
2010-08-16 00:50:00 UTC,+0,+0,+0,+0,+0,+0,+0,-43318.185238,+0,+0,+0,+0,+0,+0,-43331.7957937,-52004.9975484,+0,-34666.6729367,+0,+0
2010-08-16 00:50:30 UTC,+0,+0,+0,+0,+0,+0,+0,-43320.595244,+0,+0,-51980.0012852,+0,+0,+0,-43321.1508015,-51982.1318911,+0,-34658.1565284,+0,+0
2010-08-16 00:51:00 UTC,+0,+0,+0,+0,+0,+0,+0,-43358.7906652,+0,+0,-51921.4372791,+0,+0,+0,+0,-51923.5652169,+0,-34619.1070096,+0,+0
2010-08-16 00:51:30 UTC,+0,+0,+0,+0,+0,+0,+0,-43326.0581207,+0,+0,-51981.1070315,+0,+0,+0,+0,-51983.2376878,+0,+0,+0,+0
2010-08-16 00:52:00 UTC,+0,+0,+0,+0,+0,+0,+0,-43316.3431354,+0,+0,-52018.1223827,+0,+0,+0,+0,-52020.2547256,+0,+0,+0,+0
2010-08-16 00:52:30 UTC,+0,+0,+0,+0,+0,+0,+0,-43316.4063478,+0,+0,-52033.9868893,+0,+0,+0,+0,-52036.119955,+0,+0,+0,+0
2010-08-16 00:53:00 UTC,+0,+0,+0,+0,+0,+0,+0,-43316.8507497,+0,+0,-52011.2960187,+0,+0,+0,+0,-52013.4280504,+0,+0,+0,+0
2010-08-16 00:53:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52012.5062917,+0,+0,+0,+0,-52014.6383786,+0,+0,+0,+0
2010-08-16 00:54:00 UTC,+0,+0,-30354.3596978,+0,+0,+0,+0,+0,+0,+0,-52067.4400376,+0,+0,+0,+0,-52069.5746277,+0,+0,+0,+0
2010-08-16 00:54:30 UTC,+0,+0,-30372.8786156,+0,+0,+0,+0,+0,+0,+0,-52044.1817436,+0,+0,+0,+0,-52046.3152738,+0,+0,+0,-30362.479835
2010-08-16 00:55:00 UTC,+0,+0,-30396.7063753,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30399.9930218
2010-08-16 00:55:30 UTC,+0,+0,-30397.3815033,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30393.013066
2010-08-16 00:56:00 UTC,+0,+0,-30378.198687,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30393.3776915
2010-08-16 00:56:30 UTC,+0,+0,-30385.9580584,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65049.8101946,+0,+0,+0,+0,+0,+0,-30361.6604162
2010-08-16 00:57:00 UTC,+0,+0,+0,+0,-21719.6653384,+0,+0,+0,+0,+0,+0,+0,-64995.9768821,-17336.3360667,+0,+0,+0,+0,+0,-30336.5330778
2010-08-16 00:57:30 UTC,+0,+0,+0,+0,-21730.1709024,-30422.6679297,+0,+0,+0,+0,+0,+0,-64967.9940959,-17328.8718026,+0,+0,+0,+0,+0,+0
2010-08-16 00:58:00 UTC,+0,+0,+0,+0,-21731.9718339,-30425.1892874,+0,+0,+0,+0,+0,+0,-64979.5928199,-17331.9657025,+0,+0,+0,+0,+0,+0
2010-08-16 00:58:30 UTC,+0,+0,+0,+0,-21726.1751568,-30417.0737671,+0,+0,+0,+0,+0,+0,-65002.3790245,-17338.0438052,+0,+0,+0,+0,+0,+0
2010-08-16 00:59:00 UTC,+0,+0,+0,+0,+0,-30400.0139903,+0,+0,+0,+0,+0,+0,-65040.4824833,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:59:30 UTC,+0,+0,+0,+0,+0,-30394.9110435,+0,+0,-43419.9638496,+0,+0,+0,-65053.4156342,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:00:00 UTC,+0,+0,+0,+0,+0,-30372.9290803,+0,+0,-43388.5622038,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:00:30 UTC,+0,-30374.4900353,+0,+0,+0,+0,+0,+0,-43392.3828318,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:01:00 UTC,+0,-30388.3293775,+0,+0,+0,+0,+0,+0,-43412.1535047,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:01:30 UTC,+0,-30378.0022585,+0,+0,+0,+0,+0,+0,-43397.4003402,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:02:00 UTC,+0,-30362.9419456,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:02:30 UTC,+0,-30370.900855,+0,-26032.3212704,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:03:00 UTC,+0,+0,+0,-26042.6953591,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:03:30 UTC,+0,+0,+0,-26048.170962,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:04:00 UTC,+0,+0,+0,-26040.7831618,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:04:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:05:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47659.1256335,+0
2010-08-16 01:05:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56320.2737241,+0,-47653.6103564,+0
2010-08-16 01:06:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56347.9476473,+0,-47677.0250981,+0
2010-08-16 01:06:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56398.0895019,-34711.2327082,-47719.4498248,+0
2010-08-16 01:07:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43378.7596635,+0,-56386.7377197,-34704.2458606,-47709.8451489,+0
2010-08-16 01:07:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43394.8464067,+0,-56407.6481043,-34717.1158812,-47727.537302,+0
2010-08-16 01:08:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43355.1551839,+0,-56356.0553894,-34685.3613583,-47683.8850105,+0
2010-08-16 01:08:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43358.8609866,+0,+0,-34688.3261446,-47687.9606421,+0
2010-08-16 01:09:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43364.8160401,+0,+0,+0,-47694.5099921,+0
2010-08-16 01:09:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-17357.4075616,-43390.1766365,+0,+0,+0,-47722.4015023,-30373.4456288
