# file...... Output/Qh/house_Qh_file_050.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_13A_tm_3_A_13_Meter_82_981:Qh,house_3_14A_tm_3_A_14_Meter_82_982:Qh,house_3_15A_tm_3_A_15_Meter_82_983:Qh,house_3_1C_tm_3_C_1_Meter_83_984:Qh,house_3_2C_tm_3_C_2_Meter_83_985:Qh,house_3_3C_tm_3_C_3_Meter_83_986:Qh,house_3_4C_tm_3_C_4_Meter_83_987:Qh,house_3_5C_tm_3_C_5_Meter_83_988:Qh,house_3_6C_tm_3_C_6_Meter_83_989:Qh,house_3_7C_tm_3_C_7_Meter_83_990:Qh,house_3_8C_tm_3_C_8_Meter_83_991:Qh,house_3_1C_tm_3_C_1_Meter_84_992:Qh,house_3_2C_tm_3_C_2_Meter_84_993:Qh,house_3_3C_tm_3_C_3_Meter_84_994:Qh,house_3_4C_tm_3_C_4_Meter_84_995:Qh,house_3_5C_tm_3_C_5_Meter_84_996:Qh,house_3_6C_tm_3_C_6_Meter_84_997:Qh,house_3_7C_tm_3_C_7_Meter_84_998:Qh,house_3_8C_tm_3_C_8_Meter_84_999:Qh,house_3_1C_tm_3_C_1_Meter_85_1000:Qh
2010-08-16 10:19:00 UTC,-56616.6463579,-17424.2103492,-56622.2864148,+0,-26070.972241,-21726.1649944,-43447.7109276,-43448.6278061,+0,+0,-26069.4716404,+0,-26036.6638022,-30375.2201586,-56409.0857498,-30377.4577974,-39053.4376071,+0,+0,-26018.7217876
2010-08-16 10:19:30 UTC,-56503.3864948,-17389.3516157,-56509.0112626,+0,-26053.5483839,-21711.6447971,-43418.6742921,+0,+0,+0,-26052.0490571,+0,-26015.2714827,-30350.2632091,-56362.7392331,-30352.4984857,-39021.3507157,-39022.5359608,-47687.3085239,-26000.8129176
2010-08-16 10:20:00 UTC,-56544.9694244,-17402.1498687,-56550.5998076,+0,-26052.2574906,-21710.5690292,+0,+0,+0,-17368.3525602,-26050.7582583,+0,-26016.5650855,-30351.7723667,-56365.5418275,-30354.0077859,-39023.2910241,-39024.4763491,-47689.6796682,+0
2010-08-16 10:20:30 UTC,-56674.0809942,-17441.8873822,-56679.7287979,-60854.8414886,-26083.8212665,-21736.8727488,+0,+0,+0,-17389.3954067,+0,+0,+0,-30395.1647843,-56446.1240875,-30397.4043107,-39079.080206,-39080.267834,-47757.8565453,+0
2010-08-16 10:21:00 UTC,-56628.4063358,+0,-56634.0479797,-60764.0296972,-26044.896295,-21704.4345658,+0,+0,+0,-17363.4450196,+0,+0,+0,-30344.3330832,-56351.7266425,-30346.5677982,-39013.7264145,-39014.9113446,-47677.9912874,+0
2010-08-16 10:21:30 UTC,-56581.3183573,+0,-56586.9536479,-60845.8060369,-26079.9483693,-21733.6452642,+0,+0,+0,-17386.8134348,+0,+0,+0,-30385.1829094,-56427.5871615,-30387.421491,-39066.2466127,-39067.4337109,-47742.1733201,+0
2010-08-16 10:22:00 UTC,-56567.1567842,+0,-56572.7901623,-60786.6333202,-26054.5849638,-21712.5086324,+0,+0,+0,-17369.9042333,+0,+0,+0,-30358.5772004,-56378.1788021,-30360.8132638,-39032.0399282,-39033.2256145,-47700.3712205,+0
2010-08-16 10:22:30 UTC,-56580.3975759,+0,-56586.0327418,-60678.2904213,-26008.1455717,+0,+0,+0,-30341.0055908,-17338.9441537,+0,+0,+0,-30305.3083052,-56279.2553466,+0,-38963.5526632,-38964.7355205,-47616.6767228,+0
2010-08-16 10:23:00 UTC,-56645.1818135,-17432.9928924,-56650.8257189,-60766.6278172,-26046.009936,+0,+0,+0,-30385.1773896,+0,+0,+0,+0,+0,-56361.793126,+0,-39020.6957012,-39021.8809191,-47686.5080675,+0
2010-08-16 10:23:30 UTC,-56612.4179844,-17422.908955,+0,-60779.4096697,-26051.4886657,+0,+0,+0,-30391.5687645,+0,-26049.9894897,+0,+0,+0,-56379.1423962,+0,-39032.7070494,-39033.8927633,-47701.1864721,-26010.2120955
2010-08-16 10:24:00 UTC,-56662.9962393,-17438.4757556,+0,-60730.8679433,-26030.6820572,+0,-43380.5678526,-43381.4831912,-30367.2961972,+0,-26029.1844031,-60651.6429651,+0,+0,-56324.1908134,+0,-38994.6626482,-38995.8467908,-47654.6945136,-25982.4754511
2010-08-16 10:24:30 UTC,-56709.467826,-17452.7786181,+0,-60752.3558398,+0,+0,-43395.9169185,-43396.8326092,-30378.0408997,+0,-26038.3941609,-60667.7507794,-26004.3831703,+0,-56339.1496766,+0,-39005.0190558,-39006.2036262,-47667.3505065,-25989.7681875
2010-08-16 10:25:00 UTC,-56672.2681153,-17441.3294207,+0,-60758.7358457,+0,+0,-43400.4742344,-43401.3900296,-30381.2311268,+0,-26041.128645,-60672.7047647,-26006.506696,+0,-56343.7503004,+0,+0,-39009.3888886,-47671.2428783,-25988.6472202
2010-08-16 10:25:30 UTC,-56679.7546596,-17443.6336034,+0,-60663.8895984,+0,-21668.6642873,-43332.7244059,-43333.6386474,-30333.8046737,-17334.8289726,-26000.4773432,-60578.0140781,-25965.9175382,+0,-56255.8137852,+0,+0,-38948.505651,+0,-25943.9097198
2010-08-16 10:26:00 UTC,+0,-17444.4325428,+0,-60748.5357528,+0,-21698.9000923,-43393.1881839,-43394.1038119,-30376.1307221,-17359.017468,-26036.7568635,-60665.4953401,-26003.4163764,+0,+0,-30338.6666378,+0,-39004.7534472,+0,-25980.9646189
2010-08-16 10:26:30 UTC,+0,+0,+0,+0,+0,-21696.5494339,-43388.487476,-43389.4029962,-30372.8401174,-17357.1369528,-26033.9363413,-60659.753383,-26000.9550867,+0,+0,-30335.7949483,+0,-39001.061543,+0,-25980.4943801
2010-08-16 10:27:00 UTC,+0,+0,+0,+0,+0,-21681.6626724,-43358.7178088,-43359.6326463,-30352.0006592,-17345.2276168,-26016.0739238,-60618.1658837,-25983.1286078,+0,+0,-30314.9960503,+0,-38974.3220439,+0,-25962.6901237
2010-08-16 10:27:30 UTC,+0,+0,+0,+0,+0,-21688.173024,-43371.7368255,-43372.6519616,-30361.1142732,-17350.4358661,-26023.8856037,-60625.5374785,-25986.2884416,-30316.4506862,+0,-30318.6827606,+0,-38979.0617557,+0,-25963.8220433
2010-08-16 10:28:00 UTC,+0,+0,+0,+0,-26009.9824327,-21675.3390463,-43346.0721943,-43346.9867419,-30343.1484355,-17340.1687469,+0,-60592.6903192,-25972.2085086,-30300.0245955,+0,-30302.2551139,+0,-38957.9420292,+0,-25950.9187886
2010-08-16 10:28:30 UTC,+0,-17428.0323035,-56634.7060413,+0,-26021.2355718,-21684.7168667,-43364.8254059,-43365.7403835,-30356.276119,-17347.6709572,+0,-60627.6032765,-25987.1739459,-30317.4837432,+0,-30319.7159154,+0,-38980.3900012,+0,-25969.1752728
2010-08-16 10:29:00 UTC,+0,-17420.2761803,-56609.5021401,+0,-26018.2224859,-21682.205907,-43359.8041371,-43360.7189996,-30352.7611143,+0,+0,-60625.0472278,-25986.0782956,-30316.2055233,+0,-30318.4375743,+0,-38978.7465392,+0,-25970.2322509
2010-08-16 10:29:30 UTC,+0,-17414.9856609,-56592.3103402,+0,-26031.6934935,-21693.4319914,-43382.2533979,-43383.1687753,+0,+0,+0,-60655.0582533,-25998.9425201,-30331.2133303,+0,-30333.4468029,+0,-38998.0427178,+0,+0
2010-08-16 10:30:00 UTC,+0,-17436.7444373,-56663.0165466,+0,-26060.5605165,-21717.4883682,-43430.3599217,-43431.2764023,+0,+0,+0,-60710.5319114,-26022.7212995,-30358.9543986,+0,-30361.1904977,-39032.524888,-39033.7105943,-47700.963863,+0
2010-08-16 10:30:30 UTC,+0,-17452.9848407,-56715.7905313,-60653.4911916,-25997.5157922,-21664.9499526,-43325.2966977,-43326.2107691,+0,+0,+0,-60565.9082577,-25960.7283798,-30286.6315175,+0,-30288.8607674,-38939.5401119,-38940.7219769,-47587.332313,+0
2010-08-16 10:31:00 UTC,-56602.3495546,-17419.8101284,-56607.9876824,-60654.2974016,-25997.8613599,-21665.2379319,-43325.872583,+0,+0,-17332.087905,-25996.3661073,-60561.6892999,-25958.9199226,-30284.521715,-56240.653433,-30286.7507643,-38936.8275608,-38938.0093134,-47584.0174562,+0
2010-08-16 10:31:30 UTC,-56535.5383419,+0,-56541.1674517,-60625.6522098,-25985.5830725,-21655.0058026,-43305.4109743,+0,+0,-17323.9022518,-25984.0887181,-60529.5764521,-25945.1547526,-30268.4628363,-56210.8311557,-30270.6903645,-38916.1808281,-38917.3617273,-47558.786227,+0
2010-08-16 10:32:00 UTC,-56579.5213829,+0,-56585.1564297,-60646.7176896,-25994.6124421,-21662.5304414,-43320.4583027,+0,+0,-17329.9219259,-25993.1174271,+0,-25957.5845931,-30282.9638776,-56237.7604375,-30285.1927797,-38934.8246655,-38936.0063355,-47581.5698279,+0
2010-08-16 10:32:30 UTC,-56470.2420825,+0,-56475.8623744,-60881.5853419,-26095.2845766,+0,+0,+0,+0,-17397.0377329,-26093.7821985,+0,-26057.2623203,+0,-56453.712493,+0,-39084.3338553,-39085.5217001,-47764.27674,-26038.5200549
2010-08-16 10:33:00 UTC,-56418.3898319,+0,-56424.0031179,-60911.988466,-26108.3163725,+0,+0,+0,+0,-17405.7257326,-26106.8130419,+0,-26074.7728112,+0,-56491.6490174,+0,-39110.5982923,+0,-47796.3730587,-26057.4125917
2010-08-16 10:33:30 UTC,-56485.8423031,-17383.9519248,-56491.4647027,-60801.7402824,-26061.0603133,+0,+0,+0,-30402.7348545,-17374.2212005,-26059.5604373,+0,+0,+0,-56389.2769091,+0,-39039.7234346,+0,-47709.7608089,-26007.6587906
2010-08-16 10:34:00 UTC,-56465.7464708,-17377.7668975,-56471.3661559,-60820.8425467,-26069.2481829,+0,+0,+0,-30412.2866572,-17379.6798657,-26067.7477082,+0,+0,+0,-56405.658609,+0,-39051.064909,+0,-47723.6205978,-26014.5471692
2010-08-16 10:34:30 UTC,-56460.406958,-17376.1235198,-56466.0259213,-60784.6149258,-26053.7198126,+0,+0,+0,-30394.1715752,+0,-26052.2204734,+0,+0,+0,-56373.0236849,+0,-39028.4709074,+0,-47696.0097172,-26000.331634
2010-08-16 10:35:00 UTC,-56546.3320312,-17402.5692472,+0,-60791.0754239,-26056.4889982,+0,+0,+0,-30397.402051,+0,-26054.9894565,+0,+0,+0,-56381.6687639,+0,-39034.4561191,+0,-47703.3239135,-26005.4780897
2010-08-16 10:35:30 UTC,-56660.0716651,-17437.5756399,+0,-60707.0117114,-26020.4564784,-21684.067608,+0,+0,-30355.3672442,+0,-26018.9595721,+0,+0,+0,-56296.5294813,-30316.8420854,-38975.5119932,+0,-47631.2915571,-25964.6979002
2010-08-16 10:36:00 UTC,-56687.9596921,-17446.1589204,+0,-60656.3957723,-25998.7607921,-21665.9874751,-43327.3714749,-43328.2855936,-30330.0574977,+0,+0,+0,+0,+0,-56255.3157408,-30294.6469602,-38946.9786555,+0,-47596.4225461,-25946.3590137
2010-08-16 10:36:30 UTC,-56695.2642213,-17448.4070823,+0,-60898.6657179,+0,-21752.5268652,-43500.4278439,-43501.3459319,-30451.2009743,-17401.9186228,+0,-60816.7346029,+0,-30412.0638578,-56477.5066567,-30414.3049834,+0,+0,-47784.4078688,-26051.5832906
2010-08-16 10:37:00 UTC,-56601.4245615,+0,+0,+0,+0,-21770.771085,-43536.9115609,-43537.830486,-30476.7404234,-17416.5139089,+0,-60870.5304692,-26091.3046659,-30438.9658993,-56527.4653239,-30441.2095699,+0,+0,+0,-26075.7877525
2010-08-16 10:37:30 UTC,-56674.4046586,+0,+0,+0,+0,-21756.4393358,-43508.2517721,-43509.1700397,-30456.6779058,-17405.04858,+0,-60817.3257367,-26068.4984632,-30412.35947,-56478.0556258,-30414.6006236,+0,+0,+0,-26048.0140361
2010-08-16 10:38:00 UTC,-56574.5280041,+0,+0,+0,+0,-21768.4458702,-43532.2617333,-43533.1805517,-30473.4854361,-17414.6537485,+0,-60856.5227865,-26085.3002742,-30431.9609883,-56514.4567937,-30434.2039962,+0,+0,+0,-26066.9596385
2010-08-16 10:38:30 UTC,-56541.9320814,+0,+0,+0,+0,-21769.3604088,-43534.0905746,-43535.0094347,-30474.7656673,-17415.385375,-26121.3012204,-60858.1221205,-26085.9858279,-30432.7607768,-56515.9420482,-30435.0038601,+0,-39128.6066075,+0,+0
2010-08-16 10:39:00 UTC,+0,-17379.8613978,+0,+0,+0,-21796.2234898,-43587.8097835,-43588.7298765,-30512.3703612,-17436.8757076,-26153.5338607,-60936.2302438,-26119.4668663,-30471.8208027,-56588.4788051,-30474.0675805,+0,-39178.8277517,+0,+0
2010-08-16 10:39:30 UTC,+0,-17380.2729522,-56479.5097024,+0,+0,-21782.0917554,-43559.549972,-43560.4694164,-30492.5878368,-17425.5703896,-26136.5773873,-60897.0487205,-26102.671711,-30452.2270496,-56552.0920572,-30454.4719744,+0,-39153.6352262,+0,+0
2010-08-16 10:40:00 UTC,+0,-17394.9355445,-56527.1565099,+0,-26101.8515585,-21751.8983194,-43499.1709151,-43500.0889742,-30450.3210949,-17401.4157893,-26100.3487004,-60814.5476433,-26067.3076336,-30410.970211,-56475.4756905,-30413.2112331,+0,-39100.5895463,+0,+0
2010-08-16 10:40:30 UTC,+0,-17402.0986622,-56550.4334091,-60837.1830607,-26076.2522737,-21730.5651174,-43456.5100342,-43457.4271147,-30420.4574877,+0,-26074.7512869,-60753.2604157,-26041.0368692,-30380.3219155,-56418.5600109,-30382.5600372,+0,-39061.1837235,-47734.5358701,+0
2010-08-16 10:41:00 UTC,+0,-17363.5866883,-56425.286879,-60862.5050192,-26087.1061123,-21739.61018,-43474.5978173,-43475.5153127,+0,+0,-26085.604332,-60761.6981032,-26044.6536835,-30384.5414041,-56426.3958482,-30386.7799253,-39065.4218359,-39066.6089003,-47741.165405,+0
2010-08-16 10:41:30 UTC,+0,-17356.6649078,-56402.7942171,-60935.4849573,-26118.3877544,-21765.6787827,-43526.7282745,-43527.6469659,+0,+0,-26116.8836878,-60840.2180437,-26078.311248,-30423.8073718,-56499.3150501,-30426.0496084,-39115.905685,-39117.0948323,-47802.8589305,-26066.4142842
2010-08-16 10:42:00 UTC,+0,-17335.6509169,-56334.5082351,-61008.5395106,-26149.7013784,-21791.7740373,-43578.91203,-43579.8319188,+0,+0,-26148.1950239,-60920.3793787,-26112.6723948,+0,-56573.758565,-30466.1401882,-39167.4448559,-39168.6361285,-47865.84211,-26098.426686
2010-08-16 10:42:30 UTC,+0,+0,-56376.5063453,-61092.7910896,-26185.8144218,+0,-43639.0939573,-43640.0152274,+0,-17457.3919054,-26184.3054295,-61016.6019488,-26153.918187,+0,+0,+0,-39229.3104848,-39230.5043069,-47941.4446882,-26138.6429496
2010-08-16 10:43:00 UTC,+0,+0,-56618.1692697,-61014.6306389,-26152.3122398,+0,-43583.2629971,-43584.1829858,+0,-17435.0567689,-26150.8056945,-60932.7821419,-26117.9888379,+0,+0,+0,-39175.419126,-39176.6107273,-47875.587026,-26100.578388
2010-08-16 10:43:30 UTC,+0,+0,-56594.6247229,-61026.4026703,-26157.3581259,+0,-43591.6719022,+0,+0,-17438.4207455,-26155.8512121,-60941.3601052,-26121.6657806,+0,+0,+0,-39180.9342675,-39182.1260961,-47882.3267767,-26104.2514937
2010-08-16 10:44:00 UTC,-56596.882504,+0,-56602.5198939,-60982.2237124,-26138.4215475,+0,-43560.1143354,+0,+0,-17425.7961628,+0,-60895.6625418,-26102.0775258,+0,+0,+0,-39151.5533382,-39152.7439557,-47846.421962,-26084.6836813
2010-08-16 10:44:30 UTC,-56551.715956,-17404.226293,-56557.3472497,-60990.3051766,-26141.8855336,+0,-43565.8870237,+0,+0,-17428.105523,+0,-60905.5180809,-26106.3021018,+0,+0,+0,-39157.8898887,-39159.0807675,-47854.1655106,-26089.570428
2010-08-16 10:45:00 UTC,-56646.7547258,-17433.476999,-56652.3988451,-61029.7481985,-26158.7921308,+0,-43594.0616535,+0,-30516.7468153,-17439.3767637,+0,-60941.412749,-26121.688346,+0,+0,+0,-39180.968114,-39182.1599439,-47882.3681392,-26102.9396021
2010-08-16 10:45:30 UTC,-56662.139597,-17438.2121004,-56667.7857902,-60988.1203737,-26140.949054,+0,+0,+0,-30495.9314422,-17427.4811935,+0,+0,-26100.1706776,-30449.3092658,+0,-30451.5539149,-39148.6932074,-39149.8837069,-47842.9267533,-26079.279963
2010-08-16 10:46:00 UTC,-56605.5603268,-17420.798329,-56611.198888,-60902.3593071,-26104.1889924,-21753.8462234,+0,+0,-30453.0478983,+0,+0,+0,-26063.75857,-30406.8297626,+0,-30409.0703926,-39094.0777481,-39095.2659947,-47776.1842141,-26042.9132978
2010-08-16 10:46:30 UTC,-56657.4564335,-17436.7707332,+0,-60758.3093726,-26042.4443721,-21702.3912522,+0,+0,-30381.0178751,+0,-26040.9458576,+0,-25999.8649033,-30332.2894115,+0,-30334.5229858,-38998.2419909,-38999.4262813,-47659.0686303,-25976.4491015
2010-08-16 10:47:00 UTC,-56613.3226302,-17423.1873837,+0,-60753.6568289,-26040.4501363,-21700.7293528,+0,+0,-30378.6914401,+0,-26038.9517677,+0,+0,-30331.5348588,+0,-30333.7683617,-38997.2718703,-38998.4561207,-47657.8830994,-25975.2436069
2010-08-16 10:47:30 UTC,-56635.4979542,-17430.0124277,+0,-60790.5162801,-26056.2493305,-21713.8956349,+0,+0,-30397.1224595,+0,-26054.7498063,+0,+0,-30348.7347446,-56359.9007854,-30350.9698763,-39019.3855849,-39020.5707487,-47684.9070467,-25992.809588
2010-08-16 10:48:00 UTC,-56651.3254826,-17434.8837705,+0,+0,-26085.6144855,-21738.3671305,+0,-43473.0294789,-30431.3792544,-17390.5909047,-26084.1128143,+0,+0,-30382.901558,-56423.3505581,-30385.1399238,-39063.3135027,-39064.50048,-47738.588928,-26022.0593475
2010-08-16 10:48:30 UTC,-56598.9285627,+0,+0,+0,-26105.2880086,-21754.7620902,+0,-43505.8159057,-30454.329988,-17403.7067918,-26103.7848993,+0,+0,-30415.8588315,-56484.5541452,-30418.1003163,+0,-39106.8750546,+0,+0
2010-08-16 10:49:00 UTC,-56529.1708038,+0,+0,+0,+0,-21769.0738275,-43533.5174858,-43534.4363329,-30474.3644919,-17415.1561113,-26120.9573553,+0,+0,-30439.9506723,-56529.2941053,-30442.1944359,+0,-39137.8509634,+0,+0
2010-08-16 10:49:30 UTC,-56484.200302,+0,+0,+0,+0,-21785.6728125,-43566.7111595,-43567.6307683,-30497.6008344,-17428.4352177,-26140.8742484,+0,+0,-30463.141886,-56572.3615481,-30465.387843,+0,-39167.6688976,+0,+0
2010-08-16 10:50:00 UTC,-56466.704656,+0,+0,+0,+0,-21760.4891621,-43516.3503763,-43517.2688297,-30462.3471168,-17408.2884212,-26110.6567336,-60843.5202353,+0,-30425.45872,-56502.3817004,-30427.7011131,+0,-39119.2180413,+0,+0
2010-08-16 10:50:30 UTC,-56501.9636213,-17388.9136891,+0,+0,+0,-21761.8079386,-43518.9875878,-43519.9061016,-30464.193226,-17409.3434358,-26112.2391152,-60847.2343244,+0,-30427.3160482,-56505.8308676,-30429.5586169,+0,-39121.6060875,+0,+0
2010-08-16 10:51:00 UTC,-56507.572927,-17390.6401021,-56513.1982609,-60870.5093134,+0,-21742.4693322,-43480.3153818,-43481.2330083,-30437.1217837,-17393.8726458,-26089.0349893,-60791.1817757,-26057.2918566,+0,-56453.7764837,-30401.5254087,+0,-39085.5660043,+0,+0
2010-08-16 10:51:30 UTC,-56509.4196295,-17391.2084737,-56515.0452124,-60780.2249331,+0,-21710.2195419,-43415.824151,-43416.7402983,-30391.9764248,-17368.0729721,-26050.3389133,-60693.1521578,-26015.2714697,+0,-56362.7392053,-30352.4984705,+0,-39022.5359414,+0,-25994.9839847
2010-08-16 10:52:00 UTC,-56543.0566313,-17401.5611557,-56548.6867561,-60813.0169439,+0,-21721.9329244,-43439.2478831,-43440.1645676,-30408.3735811,+0,+0,-60705.4680643,-26020.5506819,+0,-56374.1766325,-30358.6579477,+0,-39030.4546947,-47696.9851721,-25996.8338344
2010-08-16 10:52:30 UTC,+0,-17380.6826768,-56480.8411233,-60766.5750144,-26045.9873029,-21705.3437589,-43406.073848,-43406.9897716,-30385.1509862,+0,+0,-60661.0581607,-26001.5143799,+0,-56332.9344347,-30336.4474992,+0,-39001.9004759,-47662.0920814,-25977.8243244
2010-08-16 10:53:00 UTC,+0,-17398.7459877,-56539.5387295,-60786.8417838,-26054.6743179,-21712.5830958,-43420.5506476,-43421.4669032,+0,+0,+0,-60673.8671702,-26007.0049604,+0,-56344.8297921,-30342.8535886,-39008.9515465,-39010.1362792,-47672.1561863,-25983.8986061
2010-08-16 10:53:30 UTC,+0,-17402.1015161,-56550.4426835,-60863.9015237,-26087.7047006,+0,-43475.5953572,-43476.5128755,+0,+0,+0,-60752.0164567,-26040.5036463,+0,-56417.404782,+0,-39059.1970882,-39060.3838956,-47733.5584851,-26016.3922407
2010-08-16 10:54:00 UTC,+0,-17382.4179893,-56486.4801049,-60833.5801994,-26074.7079668,+0,-43453.9364665,-43454.853488,+0,-17383.3197785,+0,-60722.966561,-26028.051411,+0,-56390.4269817,+0,-39040.5196596,-39041.705696,-47710.7338315,-26003.9577665
2010-08-16 10:54:30 UTC,+0,+0,-56504.7299776,-60746.6216504,-26037.4346234,+0,-43391.8209173,-43392.736514,+0,-17358.470494,-26035.9364753,-60643.1144742,-25993.8228198,+0,-56316.2706498,+0,-38989.1793142,-38990.3632304,-47647.9936344,-25971.7653339
2010-08-16 10:55:00 UTC,+0,+0,-56443.6105982,-60807.4967619,-26063.5277324,+0,-43435.3047497,-43436.2213436,+0,-17375.8661723,-26062.0276763,-60710.1571337,-26022.5606504,-30358.7669805,-56378.5312351,+0,-39032.2839265,-39033.4696227,-47700.6693982,-26004.9075062
2010-08-16 10:55:30 UTC,+0,+0,-56445.1616505,-60836.4863807,-26075.9536533,+0,-43456.0123872,-43456.9294563,+0,-17384.1502492,-26074.4526884,-60746.5685487,-26038.168401,-30376.9754707,-56412.3454671,+0,-39055.6943937,+0,-47729.2780355,-26020.7361065
2010-08-16 10:56:00 UTC,+0,+0,-56648.1598166,-60814.685814,-26066.6092012,+0,-43440.4399773,-43441.3566892,+0,-17377.920517,-26065.1089195,-60725.0450999,-26028.9423766,-30366.2121019,-56392.357261,+0,-39041.8560419,+0,-47712.3669503,-26011.5196634
2010-08-16 10:56:30 UTC,+0,-17450.4487299,-56707.5493161,-60799.1592947,-26059.954015,-21716.9829393,-43429.3491955,+0,+0,-17373.4836567,-26058.4542202,-60714.7263288,-26024.5192355,-30361.0519272,-56382.7745149,-30363.2882246,-39035.2216588,+0,-47704.2594384,-26011.7086906
2010-08-16 10:57:00 UTC,-56619.8419836,-17425.1938881,-56625.4824719,-60815.7307491,-26067.0570947,-21722.9023013,-43441.1863869,+0,-30409.7305785,-17378.2191173,-26065.5567805,-60733.5876567,-26032.604142,-30370.4840323,-56400.2904862,-30372.7212224,-39047.3484185,+0,-47719.0788814,-26019.7874503
2010-08-16 10:57:30 UTC,-56772.3672647,-17472.1375865,-56778.0283186,-60833.4636033,-26074.6579898,-21729.2365186,-43453.8531806,+0,-30418.5976284,-17383.28646,-26073.1571197,-60752.7338065,-26040.8111383,-30380.0585707,-56418.0709642,-30382.2966676,-39059.6583034,+0,-47734.1221106,-26028.6522134
2010-08-16 10:58:00 UTC,-56712.4939121,-17453.7099767,+0,-60848.0412771,-26080.9064683,-21734.4436975,-43464.2661902,+0,-30425.8869769,+0,-26079.4051414,-60771.3388468,-26048.786187,-30389.362512,-56435.3489281,-30391.6014893,-39071.6202845,+0,-47748.7401872,-26038.7807668
2010-08-16 10:58:30 UTC,-56769.2058059,-17471.1645645,+0,-60783.8296853,-26053.3832319,-21711.5071674,-43418.3990692,+0,-30393.7789272,+0,-26051.8839175,-60707.1703969,-26021.2803863,-30357.2733843,-56375.7575392,-30359.5093241,-39030.3636253,+0,-47698.3227036,-26011.2913248
2010-08-16 10:59:00 UTC,-56715.3016591,-17454.5741347,+0,-60808.5794462,-26063.9918075,-21720.3478397,-43436.0781244,+0,-30406.1546764,+0,-26062.4917173,-60720.9739264,-26027.1972682,-30364.1762039,-56388.5764793,-30366.4127973,-39039.2385089,+0,-47709.1682082,+0
2010-08-16 10:59:30 UTC,-56721.133604,-17456.3690704,+0,+0,-26056.2548752,-21713.9002556,-43423.1846256,+0,-30397.1289279,+0,-26054.7553507,+0,-26014.2942868,-30349.123182,-56360.6221363,-30351.3583503,-39019.8849947,+0,-47685.5173481,+0
2010-08-16 11:00:00 UTC,-56629.8305244,-17428.2681262,+0,+0,-26051.6037378,-21710.0242233,-43415.433565,+0,-30391.7030054,-17367.9167182,-26050.1045535,+0,-26013.7380424,-30348.4742498,-56359.4170314,-30350.7093567,-39019.0506694,+0,-47684.4977654,+0
2010-08-16 11:00:30 UTC,-56666.4528236,+0,+0,+0,-26065.2542324,-21721.3998833,+0,-43439.0985993,-30407.6273956,-17377.0171903,+0,+0,-26024.2833387,-30360.7767226,-56382.2634435,-30363.0129941,-39034.867831,-39036.053634,-47703.8270444,+0
2010-08-16 11:01:00 UTC,-56593.4053468,+0,+0,+0,-26103.8143097,-21753.5339811,+0,-43503.359949,-30452.6108007,-17402.7243105,+0,+0,-26067.0965927,+0,-56475.0184698,-30412.9650029,+0,-39100.2729875,+0,+0
2010-08-16 11:01:30 UTC,-56730.0359465,+0,+0,+0,-26025.7787233,-21688.5029089,+0,-43373.3116604,-30361.5760671,-17350.6997723,+0,+0,-25985.6950574,+0,-56298.6618308,-30317.9904345,+0,-38978.1716866,+0,-25961.2173045
2010-08-16 11:02:00 UTC,-56606.6426481,+0,+0,+0,-26056.8877833,-21714.4276905,+0,-43425.1556994,-30397.8672658,-17371.4394703,+0,+0,-26021.14325,+0,-56375.4604332,-30359.3493215,+0,-39031.3435396,+0,-26000.4207795
2010-08-16 11:02:30 UTC,-56630.4879219,-17428.4704575,-56636.1298455,-60821.6307258,-26069.5860229,-21725.0097874,+0,-43446.317638,-30412.6807745,-17379.9050958,+0,+0,+0,+0,+0,-30381.9981236,+0,-39060.4402166,+0,-26018.5593377
2010-08-16 11:03:00 UTC,-56587.2024257,-17415.1481967,-56592.8385087,-60790.2973833,-26056.155504,-21713.8174445,+0,-43423.935337,-30397.0130034,-17370.9512765,-26054.6559867,+0,+0,+0,+0,-30367.343385,+0,-39041.5997969,+0,-26006.0180897
2010-08-16 11:03:30 UTC,-56668.3489205,-17440.1231854,-56673.9959524,-60729.2121635,+0,-21691.997661,+0,-43380.3004205,-30366.4682492,-17353.4955569,-26028.4747324,+0,+0,+0,+0,-30333.3616354,+0,-38997.9121936,+0,-25974.9388753
2010-08-16 11:04:00 UTC,-56718.1302916,-17455.4447217,-56723.756142,-60710.0395227,+0,-21685.1491487,-43365.6898584,-43366.6048557,-30356.8812558,-17348.0167807,-26020.257298,-60634.1156761,+0,+0,+0,-30322.972921,+0,-38984.5562591,+0,-25968.2900686
2010-08-16 11:04:30 UTC,-56741.3328685,-17462.5859296,-56746.9618243,-60699.5518502,+0,-21681.4029275,-43358.1983863,-43359.1132119,-30351.6370514,+0,-26015.7622595,-60611.8877827,+0,-30309.6247947,+0,-30311.8562224,+0,-38970.264414,-47623.458662,-25959.9546189
2010-08-16 11:05:00 UTC,-56625.523776,-17426.9369764,-56631.1372276,-60757.5308026,+0,+0,-43399.6134575,-43400.529233,-30380.6285629,+0,-26040.612161,-60664.0664836,+0,-30335.741279,+0,+0,-39002.6550707,-39003.8434572,-47664.4921011,-25981.2811122
