# file...... Output/Qh/house_Qh_file_019.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_2_10B_tm_2_B_10_Meter_43_361:Qh,house_2_11B_tm_2_B_11_Meter_43_362:Qh,house_2_12B_tm_2_B_12_Meter_43_363:Qh,house_2_13B_tm_2_B_13_Meter_43_364:Qh,house_2_14B_tm_2_B_14_Meter_43_365:Qh,house_2_15B_tm_2_B_15_Meter_43_366:Qh,house_2_1A_tm_2_A_1_Meter_45_367:Qh,house_2_2A_tm_2_A_2_Meter_45_368:Qh,house_2_3A_tm_2_A_3_Meter_45_369:Qh,house_2_4A_tm_2_A_4_Meter_45_370:Qh,house_2_5A_tm_2_A_5_Meter_45_371:Qh,house_2_6A_tm_2_A_6_Meter_45_372:Qh,house_2_7A_tm_2_A_7_Meter_45_373:Qh,house_2_8A_tm_2_A_8_Meter_45_374:Qh,house_2_1A_tm_2_A_1_Meter_46_375:Qh,house_2_2A_tm_2_A_2_Meter_46_376:Qh,house_2_3A_tm_2_A_3_Meter_46_377:Qh,house_2_4A_tm_2_A_4_Meter_46_378:Qh,house_2_5A_tm_2_A_5_Meter_46_379:Qh,house_2_6A_tm_2_A_6_Meter_46_380:Qh
2010-08-16 00:05:00 UTC,+0,-34705.2680979,+0,+0,+0,+0,+0,+0,+0,+0,+0,-38860.9226097,+0,+0,+0,+0,+0,+0,+0,-64751.4849798
2010-08-16 00:05:30 UTC,+0,-34714.9613078,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60495.2852826,+0,+0,+0,-64810.899772
2010-08-16 00:06:00 UTC,+0,-34698.9468212,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60519.6556411,+0,+0,+0,-64837.0082389
2010-08-16 00:06:30 UTC,+0,-34694.6775735,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60557.8620429,+0,+0,-51909.32345,-64877.3252884
2010-08-16 00:07:00 UTC,+0,+0,-30360.342665,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60598.8687053,+0,+0,-51944.4739548,-64921.2557302
2010-08-16 00:07:30 UTC,+0,+0,-30360.1227563,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60653.3953742,+0,+0,-51991.2136757,-64979.6701575
2010-08-16 00:08:00 UTC,+0,+0,-30374.0052203,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60678.3721536,+0,+0,-52012.6235239,+0
2010-08-16 00:08:30 UTC,+0,+0,-30377.731041,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60699.9409692,+0,+0,-52031.1120992,+0
2010-08-16 00:09:00 UTC,+0,+0,+0,+0,+0,+0,-56367.931525,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52037.7407137,+0
2010-08-16 00:09:30 UTC,+0,+0,+0,+0,+0,+0,-56370.8084001,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52040.4615001,+0
2010-08-16 00:10:00 UTC,+0,+0,+0,+0,+0,+0,-56398.5329219,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52066.0564284,+0
2010-08-16 00:10:30 UTC,+0,+0,+0,+0,+0,+0,-56405.2135603,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52072.2239095,+0
2010-08-16 00:11:00 UTC,+0,+0,+0,+0,+0,+0,-56400.3174377,+0,+0,+0,+0,+0,+0,+0,+0,+0,-26035.4908025,+0,+0,+0
2010-08-16 00:11:30 UTC,+0,+0,+0,+0,+0,+0,-56411.7103088,+0,+0,+0,+0,+0,+0,+0,+0,+0,-26039.536646,-34718.0766101,+0,+0
2010-08-16 00:12:00 UTC,+0,+0,+0,+0,+0,+0,-56414.6082228,+0,+0,+0,+0,+0,+0,+0,-17361.8363206,+0,-26040.2812946,-34719.0694276,+0,+0
2010-08-16 00:12:30 UTC,+0,+0,+0,+0,+0,-47736.1855456,-56420.2230532,+0,+0,+0,+0,+0,+0,+0,-17363.5643446,+0,-26042.8730169,-34722.5248936,+0,+0
2010-08-16 00:13:00 UTC,+0,+0,+0,+0,+0,-47709.115437,+0,+0,+0,+0,+0,+0,+0,+0,-17372.0041843,+0,-26055.5312449,-34739.4017311,+0,+0
2010-08-16 00:13:30 UTC,+0,+0,+0,+0,+0,-47696.6066618,+0,+0,+0,+0,+0,+0,+0,+0,-17388.3363927,+0,+0,-34772.060649,+0,+0
2010-08-16 00:14:00 UTC,+0,+0,+0,+0,+0,-47705.9219656,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34776.2519824,+0,+0
2010-08-16 00:14:30 UTC,+0,+0,+0,+0,+0,-47692.0218591,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:15:00 UTC,+0,+0,+0,+0,+0,-47678.6085733,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:15:30 UTC,+0,+0,+0,+0,+0,-47706.8794245,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:16:00 UTC,+0,+0,+0,+0,+0,-47711.6476501,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:16:30 UTC,+0,+0,+0,+0,+0,-47717.1795276,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:17:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:17:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:18:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:18:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:19:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:19:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:20:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:20:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:21:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:21:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:22:00 UTC,+0,+0,+0,+0,-26068.8316026,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:22:30 UTC,+0,+0,+0,+0,-26052.3994965,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65083.3215336
2010-08-16 00:23:00 UTC,+0,+0,+0,+0,-26030.5326123,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65072.2889698
2010-08-16 00:23:30 UTC,+0,+0,+0,+0,-26049.2022301,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65081.579165
2010-08-16 00:24:00 UTC,+0,-34709.46195,-30371.6644474,+0,-26034.2813936,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65085.9965783
2010-08-16 00:24:30 UTC,+0,-34714.9734476,-30376.4872029,+0,+0,+0,+0,+0,+0,+0,+0,-39060.8078581,+0,+0,+0,+0,+0,+0,+0,-65086.9450867
2010-08-16 00:25:00 UTC,+0,-34696.377966,-30360.2154983,+0,+0,+0,+0,+0,+0,+0,+0,-39085.7260127,+0,+0,+0,+0,+0,+0,+0,-65128.4623052
2010-08-16 00:25:30 UTC,+0,-34697.2898592,-30361.0134372,+0,+0,+0,+0,+0,+0,+0,+0,-39078.3025527,+0,+0,+0,+0,+0,+0,+0,-65116.0937562
2010-08-16 00:26:00 UTC,+0,-34675.0273988,+0,+0,+0,+0,+0,+0,+0,+0,+0,-39099.0936912,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:26:30 UTC,+0,-34711.0928661,+0,+0,+0,+0,+0,+0,+0,+0,-52104.317288,-39082.9548416,+0,+0,-17369.987737,+0,+0,+0,-52103.8806661,+0
2010-08-16 00:27:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52067.8923623,-39055.6319274,+0,+0,-17357.3508614,+0,+0,+0,-52065.9756281,+0
2010-08-16 00:27:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52071.4478313,+0,+0,+0,-17358.1417616,+0,+0,+0,-52068.347979,+0
2010-08-16 00:28:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52068.7506144,+0,+0,+0,-17357.2426957,+0,+0,+0,-52065.6511791,+0
2010-08-16 00:28:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52062.0601227,+0,+0,+0,+0,+0,+0,+0,-52060.1473469,+0
2010-08-16 00:29:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52077.4739736,+0,+0,+0,+0,+0,+0,+0,-52077.0421027,+0
2010-08-16 00:29:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52077.774983,+0,+0,+0,+0,+0,-26038.34812,+0,-52075.5637748,+0
2010-08-16 00:30:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-39051.0168182,-52060.3278193,+0,+0,+0,+0,+0,-26032.1431573,+0,-52063.1541772,+0
2010-08-16 00:30:30 UTC,-43354.3476666,+0,+0,+0,+0,+0,+0,+0,+0,-39029.4995369,-52031.6436871,+0,+0,+0,+0,+0,-26017.8001038,+0,-52034.4688284,+0
2010-08-16 00:31:00 UTC,-43365.46936,+0,+0,+0,+0,+0,+0,+0,+0,-39049.2513769,-52057.974355,+0,+0,+0,+0,+0,-26032.7443315,+0,+0,+0
2010-08-16 00:31:30 UTC,-43364.5078599,+0,+0,+0,+0,+0,+0,+0,+0,-39057.4047925,+0,+0,+0,+0,+0,+0,-26037.3913044,+0,+0,+0
2010-08-16 00:32:00 UTC,-43383.1247169,+0,+0,+0,+0,+0,+0,+0,+0,-39069.5529143,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:32:30 UTC,-43418.0439741,+0,+0,+0,+0,+0,+0,+0,+0,-39028.4872341,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:33:00 UTC,-43400.1211637,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34699.0712687,+0,+0
2010-08-16 00:33:30 UTC,-43421.144353,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34703.7378638,+0,+0
2010-08-16 00:34:00 UTC,-43420.7421867,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34724.0233348,+0,+0
2010-08-16 00:34:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34711.3779344,+0,+0
2010-08-16 00:35:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34713.4891586,+0,+0
2010-08-16 00:35:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34712.4351686,+0,+0
2010-08-16 00:36:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:36:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:37:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:37:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:38:00 UTC,+0,+0,+0,+0,+0,-47674.5706888,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:38:30 UTC,+0,+0,+0,+0,-26012.0794858,-47685.0860597,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:39:00 UTC,+0,+0,+0,+0,-26019.8150049,-47699.2664018,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:39:30 UTC,+0,+0,+0,+0,-26028.8062795,-47715.7487285,-56441.9049771,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:40:00 UTC,+0,+0,-30371.1603844,+0,-26033.8493107,-47724.9933451,-56422.287028,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:40:30 UTC,+0,+0,-30372.0217169,+0,-26034.5876452,-47726.3468209,-56415.851003,+0,+0,+0,+0,+0,+0,+0,+0,-60757.9124925,+0,+0,+0,+0
2010-08-16 00:41:00 UTC,+0,+0,-30374.1055622,+0,+0,-47729.6213222,-56410.7349604,+0,+0,+0,+0,+0,+0,+0,+0,-60752.4027947,+0,+0,+0,+0
2010-08-16 00:41:30 UTC,+0,+0,-30372.2946628,+0,+0,-47726.7757211,-56396.0518773,+0,+0,+0,+0,+0,+0,+0,+0,-60736.5899168,+0,+0,+0,-65087.7895535
2010-08-16 00:42:00 UTC,+0,+0,+0,+0,+0,-47749.5607477,-56369.493813,+0,+0,+0,+0,+0,+0,+0,+0,-60702.806121,+0,+0,+0,-65033.2083939
2010-08-16 00:42:30 UTC,+0,+0,+0,+0,+0,+0,-56390.0384381,+0,+0,+0,+0,+0,+0,+0,-17352.5958462,-60723.5456235,+0,+0,+0,-65055.4270425
2010-08-16 00:43:00 UTC,+0,+0,+0,+0,+0,+0,-56361.0458408,-60703.7017878,+0,+0,+0,+0,+0,+0,-17344.2869263,-60694.4707069,+0,+0,+0,-65024.2784963
2010-08-16 00:43:30 UTC,+0,+0,+0,+0,+0,+0,+0,-60756.7790492,+0,+0,+0,+0,+0,+0,-17358.881762,-60745.5415599,+0,+0,+0,-65078.9917335
2010-08-16 00:44:00 UTC,+0,+0,+0,+0,+0,+0,+0,-60777.2896296,+0,+0,+0,+0,+0,+0,-17366.1260697,+0,+0,+0,+0,-65106.149253
2010-08-16 00:44:30 UTC,+0,+0,+0,+0,+0,+0,+0,-60742.0374658,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65069.8711675
2010-08-16 00:45:00 UTC,+0,+0,+0,+0,+0,+0,+0,-60725.5847636,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65052.2475645
2010-08-16 00:45:30 UTC,+0,+0,+0,+0,+0,+0,+0,-60716.3829841,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:46:00 UTC,+0,-34722.1035174,+0,+0,+0,+0,+0,-60730.6921985,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:46:30 UTC,+0,-34710.5057381,+0,+0,+0,+0,+0,-60742.9795688,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52064.9666985,+0
2010-08-16 00:47:00 UTC,+0,-34705.5409169,+0,+0,+0,+0,+0,-60693.9385403,+0,+0,+0,+0,+0,+0,+0,+0,-26011.1443544,+0,-52021.1576814,+0
2010-08-16 00:47:30 UTC,+0,-34703.5273354,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-26004.4831765,+0,-52007.8356779,+0
2010-08-16 00:48:00 UTC,+0,-34680.1820758,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-26012.4791362,+0,-52023.8271745,+0
2010-08-16 00:48:30 UTC,+0,-34687.7891404,+0,+0,+0,+0,+0,+0,+0,+0,+0,-38994.2126801,+0,+0,+0,+0,-25992.2751216,+0,-51983.4202135,+0
2010-08-16 00:49:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-39018.0835443,+0,+0,+0,+0,-26007.444748,+0,-52013.7586643,+0
2010-08-16 00:49:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-39015.9409061,+0,+0,+0,+0,+0,+0,-52012.6786115,+0
2010-08-16 00:50:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-38990.8080137,+0,+0,+0,+0,+0,+0,-51979.1776808,+0
2010-08-16 00:50:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-38995.5156747,+0,+0,+0,+0,+0,+0,-51989.2966587,+0
2010-08-16 00:51:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52030.6155712,-39027.6700142,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:51:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-51994.3422141,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:52:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-51983.933676,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:52:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-51983.5320433,+0,+0,+0,+0,+0,+0,-34658.2055208,+0,+0
2010-08-16 00:53:00 UTC,+0,+0,+0,+0,-26016.5248885,+0,+0,+0,+0,+0,-51983.7892012,+0,+0,+0,+0,+0,+0,-34658.3769717,+0,+0
2010-08-16 00:53:30 UTC,+0,+0,+0,+0,-26016.3293626,+0,+0,+0,+0,+0,-52011.0386573,+0,+0,+0,+0,+0,+0,-34676.5445712,+0,+0
2010-08-16 00:54:00 UTC,+0,+0,+0,+0,-26039.963014,+0,+0,+0,+0,+0,-52032.9277864,+0,+0,+0,+0,+0,+0,-34691.1383644,+0,+0
2010-08-16 00:54:30 UTC,+0,+0,-30363.0653088,-34699.5735801,-26026.9102075,+0,+0,+0,+0,-39051.7390791,-52061.2906466,+0,+0,+0,+0,+0,+0,-34710.8366524,+0,+0
2010-08-16 00:55:00 UTC,+0,+0,-30397.4850785,-34738.9088537,-26056.4148519,+0,+0,+0,+0,-39081.1830584,-52100.5416568,+0,+0,+0,+0,+0,+0,-34737.0070418,+0,+0
2010-08-16 00:55:30 UTC,+0,+0,-30393.4472265,-34734.2943541,+0,+0,+0,+0,+0,-39084.1068944,-52104.4393479,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:56:00 UTC,+0,+0,-30393.4160604,-34734.2587371,+0,+0,+0,+0,+0,-39062.3922724,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:56:30 UTC,+0,+0,+0,-34705.1464899,+0,+0,+0,+0,+0,-39071.8701328,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:57:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-39097.9124105,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:57:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:58:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:58:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:59:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-17373.2148454,+0,+0,+0,+0,+0
2010-08-16 00:59:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-17370.1770797,+0,+0,+0,+0,+0
2010-08-16 01:00:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-17358.4008067,+0,+0,+0,+0,+0
2010-08-16 01:00:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-17357.9362089,+0,+0,+0,+0,-65075.4470364
2010-08-16 01:01:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65104.4834371
2010-08-16 01:01:30 UTC,+0,+0,+0,+0,+0,-47754.4240486,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65087.2772348
2010-08-16 01:02:00 UTC,+0,+0,+0,+0,+0,-47750.143621,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65052.8220714
2010-08-16 01:02:30 UTC,+0,+0,+0,+0,+0,-47697.0784759,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65070.5272813
2010-08-16 01:03:00 UTC,+0,+0,+0,+0,+0,-47672.4406056,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-65093.416978
2010-08-16 01:03:30 UTC,-43343.8472953,+0,+0,+0,+0,-47678.5527027,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-26045.4214084,+0,+0,-65102.738366
2010-08-16 01:04:00 UTC,-43339.1379217,+0,+0,+0,+0,-47673.3723468,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-26038.550112,+0,+0,-65085.5636003
2010-08-16 01:04:30 UTC,-43340.0425124,+0,+0,+0,+0,-47674.3674052,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-26059.0246244,+0,+0,+0
2010-08-16 01:05:00 UTC,-43331.3741679,+0,+0,+0,+0,-47664.8321435,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-26060.2154981,+0,+0,+0
2010-08-16 01:05:30 UTC,-43326.8482579,+0,+0,+0,+0,-47659.8535993,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-26053.1943737,+0,+0,+0
2010-08-16 01:06:00 UTC,-43346.4197845,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52059.4110507,+0
2010-08-16 01:06:30 UTC,-43389.8520115,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52039.5173062,+0
2010-08-16 01:07:00 UTC,+0,+0,+0,+0,-26033.4964952,+0,-56360.8740066,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52027.2493063,+0
2010-08-16 01:07:30 UTC,+0,+0,+0,+0,-26041.8540202,+0,-56333.9026082,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52002.3942098,+0
2010-08-16 01:08:00 UTC,+0,+0,+0,+0,-26023.0112708,+0,-56377.477941,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52042.6172027,+0
2010-08-16 01:08:30 UTC,+0,+0,+0,+0,-26023.8280636,+0,-56372.3015665,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52037.8197773,+0
2010-08-16 01:09:00 UTC,+0,-34695.3656036,-30359.3853106,+0,-26023.7419568,+0,-56381.4980536,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52050.1597057,+0
2010-08-16 01:09:30 UTC,+0,-34719.3765933,-30380.3958538,+0,+0,+0,-56378.4938886,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52047.4111622,+0
2010-08-16 01:10:00 UTC,+0,-34716.8950864,-30378.2244394,+0,+0,+0,-56387.5796456,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52055.7989712,+0
2010-08-16 01:10:30 UTC,+0,-34701.0924919,-30364.3965591,+0,+0,+0,-56387.382575,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:11:00 UTC,+0,-34711.6402855,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
