# file...... Output/Qh/house_Qh_file_028.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_2_12B_tm_2_B_12_Meter_49_541:Qh,house_2_13B_tm_2_B_13_Meter_49_542:Qh,house_2_14B_tm_2_B_14_Meter_49_543:Qh,house_2_15B_tm_2_B_15_Meter_49_544:Qh,house_2_16B_tm_2_B_16_Meter_49_545:Qh,house_2_17B_tm_2_B_17_Meter_49_546:Qh,house_2_18B_tm_2_B_18_Meter_49_547:Qh,house_2_19B_tm_2_B_19_Meter_49_548:Qh,house_2_20B_tm_2_B_20_Meter_49_549:Qh,house_2_21B_tm_2_B_21_Meter_49_550:Qh,house_2_22B_tm_2_B_22_Meter_49_551:Qh,house_2_23B_tm_2_B_23_Meter_49_552:Qh,house_2_24B_tm_2_B_24_Meter_49_553:Qh,house_2_25B_tm_2_B_25_Meter_49_554:Qh,house_2_26B_tm_2_B_26_Meter_49_555:Qh,house_2_27B_tm_2_B_27_Meter_49_556:Qh,house_2_28B_tm_2_B_28_Meter_49_557:Qh,house_2_29B_tm_2_B_29_Meter_49_558:Qh,house_2_1C_tm_2_C_1_Meter_49_559:Qh,house_2_2C_tm_2_C_2_Meter_49_560:Qh
2010-08-16 10:20:30 UTC,-43099.968404,+0,-47404.8226861,+0,-25860.9558971,+0,-68949.9151923,-56026.9849808,+0,-51718.4195763,-25860.7332589,+0,-17240.8103595,-51713.3587372,+0,-47402.4480248,-51709.9414746,-47408.1832355,+0,+0
2010-08-16 10:21:00 UTC,-43140.9110022,+0,-47449.853049,+0,-25885.5226515,+0,+0,-56080.2067623,+0,-51767.5487512,-25885.2996964,+0,-17257.1883995,-51762.4818515,+0,+0,-51759.0602704,-47453.2178888,+0,+0
2010-08-16 10:21:30 UTC,-43163.1726443,+0,+0,-17266.0008553,-25898.8802867,+0,+0,+0,+0,-51794.2616653,-25898.6571593,+0,-17266.0936005,-51789.1914705,+0,+0,-51785.7675415,+0,+0,+0
2010-08-16 10:22:00 UTC,-43157.9928711,+0,+0,-17263.9288372,-25895.7722716,+0,+0,+0,+0,-51788.0461832,-25895.5491843,+0,+0,-51782.9767548,+0,+0,-51779.553372,+0,+0,+0
2010-08-16 10:22:30 UTC,-43216.5203846,+0,+0,-17287.3410724,+0,+0,+0,+0,+0,-51858.2764233,-25930.666948,+0,+0,-51853.1983344,+0,+0,-51849.7687815,+0,+0,+0
2010-08-16 10:23:00 UTC,-43169.8428133,+0,+0,-17268.6690631,+0,+0,+0,+0,+0,-51802.2655516,-25902.6594039,-56116.6969663,+0,-51797.1943693,-34535.4015569,+0,-51793.7697368,+0,+0,+0
2010-08-16 10:23:30 UTC,-43194.5602429,+0,+0,-17278.5565543,+0,+0,+0,+0,+0,-51831.9252948,-25917.4903919,-56148.82673,+0,-51826.8504552,-34555.1750644,+0,-51823.4232171,+0,+0,+0
2010-08-16 10:24:00 UTC,-43173.7013447,+0,+0,-17270.2125567,+0,+0,+0,+0,+0,-51806.8956063,-25904.9746055,-56121.7126054,+0,-51801.8238533,-34538.4883139,+0,-51798.3988142,+0,+0,-60247.361831
2010-08-16 10:24:30 UTC,-43155.7932047,-43151.4847738,+0,-17263.0489244,+0,-60414.729145,+0,+0,+0,-51785.4066878,-25894.2293373,-56098.4341209,+0,-51780.3375849,-34524.1621181,+0,-51776.914434,+0,+0,-60271.159871
2010-08-16 10:25:00 UTC,-43197.9857769,-43193.6716017,+0,-17279.9268399,+0,-60473.7948847,+0,+0,+0,+0,-25919.5457858,-56153.2795227,-17280.0197042,-51830.9604263,-34557.9154311,+0,-51827.5328269,+0,-43016.9990399,-60223.0179806
2010-08-16 10:25:30 UTC,-43209.8747624,-43205.5589689,+0,-17284.682684,-25926.9029207,-60490.4383763,+0,+0,-43206.6971159,+0,+0,-56168.7338114,-17284.7755889,-51845.2248857,-34567.4264098,+0,-51841.796033,-47529.0743125,-42993.6192201,-60190.2867891
2010-08-16 10:26:00 UTC,+0,-43179.6373377,+0,+0,-25911.3470678,-60454.1455247,+0,+0,-43180.7745512,+0,+0,-56135.0341396,-17274.4048913,-51814.1197594,-34546.686739,-47494.8086135,-51810.6936398,-47500.5580315,-43036.2148161,-60249.9196104
2010-08-16 10:26:30 UTC,+0,-43110.5092669,-47421.1484139,+0,-25869.8625578,-60357.3593714,-68973.660875,-56046.2805023,-43111.6439903,+0,+0,-56045.1635067,-17246.7482072,-51731.1682894,-34491.3779711,-47418.7727968,+0,-47424.5105191,-43070.6690968,-60298.1547843
2010-08-16 10:27:00 UTC,+0,-43113.8647373,-47424.8394019,+0,-25871.8762122,-60362.0573629,-68979.0293971,-56050.6429133,-43114.9995816,+0,+0,-56049.5258194,-17248.0906601,-51735.1947465,-34494.0626538,-47422.4635687,+0,-47428.2018587,-43062.3717129,-60286.5386441
2010-08-16 10:27:30 UTC,+0,-43099.7686501,-47409.33383,+0,-25863.4169957,-60342.321442,-68956.4766269,-56032.3167414,-43100.9029863,+0,+0,-56031.2000608,-17242.4511123,-51718.2798932,-34482.7844966,-47406.9589047,+0,-47412.6948091,-43072.7762266,-60301.1047159
2010-08-16 10:28:00 UTC,+0,-43108.9542757,-47419.4379374,+0,-25868.9293904,-60355.1822294,-68971.1729962,-56044.2588749,-43110.088943,+0,+0,-56043.141925,-17246.1260878,-51729.3023498,-34490.1338361,-47417.0624204,+0,-47422.7998794,-43039.685382,-60254.7783201
2010-08-16 10:28:30 UTC,+0,-43124.1287594,-47436.1297358,-17252.104453,-25878.0357641,-60376.4280119,-68995.4511265,-56063.9870582,-43125.2639735,+0,+0,-56062.8696632,-17252.1970792,+0,-34502.2748087,-47433.7532415,+0,-47439.4932683,-43019.6616227,-60226.7455333
2010-08-16 10:29:00 UTC,+0,-43137.4800836,-47450.8160749,-17257.4459909,-25886.0480399,-60395.1211901,-69016.8123268,-56081.3449713,-43138.6157788,+0,-25885.825078,-56080.2271848,+0,+0,-34512.9570873,-47448.4387207,+0,-47454.1810066,-43005.1501048,-60206.4297534
2010-08-16 10:29:30 UTC,+0,-43158.736725,-47474.1981932,-17265.9502524,-25898.8043825,-60424.8825956,-69050.8214903,-56108.9805018,-43159.8731859,+0,-25898.5812562,-56107.8620918,+0,+0,-34529.9643411,-47471.8194698,+0,-47477.5653523,-43009.382044,-60212.3543676
2010-08-16 10:30:00 UTC,+0,-43124.4389795,-47436.4709752,-17252.2285645,+0,-60376.8623509,-68995.9474572,-56064.3903721,-43125.5742048,+0,-25877.9990698,-56063.272968,+0,+0,+0,-47434.0944608,+0,-47439.8345403,-43074.7195173,+0
2010-08-16 10:30:30 UTC,-43143.3713624,-43139.0646236,-47452.559055,-17258.0799264,+0,-60397.3397031,-69019.3474821,-56083.4050146,-43140.2003758,-51770.5010667,-25886.7759653,-56082.2871817,+0,+0,+0,-47450.1815989,+0,-47455.9241526,-43042.7611049,+0
2010-08-16 10:31:00 UTC,-43147.1449839,-43142.8377306,-47456.7094393,-17259.5894544,+0,-60402.6224273,-69025.3841929,-56088.3103906,-43143.9736188,-51775.0292332,-25889.0402193,+0,+0,+0,+0,-47454.3317398,-51766.539171,-47460.0749328,-43025.5682486,+0
2010-08-16 10:31:30 UTC,-43129.5542328,-43125.2493756,-47437.3624038,-17252.5527842,+0,-60377.9969859,-68997.2440352,-56065.4439594,-43126.3846301,-51753.9211667,-25878.4853911,+0,-17252.6454143,+0,+0,-47434.9858372,-51745.4355642,-47440.7260538,+0,+0
2010-08-16 10:32:00 UTC,-43110.4106317,-43106.1083823,-47416.3074796,-17244.8949413,+0,-60351.1976963,-68966.6197623,-56040.5589594,-43107.2429471,-51730.9497539,-25866.9988196,+0,-17244.9875059,+0,+0,-47413.9321459,-51722.4690046,-47419.6691235,+0,+0
2010-08-16 10:32:30 UTC,-43114.5682274,-43110.2654117,-47420.8801753,-17246.558067,+0,+0,-68973.2707235,-56045.9634687,-43111.4001262,-51735.9386714,-25869.4934663,+0,-17246.6506458,+0,+0,-47418.5045739,-51727.4568682,-47424.2422549,+0,+0
2010-08-16 10:33:00 UTC,-43158.3114305,-43154.0026566,-47468.9907596,+0,-25895.9634165,+0,+0,-56102.8257906,-43155.138947,-51788.4284393,-25895.7403268,+0,-17264.1489962,-51783.3589637,+0,-47466.6123411,-51779.9355472,+0,+0,+0
2010-08-16 10:33:30 UTC,-43186.0601277,-43181.747576,-47499.5099266,+0,-25912.6134448,+0,+0,-56138.8966605,-43182.8848656,-51821.7255597,-25912.3901404,+0,-17275.2491531,-51816.6519778,+0,+0,-51813.2256357,+0,+0,+0
2010-08-16 10:34:00 UTC,-43231.222433,+0,-47549.1813032,+0,-25939.7121458,+0,+0,-56197.6036927,-43228.04265,-51875.9181843,-25939.4884924,+0,-17293.3151785,-51870.8379204,-34584.5041697,+0,-51867.4068182,+0,+0,+0
2010-08-16 10:34:30 UTC,-43254.6386748,+0,-47574.9354582,+0,-25953.7625741,+0,+0,-56228.0427518,-43251.4565486,-51904.0165643,-25953.5387398,+0,-17302.6822472,-51898.9328363,-34603.2367504,+0,-51895.4992666,+0,+0,-60166.5575223
2010-08-16 10:35:00 UTC,-43193.7324557,+0,-47507.9482709,+0,-25917.2170655,+0,+0,-56148.8700133,-43190.5564254,-51830.9319893,-25916.9937018,+0,-17278.3182718,-51825.8572722,-34554.5128492,+0,-51822.4301213,+0,+0,-60146.7724709
2010-08-16 10:35:30 UTC,-43167.5041877,+0,+0,-17267.7335637,-25901.4793392,+0,+0,-56114.7755681,-43164.3307839,-51799.459312,+0,+0,-17267.8263237,-51794.3884764,-34533.5306978,+0,-51790.9640908,+0,-42919.7995926,-60086.941067
2010-08-16 10:36:00 UTC,-43184.2785345,+0,+0,-17274.4436549,-25911.5444369,+0,+0,+0,-43181.1034507,-51819.5877323,+0,+0,-17274.5364723,-51814.514414,-34546.9498791,+0,-51811.0882597,+0,-42887.4877209,-60041.7052158
2010-08-16 10:36:30 UTC,-43154.4725331,+0,+0,-17262.520628,-25893.659966,+0,+0,+0,-43151.3004342,-51783.8219447,+0,-56096.7174027,+0,-51778.7530373,-34523.1056042,+0,-51775.3300257,-47475.3031152,-43006.9899269,-60209.0054605
2010-08-16 10:37:00 UTC,-43154.2931381,+0,+0,-17262.4488662,-25893.5523238,+0,+0,+0,-43151.1210573,-51783.6066792,+0,-56096.4842103,+0,-51778.5377986,-34522.9620914,+0,-51775.114806,-47467.9375177,-43013.0026719,-60217.4231605
2010-08-16 10:37:30 UTC,-43091.9552506,+0,+0,-17237.5124009,-25856.147771,-60325.361852,+0,+0,-43088.7894157,-51708.8041727,+0,-56015.4522601,+0,-51703.7445201,-34473.0928829,+0,-51700.3281032,-47399.3691984,-43024.3056663,-60233.2470839
2010-08-16 10:38:00 UTC,-43088.5630796,+0,+0,-17236.1554612,+0,-60320.6131231,-68931.6699441,+0,+0,-51704.7337286,+0,-56011.0428353,+0,-51699.6745781,-34470.3792061,-47389.9047125,-51696.2585191,-47395.637993,-43037.2948581,-60251.4316436
2010-08-16 10:38:30 UTC,-43072.1128458,-43067.8158154,+0,-17229.5750219,+0,-60297.5843014,-68905.3542877,+0,+0,-51684.994229,+0,-55989.6594591,-17229.6674551,-51679.9375144,-34457.21931,-47371.8131257,-51676.5231913,-47377.543622,-43055.6112233,-60277.0741195
2010-08-16 10:39:00 UTC,-43072.4324633,-43068.1353896,+0,-17229.7028755,+0,-60298.0317369,-68905.8655847,+0,+0,-51685.377755,-25844.2111034,-55990.0749246,-17229.7953099,-51680.3209934,-34457.4749984,-47372.1646341,-51676.9066368,-47377.8951842,-43069.3149511,-60296.2590125
2010-08-16 10:39:30 UTC,+0,-43129.3052171,+0,-17254.175427,+0,-60383.6755663,-69003.7331028,+0,+0,+0,-25880.9193146,-56069.5993686,-17254.268071,-51753.7228277,-34506.4164477,-47439.446966,+0,-47445.1878688,-43057.0146831,-60279.0389298
2010-08-16 10:40:00 UTC,+0,-43115.7778992,-47426.943863,+0,+0,-60364.7359792,-68982.0903244,+0,+0,+0,-25872.8015277,-56052.0130444,-17248.8560759,-51737.4904794,-34495.593358,-47424.5679066,+0,-47430.3065204,-43045.8213239,-60263.3684929
2010-08-16 10:40:30 UTC,+0,-43113.3691319,-47424.2942403,+0,-25871.5787939,-60361.3634661,-68978.2364626,-56049.998582,+0,+0,-25871.3560187,-56048.8815026,-17247.8923788,-51734.6000359,-34493.6661242,-47421.9184391,+0,-47427.6566451,-43070.2468869,-60297.5637005
2010-08-16 10:41:00 UTC,+0,-43115.9899956,-47427.1771672,+0,-25873.151603,-60365.0329353,-68982.429664,-56053.4059388,+0,+0,-25872.9288075,-56052.2887825,-17248.9409313,-51737.7449882,-34495.7630546,-47424.801197,+0,-47430.5398468,-43095.8562295,+0
2010-08-16 10:41:30 UTC,+0,-43143.5534816,-47457.4967591,+0,-25889.6927524,-60403.6245495,-69026.5293456,-56089.2409307,+0,+0,-25889.4697435,-56088.122966,-17259.9685015,-51770.8202885,+0,-47455.1190137,+0,-47460.8623274,-43144.256406,+0
2010-08-16 10:42:00 UTC,+0,-43191.748761,-47510.5111419,+0,-25918.6152646,-60471.1027172,-69103.6384755,-56151.8990928,+0,+0,-25918.3918829,-56150.7797147,-17279.2504161,-51828.6530791,+0,-47508.1302925,+0,-47513.8817589,-43148.4195261,+0
2010-08-16 10:42:30 UTC,+0,-43119.6196577,-47431.1697637,-17250.3004718,-25875.3298029,-60370.1148224,-68988.236874,-56058.1248236,-43120.7547094,+0,-25875.1069793,-56057.0075609,-17250.3930826,-51742.1004666,+0,-47428.7935598,+0,-47434.5328236,-43185.4134763,+0
2010-08-16 10:43:00 UTC,+0,-43130.3158391,-47442.935469,-17254.5797521,-25881.7486984,-60385.0905372,-69005.3500284,-56072.030814,-43131.4512761,+0,-25881.5257919,-56070.9132376,-17254.6723995,-51754.9355416,+0,-47440.5585762,+0,-47446.2996499,+0,+0
2010-08-16 10:43:30 UTC,+0,-43111.49923,-47422.2373646,-17247.0516874,-25870.4566452,-60358.7454178,-68975.2447481,-56047.5675425,-43112.633989,+0,-25870.2338845,-56046.450518,+0,-51732.3562134,+0,-47419.8616838,-51728.9372807,-47425.5995734,+0,+0
2010-08-16 10:44:00 UTC,-43102.1951563,-43097.8940264,-47407.2717604,-17241.6085785,-25862.2920135,-60339.6967828,-68953.4773577,-56029.8795632,-43099.0282951,+0,-25862.0693581,-56028.7629376,+0,+0,+0,-47404.8969558,-51712.6129074,-47410.6325431,+0,+0
2010-08-16 10:44:30 UTC,-43125.327308,-43121.0230266,-47432.7134571,-17250.8619254,-25876.17198,-60372.079678,-68990.4821676,-56059.9493284,-43122.1581288,+0,-25875.9491455,-56058.8320245,+0,+0,+0,-47430.3371628,-51740.3645267,-47436.0766641,+0,+0
2010-08-16 10:45:00 UTC,-43096.0985747,-43091.7982755,-47400.5664881,-17239.1698177,-25858.6338865,-60331.1621266,-68943.7245755,-56021.9545428,-43092.9323245,-51713.775965,-25858.4112782,-56020.838096,+0,+0,+0,-47398.1920762,-51705.2988448,-47403.9266318,+0,+0
2010-08-16 10:45:30 UTC,-43153.2179511,-43148.9098709,-47463.3887402,-17262.0187688,-25892.9071802,-60411.1240257,+0,-56096.2047147,-43150.0459778,-51782.3165057,-25892.6841298,+0,+0,+0,-34522.1019607,-47461.0106497,-51773.8249047,+0,+0,-60362.5321698
2010-08-16 10:46:00 UTC,-43149.7458485,-43145.438241,-47459.5699779,-17260.6298549,+0,+0,+0,-56091.6912862,-43146.5742229,-51778.1501473,+0,+0,-17260.7225541,+0,-34519.32434,-47457.192111,-51769.6594261,+0,+0,-60285.120997
2010-08-16 10:46:30 UTC,-43140.0417277,-43135.7354421,-47448.8969846,-17256.7480026,+0,+0,+0,-56079.0767817,-43136.8710744,-51766.5056629,+0,+0,-17256.8406686,+0,-34511.5612148,+0,-51758.017402,+0,+0,-60216.8966349
2010-08-16 10:47:00 UTC,-43159.8920498,-43155.5830608,-47470.7291903,-17264.6885486,+0,+0,+0,-56104.880457,-43156.7194081,-51790.3251075,+0,+0,-17264.7812825,+0,-34527.4411219,+0,-51781.831815,+0,-43003.3566146,-60203.9189098
2010-08-16 10:47:30 UTC,-43162.1992903,-43157.889987,-47473.2667888,+0,+0,+0,+0,-56107.8796669,-43159.0264174,-51793.0936866,+0,+0,-17265.7042352,+0,-34529.2868735,+0,-51784.5998089,+0,-43022.0953491,-60230.1526924
2010-08-16 10:48:00 UTC,-43123.682892,-43119.3788347,-47430.9048604,+0,+0,+0,+0,-56057.8117321,-43120.5138776,-51746.8758364,+0,+0,-17250.2967344,-51741.8114867,-34498.4744352,+0,-51738.3917226,+0,-43061.9941446,-60286.0100575
2010-08-16 10:48:30 UTC,-43109.7038126,-43105.4016595,-47415.5300908,+0,-25866.7974265,+0,+0,-56039.6401567,-43106.5361988,-51730.1016045,+0,+0,-17244.7047609,-51725.0393241,-34487.2914187,+0,-51721.6210344,+0,-43040.6777885,-60256.1676656
2010-08-16 10:49:00 UTC,-43125.2771801,-43120.9729053,-47432.658324,+0,-25876.1419018,+0,+0,-56059.8841663,-43122.1080057,-51748.7889063,-25878.3516478,+0,-17250.9344886,-51743.7243202,-34499.7498375,+0,-51740.3043877,-47436.021526,-43067.5364944,-60293.7692155
2010-08-16 10:49:30 UTC,-43113.1258154,-43108.823196,-47419.2937508,+0,-25868.8507282,+0,+0,-56044.0884597,-43109.9578587,-51734.2078455,-25868.6279882,+0,-17246.0736457,-51729.1450583,-34490.0289605,+0,-51725.7264076,-47422.6556794,-43087.2372322,-60321.3497801
2010-08-16 10:50:00 UTC,-43119.7834412,+0,-47426.6160834,-17248.6442621,-25872.845498,+0,-68981.6135708,-56052.7427887,-43116.6148176,-51742.1966805,-25872.6227064,+0,-17248.7368587,-51737.1329083,-34495.3549435,+0,-51733.7135556,-47429.9787093,-43058.2778991,-60280.807402
2010-08-16 10:50:30 UTC,-43102.7238587,+0,+0,-17241.8200705,-25862.6092503,-60340.4369178,-68954.3231303,-56030.5668299,-43099.5569446,-51721.7259912,-25862.3865908,-56029.4501889,-17241.9126087,-51716.6647445,-34481.707579,+0,-51713.2471914,-47411.2140873,-43056.6432495,-60278.5189315
2010-08-16 10:51:00 UTC,-43073.6508858,+0,+0,-17230.1902702,-25845.1646175,-60299.7374167,-68907.8147108,-55992.7745195,-43070.4868857,-51686.8398041,-25844.9421831,-55991.6587309,+0,-51681.7828618,-34458.4497148,-47373.5046267,-51678.3683765,-47379.2353832,-43035.5575825,-60248.999499
2010-08-16 10:51:30 UTC,-43109.429409,+0,+0,-17244.5024316,-25866.6327764,-60349.8240745,-68965.0500879,-56039.2834563,-43106.2618229,-51729.7723333,-25866.4100649,-56038.1666186,+0,-51724.7100937,-34487.0719007,-47412.8530202,-51721.2918332,-47418.5898315,-43024.3406309,-60233.2960335
2010-08-16 10:52:00 UTC,-43103.2866257,+0,+0,-17242.0451892,-25862.946927,-60341.2247401,-68955.223396,-56031.2983776,-43100.1196551,-51722.4012849,-25862.7242631,-56030.18172,+0,-51717.3399547,-34482.1577827,-47406.0973288,-51713.9223423,-47411.8331007,-43044.026592,-60260.855911
2010-08-16 10:52:30 UTC,-43131.574513,+0,+0,-17253.3609387,-25879.9204854,-60380.8251932,-69000.4759043,+0,-43128.4047079,-51756.345407,-25879.6976026,-56066.952659,+0,-51751.279889,-34504.7875926,-47437.2076948,-51747.8592923,-47442.9482532,-43035.0750997,+0
2010-08-16 10:53:00 UTC,-43110.3163346,+0,+0,-17244.8572205,-25867.1649576,-60351.0656891,-68966.4689144,+0,-43107.1486595,-51730.8366019,-25866.9422393,-56039.3195179,+0,-51725.7742309,-34487.7814255,-47413.8284404,-51722.3558768,-47419.5654018,-43034.91044,+0
2010-08-16 10:53:30 UTC,-43107.1422926,+0,+0,-17243.587537,-25865.2604398,-60346.6223208,-68961.3913572,+0,-43103.9749356,-51727.0279022,-25865.037746,-56035.1936352,-17243.6800903,-51721.966001,+0,-47410.3377021,+0,-47416.0741266,-43033.5991051,+0
2010-08-16 10:54:00 UTC,-43146.4969947,-43150.5960664,+0,-17259.330245,+0,-60401.7153019,-69024.3475968,+0,-43143.3256947,-51774.251677,-25888.6514118,-56086.3501371,-17259.4229331,-51769.1839502,+0,-47453.6190968,+0,-47459.3621796,-43022.2550616,+0
2010-08-16 10:54:30 UTC,-43158.9331617,-43154.6243033,+0,-17264.3049732,+0,-60419.1247975,-69044.2418985,+0,-43155.760616,-51789.1744873,-25896.1133789,-56102.5156973,-17264.3977039,-51784.1049198,+0,-47467.296107,+0,-47473.0412938,-42994.884348,+0
2010-08-16 10:55:00 UTC,+0,-43172.6555691,-47489.508799,-17271.5188407,+0,-60444.3703568,-69073.0906827,+0,-43173.7925313,+0,-25906.9339986,-56125.9574225,-17271.6116331,-51805.7418608,+0,-47487.1291792,+0,-47492.8774163,+0,+0
2010-08-16 10:55:30 UTC,+0,-43161.8499217,-47477.6226821,+0,+0,-60429.2413796,-69055.8023907,+0,-43162.9864947,+0,-25900.4494954,-56111.909434,-17267.2885215,-51792.7754303,+0,-47475.2437582,+0,-47480.9901674,+0,+0
2010-08-16 10:56:00 UTC,+0,-43105.0171173,-47415.1070977,+0,+0,-60349.6698169,-68964.8738135,+0,-43106.1516427,+0,-25866.3439478,-56038.0233829,-17244.5509136,-51724.5778858,+0,-47412.7318344,+0,-47418.4686271,+0,+0
2010-08-16 10:56:30 UTC,+0,-43103.9552231,-47413.9390234,+0,+0,-60348.1830599,-68963.1748555,-56047.0301802,-43105.0897104,+0,+0,-56036.6428569,-17244.1260723,-51723.3036466,+0,-47411.5638283,+0,-47417.3004418,+0,-60215.4633889
2010-08-16 10:57:00 UTC,+0,-43097.62996,-47406.9812897,+0,-25862.1335445,-60339.3270637,-68953.0548695,-56029.5362534,-43098.7642192,+0,+0,-56028.4196355,-17241.5954675,-51715.7135335,+0,-47404.606502,+0,-47410.3420448,+0,-60202.9033067
2010-08-16 10:57:30 UTC,+0,-43038.9913705,-47342.4793571,-17218.0430656,-25826.9438813,-60257.2272152,-68859.2371565,-55953.3008486,-43040.1235155,+0,+0,-55952.1859504,-17218.1354,-51645.3491031,-34434.1571201,-47340.1083466,-51641.9378229,-47345.8339629,+0,-60222.5147586
2010-08-16 10:58:00 UTC,+0,-43094.0692388,-47403.0645277,-17240.0783744,-25859.9967164,-60334.3417005,+0,-56024.9069977,-43095.2033696,+0,+0,-56023.7904843,-17240.1708977,-51711.4407821,-34478.2244469,-47400.6899696,-51708.0236885,-47406.4249094,+0,-60228.3275943
2010-08-16 10:58:30 UTC,+0,-43118.6320901,-47430.083448,-17249.9053702,-25874.7371527,-60368.7321297,+0,-56056.8408975,-43119.7671062,+0,+0,-56055.7236638,-17249.9979776,-51740.9154172,-34497.8769714,-47427.7073078,-51737.4957319,+0,+0,-60180.5857797
2010-08-16 10:59:00 UTC,-43132.8615256,-43128.5562178,-47440.999901,-17253.8757708,-25880.6927306,-60382.6268929,+0,-56069.7431494,+0,+0,+0,-56068.6256245,+0,-51752.8240523,-34505.8171799,-47438.6231214,-51749.4033198,+0,-42995.7158551,-60193.2220281
2010-08-16 10:59:30 UTC,-43159.3099297,-43155.0010199,-47470.0889505,-17264.4556883,-25896.5625452,-60419.6522382,+0,-56104.1237519,+0,+0,+0,-56103.0054515,+0,-51784.5569677,-34526.975436,-47467.7104678,-51781.133446,+0,-42971.4117642,-60159.196879
2010-08-16 11:00:00 UTC,-43176.8133143,-43172.5020213,-47489.3398978,-17271.45741,-25907.0650869,-60444.1553748,+0,-56126.8766149,+0,-51810.6298222,-25906.8418541,-56125.7578012,+0,-51805.5576084,-34540.9778347,-47486.9602878,-51802.132241,+0,-42980.247636,-60171.5668894
2010-08-16 11:00:30 UTC,-43180.7722083,-43176.4603763,-47493.6940534,-17273.0410508,-25909.4405388,+0,+0,-56132.0228294,+0,-51815.3803071,-25909.2172754,-56130.9038996,+0,-51810.3075075,-34544.14488,+0,-51806.8817227,+0,-42976.7705591,-60166.6990645
2010-08-16 11:01:00 UTC,-43137.2458591,-43132.9399541,-47445.8219724,-17255.6295964,-25883.3234587,+0,+0,-56075.4423979,+0,-51763.1507532,-25883.100532,+0,+0,-51758.0843955,-34509.3245693,+0,-51754.6632005,+0,-43026.8054757,-60236.7467576
2010-08-16 11:01:30 UTC,-43103.2597624,-43098.9584877,-47408.4426585,-17242.0344433,-25862.9308082,+0,+0,-56031.2634578,+0,-51722.3690504,-25862.7081445,+0,-17242.1269833,+0,-34482.1362926,+0,-51713.8901149,+0,-42979.406283,-60170.3890152
2010-08-16 11:02:00 UTC,-43073.4491909,-43069.1519783,-47375.6557604,-17230.109588,-25845.0348392,+0,+0,-55992.5123338,+0,-51686.5977797,-25844.8111611,+0,-17230.2020258,+0,-34458.2883624,+0,-51678.126403,-47378.988676,-42990.2564677,-60185.5790157
2010-08-16 11:02:30 UTC,-43045.3751919,-43041.0818065,-47344.7788182,-17218.8793981,-25828.1896312,+0,-68862.5371543,-55956.0186022,+0,-51652.9103141,-25827.9661722,+0,-17218.9660665,+0,-34435.82966,+0,-51644.4460584,-47348.1088228,-43003.6316546,-60204.3039592
2010-08-16 11:03:00 UTC,-43062.5769138,-43058.2811833,-47363.6979815,+0,+0,+0,-68890.0549392,-55978.3793289,+0,-51673.5515634,-25838.2875665,+0,-17225.8471714,+0,-34449.5907331,+0,-51665.0829445,-47367.0297698,-42981.7294534,-60173.6413984
2010-08-16 11:03:30 UTC,-43076.486623,-43072.1889968,-47378.9964541,+0,+0,+0,-68912.3064561,-55996.4607289,-43073.3223388,-51690.2160126,-25846.633684,+0,-17231.4113914,+0,-34460.7182544,+0,-51681.7704079,-47382.3296843,-42981.6520261,-60173.5330022
2010-08-16 11:04:00 UTC,-43092.7209883,-43088.4211493,-47396.851679,+0,+0,+0,-68938.2767499,-56017.5639771,-43089.5550766,-51709.6964597,-25856.374644,+0,-17237.9055302,+0,-34473.7054595,+0,-51701.2467578,-47400.1865924,-42978.4774956,-60169.088735
2010-08-16 11:04:30 UTC,-43089.9331284,-43085.6336694,-47393.7854756,+0,+0,+0,-68933.8169796,-56013.9400042,-43086.7674961,-51706.3511637,-25854.7018695,+0,-17236.7903188,+0,-34471.4752209,+0,-51697.9021654,-47397.1201,-42985.0566775,+0
2010-08-16 11:05:00 UTC,-43104.1874272,-43099.8860261,-47409.4629426,+0,+0,-60342.4857799,-68956.6197407,-56032.4693406,-43101.0203665,-51723.4556279,-25863.254748,+0,-17242.492383,+0,-34482.878408,-47407.0508461,-51715.0030334,-47412.7990443,-43016.945877,+0
2010-08-16 11:05:30 UTC,-43116.378277,-43112.0752147,-47422.8709428,-17247.2757957,-25870.7935269,-60359.5518537,-68976.1215785,-56048.3163742,-43113.2099945,-51738.0840537,-25870.5695138,-56047.1993327,-17247.3690177,-51733.0473766,-34492.6308723,-47420.4580397,-51729.628383,-47426.2083081,-43031.3433892,+0
2010-08-16 11:06:00 UTC,-43069.2139744,-43064.9173394,-47370.9976949,-17228.4090972,-25842.4935872,-60293.526147,-68900.6723193,-55987.0069247,-43066.0504192,-51681.4891886,-25842.2699422,-55985.8912662,-17228.5021561,-51676.4594361,-34454.9002642,-47368.5879119,-51673.0454192,-47374.3301711,-43079.0565638,+0
2010-08-16 11:06:30 UTC,-43082.7165098,-43078.4180342,-47385.8483404,-17233.8103912,-25850.5954973,-60312.4284604,-68922.2724745,-56004.5590341,-43079.5516009,-51697.691573,-25850.3717469,-56003.4429796,-17233.9034969,-51692.6598377,+0,-47383.4376641,-51689.2443956,-47389.1822167,-43134.249152,+0
