# file...... Output/Qh/house_Qh_file_063.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_15A_tm_3_A_15_Meter_109_1241:Qh,house_3_1A_tm_3_A_1_Meter_111_1242:Qh,house_3_2A_tm_3_A_2_Meter_111_1243:Qh,house_3_3A_tm_3_A_3_Meter_111_1244:Qh,house_3_4A_tm_3_A_4_Meter_111_1245:Qh,house_3_5A_tm_3_A_5_Meter_111_1246:Qh,house_3_6A_tm_3_A_6_Meter_111_1247:Qh,house_3_7A_tm_3_A_7_Meter_111_1248:Qh,house_3_8A_tm_3_A_8_Meter_111_1249:Qh,house_3_1A_tm_3_A_1_Meter_112_1250:Qh,house_3_2A_tm_3_A_2_Meter_112_1251:Qh,house_3_3A_tm_3_A_3_Meter_112_1252:Qh,house_3_4A_tm_3_A_4_Meter_112_1253:Qh,house_3_5A_tm_3_A_5_Meter_112_1254:Qh,house_3_6A_tm_3_A_6_Meter_112_1255:Qh,house_3_7A_tm_3_A_7_Meter_112_1256:Qh,house_3_8A_tm_3_A_8_Meter_112_1257:Qh,house_3_1A_tm_3_A_1_Meter_113_1258:Qh,house_3_2A_tm_3_A_2_Meter_113_1259:Qh,house_3_3A_tm_3_A_3_Meter_113_1260:Qh
2010-08-16 00:00:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:00:30 UTC,+0,-30390.8352302,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:01:00 UTC,+0,-30391.2878242,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:01:30 UTC,+0,-30410.2965639,+0,+0,+0,+0,+0,+0,+0,+0,-21724.0448108,+0,+0,+0,+0,+0,-26065.6663988,+0,-39071.8087328,+0
2010-08-16 00:02:00 UTC,+0,-30358.9640944,-21685.3344337,+0,+0,+0,+0,+0,+0,+0,-21686.330349,+0,+0,+0,+0,+0,-26022.0301373,+0,-39005.3118144,+0
2010-08-16 00:02:30 UTC,+0,-30479.6988657,-21771.5750916,+0,+0,+0,+0,+0,+0,+0,-21772.4437554,+0,+0,+0,+0,+0,-26125.358081,+0,-39158.8713561,+0
2010-08-16 00:03:00 UTC,+0,-30459.0874655,-21756.8524006,+0,+0,+0,+0,+0,+0,+0,-21757.7201651,+0,+0,+0,+0,+0,-26107.6911643,+0,-39132.4030129,+0
2010-08-16 00:03:30 UTC,+0,+0,-21748.3905871,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-39117.3969544,+0
2010-08-16 00:04:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-39164.9543219,+0
2010-08-16 00:04:30 UTC,+0,+0,+0,+0,-34860.2023704,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:05:00 UTC,+0,+0,+0,+0,-34906.0681838,-47992.3086242,+0,-43629.0279968,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:05:30 UTC,+0,+0,+0,+0,-34942.1995385,-48041.9845414,+0,-43674.1876569,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:06:00 UTC,+0,+0,+0,+0,-34955.1454524,-48059.7834908,+0,-43690.3684249,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:06:30 UTC,+0,+0,+0,+0,-34964.4267235,-48072.5440328,+0,-43701.9688496,+0,+0,+0,-43708.9635323,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:07:00 UTC,+0,+0,+0,+0,-35029.488617,-48161.9956868,+0,-43783.2880568,+0,+0,+0,-43790.3030987,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:07:30 UTC,+0,+0,+0,+0,+0,-48218.9835101,+0,+0,+0,+0,+0,-43835.3149472,+0,+0,+0,+0,+0,+0,+0,+0
