# file...... Output/Qh/house_Qh_file_052.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_7B_tm_3_B_7_Meter_86_1021:Qh,house_3_8B_tm_3_B_8_Meter_86_1022:Qh,house_3_1B_tm_3_B_1_Meter_87_1023:Qh,house_3_2B_tm_3_B_2_Meter_87_1024:Qh,house_3_3B_tm_3_B_3_Meter_87_1025:Qh,house_3_4B_tm_3_B_4_Meter_87_1026:Qh,house_3_5B_tm_3_B_5_Meter_87_1027:Qh,house_3_6B_tm_3_B_6_Meter_87_1028:Qh,house_3_7B_tm_3_B_7_Meter_87_1029:Qh,house_3_8B_tm_3_B_8_Meter_87_1030:Qh,house_3_9B_tm_3_B_9_Meter_87_1031:Qh,house_3_10B_tm_3_B_10_Meter_87_1032:Qh,house_3_11B_tm_3_B_11_Meter_87_1033:Qh,house_3_12B_tm_3_B_12_Meter_87_1034:Qh,house_3_13B_tm_3_B_13_Meter_87_1035:Qh,house_3_14B_tm_3_B_14_Meter_87_1036:Qh,house_3_15B_tm_3_B_15_Meter_87_1037:Qh,house_3_1A_tm_3_A_1_Meter_88_1038:Qh,house_3_2A_tm_3_A_2_Meter_88_1039:Qh,house_3_3A_tm_3_A_3_Meter_88_1040:Qh
2010-08-16 10:31:30 UTC,-34726.6515187,-21704.9208564,-56379.4013985,+0,-43372.4331202,+0,-30360.8800245,-56374.5050171,+0,-34697.9888977,-52041.591765,-52046.2954985,-43368.5250029,+0,-30362.8572181,-39032.9623688,+0,-21720.9541078,+0,+0
2010-08-16 10:32:00 UTC,-34707.9154603,+0,-56348.0561438,-30346.4725524,-43348.3187497,+0,-30343.999863,-56343.1631731,+0,-34678.697415,-52012.6582184,-52017.3586845,-43344.4135606,+0,-30345.9756548,-39011.261199,+0,-21732.7275571,+0,+0
2010-08-16 10:32:30 UTC,-34659.2357776,+0,-56265.9751982,-30302.2653604,-43285.1726547,+0,-30299.7973293,-56261.0911621,+0,-34628.1805755,-51936.8925918,-51941.5844988,-43281.2751377,-30301.7910533,-30301.7694487,-38954.4343352,+0,-21692.3326368,-47718.0066029,+0
2010-08-16 10:33:00 UTC,-34715.1916866,+0,-56358.0008748,-30351.8285896,-43355.9693792,+0,-30349.355336,-56353.106822,+0,-34684.8179142,-52021.8378005,-52026.5393033,-43352.063261,-30351.3532733,-30351.3315726,-39018.146206,-21680.1938021,-21674.0037446,-47677.6887547,+0
2010-08-16 10:33:30 UTC,-34786.6444377,+0,-56475.6875272,-30415.2123094,-43446.5074681,+0,-30412.7323816,-56470.7806712,+0,-34757.248334,-52130.4696251,-52135.1833932,-43442.5903598,-30414.7357034,-30414.7138802,-39099.6238672,-21725.468823,-21692.4026615,-47718.160635,+0
2010-08-16 10:34:00 UTC,-34806.874708,+0,-56516.7575586,-30437.3318197,-43478.1032514,+0,+0,-56511.8462361,+0,-34782.5249429,-52168.3797221,+0,-43474.1823101,-30436.8547637,-30436.832898,-39128.0577642,-21741.2687994,+0,-47705.5541057,+0
2010-08-16 10:34:30 UTC,-34838.1936776,+0,-56568.5551019,-30465.2289557,-43517.9518678,+0,+0,-56563.6381468,-60923.4184762,-34814.4038138,-52216.1919543,+0,+0,-30464.7513325,-30464.729413,-39163.9186092,-21761.1957363,+0,-47701.6501874,+0
2010-08-16 10:35:00 UTC,-34795.9172427,-21748.2141394,-56500.7517873,-30428.7114266,+0,+0,+0,-56495.8422053,-60850.3937065,-34772.6741684,-52153.6054372,+0,+0,-30428.2345459,-30428.2126968,-39116.9765344,-21735.1112487,+0,-47772.0386379,-26059.3699819
2010-08-16 10:35:30 UTC,-34769.334445,-21731.5990447,-56457.7499604,-30405.5514883,+0,+0,+0,-56452.8450559,-60804.0803565,-34746.2086326,-52113.9121774,+0,+0,-30405.0750788,-30405.0532743,-39087.205203,-21718.568094,+0,-47867.9990681,-26111.7170659
2010-08-16 10:36:00 UTC,-34782.4325519,-21739.7857785,-56479.6117954,-30417.3258432,+0,+0,+0,-56474.7045125,-60827.6257476,-34759.6635305,-52134.0919595,+0,+0,-30416.8491941,-30416.8273669,-39102.3407446,-21726.9785212,+0,-47888.8357668,-26123.0836301
2010-08-16 10:36:30 UTC,-34759.9230304,-21725.7166109,-56444.0827311,-30398.190588,+0,-43418.9377174,+0,-56439.1793125,-60789.3606291,-34737.7971172,-52101.2965066,+0,+0,-30397.7143282,-30397.6925379,+0,-21713.3101995,-21772.0875179,-47893.4424977,-26125.5966334
2010-08-16 10:37:00 UTC,-34806.473565,-21754.8121767,-56520.492556,-30439.3434159,+0,-43477.7152843,+0,-56515.5808271,-60871.6546895,+0,-52171.8273482,+0,+0,-30438.866319,-30438.8444494,+0,-21742.7056835,-21739.4214318,-47821.5872792,-26086.3991119
2010-08-16 10:37:30 UTC,-34748.1445918,-21718.3547117,-56422.5982064,-30386.6194451,+0,-43402.410941,+0,-56417.6971251,-60766.2216043,+0,-52081.4650044,+0,+0,-30386.1434207,-30386.1216528,+0,-21705.0449267,-21764.788965,-47877.3879536,-26116.838768
2010-08-16 10:38:00 UTC,-34763.2809147,-21727.8153956,-56447.0256723,-30399.7755986,+0,-43421.2015484,+0,-56442.1219334,-60792.5302032,+0,+0,+0,+0,-30399.2993065,-30399.2775132,+0,-21714.4423733,-21732.0901462,-47805.4607351,-26077.6019693
2010-08-16 10:38:30 UTC,-34738.4937422,-21712.3226233,-56399.5220311,-30374.1910704,+0,-43384.6598017,-30371.7154613,-56394.6234602,-60741.3683572,+0,+0,-52064.8701444,-43384.0022252,-30373.7152988,-30373.6935549,+0,-21696.1673328,-21718.7430048,-47776.1011813,-26061.5861279
2010-08-16 10:39:00 UTC,-34734.0286527,-21709.5318001,-56395.3149569,-30371.9252221,+0,-43381.4235478,-30369.449852,-56390.4168443,-60736.8373001,+0,+0,-52060.986324,-43380.7660534,-30371.4494967,-30371.4277572,+0,+0,-21685.2945396,-47702.5249826,-26021.4497959
2010-08-16 10:39:30 UTC,-34789.5583809,-21744.2396485,+0,+0,-43458.0343439,-43454.77519,-30420.8012435,+0,-60839.5364245,+0,+0,-52149.0154383,-43454.1158368,-30422.8052506,-30422.783412,+0,+0,-21693.7430907,-47721.1091615,-26031.5875959
2010-08-16 10:40:00 UTC,-34773.4167861,-21734.1506379,+0,+0,-43436.2545724,-43432.9975096,-30405.5553112,+0,-60809.0456462,-34749.0460232,+0,-52122.8801014,-43432.338708,-30407.5580235,-30407.5362142,+0,+0,+0,-47765.3320203,+0
2010-08-16 10:40:30 UTC,-34787.840319,+0,+0,+0,-43455.3504103,-43452.0915142,-30418.9224786,+0,-60835.7790286,-34764.3226827,+0,-52145.7947659,-43451.432229,-30420.9263261,-30420.904491,+0,+0,+0,-47780.8963367,+0
2010-08-16 10:41:00 UTC,-34793.6158692,+0,+0,+0,-43464.4139453,-43461.1541789,-30425.2669915,+0,-60848.4676022,-34771.5735057,+0,-52156.6708461,-43460.4946642,+0,+0,-39115.7383883,+0,+0,-47666.947685,+0
2010-08-16 10:41:30 UTC,-34795.0183348,+0,+0,+0,-43466.6722048,-43463.4122217,-30426.8477827,+0,-60851.629072,-34773.380112,+0,-52159.3807172,-43462.7526498,+0,+0,-39117.770657,+0,+0,-47661.6311303,+0
2010-08-16 10:42:00 UTC,-34813.4630062,+0,+0,+0,-43490.8534991,-43487.5911951,-30443.7747911,+0,-60885.4818826,-34792.7251339,+0,-52188.3978387,-43486.9310112,+0,+0,-39139.5320559,-21747.6447644,+0,-47601.5724027,+0
2010-08-16 10:42:30 UTC,-34736.4871985,+0,+0,-30377.1925411,-43392.1995604,-43388.9467284,-30374.7166162,+0,-60747.3704534,-34713.8020385,+0,-52070.0148737,-43388.2890432,+0,+0,-39050.7507195,-21698.3112847,-21655.3798784,-47636.7220572,+0
2010-08-16 10:43:00 UTC,-34725.9613292,+0,+0,-30367.4534226,-43378.2880834,-43375.0365877,-30364.9785234,+0,-60727.8949615,-34702.6728648,-52048.6168232,-52053.3213498,-43374.3792553,+0,+0,-39038.2314075,-21691.3546277,-21745.6043514,+0,-26093.818278
2010-08-16 10:43:30 UTC,+0,-21709.6843886,+0,-30372.5707532,-43385.5977416,-43382.3455439,-30370.0953151,+0,-60738.1281805,-34708.5205873,-52057.3872922,-52062.0928091,-43381.6880261,+0,+0,-39044.8095655,-21695.0099394,-21736.7986641,+0,-26083.2519336
2010-08-16 10:44:00 UTC,+0,-21697.2073041,+0,-30354.2190641,-43359.3839625,-43356.1342826,-30351.7455588,+0,-60701.4299745,-34687.5495789,-52025.9347769,-52030.6367423,-43355.4774297,+0,+0,-39021.2190812,-21681.9013192,-21742.3440406,+0,-26089.906083
2010-08-16 10:44:30 UTC,+0,-21727.6001501,+0,-30397.0189076,-43420.5197873,-43417.2642355,-30394.540895,-56437.0040517,+0,-34736.458204,-52099.2883921,-52103.9986403,-43416.6058325,-30396.5426716,+0,-39076.2368535,-21712.4732676,-21726.2557918,+0,-26070.6010624
2010-08-16 10:45:00 UTC,+0,-21699.1159544,-56361.7698197,-30353.8584693,-43358.8688844,-43355.6192541,-30351.385002,-56356.8753569,+0,-34687.1375168,-52025.3167623,-52030.0186578,-43354.9624143,-30353.3831116,-30353.3614071,-39020.7555487,-21681.6437461,-21754.9678543,+0,-26105.0539707
2010-08-16 10:45:30 UTC,+0,-21709.3252509,-56387.7369424,-30367.8438525,-43378.8457781,-43375.5942286,-30365.3689121,-56382.839654,+0,+0,-52049.285971,-52053.9905734,-43374.9368821,-30367.3682102,-30367.3464786,-39038.7332919,-21691.633512,-21761.2389177,+0,-26112.5789049
2010-08-16 10:46:00 UTC,+0,-21716.6222305,-56406.7120596,-30378.0634787,-43393.4436179,+0,-30375.5874618,-56401.8127063,+0,+0,-52066.8011399,-52071.5077205,-43389.5329494,-30377.5876283,-30377.5658769,-39051.8702802,-21698.9333958,+0,+0,-26090.5311961
2010-08-16 10:46:30 UTC,+0,-21733.2023454,-56456.2922509,-30404.7663952,+0,+0,+0,-56451.3875043,+0,+0,-52112.5666242,-52117.2783714,-43427.6710968,-30404.2900016,-30404.2681987,-39086.1959913,-21718.0073017,+0,+0,-26105.1901662
2010-08-16 10:47:00 UTC,+0,-21736.0349715,-56461.6744142,-30407.6651227,+0,+0,+0,-56456.7690821,+0,+0,-52117.534683,-52122.2469912,-43431.8111723,-30407.1886701,-30407.1668616,-39089.922209,-21720.0778641,+0,+0,-26086.7407841
2010-08-16 10:47:30 UTC,+0,-21729.159604,-56443.2238907,-30397.7280339,+0,+0,+0,-56438.3205652,+0,+0,-52100.5037454,-52105.2141313,-43417.6186335,-30397.2517834,-30397.229994,-39077.1484112,-21712.9797969,+0,+0,-26098.7274791
2010-08-16 10:48:00 UTC,-34707.5643159,-21692.9907463,-56351.3368082,-30348.2394534,+0,+0,+0,-56346.443481,+0,+0,-52015.6864682,-52020.3872758,-43346.937118,-30347.7642102,-30347.7425165,-39013.5324918,-21677.6300804,-21753.667546,-47852.9242937,+0
2010-08-16 10:48:30 UTC,-34684.0281309,-21678.2798805,-56312.1500283,-30327.1342214,+0,+0,+0,-56307.2609656,+0,-34656.5989433,-51979.5147244,-51984.2114467,+0,-30326.6594078,-30326.637755,-38986.4024218,-21662.5546029,-21737.9042769,-47818.2500116,+0
2010-08-16 10:49:00 UTC,-34706.7497343,+0,-56350.2222006,-30347.6391483,+0,+0,+0,-56345.328994,+0,-34680.0305179,-52014.6576185,-52019.3583106,+0,-30347.1639173,-30347.1422247,-39012.7608189,+0,-21714.2009186,-47766.1100073,+0
2010-08-16 10:49:30 UTC,-34712.820188,+0,-56361.7649881,-30353.8558676,+0,+0,+0,-56356.8705253,+0,-34687.1345434,-52025.3123023,-52030.0141978,+0,-30353.3805099,-30353.3588053,+0,+0,-21698.3845751,-47731.318981,+0
2010-08-16 10:50:00 UTC,-34728.2831445,+0,-56389.051469,-30368.5518301,+0,+0,+0,-56384.1540381,-60730.0914674,-34703.9280472,-52050.4993578,-52055.2040967,+0,-30368.0761735,-30368.0544404,+0,+0,-21692.5899018,-47718.5725053,+0
2010-08-16 10:50:30 UTC,-34714.0030627,+0,-56363.2766421,-30354.6700139,-43360.028105,-43356.7783635,-30352.1964613,-56358.3820157,-60702.3317476,-34688.0648926,-52026.7076497,-52031.4097019,+0,-30354.1946398,-30354.1729336,+0,+0,-21701.9297577,-47739.1172775,+0
2010-08-16 10:51:00 UTC,-34723.1727368,+0,-56377.1672687,-30362.1512336,-43370.714371,-43367.4636027,-30359.6768927,-56372.2711304,-60717.2920775,-34696.6138993,-52039.5295295,-52044.2330302,+0,-30361.6757071,-30361.6539865,+0,+0,-21699.2020756,-47733.117227,-26041.1620143
2010-08-16 10:51:30 UTC,-34737.951737,+0,-56399.2963261,+0,-43387.7385836,-43384.4861801,-30371.5939136,-56394.3977801,-60741.1252706,-34710.2332597,-52059.9559741,-52064.6617813,+0,-30373.5937406,-30373.571997,+0,-21696.0805019,+0,-47733.4700117,-26038.3305261
2010-08-16 10:52:00 UTC,-34726.7112002,-21704.9581592,-56383.4075791,+0,-43375.5151344,-43372.263905,-30363.0374474,-56378.5107619,-60724.0129476,-34700.4545072,-52045.2897095,-52049.9938605,+0,-30365.0365473,-30365.0148202,+0,-21689.9679702,+0,-47758.0489739,-26051.7385223
2010-08-16 10:52:30 UTC,-34778.6785854,-21737.4394299,-56469.8029438,+0,-43441.9803711,-43438.7227585,-30409.5633945,-56464.8967276,-60817.0615273,-34753.6266589,+0,-52129.7509576,-43438.0638119,-30411.5664473,-30411.5446303,+0,-21723.2049759,+0,-47699.1299788,-26019.5977972
2010-08-16 10:53:00 UTC,-34764.1063042,-21728.3312903,-56443.1733914,+0,-43421.4938615,-43418.2382161,-30395.222751,-56438.2700719,-60788.3812621,-34737.2374627,+0,-52105.1675118,-43417.5797884,-30397.2245855,-30397.2027962,+0,-21712.960369,+0,-47753.0612748,-26049.0176978
2010-08-16 10:53:30 UTC,-34734.4015257,-21709.7648577,-56395.2682797,+0,-43384.6397479,-43381.3876419,-30369.4247155,+0,-60736.7870287,-34707.7541928,+0,-52060.9432337,-43380.7301484,-30371.4243583,-30371.4026188,-39043.947441,-21694.5308795,+0,-47768.9659486,-26057.6938084
2010-08-16 10:54:00 UTC,-34742.3422882,-21714.7280871,-56405.8715375,-30377.6107894,-43392.7969914,-43389.544102,-30375.1348205,+0,-60748.206832,-34714.279983,+0,-52070.7317802,-43388.8864017,+0,-30377.1131978,-39051.2883638,-21698.6100396,-21689.9374787,-47712.7380014,-26027.0210693
2010-08-16 10:54:30 UTC,-34797.9905349,-21749.510013,-56501.4767485,-30429.1018768,-43466.3474984,-43463.0875464,-30426.6204868,+0,-60851.1744964,+0,+0,-52158.9910752,-43462.4279827,+0,-30428.6031383,-39117.4784449,-21735.3901475,-21695.0573425,-47724.0001061,-26033.1646263
2010-08-16 10:55:00 UTC,-34813.8279796,-21759.4089199,-56526.3201685,-30442.4820536,-43485.4599092,-43482.1981225,-30439.9992554,+0,-60877.9310799,+0,+0,-52181.925627,-43481.5380751,+0,-30441.9830172,-39134.6782186,-21744.9476139,-21674.0306234,-47677.7478788,-26007.9337116
2010-08-16 10:55:30 UTC,-34772.0036082,-21733.2673567,-56459.6066934,-30406.551489,-43434.1362445,-43430.8793851,-30404.0724727,+0,-60806.0800749,+0,+0,-52120.3381457,-43430.2206371,+0,-30406.0532526,-39088.4906698,-21719.282395,-21679.3545313,-47689.4588168,-26014.3221103
2010-08-16 10:56:00 UTC,-34730.9847038,-21707.6292351,-56392.9019686,-30370.6256341,-43382.8193094,-43379.5673783,-30368.1504008,+0,-60734.2384902,+0,+0,-52058.75874,-43378.909931,+0,-30370.1281981,-39042.3091795,-21693.6205399,-21754.7133368,-47855.2247082,-26104.7485637
2010-08-16 10:56:30 UTC,-34730.6645452,-21707.4291259,-56395.7503676,-30372.1597269,-43385.0106257,-43381.7584836,-30369.6843316,+0,-60737.306242,+0,+0,+0,-43381.1009807,+0,-30371.6622567,-39044.2812036,-21694.7163432,-21777.5859969,-47905.53744,-26132.1945083
2010-08-16 10:57:00 UTC,-34732.9078971,-21708.8312922,-56394.6114733,-30371.5463404,-43384.1344572,-43380.8823995,-30369.0710099,+0,-60736.0796425,+0,+0,+0,-43380.2249188,-30371.0706227,+0,-39043.4927161,-21694.2782009,-21751.8044504,-47848.8260635,+0
2010-08-16 10:57:30 UTC,-34657.0317199,-21661.4062625,-56268.3457594,-30303.5420982,-43286.9963627,-43283.753639,-30301.0739326,+0,-60600.09033,-34629.6395408,-51939.0807617,+0,-43283.0986241,-30303.0677651,+0,-38956.0755389,-21645.7027377,+0,-47968.3635182,+0
2010-08-16 10:58:00 UTC,-34698.0991772,+0,-56330.2403875,-30336.8773344,-43334.6128227,-43331.365523,-30334.4056561,-56325.3493563,-60666.7514041,-34667.7326813,-51996.213209,+0,-43330.7092988,-30336.4023225,+0,-38998.9268678,-21669.5141132,+0,-47908.727199,+0
2010-08-16 10:58:30 UTC,-34729.447166,+0,-56384.4631281,-30366.0806399,+0,-43373.0758765,-30363.6058854,-56379.5661963,-60725.1497832,-34701.1041463,-52046.2640445,+0,-43372.4185939,-30365.6050336,+0,-39036.4667413,-21690.3740484,+0,-47956.0528383,+0
2010-08-16 10:59:00 UTC,-34765.8387829,+0,-56444.9711234,-30398.6690589,+0,-43419.6211052,-30396.1908724,-56440.0676079,-60790.3174357,-34738.3438797,-52102.1165458,+0,-43418.9626424,-30398.1927894,+0,-39078.3580677,+0,+0,-47911.2413948,+0
2010-08-16 10:59:30 UTC,-34777.1515801,+0,-56465.4571783,-30409.7024451,+0,-43435.3798177,+0,-56460.5514348,-60812.3810992,-34750.9520513,-52121.0264007,+0,-43434.7209557,-30409.2259511,+0,-39092.5411192,+0,+0,-47918.2305894,+0
2010-08-16 11:00:00 UTC,-34798.2122912,+0,-56503.0215928,-30429.9338997,+0,-43464.2759039,+0,-56498.1117634,-60852.8383075,-34774.0711237,-52155.7006034,+0,-43463.6163101,-30429.4569941,+0,-39118.5479825,+0,-21749.3979773,+0,-26098.3704223
2010-08-16 11:00:30 UTC,-34775.5135093,+0,-56465.8294596,-30409.9029486,+0,-43435.6661918,+0,-56460.9236754,-60812.7820496,-34751.1811725,-52121.3700386,+0,-43435.0073225,-30409.4264505,+0,-39092.7988597,+0,-21761.608058,+0,-26113.0218531
2010-08-16 11:01:00 UTC,-34739.2929064,-21712.8154673,-56402.0220935,-30375.537555,+0,-43386.5829521,+0,-56397.1232505,-60744.0609468,-34711.9108374,-52062.4720205,-52067.1781122,-43385.9253268,-30375.061756,-30375.0400095,-39048.6232895,+0,-21736.8508751,+0,-26083.3145843
2010-08-16 11:01:30 UTC,-34742.5674106,-21714.8621353,-56410.0587242,-30379.8659256,+0,+0,+0,-56405.1590077,+0,-34716.8569929,-52069.8903118,-52074.5972404,-43392.1072756,-30379.3900387,-30379.3682838,-39054.1872666,-21700.2208845,-21788.8928433,+0,-26145.7621076
2010-08-16 11:02:00 UTC,+0,-21684.1494353,-56322.2815896,-30332.5908822,-43328.4900014,+0,+0,-56317.3914239,+0,-34662.8344278,-51988.8667619,-51993.5645408,-43324.5872208,-30332.1159575,-30332.0942941,-38993.4167764,-21666.4522984,-21741.1558491,+0,-26088.4803181
2010-08-16 11:02:30 UTC,+0,-21647.5848497,-56230.7015721,-30283.267674,-43258.0361273,+0,+0,-56225.8213763,+0,-34606.4713694,-51904.332923,-51909.0211509,-43254.1419088,-30282.7937538,-30282.7721861,-38930.0134479,-21631.2133153,-21753.6247443,+0,-26103.4423122
2010-08-16 11:03:00 UTC,+0,-21653.5581609,-56246.464523,-30291.7572917,-43270.162801,+0,+0,-56241.582611,+0,-34616.1727013,-51918.8830704,-51923.5729425,-43266.2671083,-30291.2831986,-30291.2616144,+0,-21637.2774494,-21738.7307535,+0,-26085.5703357
2010-08-16 11:03:30 UTC,+0,-21656.4432092,+0,-30296.8789514,-43277.4786427,+0,-30294.4114884,-56251.0911307,+0,+0,-51927.6609587,-51932.351822,-43273.5820613,-30296.4047541,-30296.3831599,+0,-21640.9358509,+0,+0,-26123.5321003
2010-08-16 11:04:00 UTC,+0,-21704.080214,+0,-30363.9495511,-43373.2831099,+0,-30361.4750208,-56375.6097625,+0,+0,-52042.6116222,-52047.2834493,-43369.3748893,-30363.4739881,-30363.452264,+0,-21688.8443801,+0,+0,-26145.4438986
2010-08-16 11:04:30 UTC,+0,-21690.6263385,+0,+0,-43348.8867009,+0,-30344.3974313,-56343.9013493,+0,+0,-52013.3396732,-52018.0082303,+0,-30346.394947,-30346.373256,+0,-21676.6445729,+0,-47934.8387347,-26148.178568
2010-08-16 11:05:00 UTC,+0,-21725.777254,+0,+0,-43419.2101577,+0,-30393.6241487,-56435.3019052,+0,+0,-52097.7170378,-52102.3950187,+0,-30395.6258472,-30395.604061,+0,-21711.8109198,+0,-47841.8114114,-26097.4315171
2010-08-16 11:05:30 UTC,+0,-21730.6956348,+0,+0,-43427.8345016,+0,-30399.661226,-56446.5111066,+0,+0,-52108.0649276,-52112.7440647,+0,-30401.6634376,-30401.6416397,+0,-21716.1236583,+0,-47835.9927949,+0
2010-08-16 11:06:00 UTC,+0,-21725.978719,+0,+0,-43417.5677665,-43414.3124984,-30392.4744679,-56433.167262,+0,+0,-52095.74642,-52100.424181,+0,-30394.4760689,-30394.4542848,+0,-21710.9896165,-21742.5221063,-47828.4077972,+0
2010-08-16 11:06:30 UTC,-34754.2364568,-21722.1556564,+0,+0,-43408.996721,-43405.7422757,-30386.4746998,-56422.0273316,-60770.8516332,-34727.2178897,-52085.4624791,-52090.1390921,+0,-30388.4757912,-30388.4540188,+0,-21706.7035311,-21702.3662066,-47740.0773293,+0
2010-08-16 11:07:00 UTC,-34706.5118482,-21692.3262739,+0,+0,-43350.2935581,-43347.0447514,-30345.3822372,-56345.7298641,-60688.669727,-34680.2554519,-52015.0276857,-52019.6964316,+0,-30347.3798368,-30347.3581438,-39013.0383821,-21677.348094,-21738.5352201,-47819.6071247,+0
2010-08-16 11:07:30 UTC,-34772.9902035,+0,+0,-30406.2715112,-43433.7105517,-43430.4794998,-30403.7925244,-56454.1817987,-60805.4860097,-34747.0095306,-52115.1055165,-52119.8261335,+0,-30405.7815905,-30405.7732811,-39088.1307677,-21719.0749554,-21735.0546833,-47811.9510376,+0
2010-08-16 11:08:00 UTC,-34819.6417803,+0,+0,-30446.6476358,-43491.3842413,-43488.1477207,-30444.1643991,-56529.1413395,-60886.2267916,-34793.1484466,+0,-52189.0335283,-43487.448537,+0,-30446.1485067,-39140.0329365,-21747.9156201,-21683.8250261,-47699.2619012,+0
2010-08-16 11:08:30 UTC,-34893.9318847,+0,-56655.0906434,-30511.8352886,-43584.4989898,-43581.2536446,-30509.3451945,+0,-61016.5835897,-34867.6401885,+0,-52300.7695597,-43580.5519416,+0,-30511.3347091,-39223.8295136,-21794.4791578,-21628.3935161,-47577.330026,-25953.1716768
2010-08-16 11:09:00 UTC,-34921.7125912,+0,-56700.1157427,-30536.0849149,-43619.1374205,-43615.8887942,-30533.5922714,+0,-61065.0759602,-34895.3509121,+0,-52342.3350567,-43615.1861554,+0,-30535.5837963,-39255.0016123,-21811.8006646,-21617.1454311,-47552.5877816,-25939.6745897
2010-08-16 11:09:30 UTC,-34949.0420062,+0,-56746.8697933,-30561.2657193,-43655.1059567,-43651.8539239,-30558.7704288,+0,-61115.4304228,-34924.1257195,+0,-52385.4966565,-43651.1503139,+0,-30560.764041,-39287.3707113,-21829.7873117,+0,-47553.9948762,-25940.4421711
2010-08-16 11:10:00 UTC,-34918.2234285,-21824.6526662,-56696.6624943,-30534.2250641,-43616.480789,-43613.2324142,-30531.7326159,+0,-61061.3567859,-34893.2256086,+0,-52339.1471464,-43612.5298471,+0,-30533.7239868,-39252.6108348,+0,+0,-47588.2458986,-25959.1151575
2010-08-16 11:10:30 UTC,-34929.3977331,-21831.6369571,-56715.8898296,-30544.5805253,+0,-43628.0228676,-30542.0869887,+0,-61082.06477,-34905.059083,+0,-52356.8971068,-43627.3199011,+0,-30544.0792178,-39265.922441,+0,+0,-47731.4667169,-26037.2431558
2010-08-16 11:11:00 UTC,-34886.4357917,-21804.7949635,-56643.579367,-30505.6355424,+0,-43572.3986995,-30503.1461006,+0,-61004.1858579,-34860.5555663,+0,-52290.1427769,-43571.6972359,-30505.1435137,-30505.1351009,-39215.8599444,+0,+0,-47766.2030224,-26056.1920614
2010-08-16 11:11:30 UTC,-34829.3287654,-21769.1012442,-56546.9141957,-30453.5735904,+0,-43498.0398916,-30451.0896251,+0,-60900.0767347,-34801.0629273,+0,-52200.9050813,-43497.3404401,-30453.0826659,-30453.0743071,-39148.9360225,+0,+0,-47792.577303,-26070.5794219
2010-08-16 11:12:00 UTC,-34809.8666393,-21756.9367921,-56518.6379874,-30438.3445824,+0,-43476.2886742,-30435.8622195,+0,-60869.6230427,-34783.6603173,+0,-52174.8015356,-43475.5898118,-30437.853981,-30437.8456381,-39129.3596363,+0,-21747.4853504,-47839.2945989,-26096.064043
2010-08-16 11:12:30 UTC,-34809.7298942,-21756.851322,-56513.3130368,-30435.4766687,+0,-43472.1925041,+0,-56508.3474112,-60863.88803,-34780.3830729,+0,-52169.8857387,-43471.4937526,-30434.9861282,-30434.9777883,-39125.6730284,-21739.9361987,-21787.8521252,-47928.088823,-26144.5019295
2010-08-16 11:13:00 UTC,-34732.1110018,-21708.3370261,-56386.0133531,-30366.9155614,+0,-43374.2683731,+0,-56381.0618201,-60726.7852896,+0,-52047.6544105,-52052.3673899,-43373.5722777,-30366.4264764,-30366.4182081,-39037.5400043,-21690.9630012,-21822.8366576,-48005.0438129,-26186.4814255
2010-08-16 11:13:30 UTC,-34712.2452956,-21695.9203224,-56350.6551527,-30347.8723271,+0,-43347.0693968,+0,-56345.7075361,-60688.7042326,+0,-52015.016726,-52019.7260081,-43346.3740401,-30347.3836467,-30347.3753984,-39013.0605632,-21677.3604191,-21847.4740948,-48059.2384441,-26216.0449825
2010-08-16 11:14:00 UTC,-34713.6933984,-21696.8254331,-56354.0167525,-30349.6828192,+0,-43349.6552771,+0,-56349.0687634,-60692.3247019,+0,-52018.119679,-52022.8293128,-43348.9598501,-30349.1941002,-30349.1717379,-39015.38789,-21678.6536536,-21840.058207,-48042.9258175,-26207.1463287
2010-08-16 11:14:30 UTC,-34719.8229704,-21700.6566123,-56365.4003533,-30355.838565,-43361.6715938,-43358.4473756,+0,-56360.4970741,-60704.6344447,+0,-52028.6698459,-52033.3806746,-43357.7517098,-30355.3497153,+0,-39023.3008957,-21683.0507027,-21860.3164744,-48087.4876515,+0
2010-08-16 11:15:00 UTC,-34698.0673584,-21687.0586566,-56328.711141,-30336.0784418,-43333.4460242,-43330.2244843,+0,-56323.8118655,-60665.1198128,+0,-51994.8035041,-51999.5104968,-43329.5295853,-30335.5900119,+0,-38997.8999178,-21668.9360469,-21862.0678753,-48091.3401844,+0
2010-08-16 11:15:30 UTC,-34670.5032001,-21669.8301727,-56281.7972314,-30310.8114861,-43297.354438,-43294.1363238,+0,-56276.9030766,-60614.5930823,+0,-51951.4991538,-51956.2012401,-43293.442406,-30310.3235932,+0,-38965.4200933,-21650.8878605,+0,-48166.3809319,+0
2010-08-16 11:16:00 UTC,-34713.402176,-21696.6434098,-56352.474153,-30348.876756,-43351.7272715,-43348.5039966,+0,-56347.5722838,-60690.7128039,-34681.4229579,-52016.7381882,-52021.4476659,-43347.8086008,-30348.3880541,+0,-39014.3517222,-21678.0778826,+0,-48136.8818721,+0
