# file...... Output/Qh/house_Qh_file_055.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_14C_tm_3_C_14_Meter_92_1081:Qh,house_3_15C_tm_3_C_15_Meter_92_1082:Qh,house_3_1A_tm_3_A_1_Meter_94_1083:Qh,house_3_2A_tm_3_A_2_Meter_94_1084:Qh,house_3_3A_tm_3_A_3_Meter_94_1085:Qh,house_3_4A_tm_3_A_4_Meter_94_1086:Qh,house_3_5A_tm_3_A_5_Meter_94_1087:Qh,house_3_6A_tm_3_A_6_Meter_94_1088:Qh,house_3_7A_tm_3_A_7_Meter_94_1089:Qh,house_3_8A_tm_3_A_8_Meter_94_1090:Qh,house_3_9A_tm_3_A_9_Meter_94_1091:Qh,house_3_10A_tm_3_A_10_Meter_94_1092:Qh,house_3_11A_tm_3_A_11_Meter_94_1093:Qh,house_3_12A_tm_3_A_12_Meter_94_1094:Qh,house_3_13A_tm_3_A_13_Meter_94_1095:Qh,house_3_14A_tm_3_A_14_Meter_94_1096:Qh,house_3_15A_tm_3_A_15_Meter_94_1097:Qh,house_3_1B_tm_3_B_1_Meter_95_1098:Qh,house_3_2B_tm_3_B_2_Meter_95_1099:Qh,house_3_3B_tm_3_B_3_Meter_95_1100:Qh
2010-08-16 08:39:00 UTC,+0,+0,-52112.5147322,-26059.7431776,+0,-43429.9360943,-56451.7535698,-21716.5809237,-21718.9416511,+0,-60796.2447231,+0,+0,+0,-60792.0593029,-47772.7942784,+0,-61000.5963824,+0,+0
2010-08-16 08:39:30 UTC,+0,+0,-52182.3420753,-26094.6629144,+0,-43488.130395,-56527.3943727,-21745.6807951,-21746.5761173,+0,-60877.7073217,+0,+0,+0,-60873.5145395,-47836.8078889,+0,-61078.5798345,+0,+0
2010-08-16 08:40:00 UTC,-30618.8906521,+0,-52206.7675198,+0,+0,-43508.4866272,-56553.8533529,-21755.8598626,-21756.755766,+0,-60906.2027522,+0,+0,+0,-60902.0073963,-47859.1997021,+0,+0,+0,+0
2010-08-16 08:40:30 UTC,-30627.591692,+0,-52272.1362215,+0,+0,-43562.9650803,-56624.6643138,-21783.1016345,-21783.9990929,+0,-60982.4637719,+0,+0,+0,-60978.2615304,-47919.1258876,+0,+0,+0,+0
2010-08-16 08:41:00 UTC,-30642.2126013,+0,+0,+0,+0,-43631.9782324,-56714.3674413,-21817.6114346,-21818.5108619,+0,-61079.0710191,+0,+0,+0,+0,-47995.0402112,+0,+0,+0,-21802.6736488
2010-08-16 08:41:30 UTC,-30646.387028,+0,+0,+0,+0,+0,-56845.2561505,-21867.965784,-21868.8680812,+0,-61220.033749,+0,+0,+0,+0,-48105.8092261,+0,+0,+0,-21755.9679331
2010-08-16 08:42:00 UTC,-30605.2248211,+0,+0,+0,-43696.2534653,+0,-56800.8721245,-21850.8907528,-21851.792077,+0,-61172.2336481,+0,+0,+0,+0,-48068.2477365,+0,+0,+0,-21772.9879551
2010-08-16 08:42:30 UTC,-30550.4350595,+0,+0,+0,-43780.725222,+0,-56910.6753571,+0,+0,+0,-61290.4880297,+0,+0,+0,+0,-48161.1724477,+0,+0,+0,-21782.0859207
2010-08-16 08:43:00 UTC,-30513.4362168,-34870.3778237,+0,+0,-43840.4477107,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-21767.2361779
2010-08-16 08:43:30 UTC,+0,-34865.096123,+0,+0,-43878.9221818,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:44:00 UTC,+0,-34880.3643761,+0,+0,-43891.5325462,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-39506.5321371,+0,+0,+0
2010-08-16 08:44:30 UTC,+0,-34832.6139729,+0,+0,-43943.5501032,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-39553.3542742,+0,+0,+0
2010-08-16 08:45:00 UTC,+0,-34811.5519147,+0,+0,-43816.5804105,+0,+0,+0,+0,-61341.0222152,+0,-30672.7920252,+0,+0,+0,+0,-39439.0660791,+0,+0,+0
2010-08-16 08:45:30 UTC,+0,-34802.9611468,+0,+0,-43702.1551132,+0,+0,+0,+0,-61180.8336201,+0,-30592.6910025,+0,+0,+0,+0,-39336.0693555,+0,+0,+0
2010-08-16 08:46:00 UTC,+0,-34949.7399076,+0,-26141.2702128,+0,+0,+0,+0,+0,-60986.7716721,+0,-30495.6518818,+0,+0,+0,+0,-39211.293008,+0,+0,+0
2010-08-16 08:46:30 UTC,+0,+0,+0,-26120.1361293,+0,+0,+0,+0,+0,-60937.4685268,+0,-30470.9982398,+0,-39179.7786926,+0,+0,-39179.5924765,+0,+0,+0
2010-08-16 08:47:00 UTC,+0,+0,+0,-26086.4369749,+0,+0,+0,-21738.8258242,+0,-60858.8526645,+0,-30431.6870089,+0,-39129.2305402,+0,+0,-39129.0446916,+0,+0,-21831.9280786
2010-08-16 08:47:30 UTC,+0,+0,+0,-26039.9992777,+0,+0,+0,-21700.1276228,-21701.0203416,-60750.5194026,+0,-30377.5158312,+0,-39059.5747922,+0,+0,-39059.3894507,+0,-52373.9662284,-21827.7676922
2010-08-16 08:48:00 UTC,+0,+0,+0,-26034.5645129,+0,+0,+0,-21695.5986381,-21696.4910979,-60737.840786,+0,-30371.1759908,+0,-39051.4227384,+0,+0,-39051.2374563,-61161.1216205,-52418.8961205,-21846.4942588
2010-08-16 08:48:30 UTC,+0,+0,+0,+0,+0,+0,+0,-21666.4852136,-21667.3760076,-60656.3395326,+0,-30330.4219432,-60652.3958316,-38999.0193362,+0,+0,+0,-61167.6507215,-52424.4917897,-21848.8265076
2010-08-16 08:49:00 UTC,-30705.0515149,+0,+0,+0,+0,-43381.5565676,+0,-21692.3888985,-21693.2811748,-60728.8553141,+0,+0,-60724.9059182,-39045.6452909,+0,+0,+0,-61223.0250643,-52471.9495539,+0
2010-08-16 08:49:30 UTC,-30709.8979301,+0,+0,+0,+0,-43375.5781153,+0,-21689.3993925,-21690.2914977,-60720.4863756,+0,+0,-60716.5376372,-39040.2642586,+0,-47713.0006136,+0,-61145.8657776,-52405.8213259,+0
2010-08-16 08:50:00 UTC,-30759.3778784,+0,+0,+0,+0,-43416.6026482,+0,-21709.9135777,-21710.806856,-60777.9145867,+0,+0,-60773.9613397,-39077.1892546,-60773.3963215,-47758.1275152,+0,-61018.8724003,-52296.9835352,+0
2010-08-16 08:50:30 UTC,-30718.0189279,+0,-52115.0759995,+0,+0,-43432.0706617,+0,+0,-21718.5420277,+0,+0,+0,-60795.6125481,-39091.1115655,-60795.0470808,-47775.1422982,+0,-60987.9072892,-52270.4453477,+0
2010-08-16 08:51:00 UTC,-30729.2998115,+0,-52151.8536222,+0,+0,-43462.7212344,+0,+0,+0,+0,-60842.1386102,+0,-60838.5153986,+0,-60837.9490418,-47808.8578648,+0,-60974.0468759,+0,+0
2010-08-16 08:51:30 UTC,-30662.4764497,-35040.6963035,-52180.2784398,+0,+0,-43486.4105554,-56525.1589299,+0,+0,+0,-60875.2998249,+0,-60871.6743039,+0,-60871.1072604,-47834.9160689,+0,-61072.7514706,+0,+0
2010-08-16 08:52:00 UTC,-30651.0864959,-35027.6802226,-52194.4725997,+0,+0,-43498.2400072,-56540.5348217,+0,+0,+0,-60891.8591427,+0,-60888.2324686,+0,-60887.6650823,-47847.9284414,+0,-61039.7805364,+0,+0
2010-08-16 08:52:30 UTC,-30681.3900331,-35062.3101517,-52193.3242325,+0,+0,-43497.2829548,-56539.2908475,+0,+0,+0,-60890.5194243,+0,-60886.8928435,+0,-60886.3254849,-47846.8756858,+0,+0,+0,-21790.8301824
2010-08-16 08:53:00 UTC,+0,-35085.2271363,-52212.0561345,+0,-43510.628888,-43512.8941731,-56559.5822701,+0,+0,+0,-60912.3726032,+0,-60908.7445007,+0,-60908.17669,-47864.0479935,+0,+0,+0,-21800.7116108
2010-08-16 08:53:30 UTC,+0,-35115.5033732,-52198.6098115,+0,-43499.4234046,+0,-56545.0164764,+0,+0,+0,-60896.6857337,+0,-60893.0587238,+0,-60892.4912376,-47851.721194,+0,+0,+0,-21803.6924254
2010-08-16 08:54:00 UTC,+0,-35097.5123803,-52241.6760161,-26127.1304867,-43535.3125944,+0,-56591.6681488,+0,+0,+0,-60946.9280142,+0,+0,+0,-60942.72898,-47891.2017615,+0,+0,+0,-21836.0564921
2010-08-16 08:54:30 UTC,+0,-35111.4380967,-52204.7948073,-26105.8912297,-43504.5776663,+0,-56551.7164025,-21755.0377538,+0,+0,-60903.9013287,-30454.3810705,+0,+0,-60899.7061805,+0,-39158.2255272,+0,+0,+0
2010-08-16 08:55:00 UTC,+0,-35021.4314991,+0,-26136.5794349,-43555.7167741,+0,-56618.1911526,-21780.6113382,+0,+0,-60975.4923961,-30490.1799259,+0,+0,-60971.2907826,+0,-39204.2569727,+0,+0,+0
2010-08-16 08:55:30 UTC,+0,+0,+0,-26168.6210437,-43609.1112108,+0,-56687.5975644,-21807.3127628,+0,+0,-61050.2407634,-30527.5575767,+0,+0,-61046.0324035,+0,-39252.318486,+0,+0,+0
2010-08-16 08:56:00 UTC,+0,+0,+0,-26211.2913393,-43680.2173938,+0,-56780.0271389,-21842.8714549,-21843.7723223,+0,-61149.7843014,-30577.3339637,+0,+0,+0,+0,-39316.3227311,+0,+0,+0
2010-08-16 08:56:30 UTC,+0,+0,+0,-26225.5057789,-43703.9044715,+0,+0,-21854.7168588,-21855.6184012,+0,+0,-30593.915604,+0,+0,+0,+0,-39337.6439915,+0,+0,+0
2010-08-16 08:57:00 UTC,+0,+0,+0,+0,-43698.9979937,+0,+0,-21852.263234,-21853.1646367,+0,+0,-30590.4809276,+0,+0,+0,+0,-39333.2275634,+0,+0,+0
2010-08-16 08:57:30 UTC,+0,+0,+0,+0,+0,+0,+0,-21890.8627646,-21891.7663655,+0,+0,-30644.514,+0,+0,+0,+0,-39402.7051972,+0,+0,+0
2010-08-16 08:58:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-21878.1278797,+0,+0,-30625.4234224,+0,-39378.3455149,+0,+0,-39378.1578583,+0,+0,-21801.7969742
2010-08-16 08:58:30 UTC,-30482.374577,+0,+0,+0,+0,+0,+0,+0,-21901.1417941,+0,+0,+0,+0,-39419.7675949,+0,+0,-39419.5796384,+0,+0,-21795.2198109
2010-08-16 08:59:00 UTC,-30476.8175748,+0,+0,+0,+0,+0,+0,+0,-21872.1921546,+0,+0,+0,+0,-39367.6619746,+0,+0,+0,+0,-52272.4048649,-21785.4373913
2010-08-16 08:59:30 UTC,-30462.7013439,+0,+0,+0,+0,+0,+0,+0,+0,-61107.3959143,+0,+0,+0,-39289.0379983,+0,+0,+0,+0,-52339.770696,-21813.5151551
2010-08-16 09:00:00 UTC,-30453.3735658,+0,+0,+0,+0,+0,+0,+0,+0,-61100.5474042,+0,+0,+0,-39284.6345678,+0,+0,+0,-61028.2294763,-52305.0028781,-21799.0240912
2010-08-16 09:00:30 UTC,-30445.7471549,-34793.024904,+0,+0,+0,-43596.4849579,+0,+0,+0,-61029.7229328,+0,+0,+0,-39239.0961048,+0,+0,+0,-61036.2545454,-52311.8806449,+0
2010-08-16 09:01:00 UTC,-30483.2272672,-34835.8559908,+0,+0,+0,-43530.2000253,+0,+0,+0,-60936.9339325,+0,+0,+0,-39179.4349622,+0,-47883.084395,+0,-60975.3958044,-52259.7225669,+0
2010-08-16 09:01:30 UTC,-30558.1462959,-34921.4710907,+0,+0,+0,-43433.247184,+0,+0,+0,-60801.0498694,+0,+0,+0,-39092.1705194,+0,-47776.4364702,+0,-60923.9667747,-52215.6460844,+0
2010-08-16 09:02:00 UTC,+0,-34921.9066913,+0,-26084.7655998,+0,-43471.6363613,+0,-21737.4330072,+0,-60854.788688,+0,+0,+0,-39126.7235062,+0,-47818.664486,+0,-60907.0033636,-52201.1078468,+0
2010-08-16 09:02:30 UTC,+0,-34985.3921115,+0,-26054.6553827,+0,-43421.457202,+0,-21712.3410815,+0,-60784.5457468,+0,+0,+0,-39081.5586978,+0,-47763.4675144,+0,-60938.2022417,-52227.8463787,+0
2010-08-16 09:03:00 UTC,+0,-34990.8451322,+0,-26075.5755916,+0,-43456.3210654,+0,-21729.7746432,+0,-60833.3496795,+0,+0,+0,+0,+0,-47801.8176922,+0,-60957.2953366,+0,+0
2010-08-16 09:03:30 UTC,+0,-35037.0079202,-52002.3031619,-26004.7028988,+0,-43338.210592,+0,-21670.7138828,+0,-60668.0135731,-60667.8438736,-30336.34139,-60664.2328002,+0,+0,-47671.8964148,+0,-60985.0223753,+0,-21783.5901575
2010-08-16 09:04:00 UTC,+0,-34999.1606345,-51909.7316613,-25958.4088298,-43258.8116745,-43261.0607935,-56232.249897,-21632.1353733,-21633.0242009,-60560.0159829,-60559.8466558,-30282.3377695,-60556.2431048,+0,-60555.6826161,-47587.0317947,+0,-61078.1771199,+0,-21816.865801
2010-08-16 09:04:30 UTC,+0,+0,-52121.0436317,-26064.0837964,-43434.9093773,-43437.1698039,-56461.1559241,-21720.1612235,-21721.0919837,-60806.5409201,-60806.3707431,-30405.611253,-60802.7500214,+0,-60802.184406,-47780.6475694,-39095.5155518,-61069.995329,+0,-21813.9431977
2010-08-16 09:05:00 UTC,+0,+0,-52193.5489495,+0,-43495.3319799,-43497.5962833,-56539.698112,-21750.377185,-21751.3097738,-60891.1285026,-60890.9580342,-30447.9088223,-60887.1539703,+0,-60886.7640557,-47847.1162836,-39149.903279,+0,+0,-21800.2179899
2010-08-16 09:05:30 UTC,+0,+0,-52305.8448768,+0,-43588.9142468,+0,-56661.3439153,+0,-21798.1109538,+0,-61021.9664678,-30513.4191175,-61018.1525219,+0,-61017.7606594,-47950.0627414,-39234.1387525,+0,+0,-21805.5639589
2010-08-16 09:06:00 UTC,+0,+0,-52262.1847895,+0,-43552.5299364,+0,-56614.0486432,+0,-21779.9148938,+0,-60971.0310529,-30487.865827,-60967.2209481,+0,-60966.8298422,-47910.0376817,-39201.3884294,+0,+0,+0
2010-08-16 09:06:30 UTC,+0,+0,-52297.8442852,+0,-43582.2469214,+0,-56652.6771864,+0,-21794.7544626,+0,-61012.6326925,-30508.6684636,-61008.8194508,+0,-61008.4277269,+0,-39228.137345,+0,+0,+0
2010-08-16 09:07:00 UTC,+0,+0,-52314.8097235,+0,-43596.385138,+0,-56671.0551846,+0,-21801.8250742,+0,-61032.4251777,-30518.565571,-61028.6104431,+0,-61028.2184254,+0,-39240.8634668,+0,+0,+0
2010-08-16 09:07:30 UTC,-30525.489275,+0,-52372.808928,+0,-43644.719009,+0,-56733.8834634,+0,+0,+0,-61100.0891175,-30552.4004968,-61096.2692805,+0,-61095.8762594,+0,-39284.369852,+0,+0,+0
2010-08-16 09:08:00 UTC,-30527.8851221,+0,-52359.4801415,+0,-43633.6114111,+0,-56719.4449079,+0,+0,+0,-61084.5392798,+0,-61080.7206151,+0,-61080.3278244,+0,-39274.3716582,+0,+0,+0
2010-08-16 09:08:30 UTC,-30511.3664236,+0,+0,+0,-43672.5675204,+0,-56770.0832142,+0,+0,+0,-61139.0750293,+0,-61135.2522533,+0,-61134.8586548,+0,-39309.4369111,+0,+0,+0
2010-08-16 09:09:00 UTC,-30476.5558345,-34828.1533462,+0,+0,+0,+0,-56953.3816687,+0,+0,+0,-61336.4812879,+0,-61332.6436318,-39436.5009688,-61332.2471177,+0,+0,+0,+0,-21787.6327485
2010-08-16 09:09:30 UTC,-30493.4038406,-34847.4673112,+0,+0,+0,+0,+0,-21922.7804151,+0,+0,+0,+0,+0,-39460.359771,-61369.3503621,+0,+0,+0,-52226.8321218,-21766.4204551
2010-08-16 09:10:00 UTC,-30467.023045,-34817.3202026,+0,-26317.5252293,+0,+0,+0,-21931.3623721,+0,+0,+0,+0,+0,-39475.8070789,-61393.3727457,+0,+0,+0,-52242.5184254,-21772.9584202
2010-08-16 09:10:30 UTC,-30495.9782861,-34850.4093029,+0,-26321.7596286,+0,+0,+0,-21934.8910377,+0,+0,+0,+0,+0,-39482.1585885,+0,+0,+0,+0,-52223.4841812,-21765.0956719
2010-08-16 09:11:00 UTC,-30504.2682741,-34859.8828292,+0,-26281.9771069,+0,+0,+0,-21901.7389414,+0,+0,+0,+0,+0,-39422.4856446,+0,+0,+0,+0,-52181.9257836,-21747.7742461
2010-08-16 09:11:30 UTC,+0,-34805.9037787,+0,-26283.3757826,+0,+0,+0,-21902.9045043,+0,+0,+0,+0,+0,-39424.5836287,+0,+0,+0,+0,-52249.2286693,+0
2010-08-16 09:12:00 UTC,+0,-34819.9379337,+0,-26272.8771708,+0,-43785.1919942,+0,-21894.1879857,-21895.1069459,+0,+0,+0,+0,-39408.894113,+0,-48163.4696006,+0,-60827.3387847,-52132.7623119,+0
2010-08-16 09:12:30 UTC,+0,-34843.9133998,+0,-26250.6258139,+0,-43748.1096348,+0,-21875.6451377,-21876.5630168,+0,+0,+0,+0,-39375.51745,+0,-48122.6792585,+0,-60812.2942153,-52119.8686244,+0
2010-08-16 09:13:00 UTC,+0,+0,+0,+0,+0,-43669.5922088,+0,-21836.3828918,-21837.2984804,+0,+0,-30568.2195714,+0,-39304.8463867,+0,-48036.3106262,+0,-60803.5257851,-52112.3537929,+0
2010-08-16 09:13:30 UTC,+0,+0,+0,+0,+0,-43620.0940545,+0,+0,-21812.5457306,+0,+0,-30533.5718392,+0,-39260.2946543,+0,-47981.8629945,+0,-60899.0927448,-52194.2578023,+0
2010-08-16 09:14:00 UTC,+0,+0,+0,+0,+0,-43502.9973054,+0,+0,-21753.9886613,-60898.6890847,+0,-30451.6064279,+0,-39154.8995447,+0,-47853.0573709,+0,-60996.6055793,+0,+0
2010-08-16 09:14:30 UTC,+0,+0,+0,+0,+0,-43456.1626072,+0,+0,-21730.567832,-60833.1278637,+0,-30418.8230662,+0,+0,+0,-47801.5395233,-39112.5544047,-60967.676805,+0,-21777.4130335
2010-08-16 09:15:00 UTC,+0,+0,+0,+0,-43436.3992718,-43438.6597934,+0,+0,-21721.8151245,-60808.6266729,+0,-30406.5714431,+0,+0,+0,-47782.2865477,-39096.8007885,-61087.3117185,+0,-21820.1476845
2010-08-16 09:15:30 UTC,+0,+0,+0,+0,-43351.4340231,-43353.5929241,+0,+0,-21679.3235845,-60689.6809635,+0,-30347.0936358,+0,+0,+0,-47688.8194225,-39020.3220397,-61050.1505113,+0,-21806.873472
2010-08-16 09:16:00 UTC,-30467.3233796,+0,-52070.8595217,+0,-43393.0882912,-43395.249681,+0,+0,+0,-60747.9941373,-60747.6589839,-30376.252669,+0,+0,+0,-47734.6417741,-39057.8158691,-61045.1090061,+0,-21805.0726017
2010-08-16 09:16:30 UTC,-30517.150974,+0,-52009.5648907,+0,-43342.0081582,-43344.1664965,-56340.3952874,+0,+0,-60676.4853863,-60676.1508688,-30340.4952941,+0,+0,+0,-47678.4503704,-39011.8376332,-61052.4711697,+0,-21807.7024315
2010-08-16 09:17:00 UTC,-30541.9930225,+0,-52190.4538611,+0,-43492.7527233,+0,-56536.3452642,-21749.0874403,+0,-60887.5176415,-60887.1812489,-30446.0202751,+0,+0,+0,-47844.2790038,-39147.5257867,+0,+0,+0
2010-08-16 09:17:30 UTC,-30582.56447,-34949.3570815,-52176.4212402,-26091.7394463,-43481.0585815,+0,-56521.1442727,-21743.2394672,+0,-60871.146629,-60870.8103817,+0,-60885.4727138,+0,-60866.7838839,-47831.4147022,-39136.9996597,+0,+0,+0
2010-08-16 09:18:00 UTC,-30589.2449382,-34956.9913025,-52193.3647243,-26100.2126832,-43495.0698639,+0,-56539.4984895,-21750.3005167,+0,-60890.9135703,-60890.5771476,+0,-60886.9389493,+0,-60886.548972,+0,-39149.7092779,+0,+0,+0
2010-08-16 09:18:30 UTC,-30641.1801687,-35016.3411868,-52181.1739156,-26094.1162035,-43484.9106544,+0,-56526.2926609,-21745.2201034,+0,-60876.6912888,-60876.3549923,+0,-60872.7177893,+0,-60872.3280237,+0,-39140.5647288,+0,+0,+0
2010-08-16 09:19:00 UTC,-30639.3086804,-35014.2025111,-52192.6288157,-26099.8446644,-43494.4565946,+0,-56538.7013079,-21749.9938335,+0,-60890.0550299,-60889.7186148,+0,-60886.0804761,+0,-60885.6905115,+0,-39149.1572599,+0,+0,+0
2010-08-16 09:19:30 UTC,-30571.8373661,-34937.0984982,-52228.6249676,-26117.8459163,-43524.4539851,+0,-56577.6945373,-21764.9949168,+0,-60932.0495694,-60931.7127818,+0,-60928.0717033,+0,-60927.4675581,+0,+0,+0,+0,+0
2010-08-16 09:20:00 UTC,-30609.2687421,-34979.8738512,-52278.7550672,-26142.9153878,+0,+0,-56631.8339456,-21785.8861988,-21786.7988845,+0,-60990.1960269,+0,-60986.5508543,-39213.9536092,-60985.9454326,+0,+0,+0,-52176.6994041,-21745.5960992
2010-08-16 09:20:30 UTC,+0,-34957.9452489,-52357.7883447,+0,+0,+0,-56717.4470446,-21818.8227312,-21819.7373861,+0,-61082.3985338,+0,-61078.7468281,-39273.2385603,-61078.139306,+0,+0,+0,-52202.6407771,-21756.408582
2010-08-16 09:21:00 UTC,+0,-34980.2004959,-52426.7162278,+0,+0,+0,-56792.113506,+0,-21848.4641531,+0,-61162.811825,+0,-61159.1544909,-39324.9430073,-61158.5452204,+0,+0,+0,-52155.1391123,-21736.6100184
2010-08-16 09:21:30 UTC,+0,-34974.1333427,+0,+0,+0,+0,-56807.7656694,+0,-21854.4860807,+0,-61179.6686834,+0,-61176.0101695,-39335.7816944,-61175.4005328,+0,+0,+0,-52119.582837,-21721.790259
2010-08-16 09:22:00 UTC,+0,+0,+0,+0,+0,+0,-56792.4075017,+0,-21848.5772629,+0,+0,-30584.0067254,-61159.4710924,-39325.1465904,-61158.861815,+0,+0,+0,-52089.7511267,-21709.3564821
2010-08-16 09:22:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-21875.0150998,+0,+0,-30621.0131676,-61233.4719307,-39372.7312615,-61232.8610469,+0,+0,+0,-52082.3518654,+0
2010-08-16 09:23:00 UTC,+0,+0,+0,+0,+0,-43720.93523,+0,+0,-21859.5026795,+0,+0,-30599.2996099,-61190.0518833,-39344.8109206,-61189.4419417,+0,+0,+0,-52065.0001464,+0
2010-08-16 09:23:30 UTC,+0,+0,+0,+0,+0,-43650.9534841,+0,+0,-21828.0267123,+0,+0,-30555.2410318,-61101.9490675,-39288.15827,-61101.3410406,-48015.9154621,+0,-60909.0954062,-52202.8299684,+0
2010-08-16 09:24:00 UTC,+0,+0,+0,+0,+0,-43675.7980555,+0,+0,+0,+0,+0,-30572.631819,+0,-39310.5201859,-61136.1161981,-48043.2444416,+0,-60858.9373686,-52159.8428877,+0
2010-08-16 09:24:30 UTC,+0,+0,+0,+0,+0,-43692.5216545,+0,-21847.897621,+0,+0,+0,-30584.3380606,+0,-39325.5726372,+0,-48061.6403675,-39325.3803169,-60975.030301,+0,+0
2010-08-16 09:25:00 UTC,-30456.0041626,+0,+0,-26210.6024523,+0,-43681.3119293,+0,-21842.2922296,+0,+0,+0,-30576.4914391,+0,-39315.4830723,+0,-48049.3096919,-39315.2908277,-60889.2567573,+0,-21749.4008947
2010-08-16 09:25:30 UTC,-30522.3599666,+0,+0,-26139.6356333,-43560.7641137,-43563.0446259,+0,-21783.1530464,+0,+0,+0,-30493.7062556,+0,+0,+0,-47919.2158973,-39208.8425695,-60921.3949695,+0,-21760.8810477
2010-08-16 09:26:00 UTC,-30478.5883549,-34830.5364299,+0,-26134.412349,-43552.0600018,-43554.3399511,+0,-21778.8002978,+0,+0,+0,-30487.6131282,+0,+0,+0,-47909.640772,-39201.0077891,-60901.582965,+0,-21753.8040235
2010-08-16 09:26:30 UTC,-30451.3575515,-34799.4179611,+0,-26112.2356745,-43515.104662,-43517.3822206,+0,-21760.3196863,+0,+0,+0,-30461.7433325,+0,+0,+0,-47868.9873411,-39167.7433979,-60979.1997621,+0,-21781.5294325
2010-08-16 09:27:00 UTC,-30444.9284595,-34792.0710059,+0,-26129.8299676,-43544.4238942,-43546.7033497,+0,-21774.9816364,+0,+0,+0,+0,+0,+0,+0,-47901.2405255,-39194.1343451,-60939.5786966,+0,-21767.3764365
2010-08-16 09:27:30 UTC,-30415.9377521,-34758.9413777,+0,-26124.1135808,-43534.8980738,-43537.1769131,+0,-21770.2179681,+0,-60946.6705544,+0,+0,+0,+0,+0,-47890.761464,-39185.559925,-61019.273509,+0,+0
2010-08-16 09:28:00 UTC,-30396.2970368,-34736.4966134,-52255.1734171,+0,-43546.5782004,-43548.8577951,+0,-21776.0589608,-21776.9711631,-60963.0220281,-60977.5127911,+0,+0,+0,+0,-47903.6104112,-39196.0734878,-61017.4112354,+0,+0
2010-08-16 09:28:30 UTC,-30501.4020525,-34856.6071757,-52203.1449881,+0,-43503.2203133,+0,+0,-21754.3765663,-21755.2875012,-60902.3235981,-60901.9870228,+0,+0,+0,+0,-47855.9137355,-39157.0460099,-61042.0873027,+0,+0
2010-08-16 09:29:00 UTC,-30550.1979703,-34912.3695528,-52079.5156948,+0,-43400.1938497,+0,-56416.0067844,+0,-21703.7630508,-60758.0927571,-60757.7574623,+0,+0,+0,+0,-47742.577493,-39064.3094014,+0,+0,+0
2010-08-16 09:29:30 UTC,+0,-34946.3663082,-52043.7892912,+0,-43370.421253,+0,-56377.3059871,+0,-21688.873509,-60716.412916,-60716.0779918,+0,+0,+0,+0,-47709.8255746,+0,+0,+0,+0
2010-08-16 09:30:00 UTC,+0,-34987.0834284,-52180.8624884,+0,-43484.6511939,+0,-56525.7911834,+0,-21746.0009199,-60876.3279497,-60875.9916051,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 09:30:30 UTC,+0,+0,-52190.2160415,+0,-43492.4460098,+0,-56535.9233873,+0,-21749.8993079,-60887.2401681,-60886.9037014,+0,+0,+0,+0,+0,+0,+0,-52159.9084906,-21738.5982591
2010-08-16 09:31:00 UTC,+0,+0,-52216.6539253,+0,+0,+0,-56564.5623517,+0,-21760.9177099,-60918.0836526,-60917.7469124,+0,+0,-39167.3706543,+0,+0,+0,+0,-52151.5021883,-21735.0945352
2010-08-16 09:31:30 UTC,+0,+0,-52229.1960271,+0,+0,+0,-56578.1486439,+0,-21766.1448269,-60932.7157664,-60932.3788965,-30468.621344,-60928.7375367,-39176.7787852,-60928.1331038,+0,+0,+0,-52184.7068336,-21748.9341403
2010-08-16 09:32:00 UTC,+0,+0,-52282.649644,+0,+0,+0,-56636.0525304,-21787.5095417,+0,-60995.0768766,-60994.7394541,-30499.8045161,-60991.0937282,-39216.8756233,-60990.487935,+0,+0,+0,-52150.47156,-21734.664972
2010-08-16 09:32:30 UTC,+0,+0,-52275.1108808,-26141.0933764,+0,+0,-56627.8861298,-21784.3678274,+0,-60986.2818567,-60985.9445121,-30495.4066367,-60982.2994027,-39211.220616,-60981.6938012,+0,+0,+0,-52119.0225573,-21721.5571132
2010-08-16 09:33:00 UTC,+0,+0,-52182.1643198,-26094.6118976,+0,+0,-56527.2013209,-21745.6331584,+0,-60877.8467099,-60877.5103265,-30441.1845138,-60873.8728074,-39141.4991742,-60873.269573,+0,+0,+0,-52112.4845061,+0
2010-08-16 09:33:30 UTC,+0,+0,-52272.3506595,-26139.7130229,+0,+0,-56624.896106,-21783.2175299,+0,-60983.0616726,-60982.7243565,-30493.79641,-60979.0794717,-39209.1501088,-60978.4739404,+0,+0,+0,-52037.0836303,+0
2010-08-16 09:34:00 UTC,-30682.7774961,+0,+0,-26155.2890271,+0,+0,-56658.6357193,-21796.1975682,+0,-61019.3984341,-61019.0607962,-30511.9663153,-61015.413368,-39232.5138548,-61014.8070448,+0,+0,+0,-52082.7275672,+0
