# file...... Output/Qh/house_Qh_file_046.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_12B_tm_3_B_12_Meter_76_901:Qh,house_3_13B_tm_3_B_13_Meter_76_902:Qh,house_3_14B_tm_3_B_14_Meter_76_903:Qh,house_3_15B_tm_3_B_15_Meter_76_904:Qh,house_3_16B_tm_3_B_16_Meter_76_905:Qh,house_3_17B_tm_3_B_17_Meter_76_906:Qh,house_3_1C_tm_3_C_1_Meter_76_907:Qh,house_3_2C_tm_3_C_2_Meter_76_908:Qh,house_3_3C_tm_3_C_3_Meter_76_909:Qh,house_3_4C_tm_3_C_4_Meter_76_910:Qh,house_3_5C_tm_3_C_5_Meter_76_911:Qh,house_3_6C_tm_3_C_6_Meter_76_912:Qh,house_3_7C_tm_3_C_7_Meter_76_913:Qh,house_3_8C_tm_3_C_8_Meter_76_914:Qh,house_3_9C_tm_3_C_9_Meter_76_915:Qh,house_3_10C_tm_3_C_10_Meter_76_916:Qh,house_3_11C_tm_3_C_11_Meter_76_917:Qh,house_3_12C_tm_3_C_12_Meter_76_918:Qh,house_3_13C_tm_3_C_13_Meter_76_919:Qh,house_3_14C_tm_3_C_14_Meter_76_920:Qh
2010-08-16 09:40:00 UTC,+0,+0,+0,+0,+0,-52420.1132125,+0,+0,+0,-47962.3993167,+0,+0,+0,+0,-21803.7998141,+0,+0,+0,+0,-34882.724501
2010-08-16 09:40:30 UTC,+0,+0,+0,+0,+0,-52331.194846,+0,+0,-56711.1711894,-47986.2096224,+0,+0,+0,+0,-21814.6244005,-34899.410111,+0,+0,+0,-34900.0417066
2010-08-16 09:41:00 UTC,+0,+0,+0,+0,+0,+0,-30500.5231319,+0,-56642.8975912,-47928.440047,+0,-43569.0466401,+0,+0,+0,-34857.3953302,+0,+0,+0,-34858.0259665
2010-08-16 09:41:30 UTC,-43620.68939,+0,-43621.2793164,+0,+0,+0,-30507.7088361,+0,-56656.2422604,-47939.7316135,+0,-43579.3109948,+0,+0,+0,-34865.6074849,+0,+0,-39222.0513305,-34866.2383087
2010-08-16 09:42:00 UTC,-43618.2719118,+0,-43618.861783,-17449.7832023,+0,+0,-30558.1041815,+0,-56749.8321421,-48018.9225143,+0,-43651.2977741,+0,+0,+0,-34923.201613,+0,+0,-39286.8408138,-34923.8337516
2010-08-16 09:42:30 UTC,-43621.8570892,+0,-43622.4470422,-17451.2175398,+0,+0,-30564.18786,+0,-56761.1302239,+0,+0,-43659.9879497,-30565.6205729,+0,+0,-34930.1543217,+0,+0,-39294.6621387,-34930.7866191
2010-08-16 09:43:00 UTC,-43568.6287548,+0,-43569.2174919,-17429.9222453,-39212.6207999,+0,-30548.6979123,+0,-56732.3636314,+0,+0,-43637.8614726,-30550.1296809,+0,+0,-34912.4516941,+0,+0,-39274.7478846,-34913.0835874
2010-08-16 09:43:30 UTC,-43548.868953,+0,-43549.4572384,-17422.0168539,-39194.8364929,+0,-30572.402902,-30572.7468131,-56776.3864901,+0,+0,-43671.7226537,-30573.8361152,-39308.2868521,+0,-34939.5428511,+0,+0,-39305.2235974,-34940.1753626
2010-08-16 09:44:00 UTC,-43559.6939045,-60982.6075221,-43560.2824373,-17426.3476401,-39204.5792151,+0,-30558.5754144,-30558.9191294,-56750.7072748,+0,+0,-43651.9709021,-30560.007785,-39290.5080299,+0,-34923.7401596,-48018.8041862,-39289.0561796,-39287.446642,-34924.3723106
2010-08-16 09:44:30 UTC,-43487.5571685,-60881.616763,-43488.1440509,-17397.4875744,-39139.6543803,+0,-30586.3537542,-30586.6978632,-56802.2948072,+0,+0,-43691.6506242,-30587.7878175,-39326.2242914,-21849.6772763,+0,-48062.4539604,-39324.7706913,-39323.1591533,+0
2010-08-16 09:45:00 UTC,-43451.2287339,-60830.7573584,-43451.8148338,+0,-39106.9579224,+0,-30615.7904676,-30616.1350048,-56856.9621316,+0,+0,-43733.6991337,-30617.2263761,-39364.072878,-21870.7064496,+0,-48108.7096026,-39362.6173668,-39361.0036385,+0
2010-08-16 09:45:30 UTC,-43455.8242879,-60837.1910917,-43456.410493,+0,-39111.0940338,+0,+0,-30639.4106875,-56900.1871043,+0,+0,-43766.9466047,-30640.5031465,-39393.9993802,-21887.3339668,+0,-48145.283562,-39392.5424035,-39390.9270002,+0
2010-08-16 09:46:00 UTC,-43464.2161211,-60848.9395804,-43464.8025185,+0,-39118.6468901,+0,+0,-30661.9218625,-56941.9923199,+0,+0,-43799.1020389,-30663.0153727,-39422.9429229,-21903.4153391,+0,-48180.6562226,-39421.4845298,-39419.8675076,+0
2010-08-16 09:46:30 UTC,-43433.6219215,-60806.1079836,-43434.2076178,+0,-39091.1113583,+0,+0,-30617.9072382,-56860.2533233,+0,-56855.1454435,-43736.2306282,+0,-39366.3515114,-21871.9724855,+0,-48111.4943794,-39364.8958884,-39363.2820322,+0
2010-08-16 09:47:00 UTC,-43597.8387863,-61036.0100665,-43598.4282401,+0,-39238.9105718,+0,+0,+0,+0,+0,-56835.7460504,+0,+0,-39352.918864,-21864.5091482,+0,-48095.0779909,-39351.463899,-39349.850795,+0
2010-08-16 09:47:30 UTC,-43523.8861378,-60932.4770501,+0,+0,-39172.3513715,-52230.1211826,+0,+0,+0,+0,-56807.3073808,+0,+0,-39333.2271858,-21853.5682199,+0,-48071.0122772,-39331.7731853,-39330.1611836,+0
2010-08-16 09:48:00 UTC,+0,-61010.5648757,+0,+0,-39222.5523929,-52297.0566129,+0,+0,+0,+0,-56734.1322391,+0,+0,-39282.5588013,-21825.4162679,+0,-48009.0891242,-39281.1072834,-39279.4981196,+0
2010-08-16 09:48:30 UTC,+0,-60982.8988173,+0,-17426.4309575,-39204.7664654,-52273.3417825,+0,+0,+0,+0,-56771.4950781,+0,+0,-39308.42981,-21839.7905055,-34939.6698701,-48040.7067579,-39306.9770244,+0,+0
2010-08-16 09:49:00 UTC,+0,-61029.8121367,+0,-17439.8373468,-39234.9260528,-52313.5550071,-30533.3265429,+0,+0,+0,-56698.7281935,+0,+0,-39258.0441121,+0,-34894.8845847,-47979.1290841,-39256.5937956,+0,+0
2010-08-16 09:49:30 UTC,+0,-61061.7209247,+0,-17448.9559003,-39255.4395425,-52340.9066265,-30472.3385938,+0,+0,-47884.1510414,-56585.4802794,+0,+0,+0,+0,-34825.1847395,-47883.2950566,-39178.1818081,+0,-34825.8146604
2010-08-16 09:50:00 UTC,+0,+0,+0,-17458.6297431,+0,-52369.9236567,-30478.6617686,+0,+0,-47894.0872196,-56597.2215147,+0,+0,+0,+0,-34832.4111571,+0,+0,+0,-34833.0412628
2010-08-16 09:50:30 UTC,+0,+0,+0,-17472.2851058,+0,-52410.8836951,-30457.1288505,+0,+0,-47860.2505396,-56557.237256,+0,+0,+0,+0,-34807.8023436,+0,+0,+0,-34808.4318873
2010-08-16 09:51:00 UTC,+0,+0,+0,-17472.1665938,+0,-52410.5282113,-30402.6417854,-30402.9833086,+0,-47774.6299384,-56456.0607788,+0,-30404.0647479,+0,+0,-34745.5320083,+0,+0,+0,-34746.1601292
2010-08-16 09:51:30 UTC,+0,+0,+0,+0,+0,-52419.8777773,-30480.4311535,-30480.7737813,+0,-47896.8676192,-56600.5070688,+0,-30481.8588632,+0,+0,-34834.433292,+0,+0,+0,-34835.0634438
2010-08-16 09:52:00 UTC,+0,+0,+0,+0,+0,-52411.9937336,-30483.4822153,-30483.8248864,+0,-47901.6620367,-56606.1725542,+0,-30484.9101113,+0,+0,-34837.9201863,+0,+0,+0,-34838.5504178
2010-08-16 09:52:30 UTC,+0,+0,-43735.3343792,+0,+0,-52483.1576642,-30490.9618128,-30491.3045901,+0,-47913.4154252,-56620.0613446,-43555.3886556,-30492.3901648,+0,-21781.5310515,-34846.4682159,+0,+0,+0,-34847.0986425
2010-08-16 09:53:00 UTC,-43654.1137607,+0,-43654.7045476,+0,+0,-52386.4003739,-30521.0408882,-30521.3840923,+0,-47960.6814784,-56675.9148802,-43598.3548403,-30522.4710745,+0,-21803.0190363,+0,+0,+0,+0,-34881.475184
2010-08-16 09:53:30 UTC,-43645.9128143,+0,-43646.503414,+0,+0,-52376.5588618,+0,-30568.9148062,+0,-48035.3698569,-56764.1729409,-43666.2486997,-30570.0040114,+0,-21836.9736942,+0,+0,+0,-39300.2969736,-34935.7959479
2010-08-16 09:54:00 UTC,-43647.5619213,+0,-43648.1525587,+0,+0,-52378.5378659,+0,-30653.9605997,+0,-48169.00834,+0,-43787.729888,-30655.0537787,+0,-21897.7281045,+0,+0,+0,-39409.6323735,+0
2010-08-16 09:54:30 UTC,-43649.3071654,+0,-43649.8978426,-17462.1997981,+0,+0,+0,-30664.3474435,+0,-48185.3299242,+0,-43802.5666739,-30665.4411075,+0,-21905.1481835,+0,-48184.4675799,-39424.603032,-39422.9857652,+0
2010-08-16 09:55:00 UTC,-43574.3230956,-61003.0884527,-43574.9121091,-17432.2006829,-39217.7459238,+0,+0,+0,-57020.5015906,-48247.9489041,+0,-43859.4890276,-30705.2929331,+0,-21933.615962,+0,-48247.0852237,-39475.8371956,-39474.2169944,+0
2010-08-16 09:55:30 UTC,-43541.818106,-60957.5817713,-43542.4063767,-17419.196268,-39188.4906348,+0,+0,+0,-57059.2297911,+0,+0,-43889.2777073,+0,-39504.1115528,-21948.5136863,+0,-48279.854329,-39502.6490768,-39501.0273772,+0
2010-08-16 09:56:00 UTC,-43582.5610667,-61014.621535,-43583.1502685,-17435.4964845,-39225.1603002,+0,+0,+0,-57006.9782211,+0,+0,-43849.087219,+0,-39467.9355522,-21928.4138761,+0,-48235.6426905,-39466.4748454,-39464.8551673,+0
2010-08-16 09:56:30 UTC,-43603.7525138,-61044.2893616,-43604.3421995,-17443.9746402,-39244.233123,+0,+0,+0,-56983.7388911,+0,+0,-43831.2121581,+0,-39451.8459681,-21919.4743144,+0,-48215.9791885,-39450.3860484,-39448.7672698,+0
2010-08-16 09:57:00 UTC,-43601.8922263,-61041.6849767,-43602.4818695,-17443.2303866,-39242.5588185,+0,-30617.1027776,+0,-56859.3992493,+0,+0,-43735.5734897,+0,-39365.7603041,-21871.6441075,-34990.6279366,-48110.7716476,-39364.3045976,-39362.6906342,+0
2010-08-16 09:57:30 UTC,-43612.9966064,-61057.2310044,-43613.5865032,-17447.6729649,-39252.5530334,+0,-30577.7463951,+0,-56786.3099773,+0,+0,-43679.3552142,+0,-39315.1574667,+0,-34945.6496455,-48048.9285994,-39313.7042385,-39312.0931077,+0
2010-08-16 09:58:00 UTC,-43649.7039075,-61108.6208796,-43650.2946419,+0,-39285.5905056,+0,-30575.8746381,+0,-56782.833912,+0,+0,-43676.6815197,+0,-39312.7508375,+0,-34943.5105152,-48045.9873953,-39311.2977272,-39309.6867313,+0
2010-08-16 09:58:30 UTC,-43595.4086674,-61032.6080552,+0,+0,-39236.7234563,+0,-30494.4516473,+0,-56631.6221686,+0,+0,-43560.3735771,+0,-39208.0604595,+0,-34850.4565612,-47918.0425591,-39206.6124806,-39205.0073506,-34851.0870987
2010-08-16 09:59:00 UTC,-43542.500088,-60958.5365399,+0,+0,-39189.1044353,+0,-30555.3233368,-30555.6670379,-56744.6678113,+0,+0,-43647.3251967,+0,-39286.3268087,+0,-34920.0235392,-48013.6939012,-39284.8749932,-39283.2654772,-34920.6556646
2010-08-16 09:59:30 UTC,+0,-61010.7980564,+0,+0,-39222.7022662,+0,-30549.0933012,-30549.436914,-56733.0979275,+0,+0,+0,+0,-39278.3164818,+0,-34912.9035668,-48003.904272,-39276.8650588,-39275.2559915,-34913.5355297
2010-08-16 10:00:00 UTC,+0,-61013.7965843,+0,+0,-39224.62994,+0,-30447.948962,-30448.29115,-56545.2614025,+0,-56540.1908115,+0,-30449.3747922,-39148.2692456,+0,-34797.3111457,-47844.9700638,-39146.8241439,-39145.2222976,-34797.9404889
2010-08-16 10:00:30 UTC,+0,-61093.4917911,+0,+0,-39275.8643155,-52368.1400459,-30423.8067369,-30424.148582,-56500.4265467,+0,-56495.361358,+0,-30425.2310938,-39117.2281496,-21733.5567586,-34769.7202955,-47807.0339354,-39115.7845712,-39114.1844668,-34770.3490083
2010-08-16 10:01:00 UTC,+0,-61074.0879668,+0,-17452.49024,-39263.390004,-52351.5074484,-30435.0375269,-30435.3795315,-56521.2834001,+0,-56516.2156978,+0,-30436.4625693,-39131.668245,-21741.5798468,-34782.5553612,+0,+0,+0,-34783.1843673
2010-08-16 10:01:30 UTC,+0,+0,+0,-17459.7330746,-39279.6837967,-52373.2327433,-30395.8839476,-30396.2253962,+0,-47764.0106882,-56443.5118144,+0,-30397.3066002,-39081.3261564,-21713.6091856,+0,+0,+0,+0,-34738.4368255
2010-08-16 10:02:00 UTC,+0,+0,+0,-17458.626994,+0,-52369.9149918,+0,-30390.9277919,+0,-47755.6861874,-56433.6748876,+0,-30392.0087476,+0,-21709.8247192,+0,+0,+0,+0,-34732.3824261
2010-08-16 10:02:30 UTC,+0,+0,+0,-17439.0435417,+0,-52311.1733119,+0,-30403.2762381,+0,-47775.0901756,-56456.6042648,+0,-30404.3577724,+0,-21718.6461176,+0,+0,+0,+0,-34746.4949231
2010-08-16 10:03:00 UTC,+0,+0,-43571.8731886,-17430.9849882,+0,-52287.001223,+0,+0,+0,-47817.410791,-56506.6138505,+0,-30431.2913238,+0,-21737.8858212,+0,+0,+0,+0,-34777.2746547
2010-08-16 10:03:30 UTC,+0,+0,-43521.4073098,-17410.7953415,+0,-52226.3822658,+0,+0,+0,-47844.7220057,-56538.887071,+0,-30448.6726401,+0,-21750.3019844,+0,+0,+0,+0,+0
2010-08-16 10:04:00 UTC,+0,+0,-43543.6684805,-17419.7012636,+0,-52253.0960226,+0,+0,+0,-47932.4461913,-56642.5493286,+0,+0,+0,-21790.1829538,+0,+0,+0,+0,+0
2010-08-16 10:04:30 UTC,-43575.5048419,+0,-43576.1538288,+0,+0,-52292.0789543,+0,+0,+0,-47934.9362113,-56645.4917453,-43574.8877728,+0,+0,-21791.3149609,+0,+0,+0,+0,+0
2010-08-16 10:05:00 UTC,-43509.4862348,+0,-43510.1335328,+0,+0,-52212.8535554,+0,+0,+0,-47960.1656065,-56675.3049167,-43597.8219435,+0,+0,-21802.7846906,-34886.1569161,+0,+0,+0,+0
2010-08-16 10:05:30 UTC,-43571.3447281,+0,-43571.9936087,+0,+0,-52287.0866243,-30458.1322184,+0,+0,-47861.8271951,-56559.0999974,-43508.4297939,+0,+0,-21758.0783069,-34808.9490416,-47860.9148853,-39159.9167202,-39158.3141393,+0
2010-08-16 10:06:00 UTC,-43542.764223,-60958.9901228,-43543.4123727,+0,+0,-52252.7886892,-30454.0847506,+0,+0,-47855.4670318,-56551.5842948,-43502.6482417,+0,+0,+0,-34804.3234083,-47854.5548708,-39154.7129053,-39153.1106162,+0
2010-08-16 10:06:30 UTC,-43532.4976081,-60944.6169186,-43533.1454951,+0,+0,-52240.4682738,-30512.0620977,+0,+0,-47946.5722383,-56659.2418513,-43585.4652211,+0,+0,+0,-34870.5825986,-47945.6579445,-39229.2541728,-39227.6477037,+0
2010-08-16 10:07:00 UTC,-43579.6149411,-61010.5809233,-43580.2640331,+0,-39222.5111459,-52297.0112643,-30512.1686611,-30512.4769058,+0,-47946.7396914,-56659.4397282,-43585.6174404,+0,+0,+0,-34870.7043842,-47945.8253937,-39229.391181,-39227.7847043,+0
2010-08-16 10:07:30 UTC,-43592.9783975,-61029.2896875,-43593.627831,-17439.6882651,-39234.5385863,-52313.0480333,-30595.0261139,-30595.335347,+0,-48076.9413253,-56813.2969183,-43703.9740875,+0,-39337.3750821,+0,-34965.3977072,-48076.0239808,-39335.9207099,-39334.3082656,+0
2010-08-16 10:08:00 UTC,-43563.5665486,-60988.1132631,-43564.2152303,-17427.9213049,-39208.0671967,+0,-30557.5926411,-30557.9014276,+0,-48018.1186226,+0,-43650.5027309,+0,-39289.2446431,+0,-34922.6170062,-48017.2026545,-39287.7926289,-39286.1828798,-34923.2492102
2010-08-16 10:08:30 UTC,-43598.8983653,-61037.5776093,-43599.5479501,-17442.0472943,-39239.8667033,+0,-30555.2813022,-30555.5900612,+0,+0,+0,-43647.2011289,-30556.6865444,-39286.2728175,+0,-34919.9755014,-48013.5707173,-39284.8209488,-39283.2113661,-34920.6076451
2010-08-16 10:09:00 UTC,-43629.4863868,-61080.4006674,-43630.1367529,-17454.2847986,-39267.3966772,+0,-30519.7610287,-30520.069364,-56678.62457,+0,+0,-43596.4626585,-30521.1641681,-39240.6022912,-21802.1048914,-34879.3812926,-47957.755709,-39239.1102879,-39237.545637,-34880.0125098
2010-08-16 10:09:30 UTC,-43596.5267476,-61034.1976509,+0,-17441.0984691,-39237.7321889,+0,-30506.0172417,-30506.325413,-56653.1007959,+0,+0,-43576.8305258,-30507.4195672,-39222.9310871,-21792.2865617,-34863.6742579,-47936.1593215,-39221.4399878,-39219.8762896,-34864.3051166
2010-08-16 10:10:00 UTC,-43618.5506985,-61065.0309988,+0,-17449.9097026,-39257.554288,+0,-30470.5477215,-30470.8554696,-56587.229867,+0,+0,-43526.1645559,-30471.9479461,-39177.3258155,-21766.9477335,+0,-47880.4240652,-39175.8370504,-39174.2758119,-34823.7679851
2010-08-16 10:10:30 UTC,-43558.5129181,-60980.9786045,+0,-17425.8900836,-39203.5188046,+0,+0,+0,-56629.8259104,+0,+0,-43558.9281721,-30494.8859969,-39206.8168849,-21783.3333205,+0,-47916.4657824,-39205.3266102,-39203.763781,-34849.9816949
2010-08-16 10:11:00 UTC,-43563.8048037,-60988.3872005,+0,+0,-39208.2816322,+0,+0,+0,-56642.0872003,+0,+0,-43568.3591938,-30501.4887249,-39215.3059021,-21788.0499188,+0,-47926.8404067,-39213.8151931,-39212.2519061,-34857.5273227
2010-08-16 10:11:30 UTC,+0,-61001.970491,+0,+0,-39217.0140384,+0,+0,+0,-56564.2299728,+0,+0,-43508.4737181,-30459.5624591,-39161.4020014,-21758.100274,+0,-47860.9632042,-39159.9140514,-39158.353672,-34809.6137937
2010-08-16 10:12:00 UTC,+0,-61019.0844821,+0,+0,-39228.0162566,+0,+0,+0,-56542.1085965,+0,+0,+0,-30447.6805592,-39146.1256407,-21749.6125471,+0,-47842.2936116,-39144.6384731,-39143.0789181,-34796.0351041
2010-08-16 10:12:30 UTC,+0,-61047.9886791,+0,+0,-39246.5981456,+0,+0,+0,-56382.2112823,+0,+0,+0,-30361.575376,-39035.4216409,-21688.1040916,+0,+0,+0,-39032.3865691,-34697.5999317
2010-08-16 10:13:00 UTC,+0,+0,+0,+0,-39231.9878253,+0,+0,+0,-56412.763044,+0,+0,+0,+0,-39056.5739805,-21699.8565827,+0,+0,+0,-39053.5366814,+0
2010-08-16 10:13:30 UTC,+0,+0,+0,-17434.2674021,-39222.3647507,+0,+0,+0,-56475.7914578,+0,-56470.7857443,+0,+0,-39100.1783842,-21724.1020209,-34754.5585157,+0,+0,-39097.1694537,+0
2010-08-16 10:14:00 UTC,+0,+0,-43572.7844896,-17431.3401746,-39215.7795443,-52288.0356939,-30442.9565488,+0,-56535.9332908,-47837.9802518,-56530.9204498,+0,+0,-39141.8171711,-21747.2246786,-34791.5690986,+0,+0,+0,+0
2010-08-16 10:14:30 UTC,+0,+0,-43546.5549789,-17420.8466691,-39192.1729412,-52256.5598663,-30456.689272,-30456.9968548,-56561.4364675,-47859.559759,-56556.4206047,+0,+0,+0,+0,-34807.2634563,+0,+0,+0,+0
2010-08-16 10:15:00 UTC,+0,+0,-43602.1001288,-17443.0683312,+0,-52323.2149246,-30438.2218456,-30438.529208,-56527.1404264,-47830.5401716,-56522.1286272,+0,+0,+0,+0,-34786.1580723,+0,+0,+0,+0
2010-08-16 10:15:30 UTC,+0,+0,-43576.0851423,-17432.6606498,+0,-52291.9965293,-30495.5553627,-30495.8634091,-56633.6150707,-47920.633668,-56628.5906595,+0,+0,+0,+0,-34851.6813275,+0,+0,+0,+0
2010-08-16 10:16:00 UTC,-43564.9331179,+0,-43565.5818346,-17428.4586455,+0,-52279.3923939,-30452.7940093,-30453.1015456,+0,-47853.4387699,-56549.1875308,+0,+0,+0,+0,-34802.8117795,+0,+0,+0,+0
2010-08-16 10:16:30 UTC,-43539.3672267,+0,-43540.0152895,-17418.2303695,+0,-52248.7121357,-30445.3953072,-30445.7027552,+0,-47841.8124999,-56535.4489552,+0,+0,+0,+0,-34794.3562185,-47840.9006587,+0,+0,+0
2010-08-16 10:17:00 UTC,-43558.8809365,+0,-43559.5294984,-17426.0373186,+0,-52272.1294948,-30416.8732469,-30417.1803545,+0,-47796.9931296,-56482.4866309,-43449.4939612,+0,+0,+0,-34761.7599583,-47796.0823381,-39106.8281179,+0,-34762.3910131
2010-08-16 10:17:30 UTC,-43533.7218109,-60946.2712591,-43534.3697293,+0,+0,-52241.9373741,-30431.8148192,-30432.1221052,+0,-47820.4722142,-56510.2314848,-43470.8370525,-30433.2127487,+0,-21739.265223,-34778.8358418,-47819.5608727,-39126.038403,+0,-34779.4672893
2010-08-16 10:18:00 UTC,-43518.0934371,-60924.3916643,-43518.7409555,+0,+0,-52223.1825986,-30414.1772971,-30414.4843725,+0,-47792.7567325,-56477.3891859,-43445.6429674,-30415.5741811,+0,-21726.6652869,-34758.6789087,-47791.8460402,-39103.3619523,+0,-34759.3098927
2010-08-16 10:18:30 UTC,-43558.2688758,-60980.6369473,-43558.9174221,+0,+0,-52271.3949935,-30433.6795141,+0,+0,-47823.3484857,-56513.602538,-43473.5006512,-30435.0775541,+0,-21740.5973282,+0,-47822.4909728,-39128.4358293,-39126.8771488,-34781.5983932
2010-08-16 10:19:00 UTC,-43505.0764187,-60906.1679454,-43505.6776059,+0,+0,-52207.5615709,+0,+0,+0,-47873.5520839,-56572.9272613,-43519.1371158,-30467.027983,+0,-21763.4207999,+0,-47872.6935079,-39169.5118597,-39167.8982751,-34818.1114191
2010-08-16 10:19:30 UTC,-43553.4263733,-60973.8574839,-43554.0286963,+0,-39198.9407888,-52265.5837654,+0,+0,+0,-47835.5345583,-56528.002608,-43484.578129,-30442.8329795,+0,-21746.1373396,+0,-47834.6767871,-39138.4063395,-39136.7945163,-34790.4613116
2010-08-16 10:20:00 UTC,-43493.9154414,-60890.5426688,-43494.5163662,-17400.0462412,-39145.3794816,-52194.1678788,+0,+0,+0,-47822.860447,-56513.0258309,-43473.0570104,-30434.7669579,-39129.4898276,-21740.375457,+0,-47822.0029444,-39128.0365214,-39126.4252858,-34781.2434432
2010-08-16 10:20:30 UTC,-43451.8998478,-60831.721181,-43452.4997845,-17383.2368468,-39107.5644103,-52143.747211,+0,+0,+0,-47876.2114408,-56576.0697774,-43521.5545451,-30468.7204433,-39173.1431846,-21764.6297921,+0,-47875.3528085,-39171.6877162,-39170.0740084,-34820.0455667
2010-08-16 10:21:00 UTC,-43526.3434235,-60935.9415776,+0,-17413.0198696,-39174.5654656,-52233.0829658,+0,+0,+0,-47815.7005029,-56504.5650489,-43466.5484224,-30430.210247,-39123.6313501,-21737.1204157,+0,-47814.8431519,-39122.1783341,-39120.5674303,-34776.0360232
2010-08-16 10:21:30 UTC,-43491.394806,-60887.0138,+0,-17399.0377976,-39143.1108475,-52191.142999,+0,+0,+0,+0,-56579.3545126,-43524.0813785,-30470.4894978,-39175.4176248,-21765.8934985,+0,-47878.1324593,-39173.9620439,-39172.3482074,-34822.0672465
2010-08-16 10:22:00 UTC,-43515.9190767,-60921.3475775,+0,-17408.8493483,-39165.1832964,+0,+0,+0,+0,+0,-56523.7062851,-43481.2731156,+0,-39136.885267,-21744.4844529,-34787.1853819,-47831.0410966,-39135.4315945,-39133.8199399,-34787.8170213
2010-08-16 10:22:30 UTC,-43598.2049285,-61036.5470902,+0,-17441.7698675,-39239.2425931,+0,-30385.0893153,-30385.4321055,+0,+0,-56423.4431458,-43404.1441372,+0,-39067.460314,-21705.9111046,-34725.4771011,-47746.1951207,-39066.010082,-39064.4023617,+0
2010-08-16 10:23:00 UTC,-43536.9243307,-60950.7547602,+0,-17417.2530277,-39184.0885434,+0,-30428.2124002,-30428.5558071,-56508.6189451,+0,+0,-43465.7428817,+0,-39122.9062708,-21736.7175528,-34774.7601687,-47813.9570143,-39121.4532907,-39119.842428,+0
2010-08-16 10:23:30 UTC,-43567.109964,-60993.0143977,+0,-17429.3295473,-39211.256358,+0,-30435.6000197,-30435.9435323,-56522.3385994,+0,+0,-43476.2956542,+0,-39132.4049796,+0,-34783.203084,-47825.5656247,-39130.9515289,-39129.3401281,+0
2010-08-16 10:24:00 UTC,-43533.4971538,-60945.956741,+0,+0,-39181.0039995,+0,-30425.7091557,-30426.0525268,-56503.970134,+0,+0,-43462.1671471,+0,-39119.6876981,+0,-34771.8993445,-47810.0235161,-39118.2348776,-39116.6241973,+0
2010-08-16 10:24:30 UTC,+0,-60935.0716319,+0,+0,-39174.0061965,+0,-30434.9767242,-30435.3202278,-56521.1810684,+0,+0,-43475.4053141,+0,-39131.6035708,+0,-34782.4907529,+0,-39130.15016,-39128.5388046,+0
2010-08-16 10:25:00 UTC,+0,-60996.4187508,+0,+0,-39213.4449437,+0,-30441.3578341,-30441.7014289,-56533.0315191,+0,+0,+0,+0,-39139.8081493,+0,-34789.7833821,+0,+0,-39136.7425118,+0
2010-08-16 10:25:30 UTC,+0,+0,-43600.1555427,+0,-39240.4551144,+0,-30400.105154,-30400.4481589,-56456.4205751,+0,+0,+0,+0,-39086.7670856,+0,-34742.6379003,+0,+0,-39083.707082,+0
2010-08-16 10:26:00 UTC,+0,+0,-43537.5957868,+0,-39184.1511122,+0,-30440.6886156,-30441.0322008,-56531.7887037,+0,+0,+0,-30442.123266,-39138.9476945,+0,-34789.018568,+0,+0,-39135.8821485,+0
2010-08-16 10:26:30 UTC,+0,+0,-43521.3068302,-17410.7641875,-39169.4909937,+0,-30428.8100118,+0,-56509.7287784,+0,+0,+0,-30430.2439302,-39123.6746561,-21737.1444768,-34775.4431471,+0,+0,-39120.610732,-34776.0745166
2010-08-16 10:27:00 UTC,+0,+0,-43511.350966,-17406.7811874,-39160.5306807,+0,-30406.082616,+0,-56467.5214055,-47780.039751,+0,+0,-30407.5151334,-39094.4526699,-21720.908386,-34749.4692219,+0,+0,-39091.3918496,-34750.0999941
2010-08-16 10:27:30 UTC,+0,+0,-43522.4314041,-17411.2140908,-39170.5031141,-52227.6664357,-30420.1277957,+0,-56493.6049103,-47802.1102529,+0,+0,-30421.561179,+0,-21730.9420396,+0,+0,+0,-39109.4486677,-34766.151848
2010-08-16 10:28:00 UTC,+0,+0,-43515.2574235,-17408.3440272,-39164.0465063,-52219.0575276,-30399.1937448,+0,-56454.7279838,-47769.2146245,-56449.633494,+0,-30400.6258375,+0,-21715.9870856,+0,+0,+0,-39082.5353524,-34742.2268906
2010-08-16 10:28:30 UTC,-43570.2316888,+0,-43570.8344062,-17430.5784716,+0,-52285.7509253,+0,+0,-56470.5679826,-47782.6176057,-56465.4715638,+0,-30409.1557245,+0,-21722.080326,+0,-47781.7609553,-39101.6367413,+0,-34751.9748654
2010-08-16 10:29:00 UTC,-43591.2009768,+0,-43591.8041863,-17438.9677611,+0,-52310.9150459,+0,+0,-56455.6216615,-47769.970808,-56450.527063,+0,-30401.1070856,+0,-21716.3308604,+0,-47769.1144255,-39084.7628017,+0,-34742.7768621
2010-08-16 10:29:30 UTC,-43586.948724,-61020.7884973,-43587.5518338,-17437.2665409,+0,-52305.8121449,+0,+0,-56477.136544,-47788.1755799,-56472.0393251,-43441.5275039,-30412.6929145,+0,-21724.6070828,+0,-47787.3188118,-39099.6577455,+0,-34756.0171744
