# file...... Output/Qh/house_Qh_file_033.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_0_7B_tm_0_B_7_Meter_56_641:Qh,house_0_8B_tm_0_B_8_Meter_56_642:Qh,house_0_1B_tm_0_B_1_Meter_58_643:Qh,house_0_2B_tm_0_B_2_Meter_58_644:Qh,house_0_3B_tm_0_B_3_Meter_58_645:Qh,house_0_4B_tm_0_B_4_Meter_58_646:Qh,house_0_5B_tm_0_B_5_Meter_58_647:Qh,house_0_6B_tm_0_B_6_Meter_58_648:Qh,house_0_7B_tm_0_B_7_Meter_58_649:Qh,house_0_8B_tm_0_B_8_Meter_58_650:Qh,house_0_1B_tm_0_B_1_Meter_59_651:Qh,house_0_2B_tm_0_B_2_Meter_59_652:Qh,house_0_3B_tm_0_B_3_Meter_59_653:Qh,house_0_4B_tm_0_B_4_Meter_59_654:Qh,house_0_5B_tm_0_B_5_Meter_59_655:Qh,house_0_6B_tm_0_B_6_Meter_59_656:Qh,house_0_7B_tm_0_B_7_Meter_59_657:Qh,house_0_8B_tm_0_B_8_Meter_59_658:Qh,house_3_1A_tm_3_A_1_Meter_60_659:Qh,house_3_2A_tm_3_A_2_Meter_60_660:Qh
2010-08-16 00:11:30 UTC,-47781.5031383,-56469.7083353,+0,+0,+0,+0,+0,-21709.5004377,+0,-56433.1433912,+0,+0,-39070.6639516,+0,+0,+0,+0,-52087.5375403,+0,+0
2010-08-16 00:12:00 UTC,-47779.6736247,-56467.5461414,+0,+0,+0,+0,+0,-21708.500278,+0,-56430.5436705,+0,+0,-39068.8641033,+0,+0,+0,+0,-52085.1381365,+0,+0
2010-08-16 00:12:30 UTC,+0,-56484.1485095,+0,+0,+0,+0,+0,-21714.9940044,+0,-56447.4228523,+0,+0,-39082.9733522,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:13:00 UTC,+0,-56458.2027552,+0,+0,+0,+0,+0,-21704.869133,+0,-56421.1052134,+0,+0,-39064.7511156,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:13:30 UTC,+0,-56433.7048502,+0,+0,+0,+0,+0,-21695.0210094,+0,-56395.5069287,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:14:00 UTC,+0,-56431.5714021,+0,+0,+0,+0,+0,+0,+0,-56395.7236284,-13016.764217,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:14:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56361.565596,-13008.8730038,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:15:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56341.1159453,-13004.138865,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:15:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-13008.5761696,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:16:00 UTC,+0,+0,+0,+0,+0,-30353.5685752,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30349.837343,+0,+0,+0,+0
2010-08-16 00:16:30 UTC,+0,+0,+0,+0,+0,-30364.800483,+0,+0,+0,+0,+0,+0,+0,-30359.3708136,+0,-30359.9699805,+0,+0,+0,+0
2010-08-16 00:17:00 UTC,+0,+0,+0,+0,+0,-30365.8328486,+0,+0,+0,+0,+0,+0,+0,-30360.4291769,+0,-30361.0283702,+0,+0,+0,+0
2010-08-16 00:17:30 UTC,+0,+0,+0,+0,+0,-30371.9282437,+0,+0,+0,+0,+0,+0,+0,-30366.5229056,+0,-30367.1222509,+0,+0,+0,+0
2010-08-16 00:18:00 UTC,+0,+0,+0,+0,+0,-30384.6975211,+0,+0,+0,+0,+0,+0,+0,-30379.2886926,+0,-30379.8883564,+0,+0,+0,+0
2010-08-16 00:18:30 UTC,+0,+0,+0,+0,+0,-30399.9630508,+0,+0,+0,+0,+0,+0,+0,-30393.4505818,-60777.1363722,+0,+0,+0,+0,+0
2010-08-16 00:19:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30382.1073695,-60754.4541484,+0,+0,+0,+0,+0
2010-08-16 00:19:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60786.7029944,+0,+0,+0,+0,-47678.7316658
2010-08-16 00:20:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60764.7383117,+0,+0,+0,+0,-47694.2897889
2010-08-16 00:20:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60733.7878321,+0,+0,+0,+0,-47711.8725217
2010-08-16 00:21:00 UTC,+0,+0,-52070.2589634,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60742.7878746,+0,+0,+0,+0,-47701.7441112
2010-08-16 00:21:30 UTC,+0,+0,-52084.1091658,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60758.9442553,+0,+0,+0,+0,-47689.0494441
2010-08-16 00:22:00 UTC,+0,+0,-52094.529588,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47649.037285
2010-08-16 00:22:30 UTC,+0,-56443.2440862,-52062.1871751,+0,+0,+0,+0,+0,+0,+0,+0,-56398.5250665,+0,+0,+0,+0,+0,+0,+0,-47684.6840166
2010-08-16 00:23:00 UTC,+0,-56405.9548079,-52028.0743128,+0,+0,+0,+0,-21683.9248267,+0,+0,+0,-56362.2827183,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:23:30 UTC,+0,-56435.5760944,-52058.2026967,+0,+0,+0,+0,-21696.4824705,+0,+0,+0,-56394.9203851,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:24:00 UTC,+0,-56424.2892065,-52047.7070827,+0,+0,+0,+0,-21692.1078519,+0,+0,+0,-56383.5506297,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:24:30 UTC,+0,-56427.6010934,-52047.5558665,+0,+0,+0,+0,-21692.0448243,+0,+0,+0,-56383.3868192,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:25:00 UTC,+0,-56415.5821697,+0,+0,+0,+0,+0,-21689.2165535,+0,+0,+0,-56374.3298044,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:25:30 UTC,+0,-56408.4724567,+0,+0,+0,+0,+0,-21687.2111479,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:26:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:26:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:27:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:27:30 UTC,+0,+0,+0,+0,-52054.7334679,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:28:00 UTC,+0,+0,+0,+0,-52065.4745856,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:28:30 UTC,-47715.0308155,+0,+0,+0,-52007.9682859,+0,-65011.6578394,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:29:00 UTC,-47690.4566678,+0,+0,+0,-51975.1736659,+0,-64970.6631924,+0,+0,+0,-12996.5672622,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:29:30 UTC,-47691.2742404,+0,+0,+0,-51974.2932822,+0,-64969.562676,+0,+0,+0,-12996.3471044,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:30:00 UTC,-47692.2267796,+0,+0,+0,-51974.368364,+0,-64969.6565314,+0,+0,+0,-12996.3658802,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:30:30 UTC,-47695.4317049,+0,+0,+0,-51977.1474363,+0,-64973.130488,+0,+0,+0,-12996.4575526,+0,-38986.7738718,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:31:00 UTC,-47703.7363358,+0,+0,+0,+0,+0,-64989.6582682,+0,+0,+0,+0,+0,-38996.1154661,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:31:30 UTC,-47698.9753508,+0,+0,+0,+0,+0,-64983.4054162,+0,+0,+0,+0,+0,-38992.3635529,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:32:00 UTC,-47723.5215513,+0,+0,+0,+0,+0,-65016.5842863,+0,+0,+0,+0,+0,-39010.8627478,-30340.3690911,+0,+0,+0,+0,+0,+0
2010-08-16 00:32:30 UTC,+0,+0,+0,+0,+0,-30379.3163056,+0,+0,+0,+0,+0,+0,-39053.6778836,-30373.6676131,+0,+0,+0,+0,+0,+0
2010-08-16 00:33:00 UTC,+0,+0,+0,-56381.7096921,+0,-30364.8655574,+0,+0,+0,+0,+0,+0,-39036.3825559,-30360.2165556,+0,+0,+0,+0,+0,+0
2010-08-16 00:33:30 UTC,+0,+0,+0,-56419.0546845,+0,-30384.9789511,+0,+0,+0,+0,+0,+0,+0,-30381.7377241,+0,+0,+0,+0,+0,+0
2010-08-16 00:34:00 UTC,+0,+0,+0,-56448.7147322,+0,-30400.9533604,+0,+0,+0,+0,+0,+0,+0,-30397.7098645,+0,+0,+0,+0,+0,+0
2010-08-16 00:34:30 UTC,+0,-56469.4520513,+0,-56426.7362019,+0,-30389.1160888,+0,+0,+0,+0,+0,+0,+0,-30383.6767783,-60757.5923849,+0,+0,+0,+0,+0
2010-08-16 00:35:00 UTC,+0,-56447.8982479,+0,-56407.6153847,+0,-30378.8179339,+0,+0,+0,+0,+0,+0,+0,+0,-60731.9854389,+0,-47720.8873904,-52060.0993389,+0,+0
2010-08-16 00:35:30 UTC,+0,-56432.6615723,+0,-56391.7399751,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60713.8227848,+0,-47706.6158772,-52044.5300221,+0,+0
2010-08-16 00:36:00 UTC,+0,-56422.864922,+0,-56378.8184479,+0,+0,+0,-21688.709141,+0,+0,+0,+0,+0,+0,-60700.6783837,+0,-47696.2875141,-52033.2624324,+0,+0
2010-08-16 00:36:30 UTC,+0,-56437.3119052,+0,-56396.9238084,+0,+0,+0,-21695.6745771,+0,+0,+0,+0,+0,+0,-60717.9735056,-30364.4629488,-47709.8773537,-52048.0880864,+0,+0
2010-08-16 00:37:00 UTC,+0,-56418.9920479,+0,+0,+0,+0,+0,-21687.5696265,+0,-56376.5845348,+0,+0,+0,+0,-60695.2954932,-30353.1215596,-47692.0578464,-52028.6481328,+0,+0
2010-08-16 00:37:30 UTC,+0,+0,+0,+0,+0,+0,+0,-21683.2166996,+0,-56365.2697675,+0,+0,+0,+0,-60683.1158054,-30347.0304356,-47682.4875175,-52018.2075103,+0,+0
