# file...... Output/Qh/house_Qh_file_033.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_0_7B_tm_0_B_7_Meter_56_641:Qh,house_0_8B_tm_0_B_8_Meter_56_642:Qh,house_0_1B_tm_0_B_1_Meter_58_643:Qh,house_0_2B_tm_0_B_2_Meter_58_644:Qh,house_0_3B_tm_0_B_3_Meter_58_645:Qh,house_0_4B_tm_0_B_4_Meter_58_646:Qh,house_0_5B_tm_0_B_5_Meter_58_647:Qh,house_0_6B_tm_0_B_6_Meter_58_648:Qh,house_0_7B_tm_0_B_7_Meter_58_649:Qh,house_0_8B_tm_0_B_8_Meter_58_650:Qh,house_0_1B_tm_0_B_1_Meter_59_651:Qh,house_0_2B_tm_0_B_2_Meter_59_652:Qh,house_0_3B_tm_0_B_3_Meter_59_653:Qh,house_0_4B_tm_0_B_4_Meter_59_654:Qh,house_0_5B_tm_0_B_5_Meter_59_655:Qh,house_0_6B_tm_0_B_6_Meter_59_656:Qh,house_0_7B_tm_0_B_7_Meter_59_657:Qh,house_0_8B_tm_0_B_8_Meter_59_658:Qh,house_3_1A_tm_3_A_1_Meter_60_659:Qh,house_3_2A_tm_3_A_2_Meter_60_660:Qh
2010-08-16 09:46:30 UTC,-47547.8758931,-56193.6473823,-51765.0819214,+0,-51768.5246656,-30203.535171,+0,-21574.6238941,+0,-56082.4725574,+0,-56071.574267,-38824.9383905,+0,-60381.5986847,+0,+0,-51759.6306555,+0,-47145.0252383
2010-08-16 09:47:00 UTC,-47577.695279,-56228.889212,-51801.8112266,+0,-51805.2576942,-30224.967431,+0,-21589.9332836,+0,-56122.2662173,+0,-56109.3305829,-38851.0825887,-30216.0003337,-60422.2569552,+0,+0,-51794.4834186,-64176.3485611,-47061.9533759
2010-08-16 09:47:30 UTC,-47526.7648445,-56168.6974392,-51739.812976,+0,-51743.253158,-30188.7902529,+0,-21564.0913748,+0,-56055.0954041,+0,-56042.1831281,-38804.5866238,-30179.8393792,-60349.9485388,+0,+0,-51732.4997674,-64321.7156905,-47168.5534293
2010-08-16 09:48:00 UTC,-47566.1899636,-56215.2917367,-51783.9170527,+0,-51787.3617065,-30214.5258347,+0,-21582.4746925,+0,-56102.8791186,+0,-56086.7679964,-38835.4592232,-30203.8496919,-60397.9602058,+0,-47458.2588062,-51773.65595,-64312.2576452,-47161.6176924
2010-08-16 09:48:30 UTC,-47548.0171981,-56193.8143826,-51761.0321886,+0,-51764.4745224,-30201.1720741,+0,-21572.9358981,-38825.8664207,-56078.0849525,-12940.4132445,-56062.3874458,-38818.5770163,-30190.720021,-60371.705763,+0,-47437.6292244,-51751.1503234,-64315.4454784,-47163.9553817
2010-08-16 09:49:00 UTC,-47570.0437304,-56219.8462836,-51787.6032515,+0,-51791.0482791,-30216.6768032,+0,-21584.0111621,-38845.7981996,-56106.87286,-12947.0556703,-56091.1631249,-38838.5026111,-30206.2166029,-60402.6931442,+0,-47461.9777404,-51777.7130824,-64310.8173391,-47160.5614928
2010-08-16 09:49:30 UTC,-47591.2934841,-56244.960154,-51810.282843,+0,-51813.7301689,-30229.9107822,+0,-21593.4643946,-38862.8108641,-56131.4446268,-12952.7252772,-56115.7244528,-38855.5099959,-30219.4436277,-60429.1422588,+0,-47482.7602871,-51800.3855843,-64310.3091612,-47160.1888377
2010-08-16 09:50:00 UTC,-47591.4740336,-56245.1735917,-51811.610043,-56132.2363926,-51815.0577193,-30230.6855148,+0,-21594.0178243,-38863.80664,-56132.8827248,-12953.6150585,-56119.5786993,+0,-30221.5193272,-60433.2927006,-30222.1498584,-47486.021496,-51803.943418,-64336.5587696,-47179.4380497
2010-08-16 09:50:30 UTC,-47613.1972018,-56270.8469634,-51845.6136401,-56169.0765797,+0,-30250.5272686,+0,-21608.1910907,-38889.3137915,-56169.7232667,-12962.5939346,+0,+0,-30242.4667794,-60475.1797884,-30243.0978817,-47518.9345218,-51839.8495389,-64381.742049,-47212.5716762
2010-08-16 09:51:00 UTC,-47607.5752292,+0,-51842.2608267,-56165.4440738,+0,+0,+0,+0,-38886.7987426,-56166.0907258,-12961.3634994,+0,+0,-30239.5962104,-60469.4397211,-30240.2272345,-47514.4242303,-51834.9290836,-64504.8154151,-47302.8233599
2010-08-16 09:51:30 UTC,-47615.1566248,+0,-51851.4130973,-56175.3598291,+0,+0,+0,+0,-38893.6641437,-56176.0065766,-12963.6516229,+0,+0,-30244.9343351,-60480.1139794,-30245.5655047,-47522.8115914,-51844.0791872,-64516.6952804,+0
2010-08-16 09:52:00 UTC,+0,+0,-51853.9952055,-56178.1573375,+0,+0,+0,+0,-38895.6010631,-56178.804112,+0,+0,+0,-30248.7823437,-60487.8085609,-30249.4136183,-47528.8576542,+0,-64458.2688126,+0
2010-08-16 09:52:30 UTC,+0,+0,-51910.073451,-56238.9136428,+0,+0,+0,+0,-38937.6670884,-56239.561003,+0,+0,+0,+0,+0,-30285.4110306,-47585.415919,+0,-64470.7094148,+0
2010-08-16 09:53:00 UTC,+0,+0,+0,-56168.1484261,+0,+0,-64811.996398,+0,-38888.6711631,-56168.7951042,+0,+0,+0,+0,+0,-30247.5305145,-47525.8989671,+0,-64452.5414941,+0
2010-08-16 09:53:30 UTC,+0,+0,+0,-56162.9312766,+0,+0,-64805.9762737,+0,-38885.0589494,-56163.5779044,+0,+0,+0,+0,+0,-30244.7208708,-47521.4845233,+0,+0,+0
2010-08-16 09:54:00 UTC,+0,+0,+0,-56173.6023821,+0,+0,-64818.2897757,+0,+0,-56174.2491127,+0,+0,+0,+0,+0,-30251.497791,+0,+0,+0,+0
2010-08-16 09:54:30 UTC,+0,+0,+0,-56164.2132173,+0,+0,-64807.4555189,-21606.3200438,+0,-56164.8598575,-12963.387952,+0,-38887.4952464,+0,+0,-30244.9503513,+0,+0,+0,+0
2010-08-16 09:55:00 UTC,+0,-56202.3853609,+0,-56096.7624213,+0,-30211.5797779,-64729.6234492,-21580.370332,+0,-56097.4083995,-12947.6464273,-56093.7215897,-38840.2745858,+0,+0,+0,+0,+0,+0,+0
2010-08-16 09:55:30 UTC,+0,-56192.7805833,+0,-56071.8327898,-51759.2994226,-30198.152929,-64700.8568816,-21570.7793296,+0,-56072.4785283,-12942.2831761,-56070.4874262,-38824.1861904,+0,+0,+0,+0,+0,+0,+0
2010-08-16 09:56:00 UTC,+0,-56225.0974133,+0,-56110.7098347,-51795.1866807,-30219.0917147,-64745.7175184,-21585.7362228,+0,+0,-12950.8331674,-56107.5268793,-38849.8339989,+0,+0,+0,+0,+0,+0,+0
2010-08-16 09:56:30 UTC,-47593.0903171,-56235.8077972,+0,-56123.6145819,-51807.0990056,-30226.0420818,-64760.6084437,-21590.7009757,+0,+0,-12953.3442122,-56118.4049872,-38857.3664975,-30220.8873175,+0,+0,+0,+0,+0,+0
2010-08-16 09:57:00 UTC,-47588.4063186,-56241.5480905,+0,-56130.1023455,-51813.0878363,-30229.5363257,-64768.094743,-21593.1969672,+0,+0,-12954.8416301,-56124.8919584,-38861.8583721,-30224.3807493,+0,+0,+0,+0,+0,-46962.889274
2010-08-16 09:57:30 UTC,-47604.1666489,-56260.1743247,+0,-56145.0467453,-51826.8829569,-30237.5852289,-64785.339245,-21598.9464212,+0,+0,-12957.3548475,-56135.7794782,-38869.3973879,-30230.2440112,-60450.7386306,+0,+0,+0,+0,-46947.4867583
2010-08-16 09:58:00 UTC,-47632.4150779,-56293.5595291,+0,+0,-51866.4517438,-30260.6720384,-64834.8019526,-21615.4376802,+0,+0,+0,-56177.6625087,-38898.3991089,-30252.7993014,-60495.8407955,+0,+0,+0,+0,-46942.8214496
2010-08-16 09:58:30 UTC,-47602.0837564,-56257.712673,+0,+0,-51820.9908695,-30234.1474306,-64777.9738789,-21596.4907496,-38868.256869,+0,+0,-56126.2256829,-38862.7819039,-30225.0990007,-60440.4505296,+0,+0,-51810.0792211,+0,-46987.9439702
2010-08-16 09:59:00 UTC,-47557.7006171,-56205.2587755,-51761.2820856,+0,-51764.7248758,-30201.3184648,-64707.6389345,-21573.0405199,-38826.0542797,+0,+0,-56061.7820938,-38818.1582205,-30190.3941608,-60371.0537985,-30191.0238661,-47437.1168897,-51750.5915012,+0,-46938.2336149
2010-08-16 09:59:30 UTC,-47567.4767893,-56216.8126751,-51781.2940839,+0,-51784.7389026,-30212.9958525,-64732.6573405,-21581.3818556,-38841.0659005,+0,+0,-56083.4539598,-38833.1648104,-30202.0651223,-60394.3913667,-30202.695146,-47455.4545204,-51770.5967477,-64028.2000615,-46953.3136063
2010-08-16 10:00:00 UTC,-47573.550734,-56223.991179,-51795.6515812,+0,-51799.098067,+0,+0,+0,-38851.8361028,+0,-12947.7841591,-56094.317885,-38840.687674,-30207.9157466,-60406.0902525,-30208.5459527,-47464.646964,-51780.625199,-64093.2124235,-47000.9881663
2010-08-16 10:00:30 UTC,-47628.7933764,+0,-51854.1306102,+0,-51857.5830186,+0,+0,+0,-38895.7030327,+0,-12963.8732585,+0,+0,-30245.4511403,-60481.1470352,-30246.0823697,-47523.6232725,-51844.9647848,-64071.98588,-46985.4224013
2010-08-16 10:01:00 UTC,-47612.7630459,+0,-51838.9131923,+0,-51842.3640601,+0,+0,+0,-38884.2879769,+0,-12960.069078,+0,+0,-30236.5760992,-60463.400264,-30237.2070867,-47509.6786424,-51829.7520369,-64048.1665014,-46967.9552689
2010-08-16 10:01:30 UTC,-47617.4375317,+0,-51849.4334054,+0,-51852.8853383,+0,+0,+0,-38892.1795142,+0,-12962.6990114,+0,+0,-30242.7116563,-60475.669089,-30243.342811,-47519.318944,-51840.2690229,-64169.2560094,-47056.7521491
2010-08-16 10:02:00 UTC,-47603.7063379,+0,-51838.0933571,+0,-51841.5441418,+0,+0,+0,-38883.6729931,+0,-12960.3324179,+0,+0,+0,-60464.6287635,-30237.8214677,-47510.6439432,-51830.8051216,-64264.7345731,-47126.7681148
2010-08-16 10:02:30 UTC,-47562.9134391,+0,-51786.4334695,+0,-51789.9890162,+0,+0,+0,-38845.0038139,-56105.7251443,-12947.870958,+0,+0,+0,-60406.4951751,-30208.7484574,-47464.9651344,-51780.9723037,-64409.6370301,-47233.0274201
2010-08-16 10:03:00 UTC,-47544.7602421,+0,-51770.5407709,+0,+0,+0,+0,+0,-38833.0821568,-56088.5064319,-12943.5064048,+0,+0,+0,-60386.1342278,-30198.5658065,-47448.9664008,-51763.5186526,-64468.0003428,-47275.8261784
2010-08-16 10:03:30 UTC,-47507.4932919,+0,-51725.6096399,+0,+0,+0,+0,-21558.2176076,-38799.3777756,-56039.8264518,-12932.4359837,+0,+0,+0,-60334.4899397,-30172.7381389,-47408.3865993,-51719.2485423,-64502.0810329,+0
2010-08-16 10:04:00 UTC,-47512.7903694,-56152.1819734,-51735.0830847,-56049.4448074,+0,-30186.0951713,+0,-21562.1663157,-38806.4841317,-56050.0903181,+0,+0,+0,+0,+0,-30182.4271126,-47423.6096779,-51735.8560009,-64367.5169948,+0
2010-08-16 10:04:30 UTC,-47528.1336731,-56170.3153481,-51761.1490327,-56077.6853078,+0,-30201.3052217,+0,-21573.0310862,+0,-56078.33109,+0,+0,+0,+0,+0,+0,-47448.1402908,-51762.6174167,-64385.3709827,+0
2010-08-16 10:05:00 UTC,+0,-56126.2166785,-51706.0683576,-56018.0095251,+0,-30169.1644432,+0,-21550.0724389,+0,-56018.6547337,+0,-56008.7750532,-38781.4539099,+0,+0,+0,-47392.2649712,-51701.6608206,-64381.928653,+0
2010-08-16 10:05:30 UTC,+0,-56181.4755616,-51759.1447387,-56075.5138054,+0,-30200.1356721,-64705.1045659,-21572.1956591,+0,-56076.1595667,+0,-56071.5627047,-38824.9309481,+0,+0,+0,+0,-51759.6199477,-64403.024067,+0
2010-08-16 10:06:00 UTC,+0,-56179.8029205,-51746.7692944,-56062.1059396,+0,-30192.9143301,-64689.6330863,-21567.0373447,+0,-56062.751572,-12938.7660296,-56055.250409,-38813.5998737,-30186.8767182,+0,+0,+0,-51744.5621074,+0,+0
2010-08-16 10:06:30 UTC,+0,-56160.7760217,-51730.3603562,-56044.3280851,+0,-30183.3393561,-64669.1190301,-21560.1977949,+0,-56044.9735466,-12934.6647403,-56037.4831969,-38801.2970674,-30177.3085321,+0,+0,+0,-51728.1612375,+0,+0
2010-08-16 10:07:00 UTC,+0,-56209.1744806,-51777.6344937,-56095.5460682,+0,-30210.9248475,-64728.2200075,-21579.9025313,+0,-56096.1920222,-12946.4857068,-56088.6928544,-38836.7569069,-30204.8864959,+0,+0,+0,-51775.432747,+0,+0
2010-08-16 10:07:30 UTC,+0,-56224.8310395,+0,-56111.908942,+0,-30219.7377269,-64747.1013021,-21586.1977051,+0,-56112.5550535,-12949.8706322,-56103.3567037,-38846.9108069,-30212.7834265,+0,+0,+0,-51788.9689106,+0,+0
2010-08-16 10:08:00 UTC,+0,-56226.496846,+0,-56101.4809232,-51786.6675538,-30214.1213008,-64735.0683,-21582.1858065,+0,-56102.1269343,-12948.656818,-56098.0983343,-38843.2696786,-30209.951634,+0,+0,+0,+0,+0,+0
2010-08-16 10:08:30 UTC,+0,-56253.1134643,+0,-56122.9266153,-51806.4639936,-30225.6506601,-64759.8147126,-21590.4364571,-38857.3077071,-56123.5728328,-12952.4988322,-56114.7423407,-38854.7947268,-30218.9149395,-60428.0845343,-30219.5084622,+0,+0,+0,-46901.1236213
2010-08-16 10:09:00 UTC,+0,-56282.5987249,+0,-56157.9575095,-51838.8008834,+0,-64800.237234,-21603.9136467,-38881.5620857,-56158.6040644,-12960.3547303,-56148.7749108,-38878.3603877,-30237.2425174,-60464.7328515,-30237.8364945,+0,+0,+0,-46858.5771855
2010-08-16 10:09:30 UTC,-47597.9219251,-56252.8033074,+0,-56129.5193529,-51812.4833082,+0,-64767.4221427,+0,-38861.872328,-56130.1656339,-12953.630079,-56119.64302,-38858.1881744,-30221.5541048,-60433.3618805,-30222.1476929,+0,+0,+0,-46946.6280569
2010-08-16 10:10:00 UTC,-47615.5106468,+0,+0,-56150.7056668,-51832.0402661,+0,-64791.8692557,+0,-38876.5411194,-56151.3521519,+0,-56141.5591249,-38873.4200803,-30233.3597373,-60457.0498948,-30233.994204,+0,+0,+0,-46912.1918664
2010-08-16 10:10:30 UTC,-47580.4170981,+0,+0,-56099.7714775,-51785.0232245,+0,-64733.0957525,+0,-38841.275759,-56100.4174722,+0,-56087.4541003,-38835.955252,-30204.2225238,-60398.7861816,-30204.8561891,-47458.9077474,+0,+0,-46930.0749169
2010-08-16 10:11:00 UTC,-47582.2431079,+0,+0,-56103.1513967,-51788.1432075,+0,-64736.9958773,+0,-38843.6159174,-56103.7974239,+0,-56093.437136,+0,-30207.444572,-60405.2290929,-30208.0783259,-47463.9703029,+0,+0,-46957.7130946
2010-08-16 10:11:30 UTC,-47584.1619989,+0,+0,-56109.6504468,-51794.1424413,+0,-64744.4952004,+0,-38848.1156717,-56110.2965366,+0,+0,+0,-30212.9696385,-60416.2771947,-30213.6035444,-47472.6514135,+0,+0,-47020.1478821
2010-08-16 10:12:00 UTC,-47601.0698286,+0,+0,-56129.289351,-51812.2709948,+0,-64767.1567411,+0,-38861.7130814,-56129.9356298,-12954.7678882,+0,+0,+0,-60438.6698399,-30224.8022338,-47490.2465661,+0,-64201.1139824,-47080.1141126
2010-08-16 10:12:30 UTC,-47611.662783,+0,+0,+0,-51829.9675379,+0,-64789.2782483,-21600.2598339,-38874.9864595,-56149.106716,-12958.9313558,+0,+0,+0,-60458.0927097,-30234.5157217,-47505.5082004,+0,-64306.0831343,-47157.0896802
2010-08-16 10:13:00 UTC,-47594.5585084,+0,-51823.8132254,+0,-51812.8461075,-30229.4131165,-64767.875659,-21593.1240407,-38862.1444475,+0,-12954.4545839,+0,+0,+0,-60437.2082529,-30224.0712859,-47489.0981156,+0,-64356.513194,-47194.0708551
2010-08-16 10:13:30 UTC,-47572.3877412,+0,-51791.5325311,+0,-51795.0222443,-30219.0135902,+0,-21585.6954905,-38848.7755723,+0,-12949.0987758,+0,+0,+0,-60412.2230316,-30211.5760345,-47469.4658312,-51785.7968288,-64371.0611467,-47204.7391031
2010-08-16 10:14:00 UTC,-47554.8101635,-56201.8519618,-51779.2022971,+0,-51782.6907397,-30211.8186399,+0,-21580.5560208,-38839.5262674,+0,-12946.0159764,+0,+0,+0,-60397.8415558,-30204.3837764,-47458.1655022,-51773.4688943,-64365.2229769,-47200.4578791
2010-08-16 10:14:30 UTC,-47531.1904626,-56173.9371767,-51754.354748,+0,-51757.8406296,-30197.3195731,+0,-21570.1883967,-38820.8873216,+0,-12940.2715567,+0,+0,+0,-60371.0434354,+0,-47437.1087221,-51750.497297,-64422.3037143,-47242.3161037
2010-08-16 10:15:00 UTC,-47562.0977174,-56210.4647084,-51795.3630752,+0,-51798.8531829,-30221.2487928,+0,-21587.2814093,+0,+0,-12949.6322235,+0,-38846.1956426,+0,-60414.7116029,+0,-47471.4212406,-51787.9300552,-64405.1892823,-47229.7658149
2010-08-16 10:15:30 UTC,-47539.0601578,-56183.2379232,-51768.3735565,+0,-51771.8608833,-30205.4998428,+0,-21576.0316902,+0,+0,-12942.4842594,-56071.2771774,-38824.7536002,-30195.5107553,+0,+0,-47445.219618,-51759.3457646,-64404.3070185,+0
2010-08-16 10:16:00 UTC,-47532.9437957,-56176.0093417,-51761.1416606,+0,+0,-30201.2798793,+0,-21573.0173048,+0,+0,+0,-56064.3124147,-38819.930875,-30191.7600171,+0,+0,-47439.3263728,-51752.9166117,-64452.4922612,+0
2010-08-16 10:16:30 UTC,-47517.8223366,-56158.1381465,-51746.0462644,+0,+0,-30192.4713989,+0,-21566.7252707,+0,+0,+0,-56046.2720336,-38807.4388782,-30182.0447192,+0,+0,-47424.0614753,-51736.2635871,-64423.1492303,+0
2010-08-16 10:17:00 UTC,-47536.423225,-56180.1214819,-51770.7235504,+0,+0,-30206.8711134,+0,-21577.0112101,+0,+0,+0,-56076.1703979,-38828.141893,-30198.1459044,+0,+0,+0,-51763.8626825,-64362.1594511,+0
2010-08-16 10:17:30 UTC,-47533.0783016,-56176.1683066,-51762.4214177,+0,+0,-30202.0266445,+0,-21573.5507308,+0,+0,+0,-56067.1787691,-38821.9156718,-30193.3036367,+0,+0,+0,-51755.5625354,-64302.1622363,+0
2010-08-16 10:18:00 UTC,-47518.8620687,-56159.3669469,-51739.6947268,-56054.3599185,+0,-30188.7651428,+0,-21564.0778344,+0,+0,+0,-56042.3752004,-38804.7405298,-30179.946155,+0,-30180.5791524,+0,-51732.6664313,-64315.89246,+0
2010-08-16 10:18:30 UTC,+0,-56197.0918116,-51774.2849966,-56091.8357719,+0,+0,+0,-21578.4956852,+0,+0,-12944.0321065,-56077.9825933,-38829.3967411,-30199.1218271,+0,-30199.7553521,+0,-51765.5355149,-64254.6166609,+0
2010-08-16 10:19:00 UTC,+0,-56158.899294,-51724.0999281,-56037.4641728,+0,+0,-64661.2168684,+0,-38798.1922076,-56038.1022239,-12932.5295542,-56028.1524858,-38794.892062,-30172.2867874,+0,-30172.919574,+0,-51719.5374839,-64132.2211571,+0
2010-08-16 10:19:30 UTC,+0,-56213.5646794,-51777.3849992,-56095.1943824,+0,+0,-64727.8324117,+0,-38838.1630538,-56095.8329733,-12945.8414413,-56085.8608834,-38834.8520346,-30203.3645277,+0,-30203.9981694,+0,-51772.8079423,+0,+0
2010-08-16 10:20:00 UTC,+0,-56176.5499333,-51728.3327668,-56042.0501228,+0,+0,-64666.5086481,+0,-38801.3673962,-56042.6882167,-12932.6387514,-56028.6655414,-38795.2473254,-30172.5630835,-60335.393164,-30173.1958777,+0,-51720.011084,+0,+0
2010-08-16 10:20:30 UTC,+0,+0,-51682.9055739,-55992.8333076,+0,+0,-64609.7168058,+0,-38767.2909952,-55993.4709418,-12921.2819064,-55979.4665824,-38761.1796814,-30146.0679365,-60282.4127643,-30146.7000014,+0,-51674.5956651,+0,-47071.783847
2010-08-16 10:21:00 UTC,+0,+0,-51740.4286936,-56055.155114,-51743.9131394,+0,-64681.6306461,+0,-38810.4409398,-56055.7933304,-12936.0535752,-56043.4588922,-38805.4909278,-30180.529756,-60351.3235347,-30181.1627693,+0,-51733.6667841,+0,-47043.8065413
2010-08-16 10:21:30 UTC,+0,+0,-51715.6274316,-56028.2848846,-51719.10932,+0,-64650.6247834,+0,-38791.8367149,-56028.9228499,-12929.852862,-56016.5967972,-38786.8903663,-30166.0636948,-60322.3968141,-30166.6963101,+0,-51708.8704605,+0,-47016.8622404
2010-08-16 10:22:00 UTC,+0,+0,-51725.3267646,-56038.7933543,-51728.8096535,+0,-64662.750626,-21558.0890073,-38799.1124972,-56039.4314178,-12931.7071134,-56024.6295944,+0,-30170.3896025,-60331.0470135,-30171.0223368,-47405.6627372,-51716.2855129,+0,-47013.2175327
2010-08-16 10:22:30 UTC,+0,+0,+0,-56134.3669248,-51817.0332973,-30231.8561775,-64773.0340513,-21594.8584286,-38865.2850695,-56135.0058824,+0,+0,+0,+0,-60443.1479149,-30227.0847976,-47493.7466068,-51812.3797211,+0,-47020.9237412
2010-08-16 10:23:00 UTC,-47564.2365353,+0,+0,-56075.3521493,-51762.5569554,-30200.0713652,-64704.9362343,-21572.1540445,-38824.4248249,-56075.9905546,+0,+0,+0,+0,-60379.6048271,-30195.3064465,-47443.8172926,-51757.9098403,+0,-47072.2895999
2010-08-16 10:23:30 UTC,-47588.877976,+0,+0,-56105.9875957,-51790.8364336,-30216.5713333,-64740.2868226,-21583.9402275,-38845.6359846,-56106.6262875,+0,+0,+0,+0,-60412.5909877,-30211.8030602,-47469.7363407,-51786.185964,+0,-47043.8124864
2010-08-16 10:24:00 UTC,-47557.2869524,-56204.7791381,+0,-56070.796058,-51758.3512427,-30197.617496,-64699.6789088,-21570.4012076,-38821.2703095,-56071.4344206,+0,+0,+0,+0,-60374.6991407,-30192.8530772,-47439.9626236,-51753.704628,+0,-47066.8366877
2010-08-16 10:24:30 UTC,-47553.9829854,-56200.8743669,+0,-56066.0780268,-51753.9960439,-30195.0764082,-64694.2347193,-21568.5860692,-38818.0036716,-56066.7163454,-12941.0427508,+0,+0,+0,-60374.5983529,+0,-47439.8834293,+0,-64217.8708837,-47092.3959398
2010-08-16 10:25:00 UTC,-47585.972059,-56238.6804386,+0,-56107.9195006,-51792.6197686,-30217.6118398,-64742.5160696,-21584.6834774,-38846.9735838,-56108.5582106,-12950.7014282,+0,+0,+0,-60419.656697,+0,-47475.288259,+0,-64194.6325248,-47075.3548824
2010-08-16 10:25:30 UTC,-47597.4001558,-56252.1866578,+0,-56131.0738467,-51813.993468,-30230.0825567,-64769.2341314,-21593.5915038,-38863.005031,-56131.7127735,-12956.046373,+0,+0,+0,-60444.5912042,+0,-47494.8806793,+0,-64187.9971744,-47070.4890746
2010-08-16 10:26:00 UTC,-47556.7316471,-56204.1228543,+0,-56075.8705518,-51763.035491,-30200.3505716,-64705.5344247,-21572.353486,+0,-56076.5089619,-12941.0746075,-56065.2104932,-38820.5527464,-30192.2436599,-60374.7469671,+0,-47440.0002036,+0,-64169.5878593,-47056.9892317
2010-08-16 10:26:30 UTC,-47524.2648909,-56165.7522362,+0,-56040.431616,-51730.3219275,-30181.2634874,-64664.6410349,-21558.7192857,+0,-56041.0696949,-12932.8963318,-56029.7814041,-38796.0200008,-30173.1640099,-60336.5947921,+0,-47410.0219332,+0,-64187.456812,-47070.0928183
2010-08-16 10:27:00 UTC,-47516.8015428,-56156.9317282,+0,-56031.339992,-51721.9294796,-30176.366822,-64654.1501067,-21555.2215216,+0,-56031.9779859,-12930.7982492,-56020.6923064,-38789.7262872,-30168.2692521,-60326.8071049,+0,-47402.3312069,+0,-64189.0371589,-47071.2517117
2010-08-16 10:27:30 UTC,-47521.6169752,-56162.6228147,+0,-56044.7782236,-51734.3342664,-30183.6045299,+0,-21560.3915287,+0,-56045.416343,-12933.4111481,-56032.0116393,-38797.5643189,-30174.3650597,-60338.9964437,+0,-47411.9090433,+0,-64193.2470953,-47074.3389249
2010-08-16 10:28:00 UTC,-47510.2596986,-56149.2002935,-51730.3053116,+0,-51733.7887139,+0,+0,-21560.164156,+0,-56044.8253349,-12933.4811789,-56032.3150192,-38797.7743933,-30174.5284391,+0,-30175.1612874,-47412.1657477,+0,-64218.3471423,-47092.7451878
2010-08-16 10:28:30 UTC,-47541.8405345,-56186.5238928,-51771.4113428,+0,-51774.8989825,+0,+0,-21577.2978942,+0,-56089.360923,-12943.7580451,-56076.8354075,-38828.6023763,-30198.5040324,+0,-30199.1375403,-47449.8366074,+0,-64130.0185383,+0
2010-08-16 10:29:00 UTC,-47558.3583599,-56206.0453739,-51791.6413504,+0,-51795.1310747,+0,+0,-21585.7301272,+0,-56111.2787594,+0,-56099.6138637,-38844.3752362,-30210.770929,+0,-30211.4047744,-47469.1105643,+0,-64109.7288212,+0
2010-08-16 10:29:30 UTC,-47566.2965137,-56215.4270276,-51801.7092926,+0,-51805.2000541,+0,+0,+0,+0,-56122.1866895,+0,-56112.9956214,-38853.6413861,-30217.9774156,+0,-30218.6114593,+0,+0,-64087.3197954,+0
2010-08-16 10:30:00 UTC,-47515.764707,-56155.7063508,-51734.9919604,+0,-51738.4758459,+0,+0,+0,-38806.3626717,-56049.9030001,+0,-56038.5325641,-38802.0797101,-30177.8767777,+0,-30178.5097181,+0,-51729.1193047,-64140.3640845,+0
2010-08-16 10:30:30 UTC,-47540.3937099,-56184.8139728,-51768.6916831,+0,+0,+0,+0,+0,-38831.6419175,-56086.4143566,+0,-56073.338931,-38826.1812532,-30196.6210723,+0,-30197.2545284,+0,-51761.2489632,-64185.3726711,+0
2010-08-16 10:31:00 UTC,-47521.0597706,-56161.9642863,-51740.5863148,+0,+0,+0,+0,+0,-38810.5591774,-56055.9641028,-12935.7244593,-56042.0331276,-38804.5036633,-30179.7619387,+0,-30180.394931,+0,-51732.3506651,-64102.6858747,+0
2010-08-16 10:31:30 UTC,-47504.6121964,+0,-51714.8947346,+0,+0,+0,+0,+0,-38791.2870955,-56028.1290226,-12929.3016534,-56014.2089074,-38785.2368808,-30164.7777431,+0,-30165.410323,+0,-51706.6662063,-64043.8517497,+0
2010-08-16 10:32:00 UTC,-47488.4662704,+0,-51694.1833589,+0,+0,-30162.2083009,+0,+0,-38775.7508253,+0,-12922.9966927,-55986.8952037,-38766.3236039,-30150.0684767,-60290.4123507,-30150.7006517,+0,-51681.4530042,-64081.7656564,+0
2010-08-16 10:32:30 UTC,-47464.6140078,+0,-51650.0250899,+0,+0,-30136.4410172,-64568.6105147,-21526.7018994,-38742.626283,+0,-12912.6075517,-55941.8884362,-38735.1588263,-30125.8309528,-60241.9463551,-30126.4624605,+0,-51639.9073857,-63996.8569038,+0
2010-08-16 10:33:00 UTC,-47510.7927089,+0,-51706.3541551,+0,+0,-30169.3102172,-64639.0315855,-21550.1808793,-38784.8805317,+0,-12926.6888909,-56002.8901654,-38777.3992583,-30158.6822537,-60307.636688,-30159.3146659,+0,-51696.2179078,+0,-46899.9254234
2010-08-16 10:33:30 UTC,-47559.8031437,+0,-51763.9909635,-56080.6829919,+0,-30202.9425074,-64711.0875539,-21574.2049459,-38828.1157569,+0,-12941.9880474,-56069.1676042,-38823.2928335,+0,-60379.0082224,-30195.0080797,+0,-51757.3984234,+0,-46939.4316483
2010-08-16 10:34:00 UTC,+0,+0,-51787.7484018,-56106.4223185,+0,-30216.805471,-64740.7884542,-21584.1074756,-38845.936975,+0,-12948.6625454,+0,+0,+0,-60410.1451802,-30210.5798943,-47467.8145346,-51784.089389,+0,-46928.3240884
