# file...... Output/Qh/house_Qh_file_029.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_2_3C_tm_2_C_3_Meter_49_561:Qh,house_2_4C_tm_2_C_4_Meter_49_562:Qh,house_2_5C_tm_2_C_5_Meter_49_563:Qh,house_2_6C_tm_2_C_6_Meter_49_564:Qh,house_2_7C_tm_2_C_7_Meter_49_565:Qh,house_2_8C_tm_2_C_8_Meter_49_566:Qh,house_2_9C_tm_2_C_9_Meter_49_567:Qh,house_2_10C_tm_2_C_10_Meter_49_568:Qh,house_2_11C_tm_2_C_11_Meter_49_569:Qh,house_2_12C_tm_2_C_12_Meter_49_570:Qh,house_2_13C_tm_2_C_13_Meter_49_571:Qh,house_2_14C_tm_2_C_14_Meter_49_572:Qh,house_2_15C_tm_2_C_15_Meter_49_573:Qh,house_2_1C_tm_2_C_1_Meter_50_574:Qh,house_2_2C_tm_2_C_2_Meter_50_575:Qh,house_2_3C_tm_2_C_3_Meter_50_576:Qh,house_2_4C_tm_2_C_4_Meter_50_577:Qh,house_2_5C_tm_2_C_5_Meter_50_578:Qh,house_2_6C_tm_2_C_6_Meter_50_579:Qh,house_2_7C_tm_2_C_7_Meter_50_580:Qh
2010-08-16 00:00:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:00:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-17294.532455,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:01:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-17330.4341475,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:01:30 UTC,+0,+0,+0,+0,+0,+0,-43294.0945299,+0,+0,+0,-17321.1019502,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:02:00 UTC,+0,+0,+0,+0,+0,+0,-43242.2270242,+0,-30273.129129,+0,-17300.3494833,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:02:30 UTC,+0,+0,+0,+0,+0,+0,-43238.9229255,+0,-30270.8159024,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:03:00 UTC,+0,+0,+0,+0,+0,+0,-43224.1363248,+0,-30260.4636818,-51866.1410231,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:03:30 UTC,+0,+0,+0,+0,+0,+0,-43216.6009149,+0,-30255.1880793,-51857.0991241,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:04:00 UTC,+0,+0,+0,+0,+0,+0,-43190.9769837,+0,-30237.2485539,-51826.3524227,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:04:30 UTC,-56218.8315989,+0,+0,+0,+0,+0,-43247.7087667,+0,-30276.9669419,-51894.4260987,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34601.2679015
2010-08-16 00:05:00 UTC,-56222.4755537,-43254.3036042,+0,+0,+0,+0,+0,+0,-30278.9294983,-51897.7897405,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34603.4897844
2010-08-16 00:05:30 UTC,-56196.9744404,-43234.6837499,+0,+0,+0,+0,+0,+0,+0,-51874.2503133,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34587.004058
2010-08-16 00:06:00 UTC,-56256.1033058,-43280.1758696,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34624.7050379,+0,+0,+0,+0,-34622.2744202
2010-08-16 00:06:30 UTC,-56284.4496174,-43301.9847395,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34642.1631389,+0,+0,+0,+0,-34640.0187451
2010-08-16 00:07:00 UTC,-56272.8450744,-43293.0565247,+0,+0,-47622.1121169,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34635.465613,+0,+0,+0,+0,-34633.3217565
2010-08-16 00:07:30 UTC,-56264.809272,-43286.874,+0,+0,-47615.3114348,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34629.5472849,+0,+0,+0,+0,-34627.4039031
2010-08-16 00:08:00 UTC,-56301.9558795,-43315.4535743,+0,+0,-47646.7485273,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34653.1264336,+0,+0,+0,+0,+0
2010-08-16 00:08:30 UTC,-56311.8960522,-43323.1012686,+0,+0,-47655.1608735,+0,+0,+0,+0,+0,-17331.1873178,+0,+0,+0,-34659.4305359,+0,+0,+0,+0,+0
2010-08-16 00:09:00 UTC,-56338.3991209,+0,-56343.8992637,+0,-47677.5903622,+0,+0,+0,+0,+0,-17339.3447683,+0,+0,+0,-34675.8839711,+0,+0,+0,+0,+0
2010-08-16 00:09:30 UTC,+0,+0,-56383.3357419,+0,-47710.9610966,+0,+0,+0,+0,+0,-17351.4814741,+0,+0,+0,-34699.5489502,+0,+0,+0,+0,+0
2010-08-16 00:10:00 UTC,+0,+0,-56412.9598863,+0,-47736.0287373,+0,+0,+0,+0,+0,-17360.5984016,+0,+0,+0,+0,+0,+0,+0,+0,+0
