# file...... Output/Qh/house_Qh_file_057.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_3_8A_tm_3_A_8_Meter_98_1121:Qh,house_3_9A_tm_3_A_9_Meter_98_1122:Qh,house_3_10A_tm_3_A_10_Meter_98_1123:Qh,house_3_11A_tm_3_A_11_Meter_98_1124:Qh,house_3_12A_tm_3_A_12_Meter_98_1125:Qh,house_3_13A_tm_3_A_13_Meter_98_1126:Qh,house_3_14A_tm_3_A_14_Meter_98_1127:Qh,house_3_15A_tm_3_A_15_Meter_98_1128:Qh,house_3_1B_tm_3_B_1_Meter_99_1129:Qh,house_3_2B_tm_3_B_2_Meter_99_1130:Qh,house_3_3B_tm_3_B_3_Meter_99_1131:Qh,house_3_4B_tm_3_B_4_Meter_99_1132:Qh,house_3_5B_tm_3_B_5_Meter_99_1133:Qh,house_3_6B_tm_3_B_6_Meter_99_1134:Qh,house_3_7B_tm_3_B_7_Meter_99_1135:Qh,house_3_8B_tm_3_B_8_Meter_99_1136:Qh,house_3_9B_tm_3_B_9_Meter_99_1137:Qh,house_3_10B_tm_3_B_10_Meter_99_1138:Qh,house_3_11B_tm_3_B_11_Meter_99_1139:Qh,house_3_12B_tm_3_B_12_Meter_99_1140:Qh
2010-08-16 00:05:00 UTC,+0,+0,-61197.0776225,+0,-48086.2015838,+0,+0,+0,+0,+0,+0,+0,-69849.4707052,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:05:30 UTC,+0,+0,-61257.3698291,-30633.7157406,-48133.5767091,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:06:00 UTC,+0,+0,-61284.1995704,-30647.1333002,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:06:30 UTC,+0,+0,-61307.6675305,-30658.8696318,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:07:00 UTC,+0,+0,+0,-30716.8478157,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52425.4262401,+0,+0,+0,+0,+0
2010-08-16 00:07:30 UTC,+0,+0,+0,-30741.0245405,+0,+0,+0,+0,-17477.2270509,+0,+0,+0,+0,+0,-52425.4994228,+0,+0,+0,+0,+0
2010-08-16 00:08:00 UTC,+0,+0,+0,-30727.6149795,+0,+0,+0,+0,-17476.5979693,+0,+0,+0,+0,+0,-52423.6124451,+0,+0,+0,+0,+0
2010-08-16 00:08:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-17491.9209016,+0,+0,+0,+0,+0,-52469.5747325,+0,+0,+0,+0,+0
2010-08-16 00:09:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-17489.9934837,+0,+0,+0,+0,+0,-52463.7932976,+0,+0,+0,+0,+0
2010-08-16 00:09:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52489.7673537,+0,+0,-43743.0487173,+0,+0
2010-08-16 00:10:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52483.8930177,+0,+0,-43738.1532466,+0,+0
2010-08-16 00:10:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52499.9011527,+0,+0,-43751.4938785,+0,+0
2010-08-16 00:11:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52541.4969782,+0,+0,-43786.1584161,+0,+0
2010-08-16 00:11:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43805.5574921,+0,+0
2010-08-16 00:12:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43801.4814356,+0,+0
2010-08-16 00:12:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43815.2053085,+0,+0
2010-08-16 00:13:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43792.5836752,+0,+0
2010-08-16 00:13:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:14:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:14:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-69943.5589379,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:15:00 UTC,+0,+0,+0,+0,+0,+0,+0,-48346.4263104,+0,+0,+0,+0,-69905.7633608,+0,+0,+0,+0,+0,-61168.781719,+0
2010-08-16 00:15:30 UTC,+0,+0,+0,+0,+0,+0,+0,-48335.6505551,+0,+0,+0,+0,-69923.0449459,+0,+0,+0,+0,+0,-61183.9034755,+0
2010-08-16 00:16:00 UTC,+0,+0,+0,+0,+0,+0,+0,-48318.718451,+0,+0,+0,+0,-69931.9956042,+0,+0,+0,+0,+0,-61191.7354929,+0
2010-08-16 00:16:30 UTC,+0,+0,+0,+0,-48263.1722508,+0,+0,-48265.3651629,+0,+0,+0,+0,-69977.2431253,+0,+0,+0,+0,+0,-61231.3280413,+0
2010-08-16 00:17:00 UTC,+0,+0,+0,+0,-48245.1082605,+0,+0,-48247.3000235,+0,+0,+0,+0,-69972.8458079,+0,+0,+0,+0,+0,-61227.4802946,+0
2010-08-16 00:17:30 UTC,+0,+0,+0,+0,-48220.3168907,+0,+0,-48222.5070763,+0,+0,+0,+0,-69989.1035571,+0,+0,+0,+0,+0,-61241.7061728,+0
2010-08-16 00:18:00 UTC,+0,+0,+0,+0,-48246.77786,+0,+0,-48248.9697291,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-61284.1548105,+0
2010-08-16 00:18:30 UTC,+0,+0,+0,+0,-48254.5192464,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:19:00 UTC,+0,+0,+0,+0,-48269.3632549,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:19:30 UTC,+0,+0,+0,+0,-48233.4009382,-43849.5130324,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:20:00 UTC,+0,+0,+0,+0,-48254.2525952,-43868.4696137,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:20:30 UTC,+0,+0,+0,+0,+0,-43889.3616291,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:21:00 UTC,+0,+0,+0,+0,+0,-43882.1774346,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:21:30 UTC,-43876.3300665,+0,-61408.3480085,+0,+0,-43867.1231896,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:22:00 UTC,-43826.4028358,+0,-61346.6981487,+0,+0,-43823.0828462,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:22:30 UTC,-43863.9404202,+0,-61399.2398452,+0,+0,-43860.61666,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:23:00 UTC,-43860.6079524,+0,-61394.5753601,+0,+0,+0,+0,+0,-17492.1814348,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:23:30 UTC,-43841.3285028,+0,-61367.5897406,+0,+0,+0,+0,+0,-17505.9382351,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:24:00 UTC,-43850.9248604,+0,-61381.0218479,+0,+0,+0,+0,+0,-17501.9915986,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:24:30 UTC,-43872.6844036,+0,-61411.4788782,+0,+0,+0,+0,+0,-17501.6972724,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:25:00 UTC,+0,+0,-61432.9589186,-30721.5278776,+0,+0,+0,+0,+0,-30620.3945803,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:25:30 UTC,+0,+0,-61418.6459649,-30714.3699673,+0,+0,+0,+0,+0,-30611.9587936,-56839.1562566,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:26:00 UTC,+0,+0,+0,-30724.3684314,+0,+0,+0,+0,+0,-30578.2439516,-56776.5591629,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:26:30 UTC,+0,+0,+0,-30721.1550044,+0,+0,+0,+0,+0,-30624.9556718,-56863.2870784,+0,+0,+0,+0,-34997.8822173,+0,+0,+0,+0
2010-08-16 00:27:00 UTC,+0,+0,+0,-30714.804611,+0,+0,+0,+0,+0,-30623.6493178,-56860.8616193,+0,+0,+0,+0,-34996.3893529,+0,+0,+0,+0
2010-08-16 00:27:30 UTC,+0,+0,+0,-30706.5030766,+0,+0,+0,+0,+0,-30619.7594727,-56853.6394879,+0,-69992.0314066,+0,+0,-34991.9441478,+0,+0,+0,+0
2010-08-16 00:28:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30625.902099,-56865.0442746,+0,-69983.213844,+0,+0,-34998.9637676,+0,+0,+0,+0
2010-08-16 00:28:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56788.4358079,+0,-69888.9332648,-48053.261074,+0,-34951.8114321,+0,+0,+0,+0
2010-08-16 00:29:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56733.3786485,+0,-69821.1754679,-48006.6723506,+0,-34917.9238749,+0,+0,+0,+0
2010-08-16 00:29:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56720.2966218,+0,-69805.0756668,-47995.6024928,-52362.8160691,-34909.8719169,+0,+0,-61080.6778333,+0
2010-08-16 00:30:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-69810.8450498,-47999.5693895,-52367.1440185,+0,+0,+0,-61085.7261667,+0
2010-08-16 00:30:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-69822.8542968,-48007.8266752,-52376.152853,+0,+0,+0,-61096.2345147,+0
2010-08-16 00:31:00 UTC,+0,+0,+0,+0,+0,+0,-39477.1064131,+0,+0,+0,+0,+0,-69835.9823448,-48016.8532231,-52386.0009649,+0,+0,+0,-61107.7218375,+0
2010-08-16 00:31:30 UTC,+0,+0,+0,+0,+0,+0,-39488.6641972,+0,+0,+0,+0,+0,+0,+0,-52388.8411206,+0,+0,+0,-61111.0347349,+0
2010-08-16 00:32:00 UTC,+0,+0,+0,+0,-48292.7755278,+0,-39508.1136511,+0,+0,+0,+0,+0,+0,+0,-52423.4213637,+0,+0,+0,-61151.3708336,+0
2010-08-16 00:32:30 UTC,+0,+0,+0,+0,-48182.4818446,+0,-39426.2119794,+0,+0,+0,+0,+0,+0,+0,-52501.8552816,+0,+0,+0,-61242.8600224,+0
2010-08-16 00:33:00 UTC,+0,+0,+0,+0,-48187.9348249,+0,-39430.6741165,+0,+0,+0,+0,+0,+0,+0,-52480.3678359,+0,+0,+0,+0,+0
2010-08-16 00:33:30 UTC,+0,+0,+0,+0,-48184.40522,+0,-39427.7858647,+0,+0,+0,+0,+0,+0,+0,-52528.744393,+0,+0,+0,+0,+0
2010-08-16 00:34:00 UTC,+0,+0,+0,+0,-48182.635635,+0,-39426.3378253,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:34:30 UTC,+0,+0,+0,+0,-48156.2596138,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:35:00 UTC,+0,+0,+0,+0,-48176.7507017,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:35:30 UTC,+0,+0,+0,+0,-48163.6543855,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:36:00 UTC,+0,+0,+0,+0,-48170.4956418,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:36:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:37:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:37:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-17495.8007451,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:38:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-17473.1553748,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:38:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-17478.2337771,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:39:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-17484.1388649,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:39:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56856.7654726,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:40:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56872.1622414,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:40:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56858.8696394,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:41:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56838.1386926,-69945.4782645,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:41:30 UTC,-43825.2525956,+0,-61345.0881484,+0,+0,+0,+0,+0,+0,+0,+0,-56846.3499918,-69955.5828605,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:42:00 UTC,-43808.623399,+0,-61321.8121111,+0,+0,+0,+0,+0,+0,+0,+0,-56909.6523611,-70033.4809962,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:42:30 UTC,-43846.3431515,+0,-61374.6087898,+0,+0,+0,+0,+0,+0,+0,+0,-56847.4210324,-69956.9008531,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:43:00 UTC,-43822.0679573,+0,-61340.6305804,+0,+0,+0,+0,+0,+0,+0,+0,-56874.1446969,-69989.7862525,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:43:30 UTC,-43873.1017925,+0,-61412.063101,+0,+0,+0,+0,+0,+0,+0,+0,+0,-69946.1941895,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:44:00 UTC,-43844.6804448,+0,-61372.2814824,-30691.1830818,+0,+0,+0,+0,+0,+0,+0,+0,-69972.9701484,+0,+0,+0,-30621.2727393,+0,-61227.5890951,+0
2010-08-16 00:44:30 UTC,-43832.7049677,+0,-61355.5192997,-30682.8003108,+0,-43829.384345,+0,+0,+0,+0,+0,+0,-69992.7134537,+0,+0,+0,-30629.9132457,+0,-61244.8649094,+0
2010-08-16 00:45:00 UTC,+0,+0,-61365.5080864,-30687.7957049,+0,-43836.519959,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30637.1508608,+0,-61259.3357846,+0
2010-08-16 00:45:30 UTC,+0,+0,-61304.2142237,-30657.1426319,+0,-43792.7339258,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30636.8491429,+0,-61258.7325294,+0
2010-08-16 00:46:00 UTC,+0,+0,+0,-30672.8855749,+0,-43815.2217536,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30637.3520596,+0,-61259.7380612,+0
2010-08-16 00:46:30 UTC,+0,+0,+0,-30668.1628485,+0,-43808.4756281,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30639.0167328,+0,-61263.0664074,+0
2010-08-16 00:47:00 UTC,+0,+0,+0,+0,+0,-43801.7181553,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-61257.3110154,+0
2010-08-16 00:47:30 UTC,+0,+0,+0,+0,+0,-43798.4993953,+0,-48179.474952,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:48:00 UTC,+0,+0,+0,+0,+0,+0,+0,-48204.8676197,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:48:30 UTC,+0,+0,+0,+0,-48124.8880147,+0,+0,-48127.0721243,+0,-30623.9083655,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:49:00 UTC,+0,-35045.5804611,+0,+0,-48186.086868,+0,+0,-48188.2748748,+0,-30639.4997968,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:49:30 UTC,+0,-35019.1077068,+0,+0,-48149.688375,+0,+0,-48151.8740643,+0,-30619.2348759,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:50:00 UTC,+0,-34973.8514194,+0,+0,-48087.4636209,+0,+0,-48089.645346,+0,-30627.1808792,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:50:30 UTC,+0,-34991.8557132,+0,+0,-48112.2184741,+0,+0,-48114.4017767,-17488.4916405,-30604.0797105,+0,+0,+0,-48095.0512484,+0,+0,+0,-43717.7560459,+0,+0
2010-08-16 00:51:00 UTC,+0,-35035.9016639,+0,+0,-48172.7790864,+0,+0,+0,-17460.6472767,-30555.3536044,+0,+0,+0,-48007.2484869,+0,+0,+0,-43648.1519465,+0,+0
2010-08-16 00:51:30 UTC,+0,-34983.8801676,+0,+0,-48101.2525645,+0,+0,+0,-17489.7210816,-30606.2311648,+0,+0,+0,-48087.1815236,-52462.7302942,+0,+0,-43720.8293479,+0,+0
2010-08-16 00:52:00 UTC,+0,+0,+0,+0,-48128.0049958,+0,+0,+0,-17498.5495935,+0,+0,+0,+0,-48111.4538823,-52489.2118347,+0,+0,-43742.898469,+0,+0
2010-08-16 00:52:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-48085.8083184,-52461.2321049,+0,+0,-43719.5807905,+0,+0
2010-08-16 00:53:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56749.151251,+0,+0,-48020.0189421,-52389.4548164,-34927.6318762,+0,-43659.7632096,+0,+0
2010-08-16 00:53:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56711.9938973,+0,+0,-47988.5768244,-52355.1509494,-34904.7616086,+0,-43631.1751368,+0,+0
2010-08-16 00:54:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-56770.9294951,+0,+0,+0,-52409.5606075,-34941.0363366,+0,-43676.5189248,+0,+0
2010-08-16 00:54:30 UTC,+0,+0,+0,+0,+0,+0,-39493.8212768,+0,+0,+0,-56757.1771596,+0,-69850.4638421,+0,-52396.864378,-34932.5718049,+0,+0,+0,+0
2010-08-16 00:55:00 UTC,+0,+0,+0,+0,+0,+0,-39503.0975178,+0,+0,+0,-56831.5610972,+0,-69942.0067362,+0,-52465.5360223,-34978.3549489,+0,+0,+0,+0
2010-08-16 00:55:30 UTC,+0,+0,+0,+0,+0,+0,-39515.5930503,+0,+0,+0,-56776.7238891,+0,-69874.5196296,+0,-52414.9100225,-34944.6027727,+0,+0,+0,+0
2010-08-16 00:56:00 UTC,+0,+0,+0,+0,+0,+0,-39474.6101857,+0,+0,+0,-56794.5842364,+0,-69896.5000187,+0,+0,-34955.5957758,+0,+0,+0,+0
2010-08-16 00:56:30 UTC,+0,+0,+0,+0,+0,+0,-39466.6541951,+0,+0,+0,-56754.0018285,+0,-69846.5560225,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:57:00 UTC,+0,+0,+0,+0,+0,+0,-39485.7582134,+0,+0,+0,-56696.0926936,+0,-69775.2883536,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:57:30 UTC,+0,+0,+0,+0,+0,+0,-39491.9286157,+0,+0,+0,+0,+0,-69770.5406036,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:58:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-69848.6372912,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:58:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-61148.2402877,+0
2010-08-16 00:59:00 UTC,-43820.6111293,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-61184.6529689,+0
2010-08-16 00:59:30 UTC,-43845.3926481,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-61158.8781037,+0
2010-08-16 01:00:00 UTC,-43788.4999557,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-61209.4285644,+0
2010-08-16 01:00:30 UTC,-43840.7685748,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-61198.4641146,+0
2010-08-16 01:01:00 UTC,-43859.141286,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-61202.2131913,+0
2010-08-16 01:01:30 UTC,-43852.5260764,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-61157.5630222,+0
2010-08-16 01:02:00 UTC,-43802.2118461,+0,-61313.1181376,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-61230.3583355,+0
2010-08-16 01:02:30 UTC,+0,+0,-61347.2097283,-30678.5043438,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:03:00 UTC,+0,+0,-61372.2790181,-30691.0413876,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:03:30 UTC,+0,+0,-61367.8066177,-30688.8047595,+0,+0,+0,+0,-17488.0648376,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:04:00 UTC,+0,+0,-61347.0762118,-30678.5223911,+0,+0,+0,+0,-17488.0317397,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:04:30 UTC,+0,+0,-61339.1151267,-30674.541065,+0,+0,+0,+0,-17495.0851222,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:05:00 UTC,+0,+0,-61328.414855,-30669.1898766,-48189.7415708,+0,+0,+0,-17491.9232099,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:05:30 UTC,+0,+0,-61311.6201707,+0,-48176.5448173,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30614.2040602,+0,+0,+0
2010-08-16 01:06:00 UTC,+0,+0,-61311.4401308,+0,-48176.4033472,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30637.1760666,+0,+0,+0
2010-08-16 01:06:30 UTC,+0,+0,+0,+0,-48164.8270471,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30679.2249449,+0,+0,+0
2010-08-16 01:07:00 UTC,+0,+0,+0,+0,-48152.4661896,-43776.1162598,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30669.68269,+0,+0,+0
2010-08-16 01:07:30 UTC,+0,+0,+0,+0,-48118.90843,-43745.6081024,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30674.1706775,+0,+0,+0
2010-08-16 01:08:00 UTC,+0,+0,+0,+0,-48163.4187274,-43786.0734722,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:08:30 UTC,+0,+0,+0,+0,-48186.1178339,-43806.7097696,+0,+0,+0,+0,+0,+0,-69988.4768847,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:09:00 UTC,+0,+0,+0,+0,+0,-43807.8845045,+0,+0,+0,+0,+0,+0,-70001.0176488,+0,+0,+0,+0,+0,+0,+0
