# file...... Output/Qh/house_Qh_file_025.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_2_25B_tm_2_B_25_Meter_48_481:Qh,house_2_26B_tm_2_B_26_Meter_48_482:Qh,house_2_27B_tm_2_B_27_Meter_48_483:Qh,house_2_28B_tm_2_B_28_Meter_48_484:Qh,house_2_29B_tm_2_B_29_Meter_48_485:Qh,house_2_1C_tm_2_C_1_Meter_48_486:Qh,house_2_2C_tm_2_C_2_Meter_48_487:Qh,house_2_3C_tm_2_C_3_Meter_48_488:Qh,house_2_4C_tm_2_C_4_Meter_48_489:Qh,house_2_5C_tm_2_C_5_Meter_48_490:Qh,house_2_6C_tm_2_C_6_Meter_48_491:Qh,house_2_7C_tm_2_C_7_Meter_48_492:Qh,house_2_8C_tm_2_C_8_Meter_48_493:Qh,house_2_9C_tm_2_C_9_Meter_48_494:Qh,house_2_10C_tm_2_C_10_Meter_48_495:Qh,house_2_11C_tm_2_C_11_Meter_48_496:Qh,house_2_12C_tm_2_C_12_Meter_48_497:Qh,house_2_13C_tm_2_C_13_Meter_48_498:Qh,house_2_14C_tm_2_C_14_Meter_48_499:Qh,house_2_15C_tm_2_C_15_Meter_48_500:Qh
2010-08-16 08:35:30 UTC,+0,+0,+0,-38815.1590167,-30191.7815674,+0,-21609.0654801,+0,-30249.9039559,+0,-30251.8327185,+0,-47533.4841987,-64810.5070821,+0,-17287.1968329,+0,-12965.7628018,+0,-17287.3807031
2010-08-16 08:36:00 UTC,+0,+0,+0,-38834.9550727,-30207.1800077,+0,-21603.0192072,+0,-30241.4401647,+0,-30243.3682045,+0,-47520.1847375,-64792.3740429,+0,-17282.3598309,+0,-12962.1349208,+0,-17282.5436359
2010-08-16 08:36:30 UTC,+0,+0,+0,-38837.7561652,-30209.3588487,+0,+0,+0,-30232.3630895,+0,-30234.2903542,+0,-47505.9216012,-64772.9270883,+0,-17277.172341,-51822.0018671,+0,+0,-17277.3560762
2010-08-16 08:37:00 UTC,+0,+0,+0,-38852.0026071,+0,-51806.9710306,+0,+0,-30224.1491937,+0,-30226.0757569,+0,-47493.01481,-64755.3294316,+0,-17272.4781524,-51807.9225992,+0,+0,-17272.6618245
2010-08-16 08:37:30 UTC,+0,+0,+0,-38893.2994415,+0,-51816.4803306,+0,+0,-30229.6971012,+0,-30231.6241383,+0,-47501.7324374,-64767.2154076,+0,+0,-51817.4321519,+0,+0,-17275.8324606
2010-08-16 08:38:00 UTC,+0,+0,+0,-38882.8887947,+0,-51795.010799,+0,+0,-30217.1713661,+0,-30219.0973334,+0,+0,-64740.3799578,+0,+0,-51795.9620498,+0,+0,+0
2010-08-16 08:38:30 UTC,+0,+0,+0,-38917.2831006,+0,-51831.8754486,+0,+0,+0,-21600.0481771,-30240.6067114,+0,+0,-64786.4582547,+0,+0,-51832.8276788,+0,+0,+0
2010-08-16 08:39:00 UTC,+0,+0,-56228.6730531,-38929.1053198,+0,-51866.8029077,+0,-47547.1910341,+0,-21614.6042767,-30260.9857976,+0,+0,-64830.1151953,+0,+0,-51867.7560656,+0,+0,+0
2010-08-16 08:39:30 UTC,+0,+0,-56311.1006803,-38986.1733117,+0,-51827.6270495,+0,-47511.2773905,+0,-21598.2776467,+0,+0,+0,-64781.1480459,+0,+0,-51828.5791669,-12959.8889332,-43191.7060017,+0
2010-08-16 08:40:00 UTC,+0,+0,-56311.2735789,+0,+0,-51801.2234512,+0,-47487.0724473,+0,-21587.2738853,+0,+0,+0,-64748.1453493,+0,+0,-51802.174867,-12953.2860765,-43169.7017645,+0
2010-08-16 08:40:30 UTC,+0,+0,-56258.0449551,+0,+0,-51838.1225941,+0,-47520.8989604,+0,+0,+0,+0,+0,+0,+0,+0,-51839.0749904,-12962.5135975,-43200.4527813,+0
2010-08-16 08:41:00 UTC,+0,+0,-56293.1846655,+0,+0,-51856.0005121,+0,-47537.2881653,+0,+0,+0,+0,+0,+0,+0,+0,-51856.9533831,-12966.9844017,-43215.3518848,+0
2010-08-16 08:41:30 UTC,+0,+0,-56238.3782709,+0,+0,-51848.7632622,-21608.0850968,-47530.6535686,+0,+0,+0,+0,+0,+0,+0,+0,-51849.715941,-12965.1745528,-43209.3205036,+0
2010-08-16 08:42:00 UTC,+0,+0,-56248.9202574,+0,+0,+0,-21607.3413311,-47529.0176047,+0,+0,+0,+0,+0,+0,-34569.3126373,-17285.8175183,+0,+0,-43207.833281,+0
2010-08-16 08:42:30 UTC,+0,+0,-56250.4332071,+0,+0,+0,-21588.8221712,-47488.283444,+0,+0,+0,+0,+0,+0,-34539.6845887,-17271.0022402,+0,+0,-43170.8026578,-17271.1858924
2010-08-16 08:43:00 UTC,+0,+0,-56216.6360721,+0,+0,+0,-21567.3883426,-47441.138272,+0,+0,+0,-51757.5023444,+0,+0,-34505.3934809,-17253.855235,+0,+0,-43127.9439107,-17254.0386564
2010-08-16 08:43:30 UTC,-47484.8350608,+0,-56117.5372584,+0,-30220.5640932,+0,-21559.0915374,-47422.8888827,+0,+0,+0,-51737.5919454,+0,+0,-34492.119761,-17247.2178131,+0,+0,+0,-17247.4011452
2010-08-16 08:44:00 UTC,-47461.4369328,+0,-56089.8855004,+0,-30205.6725189,+0,-21581.9833063,+0,+0,+0,+0,-51792.5268563,+0,+0,-34528.7433676,-17265.5311667,+0,+0,+0,-17265.7147453
2010-08-16 08:44:30 UTC,-47463.8491551,-51774.2880912,-56092.7362491,+0,-30207.2077613,+0,+0,+0,+0,-21560.2221816,+0,-51742.6957358,+0,+0,-34495.5223188,-17248.9192361,+0,+0,+0,-17249.102591
2010-08-16 08:45:00 UTC,-47444.7806615,-51753.4884472,+0,+0,-30195.0717522,+0,+0,+0,+0,-21553.6453273,+0,-51726.9118941,+0,+0,-34484.9996622,-17243.6574623,+0,-12933.1071079,+0,+0
2010-08-16 08:45:30 UTC,-47670.9132393,-52000.1507029,+0,+0,-30338.9922311,+0,+0,+0,-30164.1827176,-21546.8334959,-30166.1041568,-51710.5641292,+0,+0,-34474.1010534,+0,+0,-12929.0196375,+0,+0
2010-08-16 08:46:00 UTC,-47705.9075194,-52038.321979,+0,+0,-30361.2640906,+0,+0,+0,-30249.8530615,-21608.0301833,-30251.78182,-51857.4305141,+0,+0,+0,+0,+0,-12965.7409869,+0,+0
2010-08-16 08:46:30 UTC,-47640.9484671,-51967.4655452,+0,-38979.8940636,-30319.9213654,+0,+0,+0,-30276.3007798,+0,-30278.2317958,-51902.7703648,+0,+0,+0,+0,+0,-12977.0774163,+0,+0
2010-08-16 08:47:00 UTC,-47643.505974,-51970.255238,+0,-38981.9866253,-30321.5490727,+0,+0,+0,-30290.2100082,+0,-30292.142211,-51926.615232,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:47:30 UTC,-47628.9584746,-51954.3870282,+0,-38970.0838073,+0,+0,+0,+0,-30272.3935106,+0,-30274.3241931,-51896.0720554,-47568.8228496,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:48:00 UTC,+0,-52024.5324234,+0,-39022.7001918,+0,+0,+0,+0,-30247.7516404,+0,-30249.6802192,-51853.8280059,-47530.1021875,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:48:30 UTC,+0,-52041.0790828,+0,-39035.1119171,+0,+0,+0,+0,-30290.7851754,+0,-30292.7174275,+0,-47597.7223383,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:49:00 UTC,+0,-52054.5405299,+0,-39045.2094099,+0,+0,+0,+0,-30278.1162774,+0,-30280.0474482,+0,-47577.8152403,-64870.9498723,+0,+0,+0,+0,+0,-17303.5040792
2010-08-16 08:49:30 UTC,+0,-52007.7137453,+0,-39010.084424,+0,+0,-21644.1704711,+0,+0,+0,-30300.978149,+0,-47610.7016019,-64915.7885086,+0,-17316.5363417,+0,+0,+0,-17315.4649792
2010-08-16 08:50:00 UTC,+0,-51971.5754761,+0,-38982.9769418,+0,-51959.6880468,-21654.3159587,+0,+0,+0,+0,+0,-47633.0177524,-64946.215279,+0,-17323.397094,-51960.6436696,-12992.9139665,+0,-17323.5814511
2010-08-16 08:50:30 UTC,+0,-51996.3519797,+0,-39001.5619115,+0,-51924.4196996,-21639.6169356,+0,+0,-21638.616207,+0,+0,-47600.6855844,-64902.1322526,+0,-17311.6379152,-51925.3743868,-12984.0942677,-43272.3710832,-17311.8221141
2010-08-16 08:51:00 UTC,+0,-51943.8581945,+0,-38962.1860807,+0,-51936.8636534,-21644.8032847,+0,+0,-21643.8022529,+0,+0,-47612.0935475,-64917.6863456,+0,-17315.7869805,-51937.8186708,-12987.2061777,-43282.7416281,-17315.9712352
2010-08-16 08:51:30 UTC,+0,+0,+0,+0,+0,-51860.1508303,-21612.8311699,-47541.0928821,+0,-21611.832008,+0,+0,-47541.7672596,-64821.8005526,+0,-17290.2093747,-51861.1038115,-12968.0222888,-43218.8106779,-17290.3932854
2010-08-16 08:52:00 UTC,+0,+0,+0,+0,+0,-51881.6803878,-21621.8041877,-47560.8296507,+0,-21620.8045009,+0,+0,-47561.5044277,-64848.7110302,+0,-17297.3877647,-51882.6339407,-12973.4062735,-43236.7529856,+0
2010-08-16 08:52:30 UTC,+0,+0,+0,+0,+0,-51947.3032954,+0,-47620.988069,+0,+0,+0,+0,-47621.6640631,-64930.7351852,-34636.2074776,-17319.2677681,-51948.2585898,+0,-43291.4418195,+0
2010-08-16 08:53:00 UTC,+0,+0,+0,+0,+0,-51967.71653,+0,-47639.7014716,+0,+0,+0,+0,+0,-64956.2503346,-34649.8186953,+0,-51968.6723658,+0,-43308.4538055,+0
2010-08-16 08:53:30 UTC,+0,+0,+0,+0,-30321.7984908,-51997.5612127,+0,-47667.0609554,+0,+0,+0,+0,+0,-64993.5541499,-34669.7186509,+0,-51998.5178399,+0,-43333.3257737,+0
2010-08-16 08:54:00 UTC,+0,+0,-56351.3655238,+0,-30346.4899218,-51953.6722705,+0,-47626.8266927,+0,+0,+0,+0,+0,+0,-34640.4542082,+0,-51954.6277339,+0,-43296.7495974,+0
2010-08-16 08:54:30 UTC,+0,+0,-56309.2624987,+0,-30323.8157686,-51970.5466796,+0,-47642.2959517,+0,+0,+0,+0,+0,+0,-34651.7057938,+0,-51971.5025905,+0,-43310.8123962,+0
2010-08-16 08:55:00 UTC,+0,+0,-56271.1855547,+0,-30303.3098194,+0,+0,-47669.9706259,+0,+0,+0,+0,+0,+0,-34671.8350033,+0,-52001.6918946,+0,+0,+0
2010-08-16 08:55:30 UTC,-47607.9958813,+0,-56263.0879301,+0,-30298.9489265,+0,+0,-47622.7865434,-30311.6424932,+0,+0,+0,+0,+0,-34637.5156004,+0,-51950.2204807,-12990.3074666,+0,+0
2010-08-16 08:56:00 UTC,-47605.8000847,+0,-56260.4929517,+0,-30297.5514273,+0,+0,-47558.485809,-30266.2444057,+0,-30268.1745632,+0,+0,+0,-34590.7463757,+0,+0,-12972.7668979,+0,-17296.7192901
2010-08-16 08:56:30 UTC,-47614.7059488,+0,-56271.0178453,+0,-30303.2195012,+0,+0,-47556.4475887,-30264.947254,-21618.8123806,-30266.877301,+0,+0,+0,+0,+0,+0,-12972.2108928,+0,-17295.9779665
2010-08-16 08:57:00 UTC,-47643.4805037,+0,-56305.023431,+0,-30321.5328619,+0,+0,+0,-30234.1738517,-21596.8300918,-30236.1012711,-51830.5513317,+0,+0,+0,+0,+0,-12959.0203214,+0,-17278.390929
2010-08-16 08:57:30 UTC,-47638.750749,+0,-56299.4338369,-38978.0958825,+0,+0,-21586.0734652,+0,-30217.7189032,-21585.0758688,-30219.6449172,-51802.3422846,+0,+0,+0,-17268.8032829,+0,-12951.9671468,+0,-17268.9869055
2010-08-16 08:58:00 UTC,-47633.9542939,+0,-56293.7654169,-38974.1714052,+0,+0,-21587.3273217,+0,-30219.4740965,-21586.3296519,-30221.4002606,-51805.3512477,+0,+0,+0,-17269.8063647,+0,+0,+0,-17269.9900008
2010-08-16 08:58:30 UTC,-47629.2514944,+0,-56288.2076783,-38970.3235573,+0,+0,-21577.4287753,+0,-30205.6177544,+0,-30207.5427347,-51781.5970432,+0,+0,+0,-17261.8875542,+0,+0,+0,-17262.0710837
2010-08-16 08:59:00 UTC,-47638.8599402,+0,-56299.5628784,-38978.1852232,+0,+0,-21582.5007017,+0,-30212.7176201,+0,-30214.6432068,-51793.7684849,+0,+0,+0,-17265.9450817,+0,+0,+0,+0
2010-08-16 08:59:30 UTC,-47687.5902147,+0,-56357.1520068,-39018.0565141,+0,+0,-21573.3339336,+0,-30199.8856473,+0,-30201.8101378,-51771.7703773,+0,+0,+0,-17258.6116918,+0,+0,+0,+0
2010-08-16 09:00:00 UTC,-47712.6205169,+0,+0,-39038.5364,+0,+0,-21557.3774395,+0,+0,+0,-30179.4717536,-51733.4785099,+0,+0,+0,-17245.8465394,+0,+0,+0,+0
2010-08-16 09:00:30 UTC,+0,-52029.8273438,+0,-39026.6719356,+0,+0,+0,+0,+0,+0,+0,-51784.8367088,+0,+0,+0,-17262.9675439,+0,+0,+0,+0
2010-08-16 09:01:00 UTC,+0,-52010.4637832,+0,-39012.1472399,+0,+0,+0,+0,+0,+0,+0,-51807.6832776,+0,+0,+0,+0,+0,-12953.3025679,+0,+0
2010-08-16 09:01:30 UTC,+0,-52006.0534074,+0,-39008.8389969,+0,+0,+0,+0,+0,+0,+0,-51848.5158601,-47525.2331041,+0,+0,+0,+0,-12963.5120347,-43203.7801071,+0
2010-08-16 09:02:00 UTC,+0,-51988.8556443,+0,-38995.9388756,+0,-51826.9740859,+0,+0,+0,-21598.0055226,+0,-51833.3722567,-47511.3525615,-64780.3318859,+0,+0,+0,-12959.7256439,-43191.1618347,+0
2010-08-16 09:02:30 UTC,+0,-51993.4770756,+0,+0,+0,-51891.944771,+0,+0,+0,-21625.0822061,+0,+0,-47570.9142752,-64861.5408087,-34599.2368258,+0,+0,-12975.9731297,-43245.3071196,-17300.9941709
2010-08-16 09:03:00 UTC,+0,-51958.1825863,+0,+0,-30314.5050211,-51922.501922,+0,+0,+0,-21637.8169689,+0,+0,-47598.9274667,-64899.7351616,-34619.6117762,+0,+0,-12983.6146813,-43270.7728453,-17311.1826798
2010-08-16 09:03:30 UTC,+0,-51952.2870586,+0,+0,-30311.0651465,-51933.6980566,+0,+0,+0,-21642.4829837,+0,+0,-47609.1914951,-64913.7295652,-34627.0771545,+0,-51934.6529901,+0,-43280.1034826,-17314.9157476
2010-08-16 09:04:00 UTC,+0,-51978.2466972,+0,+0,-30326.2118629,-51901.0847184,+0,-47578.6181621,+0,-21628.8913002,+0,+0,-47579.2932991,-64872.9651191,-34605.3311759,+0,-51902.0387864,+0,-43252.9241712,-17304.0416552
2010-08-16 09:04:30 UTC,+0,-51998.1761446,+0,+0,-30337.8401321,-51930.5635796,+0,-47605.6422871,+0,+0,+0,+0,-47606.3179708,-64909.8116834,-34624.9871419,+0,-51931.5184298,+0,-43277.4912712,-17313.8706352
2010-08-16 09:05:00 UTC,+0,-51943.0958881,+0,+0,-30305.7023588,-51929.9164501,-21641.8817277,-47605.0490449,+0,+0,+0,+0,-47605.7247166,-64909.0028155,-34624.555648,-17313.4706428,-51930.8712832,+0,-43276.9519663,-17313.6548664
2010-08-16 09:05:30 UTC,+0,-51916.619564,+0,+0,-30290.2541703,-51909.1597061,-21633.2308223,-47585.8910292,+0,+0,+0,+0,-47586.6960239,-64883.0583026,-34610.7154303,-17306.549925,-51910.1139884,+0,-43259.6537063,+0
2010-08-16 09:06:00 UTC,+0,-51920.8361574,+0,+0,-30292.7144341,-51910.6658044,-21633.858527,-47587.2717052,-30284.6467035,+0,-30286.5784315,+0,-47588.0767353,-64884.940823,-34611.7196687,-17307.0520882,-51911.6201266,-12980.6547747,+0,+0
2010-08-16 09:06:30 UTC,+0,-51910.7497839,+0,+0,-30286.8293192,-51909.0459993,-21633.1834322,-47585.7867915,-30283.7016787,+0,-30285.6333263,+0,-47586.5917834,-64882.9161767,-34610.6396127,-17306.5120129,-51910.0002786,-12980.2497038,+0,+0
2010-08-16 09:07:00 UTC,-47595.8647261,-51918.2888278,+0,+0,-30291.228139,-51930.3236724,-21642.0514477,-47605.2925427,-30296.1154783,+0,-30298.0481851,+0,-47606.0980365,-64909.5118159,+0,-17313.6064188,-51931.2785163,-12985.570698,+0,+0
2010-08-16 09:07:30 UTC,-47651.1020924,-51978.5409788,+0,+0,+0,+0,-21646.4700472,-47615.0115264,-30302.3008088,+0,-30304.2340434,+0,+0,+0,+0,-17317.141295,-51941.8806633,-12988.2219498,+0,+0
2010-08-16 09:08:00 UTC,-47650.877607,+0,-56313.6423561,-38988.0181226,+0,+0,-21627.2748289,-47572.7904527,-30275.4305822,-21626.3009103,-30277.3266077,+0,+0,+0,+0,-17301.7851346,-51895.8229635,-12976.7044186,+0,+0
2010-08-16 09:08:30 UTC,-47628.2494769,+0,-56286.9006934,-38969.5037028,+0,+0,+0,-47556.8006284,-30265.2543795,-21619.0317687,-30267.1495603,+0,+0,+0,+0,+0,-51878.3801447,+0,+0,+0
2010-08-16 09:09:00 UTC,-47642.2222226,+0,-56303.4135228,-38980.9362551,+0,+0,+0,-47491.5121165,-30223.7036308,-21589.3509245,-30225.5953605,+0,+0,+0,+0,+0,-51807.1588692,+0,+0,-17272.4071847
2010-08-16 09:09:30 UTC,-47632.5873333,+0,-56292.0271219,-38973.052953,+0,+0,+0,-47478.5295959,-30215.4413277,-21583.4489339,-30217.332371,+0,+0,+0,+0,+0,-51792.9966275,+0,+0,-17267.6852681
2010-08-16 09:10:00 UTC,-47631.2656907,+0,-56290.5830448,-38972.0531553,+0,+0,+0,+0,+0,-21578.6810975,-30210.6572365,+0,+0,+0,+0,+0,+0,+0,+0,-17263.8707374
2010-08-16 09:10:30 UTC,-47616.1603568,+0,-56272.7316606,-38959.6938632,+0,+0,+0,+0,+0,+0,-30216.2269919,-51796.4682249,+0,+0,+0,+0,+0,+0,+0,-17267.0535951
2010-08-16 09:11:00 UTC,-47568.0957063,+0,-56215.9291731,-38920.3670226,+0,+0,+0,+0,+0,+0,+0,-51800.6286556,+0,+0,+0,+0,+0,+0,+0,-17268.4405582
2010-08-16 09:11:30 UTC,-47626.378498,+0,-56284.8073926,-38968.0544194,+0,+0,+0,+0,+0,+0,+0,-51734.5811113,+0,+0,+0,+0,+0,-12935.0433051,+0,-17246.4222853
2010-08-16 09:12:00 UTC,-47581.3121527,+0,-56231.5482824,-38931.1808135,+0,+0,+0,+0,+0,+0,+0,-51762.3744998,+0,+0,+0,+0,+0,-12941.9925722,+0,-17255.6877686
2010-08-16 09:12:30 UTC,+0,+0,-56246.4549557,-38941.5013539,+0,+0,-21573.8915522,+0,+0,+0,+0,-51773.0961463,+0,+0,-34515.7810436,-17259.0785527,+0,-12944.6733388,-43140.9995336,+0
2010-08-16 09:13:00 UTC,+0,+0,-56241.5558356,-38938.1094794,-30287.419066,+0,-21600.1181779,+0,+0,+0,+0,-51836.0339067,+0,+0,-34557.7399113,-17280.059834,+0,-12960.4098615,-43193.4420122,+0
2010-08-16 09:13:30 UTC,+0,+0,-56306.2936905,+0,-30322.2433663,+0,-21577.2631536,+0,+0,-21576.292039,+0,-51781.1872004,+0,+0,-34521.1751261,-17261.7758313,+0,-12946.69637,-43147.7413517,+0
2010-08-16 09:14:00 UTC,+0,+0,-56334.8805012,+0,-30337.6385277,-51762.6558421,-21572.2388081,+0,+0,-21571.2679753,+0,-51769.1299478,+0,+0,-34513.1368886,-17257.7563586,+0,+0,-43137.694725,+0
2010-08-16 09:14:30 UTC,+0,+0,+0,+0,-30344.499354,-51788.9760338,-21583.208495,+0,+0,-21582.2370469,+0,-51795.4546273,+0,+0,-34530.6868257,-17266.5321001,+0,+0,-43159.5068914,+0
2010-08-16 09:15:00 UTC,+0,+0,+0,+0,-30335.0124711,-51764.4097881,-21572.969815,+0,+0,-21571.9989411,+0,-51770.884193,-47454.144799,-64702.1601365,-34514.3063955,-17258.3411636,+0,+0,-43139.033856,+0
2010-08-16 09:15:30 UTC,+0,+0,+0,+0,-30346.903478,-51732.8658802,-21559.8231639,+0,-30180.9525066,-21558.8529969,+0,-51739.3352061,-47425.2269497,-64662.7323516,-34493.2735458,-17247.8238548,+0,+0,-43112.7458259,+0
2010-08-16 09:16:00 UTC,+0,+0,+0,+0,-30336.9912704,-51741.2027645,-21563.2977972,+0,-30185.8164169,+0,+0,-51747.6735122,-47432.8698164,-64673.152898,-34498.8324643,+0,+0,+0,-43119.6936246,-17250.7869427
2010-08-16 09:16:30 UTC,+0,-51997.1118664,+0,+0,-30337.1795553,-51756.0960023,+0,-47445.721804,-30194.5054387,+0,-30196.4513551,+0,-47446.523242,-64691.7684468,-34508.7630676,+0,-51768.8775522,-12942.0286279,-43132.1053616,-17255.7334153
2010-08-16 09:17:00 UTC,+0,-51985.502074,+0,+0,-30330.4927054,-51776.8752082,+0,-47464.7707195,-30206.6284558,+0,-30208.5754258,+0,-47465.5726486,-64717.7410607,+0,+0,-51777.8459608,-12947.2249927,+0,-17262.6617455
2010-08-16 09:17:30 UTC,+0,-51946.8103525,+0,+0,+0,-51825.5269786,+0,-47509.3712427,-30235.0129003,+0,-30236.9623363,+0,-47510.1743211,-64778.5525104,+0,+0,-51826.499062,-12959.3915945,+0,-17278.8835158
2010-08-16 09:18:00 UTC,+0,-51942.6083097,+0,+0,+0,-51819.0649315,+0,-47503.4472919,-30231.2428088,+0,-30233.1919171,+0,-47504.2502176,-64770.4753853,+0,+0,-51820.036838,-12957.7755965,+0,-17276.7289004
2010-08-16 09:18:30 UTC,-47512.8769228,-51827.7265387,+0,-38875.0991092,+0,-51879.0417809,+0,-47558.4298506,-30266.2345358,+0,-30268.1866828,+0,-47559.2341921,-64845.442423,+0,+0,-51880.0153269,-12972.7743184,+0,-17296.7267459
2010-08-16 09:19:00 UTC,-47549.1612921,-51867.304959,+0,-38904.7871045,+0,-51908.2346726,+0,-47585.1918409,-30283.2662681,+0,-30285.2198936,+0,-47585.8815481,-64881.9315786,+0,+0,-51909.2090162,-12980.0747356,+0,+0
2010-08-16 09:19:30 UTC,-47588.0551424,-51909.7297616,+0,-38936.6101861,+0,-51838.9151083,+0,-47521.6445386,-30242.8238104,-21603.0141387,-30244.7739247,+0,-47522.3329209,-64795.2867745,+0,+0,-51839.8875576,+0,+0,+0
2010-08-16 09:20:00 UTC,-47552.5978433,-51871.0534947,+0,-38907.5989025,+0,+0,-21606.2379358,-47526.5182152,+0,-21605.2297557,-30247.8758748,+0,-47527.2066991,-64801.9318843,+0,-17284.9348502,-51845.2040758,+0,+0,+0
2010-08-16 09:20:30 UTC,-47598.8187377,-51921.4703431,+0,-38945.4170092,+0,+0,-21596.6747784,-47505.4831724,+0,-21595.6671313,-30234.4878646,+0,-47506.1712558,-64773.2511221,+0,-17277.2843496,-51822.257676,+0,+0,+0
2010-08-16 09:21:00 UTC,-47623.4467972,-51948.3342457,+0,-38965.567772,+0,+0,-21593.1236074,-47497.6721524,+0,-21592.1161712,-30229.5163822,+0,-47498.3600728,+0,+0,-17274.4434223,-51813.7369162,+0,+0,+0
2010-08-16 09:21:30 UTC,-47576.8107147,-51897.4643358,+0,-38927.4099694,+0,+0,-21606.927026,-47528.033625,+0,-21605.9187701,+0,+0,-47528.7221788,+0,+0,-17285.4861201,-51846.8571509,+0,+0,+0
2010-08-16 09:22:00 UTC,-47575.4310673,-51895.959438,-56224.5979865,-38926.2811371,+0,+0,-21600.5112514,-47513.9217316,+0,+0,+0,+0,+0,+0,+0,-17280.3535177,-51831.4629956,-12960.6330154,+0,+0
2010-08-16 09:22:30 UTC,-47550.2508418,-51868.4932425,-56194.8401619,-38905.6785903,-30262.2213519,+0,-21593.7471829,+0,+0,+0,+0,+0,+0,+0,-34547.5470674,-17274.9422811,-51815.2331375,-12956.5744413,+0,-17275.1273855
2010-08-16 09:23:00 UTC,-47578.9305974,-51899.7766708,-56228.7337083,-38929.1444646,-30280.4744078,+0,-21585.8105749,+0,+0,+0,+0,+0,+0,+0,-34534.8496242,-17268.593016,-51796.1898609,-12951.8123203,-43164.7093925,-17268.7780339
2010-08-16 09:23:30 UTC,-47648.4978226,-51975.6595138,-56310.9477973,-38986.0646069,-30324.7500432,+0,-21550.8372965,+0,+0,+0,+0,+0,+0,+0,-34478.8973582,-17240.6144871,-51712.2741941,-12930.8276649,-43094.7776079,-17240.7991238
2010-08-16 09:24:00 UTC,+0,+0,-56303.2070117,-38980.7053478,-30320.5813153,+0,+0,+0,+0,+0,+0,-51735.4480855,+0,+0,-34490.6820988,+0,+0,-12935.2474809,-43109.506733,-17246.692079
2010-08-16 09:24:30 UTC,+0,+0,-56316.992048,+0,-30328.0051187,+0,+0,+0,+0,+0,+0,-51707.261482,+0,+0,-34471.8908685,+0,+0,-12928.1999111,-43086.020567,-17237.2955311
2010-08-16 09:25:00 UTC,+0,+0,-56268.3143002,+0,-30301.7901692,+0,+0,+0,+0,-21543.8081098,+0,-51703.3134487,+0,+0,-34469.2588237,+0,+0,+0,-43082.7309135,-17235.9793779
2010-08-16 09:25:30 UTC,+0,+0,-56292.1323237,+0,-30314.6172687,+0,+0,+0,-30166.6178514,-21548.5781666,+0,-51714.7611293,+0,+0,-34476.8906653,+0,+0,+0,-43092.2693701,-17239.795723
2010-08-16 09:26:00 UTC,+0,+0,-56235.4319702,+0,-30284.0818189,+0,+0,+0,-30162.2089602,-21545.4287726,+0,-51707.2028721,+0,+0,-34471.8517839,+0,+0,+0,-43085.9715384,+0
2010-08-16 09:26:30 UTC,+0,+0,-56213.2188695,+0,-30272.1191591,-51683.6625175,+0,+0,-30152.2465186,-21538.3123225,-30154.1889325,-51690.1240437,+0,+0,-34460.4658007,+0,+0,+0,-43071.7407997,+0
2010-08-16 09:27:00 UTC,+0,+0,-56213.5944934,+0,-30272.3214479,-51705.2092195,+0,+0,-30164.8173092,-21547.291989,-30166.7608159,-51711.6744209,+0,+0,+0,+0,+0,+0,-43089.6974056,+0
2010-08-16 09:27:30 UTC,+0,+0,-56245.9942702,+0,+0,-51680.2977511,+0,+0,-30150.2834441,+0,-30152.2256871,-51686.7587026,+0,-64597.0256848,+0,-17230.2760716,+0,-12923.0735855,-43068.9366681,+0
2010-08-16 09:28:00 UTC,+0,+0,-56247.3283287,+0,+0,-51636.4099542,-21519.6227465,+0,-30124.6783965,+0,-30126.6184126,-51642.8634167,+0,-64542.1688797,+0,-17215.6429306,+0,-12912.0983327,+0,+0
2010-08-16 09:28:30 UTC,+0,+0,+0,+0,+0,-51659.5663772,-21529.273845,-47357.230386,-30138.1883326,+0,-30140.129524,-51666.023792,+0,-64571.1128563,+0,-17223.3637835,+0,-12917.8891819,+0,+0
2010-08-16 09:29:00 UTC,+0,+0,+0,+0,+0,-51702.9959027,-21547.3743343,-47397.0435233,-30163.5260147,+0,-30165.4694093,-51709.460727,-47397.7293811,-64625.3968524,+0,-17237.8441264,+0,-12928.7498319,+0,-17238.0287316
2010-08-16 09:29:30 UTC,+0,+0,+0,-38946.7935503,+0,-51726.8485338,-21557.3155958,-47418.9099391,-30177.4421317,+0,-30179.386736,-51733.3174262,-47419.5962537,-64655.2110422,+0,-17245.7971088,+0,-12934.7147844,+0,-17245.9818225
2010-08-16 09:30:00 UTC,-47548.0870857,+0,+0,-38903.9082102,+0,-51764.5103114,-21573.0122104,-47453.4356097,+0,+0,-30201.3613028,+0,-47454.122645,-64702.2857389,+0,-17258.3543584,-51765.480838,-12944.1330621,+0,-17258.5392431
