$state_name=Hawaii
$city_name=Oahu
$lat_deg=21
$lat_min=28
$long_deg=-157
$long_min=59
$timezone_offset=-8
temperature,humidity,wind_speed,solar_dir,solar_diff,solar_global
08:15:12:7:30,84.9,0.43,10.4,73.26469935,34.54830313,39.33243601
08:15:12:7:33,84.9,0.43,10.4,58.94741802,35.76189501,23.55453372
08:15:12:7:36,84.9,0.43,10.4,63.42088327,37.91473623,25.91204025
08:15:12:7:39,84.9,0.43,10.4,99.64868683,37.47251795,63.16595744
08:15:12:7:42,84.9,0.43,10.4,114.0068455,37.50893593,77.71512466
08:15:12:7:45,84.9,0.43,10.4,119.6748575,38.85983845,82.10107529
08:15:12:7:48,84.9,0.43,10.4,116.7707097,38.99566264,79.01307247
08:15:12:7:51,84.9,0.43,10.4,109.7936944,39.42961255,71.48337722
08:15:12:7:54,84.9,0.43,10.4,105.0305576,40.2454867,65.815551
08:15:12:7:57,84.9,0.43,10.4,110.0696163,40.08708708,71.09606462
08:15:12:8:0,84.9,0.43,10.4,111.9416118,40.70498494,72.35267059
08:15:12:8:3,84.9,0.43,10.4,109.5976691,41.09062529,69.57942314
08:15:12:8:6,84.9,0.43,10.4,103.5227419,41.17646766,63.32231319
08:15:12:8:9,84.9,0.43,10.4,97.65870457,39.39170813,59.17976842
08:15:12:8:12,84.9,0.43,10.4,79.05460011,41.61562014,38.0251979
08:15:12:8:15,84.9,0.43,10.4,98.41772208,41.72691794,57.57849231
08:15:12:8:18,84.9,0.43,10.4,119.0644848,41.33468147,78.94701844
08:15:12:8:21,84.9,0.43,10.4,129.7929232,41.41541418,89.76176376
08:15:12:8:24,84.9,0.43,10.4,129.0311186,40.98861779,89.42118137
08:15:12:8:27,84.9,0.43,10.4,124.738071,42.07902031,83.9532824
08:15:12:8:30,84.9,0.43,10.4,129.2475826,41.15742255,89.44803033
08:15:12:8:33,84.9,0.43,10.4,128.0547081,41.08532982,88.30931826
08:15:12:8:36,84.9,0.43,10.4,119.6116835,41.25069716,79.5681679
08:15:12:8:39,84.9,0.43,10.4,119.1276588,41.44588636,78.87845602
08:15:12:8:42,84.9,0.43,10.4,121.4093565,41.62500334,81.01401728
08:15:12:8:45,84.9,0.43,10.4,120.9950091,40.61542644,81.61779388
08:15:12:8:48,84.9,0.43,10.4,103.9305861,41.76203527,63.12693818
08:15:12:8:51,84.9,0.43,10.4,105.9326458,41.41792256,65.50850658
08:15:12:8:54,84.9,0.43,10.4,104.4136817,42.17777619,63.19531479
08:15:12:8:57,84.9,0.43,10.4,105.0352028,40.18379911,65.85057543
08:15:12:9:0,84.9,0.43,10.4,95.04069803,39.09488304,56.79374067
08:15:12:9:3,84.9,0.43,10.4,81.72138073,38.82035468,43.55153286
08:15:12:9:6,84.9,0.43,10.4,72.01506109,40.78162991,31.70695777
08:15:12:9:9,84.9,0.43,10.4,87.9885242,38.00810375,50.73832313
08:15:12:9:12,84.9,0.43,10.4,77.177495,39.01247808,38.7437097
08:15:12:9:15,84.9,0.43,10.4,62.58680014,38.9450305,24.00028231
08:15:12:9:18,84.9,0.43,10.4,60.79767416,39.16000805,21.96579951
08:15:12:9:21,84.9,0.43,10.4,67.95454967,40.31079751,28.0628376
08:15:12:9:24,84.9,0.43,10.4,79.93123282,40.70916557,39.81673935
08:15:12:9:27,84.9,0.43,10.4,100.3946979,38.7313536,62.59822721
08:15:12:9:30,84.9,0.43,10.4,100.4012011,38.69019757,62.6320439
08:15:12:9:33,84.9,0.43,10.4,80.40401619,36.30797885,44.75397638
08:15:12:9:36,84.9,0.43,10.4,55.42379303,37.65451493,18.03442326
08:15:12:9:39,84.9,0.43,10.4,51.22624969,37.53727134,13.89327204
08:15:12:9:42,84.9,0.43,10.4,50.46927604,37.44501867,13.21861045
08:15:12:9:45,84.9,0.43,10.4,53.01537566,36.70402434,16.55475718
08:15:12:9:48,84.9,0.43,10.4,52.74019697,36.59068268,16.39041178
08:15:12:9:51,84.9,0.43,10.4,56.31826312,39.64059526,16.92655499
08:15:12:9:54,84.9,0.43,10.4,84.53504098,34.95893439,50.31598609
08:15:12:9:57,84.9,0.43,10.4,58.451316,36.55045568,22.22769307
08:15:12:10:0,84.9,0.43,10.4,52.33077345,35.8792315,16.69318265
08:15:12:10:3,84.9,0.43,10.4,54.39981617,36.55770211,18.10410051
08:15:12:10:6,84.9,0.43,10.4,64.03422888,35.0583406,29.40147693
08:15:12:10:9,84.9,0.43,10.4,59.28586364,35.62950824,24.00381263
08:15:12:10:12,84.9,0.43,10.4,61.0062414,34.26169737,27.13733791
08:15:12:10:15,84.9,0.43,10.4,66.85578589,38.02584822,29.25329664
08:15:12:10:18,84.9,0.43,10.4,105.1578347,34.05879722,72.14345304
08:15:12:10:21,84.9,0.43,10.4,106.6071215,37.03996159,70.58900004
08:15:12:10:24,84.9,0.43,10.4,119.8021346,34.40718347,86.64858423
08:15:12:10:27,84.9,0.43,10.4,111.5096128,35.57515998,77.04919595
08:15:12:10:30,84.9,0.43,10.4,104.4062495,32.30005053,73.14829189
08:15:12:10:33,84.9,0.43,10.4,93.73355282,33.69545359,60.90562745
08:15:12:10:36,84.9,0.43,10.4,88.56405829,34.21078653,55.13895243
08:15:12:10:39,84.9,0.43,10.4,96.14624373,34.16582147,62.87637879
08:15:12:10:42,84.9,0.43,10.4,123.497816,32.44256373,92.37122323
08:15:12:10:45,84.9,0.43,10.4,105.1141703,31.21940283,74.96324489
08:15:12:10:48,84.9,0.43,10.4,96.62933933,31.31918065,66.25386735
08:15:12:10:51,84.9,0.43,10.4,117.5483078,29.64181699,89.1774968
08:15:12:10:54,84.9,0.43,10.4,110.1541581,26.35853206,85.00726693
08:15:12:10:57,84.9,0.43,10.4,76.3723976,31.86489287,45.1509509
08:15:12:11:0,84.9,0.43,10.4,66.94506567,29.76686442,37.70719093
08:15:12:11:3,84.9,0.43,10.4,43.26232582,27.22847576,16.26201983
08:15:12:11:6,84.9,0.43,10.4,35.20308347,27.82983687,7.478199114
08:15:12:11:9,84.9,0.43,10.4,32.86025562,27.27576338,5.663942879
08:15:12:11:12,84.9,0.43,10.4,30.79269935,27.18899198,3.655045568
08:15:12:11:15,84.9,0.43,10.4,30.03451797,26.65006168,3.432645076
08:15:12:11:18,84.9,0.43,10.4,29.68994074,26.25095039,3.4878852
08:15:12:11:21,84.9,0.43,10.4,30.44812212,26.39262746,4.113215293
08:15:12:11:24,84.9,0.43,10.4,34.92753317,25.11688347,9.950190009
08:15:12:11:27,84.9,0.43,10.4,28.93166645,25.23124706,3.753104684
08:15:12:11:30,84.9,0.43,10.4,28.24409135,24.90487882,3.386035641
08:15:12:11:33,84.9,0.43,10.4,30.66161322,24.1765193,6.575962339
08:15:12:11:36,84.9,0.43,10.4,25.97279881,24.03224094,1.967759862
08:15:12:11:39,84.9,0.43,10.4,24.24842622,24.05388734,0.197217275
08:15:12:11:42,84.9,0.43,10.4,23.42066049,23.42066049,0
08:15:12:11:45,84.9,0.43,10.4,22.86872377,22.86872377,0
08:15:12:11:48,84.9,0.43,10.4,22.52377493,22.52377493,0
08:15:12:11:51,84.9,0.43,10.4,22.24776012,22.24776012,0
08:15:12:11:54,84.9,0.43,10.4,22.04077224,22.04077224,0
08:15:12:11:57,84.9,0.43,10.4,21.83378435,21.83378435,0
08:15:12:12:0,84.9,0.43,10.4,21.69721694,21.69721694,0
08:15:12:12:3,84.9,0.43,10.4,21.49413098,21.49413098,0
08:15:12:12:6,84.9,0.43,10.4,21.42510405,21.42510405,0
08:15:12:12:9,84.9,0.43,10.4,21.35607713,21.35607713,0
08:15:12:12:12,84.9,0.43,10.4,21.2870502,21.2870502,0
08:15:12:12:15,84.9,0.43,10.4,21.2870502,21.2870502,0
08:15:12:12:18,84.9,0.43,10.4,21.21802327,21.21802327,0
08:15:12:12:21,84.9,0.43,10.4,21.14899634,21.14899634,0
08:15:12:12:24,84.9,0.43,10.4,21.14899634,21.14899634,0
08:15:12:12:27,84.9,0.43,10.4,21.14899634,21.14899634,0
08:15:12:12:30,84.9,0.43,10.4,21.15029698,21.15029698,0
08:15:12:12:33,84.9,0.43,10.4,21.14843892,21.14843892,0
08:15:12:12:36,84.9,0.43,10.4,21.14843892,21.14843892,0
08:15:12:12:39,84.9,0.43,10.4,21.21746585,21.21746585,0
08:15:12:12:42,84.9,0.43,10.4,21.21746585,21.21746585,0
08:15:12:12:45,84.9,0.43,10.4,21.21746585,21.21746585,0
08:15:12:12:48,84.9,0.43,10.4,21.28649278,21.28649278,0
08:15:12:12:51,84.9,0.43,10.4,21.35551971,21.35551971,0
08:15:12:12:54,84.9,0.43,10.4,21.42445373,21.42445373,0
08:15:12:12:57,84.9,0.43,10.4,21.42445373,21.42445373,0
08:15:12:13:0,84.9,0.43,10.4,21.49487421,21.49487421,0
08:15:12:13:3,84.9,0.43,10.4,21.5627863,21.5627863,0
08:15:12:13:6,84.9,0.43,10.4,21.63172033,21.63172033,0
08:15:12:13:9,84.9,0.43,10.4,21.76977418,21.76977418,0
08:15:12:13:12,84.9,0.43,10.4,21.76977418,21.76977418,0
08:15:12:13:15,84.9,0.43,10.4,21.83880111,21.83880111,0
08:15:12:13:18,84.9,0.43,10.4,21.97685497,21.97685497,0
08:15:12:13:21,84.9,0.43,10.4,22.0458819,22.0458819,0
08:15:12:13:24,84.9,0.43,10.4,22.0458819,22.0458819,0
08:15:12:13:27,84.9,0.43,10.4,22.18384286,22.18384286,0
08:15:12:13:30,84.9,0.43,10.4,22.1852364,22.1852364,0
08:15:12:13:33,84.9,0.43,10.4,22.32403348,22.32403348,0
08:15:12:13:36,84.9,0.43,10.4,22.39306041,22.39306041,0
08:15:12:13:39,84.9,0.43,10.4,22.46208734,22.46208734,0
08:15:12:13:42,84.9,0.43,10.4,22.6000483,22.6000483,0
08:15:12:13:45,84.9,0.43,10.4,22.66907522,22.66907522,0
08:15:12:13:48,84.9,0.43,10.4,22.73810215,22.73810215,0
08:15:12:13:51,84.9,0.43,10.4,22.87615601,22.87615601,0
08:15:12:13:54,84.9,0.43,10.4,22.94518294,22.94518294,0
08:15:12:13:57,84.9,0.43,10.4,23.01411697,23.01411697,0
08:15:12:14:0,84.9,0.43,10.4,23.08453744,23.08453744,0
08:15:12:14:3,84.9,0.43,10.4,23.22166227,23.22166227,0
08:15:12:14:6,84.9,0.43,10.4,23.2906892,23.2906892,0
08:15:12:14:9,84.9,0.43,10.4,23.42874306,23.42874306,0
08:15:12:14:12,84.9,0.43,10.4,23.49767708,23.49767708,0
08:15:12:14:15,84.9,0.43,10.4,23.63573094,23.63573094,0
08:15:12:14:18,84.9,0.43,10.4,23.70475787,23.70475787,0
08:15:12:14:21,84.9,0.43,10.4,23.7737848,23.7737848,0
08:15:12:14:24,84.9,0.43,10.4,23.98077268,23.98077268,0
08:15:12:14:27,84.9,0.43,10.4,24.04979961,24.04979961,0
08:15:12:14:30,84.9,0.43,10.4,24.12022008,24.12022008,0
08:15:12:14:33,84.9,0.43,10.4,24.33018086,24.33018086,0
08:15:12:14:36,84.9,0.43,10.4,24.46823472,24.46823472,0
08:15:12:14:39,84.9,0.43,10.4,24.60628858,24.60628858,0
08:15:12:14:42,84.9,0.43,10.4,24.74434244,24.74434244,0
08:15:12:14:45,84.9,0.43,10.4,24.95133032,24.95133032,0
08:15:12:14:48,84.9,0.43,10.4,25.08938418,25.08938418,0
08:15:12:14:51,84.9,0.43,10.4,25.36539899,25.36539899,0
08:15:12:14:54,84.9,0.43,10.4,25.57238688,25.57238688,0
08:15:12:14:57,84.9,0.43,10.4,25.84849459,25.84849459,0
08:15:12:15:0,84.9,0.43,10.4,26.05696893,26.05696893,0
08:15:12:15:3,84.9,0.43,10.4,26.47280275,26.47280275,0
08:15:12:15:6,84.9,0.43,10.4,26.8178445,26.57880508,0.241987231
08:15:12:15:9,84.9,0.43,10.4,27.30084719,27.30084719,0
08:15:12:15:12,84.9,0.43,10.4,27.92190375,27.75412093,0.169903793
08:15:12:15:15,84.9,0.43,10.4,29.0258701,27.96798364,1.071143719
08:15:12:15:18,84.9,0.43,10.4,29.92275566,28.4220935,1.519502887
08:15:12:15:21,84.9,0.43,10.4,31.16449716,28.47188951,2.726442922
08:15:12:15:24,84.9,0.43,10.4,31.99226289,28.78515842,3.247396494
08:15:12:15:27,84.9,0.43,10.4,31.85430193,28.71353021,3.180190464
08:15:12:15:30,84.9,0.43,10.4,32.75285975,29.28135335,3.51452049
08:15:12:15:33,84.9,0.43,10.4,34.26912961,29.42888331,4.900243057
08:15:12:15:36,84.9,0.43,10.4,38.06180168,29.49809605,8.669819444
08:15:12:15:39,84.9,0.43,10.4,43.3700933,31.36971988,12.14901821
08:15:12:15:42,84.9,0.43,10.4,71.27731837,27.60844903,44.20965771
08:15:12:15:45,84.9,0.43,10.4,59.90840665,31.49681119,28.76351202
08:15:12:15:48,84.9,0.43,10.4,68.93449052,30.77523359,38.63176159
08:15:12:15:51,84.9,0.43,10.4,86.16651057,30.24057682,56.61852561
08:15:12:15:54,84.9,0.43,10.4,89.33905511,31.68512557,58.367982
08:15:12:15:57,84.9,0.43,10.4,108.324898,32.35356265,76.91234983
08:15:12:16:0,84.9,0.43,10.4,119.1908329,32.10133101,88.152498
08:15:12:16:3,84.9,0.43,10.4,121.1315766,30.85420114,91.37911209
08:15:12:16:6,84.9,0.43,10.4,90.0352702,32.71690629,58.0179235
08:15:12:16:9,84.9,0.43,10.4,83.75902223,27.3475774,57.09994896
08:15:12:16:12,84.9,0.43,10.4,59.70587811,30.83589925,29.22235994
08:15:12:16:15,84.9,0.43,10.4,44.75174671,29.91560213,15.01730544
08:15:12:16:18,84.9,0.43,10.4,46.68171363,28.61245175,18.28981361
08:15:12:16:21,84.9,0.43,10.4,38.27139085,29.35075189,9.029521279
08:15:12:16:24,84.9,0.43,10.4,37.44390383,29.34350545,8.19930291
08:15:12:16:27,84.9,0.43,10.4,40.4777442,29.44811423,11.16424641
08:15:12:16:30,84.9,0.43,10.4,45.99506756,28.94578771,17.25431677
08:15:12:16:33,84.9,0.43,10.4,49.92830187,28.54621191,21.63924547
08:15:12:16:36,84.9,0.43,10.4,43.58637148,27.78078409,15.99566693
08:15:12:16:39,84.9,0.43,10.4,35.10442048,28.62229946,6.560038765
08:15:12:16:42,84.9,0.43,10.4,34.41461571,28.36226397,6.125169112
08:15:12:16:45,84.9,0.43,10.4,36.00112024,29.22858444,6.853955986
08:15:12:16:48,84.9,0.43,10.4,51.78924187,27.446612,24.63546012
08:15:12:16:51,84.9,0.43,10.4,44.62047477,28.72086955,16.0907996
08:15:12:16:54,84.9,0.43,10.4,51.30679659,31.18289195,20.36591695
08:15:12:16:57,84.9,0.43,10.4,103.8562637,29.80244627,74.9447572
08:15:12:17:0,84.9,0.43,10.4,117.0011092,28.26257905,89.7907495
08:15:12:17:3,84.9,0.43,10.4,116.5105813,28.73870692,88.81257381
08:15:12:17:6,84.9,0.43,10.4,112.4981008,27.88901609,85.61178675
08:15:12:17:9,84.9,0.43,10.4,110.0083004,27.33252712,83.65571409
08:15:12:17:12,84.9,0.43,10.4,113.8814264,26.9944531,87.91689599
08:15:12:17:15,84.9,0.43,10.4,111.9443989,26.99231633,85.95915107
08:15:12:17:18,84.9,0.43,10.4,111.9443989,26.22456594,86.73600596
08:15:12:17:21,84.9,0.43,10.4,111.4603743,26.27547678,86.19475308
08:15:12:17:24,84.9,0.43,10.4,110.9763496,25.79841988,86.18759955
08:15:12:17:27,84.9,0.43,10.4,110.492325,25.97939492,85.51461022
08:15:12:17:30,84.9,0.43,10.4,110.1523,25.35462225,85.78848826
08:15:12:17:33,84.9,0.43,10.4,109.7983396,25.73069359,85.05018812
08:15:12:17:36,84.9,0.43,10.4,109.4527404,24.82479644,85.61680352
08:15:12:17:39,84.9,0.43,10.4,109.1071413,25.15971175,84.92829938
08:15:12:17:42,84.9,0.43,10.4,108.7615421,24.52118943,85.22456705
08:15:12:17:45,84.9,0.43,10.4,108.6927939,24.74582889,84.92746326
08:15:12:17:48,84.9,0.43,10.4,108.4846912,24.35721564,85.11076088
08:15:12:17:51,84.9,0.43,10.4,108.3471947,24.40886971,84.91854457
08:15:12:17:54,84.9,0.43,10.4,108.0015956,23.95541016,85.02770559
08:15:12:17:57,84.9,0.43,10.4,107.7934928,23.79301572,84.98218312
08:15:12:18:0,84.9,0.43,10.4,107.5918933,23.38387091,85.17820845
08:15:12:18:3,84.9,0.43,10.4,107.5129258,23.40969794,85.07220613
08:15:12:18:6,84.9,0.43,10.4,107.1673266,23.12755153,85.00801016
08:15:12:18:9,84.9,0.43,10.4,106.9601529,22.75946984,85.17068331
08:15:12:18:12,84.9,0.43,10.4,106.7529792,22.48048213,85.24305475
08:15:12:18:15,84.9,0.43,10.4,106.6145538,22.62123018,84.96090834
08:15:12:18:18,84.9,0.43,10.4,106.3386319,22.3680695,84.93731097
08:15:12:18:21,84.9,0.43,10.4,106.1305291,22.29476904,84.8018584
08:15:12:18:24,84.9,0.43,10.4,106.0617809,21.92984605,85.10100606
08:15:12:18:27,84.9,0.43,10.4,106.1305291,21.91089384,85.19010004
08:15:12:18:30,84.9,0.43,10.4,105.9289296,21.61815649,85.26841727
08:15:12:18:33,84.9,0.43,10.4,105.7802848,21.779529,84.95496254
08:15:12:18:36,84.9,0.43,10.4,105.5043629,21.45093109,85.00773145
08:15:12:18:39,84.9,0.43,10.4,105.5043629,21.30014952,85.16027817
08:15:12:18:42,84.9,0.43,10.4,105.5043629,21.3275559,85.13259308
08:15:12:18:45,84.9,0.43,10.4,105.227512,21.00583282,85.17839426
08:15:12:18:48,84.9,0.43,10.4,105.4346857,21.03119533,85.3624351
08:15:12:18:51,84.9,0.43,10.4,105.227512,21.31427078,84.86642599
08:15:12:18:54,84.9,0.43,10.4,105.0890865,20.70779999,85.34004548
08:15:12:18:57,84.9,0.43,10.4,105.0203383,20.68559617,85.29257205
08:15:12:19:0,84.9,0.43,10.4,104.7490615,20.51465465,85.17811555
08:15:12:19:3,84.9,0.43,10.4,105.0064028,20.61712666,85.33465711
08:15:12:19:6,84.9,0.43,10.4,105.1448283,20.983629,85.10370025
08:15:12:19:9,84.9,0.43,10.4,105.1448283,21.10012936,84.98589924
08:15:12:19:12,84.9,0.43,10.4,104.8679774,21.1074687,84.69910768
08:15:12:19:15,84.9,0.43,10.4,104.9376546,21.17761046,84.69799285
08:15:12:19:18,84.9,0.43,10.4,105.1448283,21.42919179,84.6531207
08:15:12:19:21,84.9,0.43,10.4,105.7663494,21.47099814,85.23961734
08:15:12:19:24,84.9,0.43,10.4,105.352002,21.46142913,84.83019382
08:15:12:19:27,84.9,0.43,10.4,105.8350976,21.60282749,85.17616459
08:15:12:19:30,84.9,0.43,10.4,105.8406718,21.60282749,85.16863944
08:15:12:19:33,84.9,0.43,10.4,106.8105791,21.09056035,86.66753645
08:15:12:19:36,84.9,0.43,10.4,104.5994877,21.35459068,84.16510124
08:15:12:19:39,84.9,0.43,10.4,100.5247621,19.64080904,81.77767994
08:15:12:19:42,84.9,0.43,10.4,90.99978914,18.94245719,72.85369647
08:15:12:19:45,84.9,0.43,10.4,59.29171653,18.84816064,40.89051223
08:15:12:19:48,84.9,0.43,10.4,56.53556323,19.72256368,37.21982179
08:15:12:19:51,84.9,0.43,10.4,65.07957343,21.86295589,43.69423186
08:15:12:19:54,84.9,0.43,10.4,88.10260909,20.29549648,68.55646821
08:15:12:19:57,84.9,0.43,10.4,93.20772184,22.41089779,71.57916022
08:15:12:20:0,84.9,0.43,10.4,105.9177813,20.63793694,86.20943175
08:15:12:20:3,84.9,0.43,10.4,106.0441294,20.97703289,85.99473292
08:15:12:20:6,84.9,0.43,10.4,102.4524994,20.66692267,82.67698098
08:15:12:20:9,84.9,0.43,10.4,104.5242363,21.57235531,83.85638457
08:15:12:20:12,84.9,0.43,10.4,107.426526,21.23511742,87.13084371
08:15:12:20:15,84.9,0.43,10.4,107.7721252,21.58582624,87.12564114
08:15:12:20:18,84.9,0.43,10.4,107.426526,21.65327382,86.70813506
08:15:12:20:21,84.9,0.43,10.4,107.7024479,21.34427844,87.29992717
08:15:12:20:24,84.9,0.43,10.4,103.2811941,21.96821499,82.19927376
08:15:12:20:27,84.9,0.43,10.4,102.935595,22.56335161,81.24859736
08:15:12:20:30,84.9,0.43,10.4,103.9761086,21.51150384,83.35238579
08:15:12:20:33,84.9,0.43,10.4,94.99703362,22.24943237,73.53021612
08:15:12:20:36,84.9,0.43,10.4,91.75369699,21.45650527,71.05370085
08:15:12:20:39,84.9,0.43,10.4,85.40814338,22.86602958,63.21519603
08:15:12:20:42,84.9,0.43,10.4,83.96015722,21.86230557,62.76610293
08:15:12:20:45,84.9,0.43,10.4,80.78872751,21.73846587,59.68571816
08:15:12:20:48,84.9,0.43,10.4,86.16669637,21.19228914,65.67359522
08:15:12:20:51,84.9,0.43,10.4,77.68678924,20.99022511,57.30665813
08:15:12:20:54,84.9,0.43,10.4,71.69092253,23.01495309,49.19975655
08:15:12:20:57,84.9,0.43,10.4,95.89354757,23.05963944,73.61810236
08:15:12:21:0,84.9,0.43,10.4,109.160096,22.93347716,87.14217787
08:15:12:21:3,84.9,0.43,10.4,108.4623944,23.08908969,86.28068835
08:15:12:21:6,84.9,0.43,10.4,108.1864725,22.46580346,86.63111847
08:15:12:21:9,84.9,0.43,10.4,107.426526,22.88024374,85.44400394
08:15:12:21:12,84.9,0.43,10.4,106.9425014,22.54700068,85.29201463
08:15:12:21:15,84.9,0.43,10.4,106.6656504,22.56799676,84.99138052
08:15:12:21:18,84.9,0.43,10.4,106.4584767,22.05600833,85.29935397
08:15:12:21:21,84.9,0.43,10.4,106.4584767,21.7269459,85.63194671
08:15:12:21:24,84.9,0.43,10.4,106.3209803,21.9499131,85.26683792
08:15:12:21:27,84.9,0.43,10.4,106.3897285,21.49914775,85.79229728
08:15:12:21:30,84.9,0.43,10.4,106.4631219,21.19907106,86.15879962
08:15:12:21:33,84.9,0.43,10.4,106.4705541,21.15113311,86.21463432
08:15:12:21:36,84.9,0.43,10.4,106.2633804,21.064083,86.0931172
08:15:12:21:39,84.9,0.43,10.4,106.1946322,20.91172208,86.17728732
08:15:12:21:42,84.9,0.43,10.4,105.9177813,21.01493731,85.79359793
08:15:12:21:45,84.9,0.43,10.4,106.0562067,21.05247012,85.89541961
08:15:12:21:48,84.9,0.43,10.4,105.6418594,20.8165894,85.71472328
08:15:12:21:51,84.9,0.43,10.4,105.9177813,21.23428129,85.57202427
08:15:12:21:54,84.9,0.43,10.4,105.8490331,21.06817073,85.67003694
08:15:12:21:57,84.9,0.43,10.4,105.6418594,21.21421424,85.31301071
08:15:12:22:0,84.9,0.43,10.4,105.508079,21.22471228,85.15637625
08:15:12:22:3,84.9,0.43,10.4,105.506221,21.10821192,85.2724121
08:15:12:22:6,84.9,0.43,10.4,105.3677955,21.49571033,84.74119274
08:15:12:22:9,84.9,0.43,10.4,105.6446465,21.22108907,85.29796042
08:15:12:22:12,84.9,0.43,10.4,105.3677955,21.28314827,84.95589157
08:15:12:22:15,84.9,0.43,10.4,105.0909446,20.72842446,85.23720186
08:15:12:22:18,84.9,0.43,10.4,105.2990473,21.06909976,85.10239961
08:15:12:22:21,84.9,0.43,10.4,105.22937,21.28686439,84.81263515
08:15:12:22:24,84.9,0.43,10.4,105.2990473,20.94572457,85.22707543
08:15:12:22:27,84.9,0.43,10.4,105.1606218,21.10700418,84.92449036
08:15:12:22:30,84.9,0.43,10.4,105.2340152,21.06064559,85.03504493
08:15:12:22:33,84.9,0.43,10.4,105.165267,21.18244142,84.84227121
08:15:12:22:36,84.9,0.43,10.4,105.2340152,21.0674275,85.02817011
08:15:12:22:39,84.9,0.43,10.4,105.165267,21.1755666,84.84914603
08:15:12:22:42,84.9,0.43,10.4,105.2340152,21.24570836,84.84812409
08:15:12:22:45,84.9,0.43,10.4,105.3724407,21.08442875,85.15070917
08:15:12:22:48,84.9,0.43,10.4,105.165267,21.01103538,85.01534949
08:15:12:22:51,84.9,0.43,10.4,105.0268415,20.56222099,85.32908293
08:15:12:22:54,84.9,0.43,10.4,98.60259905,21.42482535,77.96828533
08:15:12:22:57,84.9,0.43,10.4,101.295857,21.20808265,80.90810786
08:15:12:23:0,84.9,0.43,10.4,106.0673551,20.86053252,86.06896242
08:15:12:23:3,84.9,0.43,10.4,107.3094682,20.40252073,87.78627437
08:15:12:23:6,84.9,0.43,10.4,108.2775175,19.85578658,89.31610807
08:15:12:23:9,84.9,0.43,10.4,106.4110962,19.88142781,87.40509336
08:15:12:23:12,84.9,0.43,10.4,93.35915373,17.60911333,76.51602564
08:15:12:23:15,84.9,0.43,10.4,47.72157691,17.6794409,30.34611463
08:15:12:23:18,84.9,0.43,10.4,31.44747969,18.80607558,12.76923864
08:15:12:23:21,84.9,0.43,10.4,29.03237331,18.57010196,10.56808786
08:15:12:23:24,84.9,0.43,10.4,30.41244737,18.49429311,12.03874235
08:15:12:23:27,84.9,0.43,10.4,27.92812825,18.84973999,9.170213582
08:15:12:23:30,84.9,0.43,10.4,24.75391145,19.23686679,5.572182586
08:15:12:23:33,84.9,0.43,10.4,24.40626842,19.61656135,4.837635726
08:15:12:23:36,84.9,0.43,10.4,29.99670645,19.63597808,10.46431521
08:15:12:23:39,84.9,0.43,10.4,37.10164918,19.55580279,17.72134015
08:15:12:23:42,84.9,0.43,10.4,35.72231834,20.44256193,15.43258185
08:15:12:23:45,84.9,0.43,10.4,49.02835051,23.00250409,26.28606772
08:15:12:23:48,84.9,0.43,10.4,81.76495223,22.71673446,59.63870924
08:15:12:23:51,84.9,0.43,10.4,108.1325888,21.81306698,87.18286939
08:15:12:23:54,84.9,0.43,10.4,110.1374355,21.65308802,89.36924859
08:15:12:23:57,84.9,0.43,10.4,110.0686873,18.93706881,92.04262532
08:15:12:24:0,84.9,0.43,10.4,94.87533069,17.57789792,78.06165285
08:15:12:24:3,84.9,0.43,10.4,61.49779117,19.33088463,42.5837623
08:15:12:24:6,84.9,0.43,10.4,37.0993266,21.19405429,16.06255709
08:15:12:24:9,84.9,0.43,10.4,35.3062987,19.88644457,15.57240086
08:15:12:24:12,84.9,0.43,10.4,36.34077361,21.84549013,14.63872571
08:15:12:24:15,84.9,0.43,10.4,75.41791218,21.28695729,54.66616907
08:15:12:24:18,84.9,0.43,10.4,109.3700568,20.8132449,89.43260844
08:15:12:24:21,84.9,0.43,10.4,106.0524906,20.92909494,85.96537557
08:15:12:24:24,84.9,0.43,10.4,102.9439562,20.12306851,83.63973477
08:15:12:24:27,84.9,0.43,10.4,98.86923066,20.73223348,78.90976433
08:15:12:24:30,84.9,0.43,10.4,102.6708214,20.80887846,82.66304553
08:15:12:24:33,84.9,0.43,10.4,100.457872,20.97591805,80.25945912
08:15:12:24:36,84.9,0.43,10.4,101.7696623,20.33525896,82.23132529
08:15:12:24:39,84.9,0.43,10.4,105.7765687,20.54559135,86.06478178
08:15:12:24:42,84.9,0.43,10.4,104.1879274,20.5223656,84.48366563
08:15:12:24:45,84.9,0.43,10.4,95.48756146,18.92294756,77.31322628
08:15:12:24:48,84.9,0.43,10.4,65.14999391,23.11835413,42.44273555
08:15:12:24:51,84.9,0.43,10.4,73.41947574,22.15587905,51.76499418
08:15:12:24:54,84.9,0.43,10.4,99.42200351,20.34111185,79.85458784
08:15:12:24:57,84.9,0.43,10.4,105.0166222,19.73287591,86.1180152
08:15:12:25:0,84.9,0.43,10.4,80.59102993,18.37686372,62.81627055
08:15:12:25:3,84.9,0.43,10.4,57.77860537,21.99441364,36.13053412
08:15:12:25:6,84.9,0.43,10.4,50.19837089,22.36686177,28.10083493
08:15:12:25:9,84.9,0.43,10.4,76.52290046,23.48253389,53.55374854
08:15:12:25:12,84.9,0.43,10.4,103.153917,19.64805547,84.31411765
