$state_name=Hawaii
$city_name=Oahu
$lat_deg=21
$lat_min=28
$long_deg=-157
$long_min=59
$timezone_offset=-8
temperature,humidity,wind_speed,solar_dir,solar_diff,solar_global
08:16:15:3:45,86,0.43,17.3,83.27183889,18.03145037,80.51875139
08:16:15:3:48,86,0.43,17.3,83.20429841,18.02968521,80.43764707
08:16:15:3:51,86,0.43,17.3,82.86678181,17.75348459,80.36193113
08:16:15:3:54,86,0.43,17.3,82.93422939,18.03628132,80.09622855
08:16:15:3:57,86,0.43,17.3,82.46181764,17.8251128,79.77376223
08:16:15:4:0,86,0.43,17.3,82.38981781,17.86441077,79.75295196
08:16:15:4:3,86,0.43,17.3,82.38805265,17.56972246,80.11499495
08:16:15:4:6,86,0.43,17.3,82.11807654,17.51463098,79.84938528
08:16:15:4:9,86,0.43,17.3,81.78055994,17.34118108,79.64667093
08:16:15:4:12,86,0.43,17.3,81.78055994,17.67702542,79.23148742
08:16:15:4:15,86,0.43,17.3,81.64557188,17.15258799,79.71300367
08:16:15:4:18,86,0.43,17.3,81.37559576,17.20024723,79.32039559
08:16:15:4:21,86,0.43,17.3,81.37559576,17.05624758,79.49830484
08:16:15:4:24,86,0.43,17.3,81.37559576,17.00143481,79.56603113
08:16:15:4:27,86,0.43,17.3,81.10571255,17.09025007,79.12260511
08:16:15:4:30,86,0.43,17.3,81.1013461,17.06284369,79.26836991
08:16:15:4:33,86,0.43,17.3,80.8226371,16.91856533,79.10198064
08:16:15:4:36,86,0.43,17.3,80.55275389,16.89775506,78.79372849
08:16:15:4:39,86,0.43,17.3,80.95762516,16.75078251,79.47665844
08:16:15:4:42,86,0.43,17.3,80.68764905,16.7162226,79.18540754
08:16:15:4:45,86,0.43,17.3,80.68764905,16.63400344,79.28722922
08:16:15:4:48,86,0.43,17.3,80.55275389,16.31506744,79.51493448
08:16:15:4:51,86,0.43,17.3,80.62020147,16.24148827,79.68949921
08:16:15:4:54,86,0.43,17.3,80.62020147,15.93983223,80.06287637
08:16:15:4:57,86,0.43,17.3,80.68764905,15.74975269,80.38171947
08:16:15:5:0,86,0.43,17.3,81.0207992,15.5736086,81.13172539
08:16:15:5:3,86,0.43,17.3,81.01067278,15.5736086,81.11927638
08:16:15:5:6,86,0.43,17.3,81.41545115,15.76935522,81.37828995
08:16:15:5:9,86,0.43,17.3,81.68533436,15.66688321,81.84001786
08:16:15:5:12,86,0.43,17.3,81.95521758,16.14691301,81.57942494
08:16:15:5:15,86,0.43,17.3,81.95521758,15.96185024,81.80880245
08:16:15:5:18,86,0.43,17.3,82.22510079,16.59962933,81.35274162
08:16:15:5:21,86,0.43,17.3,82.29254837,16.23126894,81.89306547
08:16:15:5:24,86,0.43,17.3,82.09020564,16.87713059,80.84149641
08:16:15:5:27,86,0.43,17.3,81.95521758,16.63363183,80.97611286
08:16:15:5:30,86,0.43,17.3,81.81604888,16.86997706,80.62995628
08:16:15:5:33,86,0.43,17.3,81.61026874,16.55615073,80.76410821
08:16:15:5:36,86,0.43,17.3,81.27293795,16.60204481,80.28835195
08:16:15:5:39,86,0.43,17.3,81.07059521,16.24715535,80.47778117
08:16:15:5:42,86,0.43,17.3,80.73326442,16.30670617,79.98502366
08:16:15:5:45,86,0.43,17.3,80.39602653,16.0784435,79.84966399
08:16:15:5:48,86,0.43,17.3,79.99124816,15.8276983,79.65846961
08:16:15:5:51,86,0.43,17.3,79.99124816,15.77288553,79.72656751
08:16:15:5:54,86,0.43,17.3,79.58656269,15.76898361,79.22897904
08:16:15:5:57,86,0.43,17.3,79.31677238,15.30939247,79.46458105
08:16:15:6:0,86,0.43,17.3,79.4475798,15.17589086,79.91163029
08:16:15:6:3,86,0.43,17.3,79.24718803,14.89625283,80.01020037
08:16:15:6:6,86,0.43,17.3,78.90995014,14.62135285,79.93262636
08:16:15:6:9,86,0.43,17.3,78.57271225,14.3905818,79.80023959
08:16:15:6:12,86,0.43,17.3,78.37036952,14.32620002,79.62874065
08:16:15:6:15,86,0.43,17.3,78.43781709,14.16947266,79.90754255
08:16:15:6:18,86,0.43,17.3,78.1005792,13.73301436,80.03091774
08:16:15:6:21,86,0.43,17.3,77.96568405,13.66946871,79.94219537
08:16:15:6:24,86,0.43,17.3,77.89823647,13.51775811,80.04698996
08:16:15:6:27,86,0.43,17.3,77.76343422,13.23477557,80.2310308
08:16:15:6:30,86,0.43,17.3,77.75943939,13.34449402,80.20957021
08:16:15:6:33,86,0.43,17.3,77.62185005,13.00669871,80.45892186
08:16:15:6:36,86,0.43,17.3,77.48704779,12.99805873,80.30182289
08:16:15:6:39,86,0.43,17.3,77.41960021,12.9970368,80.21904631
08:16:15:6:42,86,0.43,17.3,77.28470506,12.61817836,80.52283912
08:16:15:6:45,86,0.43,17.3,77.21725748,12.89828091,80.09009695
08:16:15:6:48,86,0.43,17.3,77.08236232,12.67020404,80.2062257
08:16:15:6:51,86,0.43,17.3,77.21725748,12.5418121,80.53398748
08:16:15:6:54,86,0.43,17.3,77.01491475,12.47733742,80.36239564
08:16:15:6:57,86,0.43,17.3,77.01491475,12.29905656,80.58434091
08:16:15:7:0,86,0.43,17.3,77.01110572,12.51840054,80.42705613
08:16:15:7:3,86,0.43,17.3,77.00023607,12.71033814,80.17417416
08:16:15:7:6,86,0.43,17.3,76.86543382,12.49601092,80.27339457
08:16:15:7:9,86,0.43,17.3,77.00023607,12.42243174,80.53324426
08:16:15:7:12,86,0.43,17.3,77.00023607,12.42243174,80.53324426
08:16:15:7:15,86,0.43,17.3,76.86543382,12.11891764,80.74357665
08:16:15:7:18,86,0.43,17.3,76.79798624,12.17289428,80.59233057
08:16:15:7:21,86,0.43,17.3,76.79798624,12.18655103,80.57523642
08:16:15:7:24,86,0.43,17.3,76.79798624,12.09058223,80.69489548
08:16:15:7:27,86,0.43,17.3,76.93278849,12.20903355,80.71533414
08:16:15:7:30,86,0.43,17.3,77.1312293,12.04738233,81.28743081
08:16:15:7:33,86,0.43,17.3,76.64553242,12.03381849,80.69758967
08:16:15:7:36,86,0.43,17.3,76.64553242,11.96525608,80.78315333
08:16:15:7:39,86,0.43,17.3,76.84768935,12.13954211,80.81817776
08:16:15:7:42,86,0.43,17.3,76.57808484,11.99173343,80.66590974
08:16:15:7:45,86,0.43,17.3,76.51063726,11.9908044,80.58294736
08:16:15:7:48,86,0.43,17.3,76.57808484,11.96432705,80.70019095
08:16:15:7:51,86,0.43,17.3,76.37583501,11.81066549,80.63952529
08:16:15:7:54,86,0.43,17.3,76.37583501,11.73522825,80.73372893
08:16:15:7:57,86,0.43,17.3,76.64543952,11.70484897,81.10849964
08:16:15:8:0,86,0.43,17.3,76.50692114,11.64808524,81.1291241
08:16:15:8:3,86,0.43,17.3,76.56154811,11.70382704,81.12763765
08:16:15:8:6,86,0.43,17.3,76.49410053,11.572648,81.20744133
08:16:15:8:9,86,0.43,17.3,76.22458893,11.43171415,81.04653333
08:16:15:8:12,86,0.43,17.3,76.22458893,11.54830742,80.90076853
08:16:15:8:15,86,0.43,17.3,75.88762974,11.39947681,80.66535233
08:16:15:8:18,86,0.43,17.3,76.15714135,11.25937909,81.17780527
08:16:15:8:21,86,0.43,17.3,75.82018217,11.44648573,80.52228171
08:16:15:8:24,86,0.43,17.3,75.75282749,11.17139994,80.7821314
08:16:15:8:27,86,0.43,17.3,75.68547282,11.14297163,80.73335732
08:16:15:8:30,86,0.43,17.3,75.6817567,11.01959644,81.00621343
08:16:15:8:33,86,0.43,17.3,75.68612314,10.99219006,81.04606882
08:16:15:8:36,86,0.43,17.3,75.55132088,10.97648945,80.8968666
08:16:15:8:39,86,0.43,17.3,75.28180928,10.60246197,81.02776693
08:16:15:8:42,86,0.43,17.3,75.34916396,10.71998427,80.9649645
08:16:15:8:45,86,0.43,17.3,75.41661153,10.88544451,80.84205383
08:16:15:8:48,86,0.43,17.3,75.28180928,10.86296198,80.70139869
08:16:15:8:51,86,0.43,17.3,75.07965235,10.62011354,80.75240244
08:16:15:8:54,86,0.43,17.3,75.14700703,10.44972944,81.05024945
08:16:15:8:57,86,0.43,17.3,74.9448501,10.76206933,80.40568844
08:16:15:9:0,86,0.43,17.3,74.87387221,10.61035873,80.62995628
08:16:15:9:3,86,0.43,17.3,74.82454072,10.65736765,80.50908948
08:16:15:9:6,86,0.43,17.3,74.82454072,10.65049282,80.51772946
08:16:15:9:9,86,0.43,17.3,74.82454072,10.49971125,80.70687997
08:16:15:9:12,86,0.43,17.3,74.82454072,10.52024282,80.68114584
08:16:15:9:15,86,0.43,17.3,74.82454072,10.30777366,80.94777745
08:16:15:9:18,86,0.43,17.3,74.89189539,10.4732339,80.82468097
08:16:15:9:21,86,0.43,17.3,74.75709314,10.54662727,80.56343773
08:16:15:9:24,86,0.43,17.3,74.68973846,10.5319486,80.4972908
08:16:15:9:27,86,0.43,17.3,74.55493621,10.44090366,80.44238513
08:16:15:9:30,86,0.43,17.3,74.5514059,10.70140367,80.2341895
08:16:15:9:33,86,0.43,17.3,74.62981603,10.48298871,80.60710214
08:16:15:9:36,86,0.43,17.3,74.62981603,10.43505077,80.66739619
08:16:15:9:39,86,0.43,17.3,74.6971707,10.34688582,80.8628641
08:16:15:9:42,86,0.43,17.3,74.62981603,10.4144263,80.69322323
08:16:15:9:45,86,0.43,17.3,74.6971707,10.42232306,80.76810304
08:16:15:9:48,86,0.43,17.3,74.4275662,10.37039028,80.49459661
08:16:15:9:51,86,0.43,17.3,74.62981603,10.18142558,80.98614638
08:16:15:9:54,86,0.43,17.3,74.4275662,10.30870269,80.57207771
08:16:15:9:57,86,0.43,17.3,74.36021152,10.32830522,80.46273088
08:16:15:10:0,86,0.43,17.3,74.49148346,10.206881,80.90494916
08:16:15:10:3,86,0.43,17.3,74.43574166,10.07560906,80.99989603
08:16:15:10:6,86,0.43,17.3,74.50309634,10.25481895,80.85914798
08:16:15:10:9,86,0.43,17.3,74.3008465,10.25184605,80.60840279
08:16:15:10:12,86,0.43,17.3,74.43574166,10.16470304,80.88776211
08:16:15:10:15,86,0.43,17.3,74.3008465,10.0736581,80.83267063
08:16:15:10:18,86,0.43,17.3,73.62674234,9.590748302,80.59195896
08:16:15:10:21,86,0.43,17.3,74.031242,10.29588207,80.21356504
08:16:15:10:24,86,0.43,17.3,74.16604425,10.0922387,80.63961819
08:16:15:10:27,86,0.43,17.3,74.23349183,9.949260979,80.90429884
08:16:15:10:30,86,0.43,17.3,73.96035701,9.979547357,80.64760785
08:16:15:10:33,86,0.43,17.3,74.03031297,9.966912549,80.75184502
08:16:15:10:36,86,0.43,17.3,73.96295829,9.63682819,81.08285841
08:16:15:10:39,86,0.43,17.3,73.89551072,9.306836734,81.4138718
08:16:15:10:42,86,0.43,17.3,73.96295829,9.849390254,80.81501906
08:16:15:10:45,86,0.43,17.3,73.82806314,9.641752049,80.90680722
08:16:15:10:48,86,0.43,17.3,73.76070846,9.777854944,80.65020914
08:16:15:10:51,86,0.43,17.3,73.69326088,9.687739034,80.67882326
08:16:15:10:54,86,0.43,17.3,73.89551072,9.622149516,81.01643276
08:16:15:10:57,86,0.43,17.3,73.62590621,9.775811078,80.48279793
08:16:15:11:0,86,0.43,17.3,74.02696846,9.7269441,81.17604012
08:16:15:11:3,86,0.43,17.3,73.54461608,9.49375757,80.86156346
08:16:15:11:6,86,0.43,17.3,73.67941834,9.530082643,80.98596058
08:16:15:11:9,86,0.43,17.3,73.74686592,9.537886495,81.06111911
08:16:15:11:12,86,0.43,17.3,73.54461608,9.761132404,80.52404686
08:16:15:11:15,86,0.43,17.3,73.47726141,9.369453356,80.93347038
08:16:15:11:18,86,0.43,17.3,73.61206366,9.261732328,81.23958577
08:16:15:11:21,86,0.43,17.3,73.47726141,9.451672511,80.82960483
08:16:15:11:24,86,0.43,17.3,73.81422059,9.463471192,81.24014319
08:16:15:11:27,86,0.43,17.3,73.27501158,9.428168052,80.60412925
08:16:15:11:30,86,0.43,17.3,73.2043124,9.166646107,80.9712819
08:16:15:11:33,86,0.43,17.3,73.20078208,9.002124184,81.17473947
08:16:15:11:36,86,0.43,17.3,73.26813676,8.96885562,81.30201658
08:16:15:11:39,86,0.43,17.3,73.1333345,9.021698846,81.06483523
08:16:15:11:42,86,0.43,17.3,73.20078208,8.995267943,81.18337945
08:16:15:11:45,86,0.43,17.3,73.20078208,9.111805466,81.0360353
08:16:15:11:48,86,0.43,17.3,72.99862515,8.903163909,81.04421076
08:16:15:11:51,86,0.43,17.3,72.99862515,8.766066952,81.21756776
08:16:15:11:54,86,0.43,17.3,72.8638229,8.839469612,80.95437356
08:16:15:11:57,86,0.43,17.3,72.93117758,8.771929131,81.12494347
08:16:15:12:0,86,0.43,17.3,72.92792597,8.833626013,81.17000142
08:16:15:12:3,86,0.43,17.3,72.8544397,8.537869313,81.45149751
08:16:15:12:6,86,0.43,17.3,72.65237567,8.55543727,81.17334593
08:16:15:12:9,86,0.43,17.3,72.58492809,8.622977751,81.00240441
08:16:15:12:12,86,0.43,17.3,72.38286407,8.839320967,80.4724857
08:16:15:12:15,86,0.43,17.3,72.38286407,8.619967694,80.75026567
08:16:15:12:18,86,0.43,17.3,72.38286407,8.633680177,80.73289281
08:16:15:12:21,86,0.43,17.3,72.38286407,8.661105142,80.69814708
08:16:15:12:24,86,0.43,17.3,72.31541649,8.701220658,80.56204419
08:16:15:12:27,86,0.43,17.3,72.38286407,8.674808335,80.68077422
08:16:15:12:30,86,0.43,17.3,72.31225779,8.797189457,80.56325193
08:16:15:12:33,86,0.43,17.3,72.32257002,8.749205057,80.63710981
08:16:15:12:36,86,0.43,17.3,72.32257002,8.975405282,80.35022535
08:16:15:12:39,86,0.43,17.3,72.3899247,8.757055361,80.71263995
08:16:15:12:42,86,0.43,17.3,72.32257002,8.872589531,80.48056826
08:16:15:12:45,86,0.43,17.3,72.25512244,8.748201705,80.5529397
08:16:15:12:48,86,0.43,17.3,72.32257002,9.057661598,80.24589528
08:16:15:12:51,86,0.43,17.3,72.18776777,8.808885944,80.39045235
08:16:15:12:54,86,0.43,17.3,72.18776777,8.850023393,80.33824086
08:16:15:12:57,86,0.43,17.3,72.05296552,8.937119955,80.05683768
08:16:15:13:0,86,0.43,17.3,72.11725439,8.766754434,80.48159019
08:16:15:13:3,86,0.43,17.3,72.18999744,8.897998502,80.40726779
08:16:15:13:6,86,0.43,17.3,72.05519519,8.628654124,80.57820931
08:16:15:13:9,86,0.43,17.3,71.98774761,8.936116603,80.10198853
08:16:15:13:12,86,0.43,17.3,72.05519519,8.882279314,80.25602171
08:16:15:13:15,86,0.43,17.3,71.98774761,8.833300853,80.23261015
08:16:15:13:18,86,0.43,17.3,71.85303826,8.913541174,79.95947533
08:16:15:13:21,86,0.43,17.3,71.78559068,8.864553422,79.93606378
08:16:15:13:24,86,0.43,17.3,71.85303826,8.872403725,80.01168682
08:16:15:13:27,86,0.43,17.3,71.78559068,8.761728382,80.0667783
08:16:15:13:30,86,0.43,17.3,71.64781553,8.848824944,79.90782126
08:16:15:13:33,86,0.43,17.3,71.84876472,8.584515909,80.49979918
08:16:15:13:36,86,0.43,17.3,71.71396247,8.774428222,80.08665954
08:16:15:13:39,86,0.43,17.3,71.71396247,8.747012546,80.12159107
08:16:15:13:42,86,0.43,17.3,71.84876472,8.803859892,80.22071857
08:16:15:13:45,86,0.43,17.3,71.84876472,8.776444217,80.25555719
08:16:15:13:48,86,0.43,17.3,71.84876472,8.714747334,80.33406023
08:16:15:13:51,86,0.43,17.3,71.64660779,8.588343513,80.23771982
08:16:15:13:54,86,0.43,17.3,71.64660779,8.739143662,80.04578222
08:16:15:13:57,86,0.43,17.3,71.78141005,8.631487666,80.35431308
08:16:15:14:0,86,0.43,17.3,71.77834425,8.706887741,80.38255559
08:16:15:14:3,86,0.43,17.3,71.98096569,8.641353964,80.72434573
08:16:15:14:6,86,0.43,17.3,71.71145409,8.774428222,80.21124246
08:16:15:14:9,86,0.43,17.3,71.84616344,8.838131809,80.30182289
08:16:15:14:12,86,0.43,17.3,71.91361102,8.784303811,80.45632058
08:16:15:14:15,86,0.43,17.3,71.98096569,8.757891488,80.57579383
08:16:15:14:18,86,0.43,17.3,71.98096569,8.901844686,80.39240331
08:16:15:14:21,86,0.43,17.3,72.04832037,8.820582432,80.58173963
08:16:15:14:24,86,0.43,17.3,71.98096569,8.915557169,80.37484464
08:16:15:14:27,86,0.43,17.3,72.04832037,8.841151156,80.55554098
08:16:15:14:30,86,0.43,17.3,71.9779928,8.929260361,80.48242632
08:16:15:14:33,86,0.43,17.3,72.18665293,9.137920499,80.48251922
08:16:15:14:36,86,0.43,17.3,72.05194358,8.950832438,80.54931648
08:16:15:14:39,86,0.43,17.3,72.11929826,8.979251466,80.59901958
08:16:15:14:42,86,0.43,17.3,72.05194358,9.149616987,80.29550548
08:16:15:14:45,86,0.43,17.3,71.91714133,9.257272984,79.98604559
08:16:15:14:48,86,0.43,17.3,72.11929826,9.130051615,80.40652457
08:16:15:14:51,86,0.43,17.3,72.18665293,9.329876678,80.23753401
08:16:15:14:54,86,0.43,17.3,72.18665293,9.24073625,80.35124728
08:16:15:14:57,86,0.43,17.3,72.45625744,9.155637102,80.8039636
08:16:15:15:0,86,0.43,17.3,72.58799389,9.740322132,80.35542792
08:16:15:15:3,86,0.43,17.3,72.45727937,9.710871881,80.22592114
08:16:15:15:6,86,0.43,17.3,72.3899247,9.607006327,80.27255844
08:16:15:15:9,86,0.43,17.3,72.52472695,9.6433314,80.39844201
08:16:15:15:12,86,0.43,17.3,72.59208163,9.822541287,80.25546429
08:16:15:15:15,86,0.43,17.3,72.6594363,9.857844427,80.29652742
08:16:15:15:18,86,0.43,17.3,72.59208163,9.802009724,80.28175584
08:16:15:15:21,86,0.43,17.3,72.52472695,10.1231754,79.7850035
08:16:15:15:24,86,0.43,17.3,72.79423855,9.990045396,80.29977902
08:16:15:15:27,86,0.43,17.3,72.86159323,10.14872372,80.18309285
08:16:15:15:30,86,0.43,17.3,72.92365243,10.43765205,80.02218486
08:16:15:15:33,86,0.43,17.3,72.98524712,10.47973711,80.04708286
08:16:15:15:36,86,0.43,17.3,73.11995647,10.59140652,80.07662601
08:16:15:15:39,86,0.43,17.3,73.25475872,10.62773159,80.20269539
08:16:15:15:42,86,0.43,17.3,73.18740405,10.65411604,80.08266471
08:16:15:15:45,86,0.43,17.3,73.38946807,10.82162015,80.12697944
08:16:15:15:48,86,0.43,17.3,73.52427033,10.8510704,80.2618746
08:16:15:15:51,86,0.43,17.3,73.591625,11.06456149,80.07476795
08:16:15:15:54,86,0.43,17.3,73.38946807,11.0615886,79.81974922
08:16:15:15:57,86,0.43,17.3,73.45682275,11.2133921,79.71161013
08:16:15:16:0,86,0.43,17.3,73.79080903,11.38284717,80.05237833
08:16:15:16:3,86,0.43,17.3,73.7184376,11.39557488,79.94321731
08:16:15:16:6,86,0.43,17.3,73.78579227,11.24572234,80.2218334
08:16:15:16:9,86,0.43,17.3,73.78579227,11.30740994,80.14268005
08:16:15:16:12,86,0.43,17.3,73.78579227,11.60906598,79.75583196
08:16:15:16:15,86,0.43,17.3,73.92059453,11.67957935,79.83814401
08:16:15:16:18,86,0.43,17.3,74.05530388,11.60618598,80.10514724
08:16:15:16:21,86,0.43,17.3,74.05530388,11.90774912,79.71829914
08:16:15:16:24,86,0.43,17.3,73.9879492,11.94788322,79.58033819
08:16:15:16:27,86,0.43,17.3,74.12265855,12.21720902,79.40781732
08:16:15:16:30,86,0.43,17.3,74.11977856,12.3405842,79.37492966
08:16:15:16:33,86,0.43,17.3,74.1797939,12.54720047,79.18661527
08:16:15:16:36,86,0.43,17.3,74.4492126,12.77741411,79.2370616
08:16:15:16:39,86,0.43,17.3,74.58392195,12.99183423,79.13458959
08:16:15:16:42,86,0.43,17.3,74.85343355,12.85870423,79.6519664
08:16:15:16:45,86,0.43,17.3,74.65127662,13.1984505,78.95575132
08:16:15:16:48,86,0.43,17.3,75.2576545,12.72055747,80.348646
08:16:15:16:51,86,0.43,17.3,74.65127662,12.23876251,80.18866703
08:16:15:16:54,86,0.43,17.3,68.52181539,11.61965692,73.10890101
08:16:15:16:57,86,0.43,17.3,68.58917006,13.11502361,71.27425257
08:16:15:17:0,86,0.43,17.3,65.08449729,10.30024851,70.50306477
08:16:15:17:3,86,0.43,17.3,22.36314565,11.88127177,13.48932979
08:16:15:17:6,86,0.43,17.3,14.39857146,11.23606043,4.069922495
08:16:15:17:9,86,0.43,17.3,14.33103097,11.52712553,3.608491875
08:16:15:17:12,86,0.43,17.3,14.06096195,11.56001319,3.218485081
08:16:15:17:15,86,0.43,17.3,14.19595001,11.75260111,3.144404228
08:16:15:17:18,86,0.43,17.3,14.73618096,12.42670528,2.972208518
08:16:15:17:21,86,0.43,17.3,15.54648092,12.31197008,4.162583947
08:16:15:17:24,86,0.43,17.3,22.02581485,12.96582139,11.65951231
08:16:15:17:27,86,0.43,17.3,56.79364777,13.3346463,55.92834922
08:16:15:17:30,86,0.43,17.3,51.33773329,13.19185439,49.17151403
08:16:15:17:33,86,0.43,17.3,27.62043351,12.99127681,18.85754384
08:16:15:17:36,86,0.43,17.3,21.82059213,13.10917072,11.22937142
08:16:15:17:39,86,0.43,17.3,16.96213684,13.10935652,4.96626922
08:16:15:17:42,86,0.43,17.3,16.35464412,13.11400167,4.177271911
08:16:15:17:45,86,0.43,17.3,16.15211558,12.47324968,4.742177893
08:16:15:17:48,86,0.43,17.3,16.21956316,12.29153142,5.063408596
08:16:15:17:51,86,0.43,17.3,16.0845751,12.18190588,5.030650999
08:16:15:17:54,86,0.43,17.3,19.45918367,11.78223717,9.895841754
08:16:15:17:57,86,0.43,17.3,27.9575785,11.96525608,20.61471119
08:16:15:18:0,86,0.43,17.3,29.10251507,11.33667438,22.93858683
08:16:15:18:3,86,0.43,17.3,31.53099949,9.680120988,28.21315465
08:16:15:18:6,86,0.43,17.3,19.18976497,11.36640334,10.10125029
08:16:15:18:9,86,0.43,17.3,15.34237303,10.55340919,6.1833171
08:16:15:18:12,86,0.43,17.3,13.85694697,10.52721054,4.299207099
08:16:15:18:15,86,0.43,17.3,13.31671602,10.37271285,3.801126245
08:16:15:18:18,86,0.43,17.3,12.84393265,10.55043629,2.961301706
08:16:15:18:21,86,0.43,17.3,12.70885169,10.4052289,2.974382448
08:16:15:18:24,86,0.43,17.3,12.50632315,10.7425597,2.277238336
08:16:15:18:27,86,0.43,17.3,12.43878267,10.57394075,2.407767051
08:16:15:18:30,86,0.43,17.3,15.13928707,10.67297535,5.776262606
08:16:15:18:33,86,0.43,17.3,23.77963769,9.051121227,19.04845951
08:16:15:18:36,86,0.43,17.3,13.72316665,10.39612441,4.302886058
08:16:15:18:39,86,0.43,17.3,12.37235703,9.952884196,3.129168136
08:16:15:18:42,86,0.43,17.3,12.71005943,10.11054059,3.362094538
08:16:15:18:45,86,0.43,17.3,14.26349049,12.79831728,1.894849588
08:16:15:18:48,86,0.43,17.3,55.24476895,9.680306794,58.92874451
08:16:15:18:51,86,0.43,17.3,75.84991113,11.57775767,83.12365861
08:16:15:18:54,86,0.43,17.3,75.17636438,12.23978444,81.39631313
08:16:15:18:57,86,0.43,17.3,74.70488165,11.99303408,81.10571255
08:16:15:19:0,86,0.43,17.3,74.02864071,12.35331191,79.89806645
08:16:15:19:3,86,0.43,17.3,73.5761102,11.96934381,79.80906537
08:16:15:19:6,86,0.43,17.3,73.23924392,12.17001429,79.11275739
08:16:15:19:9,86,0.43,17.3,73.17188925,12.07302356,79.15112633
08:16:15:19:12,86,0.43,17.3,73.0371799,11.88600982,79.21894552
08:16:15:19:15,86,0.43,17.3,72.7676683,11.89567173,78.85727414
08:16:15:19:18,86,0.43,17.3,72.96982522,11.78214427,79.26623315
08:16:15:19:21,86,0.43,17.3,72.83511587,11.64306848,79.27180733
08:16:15:19:24,86,0.43,17.3,72.7676683,11.64892136,79.17704627
08:16:15:19:27,86,0.43,17.3,72.90247055,11.69202836,79.2956834
08:16:15:19:30,86,0.43,17.3,72.56300299,11.7212928,78.94980553
08:16:15:19:33,86,0.43,17.3,72.77222054,11.68320257,79.27078539
08:16:15:19:36,86,0.43,17.3,72.9070228,11.77434041,79.32745622
08:16:15:19:39,86,0.43,17.3,72.83966812,11.64306848,79.4103257
08:16:15:19:42,86,0.43,17.3,73.10908682,11.89381367,79.43457338
08:16:15:19:45,86,0.43,17.3,72.97437747,11.62448788,79.60923102
08:16:15:19:48,86,0.43,17.3,73.04173215,11.7831662,79.4907797
08:16:15:19:51,86,0.43,17.3,73.24379617,11.88898272,79.61573423
08:16:15:19:54,86,0.43,17.3,73.31124375,11.94481742,79.63069161
08:16:15:19:57,86,0.43,17.3,73.24379617,11.99182634,79.48232552
08:16:15:20:0,86,0.43,17.3,73.10657844,11.88703175,79.57355627
08:16:15:20:3,86,0.43,17.3,73.45013373,12.00854888,79.86220589
08:16:15:20:6,86,0.43,17.3,73.31533148,11.89000465,79.84111691
08:16:15:20:9,86,0.43,17.3,73.51748841,12.09178997,79.84158142
08:16:15:20:12,86,0.43,17.3,73.31533148,12.10934863,79.5559976
08:16:15:20:15,86,0.43,17.3,73.45013373,12.06336165,79.79085639
08:16:15:20:18,86,0.43,17.3,73.51748841,12.23569671,79.65447478
08:16:15:20:21,86,0.43,17.3,73.45013373,12.17298719,79.64834318
08:16:15:20:24,86,0.43,17.3,73.71955243,12.16323237,80.01131521
08:16:15:20:27,86,0.43,17.3,73.45013373,12.35126804,79.4166431
08:16:15:20:30,86,0.43,17.3,73.64968938,12.36111576,79.79763831
08:16:15:20:33,86,0.43,17.3,73.71639373,12.64995119,79.50843127
08:16:15:20:36,86,0.43,17.3,73.71639373,12.6225448,79.54410602
08:16:15:20:39,86,0.43,17.3,73.51432971,12.55100949,79.37409353
08:16:15:20:42,86,0.43,17.3,73.78384131,12.56875397,79.70194822
08:16:15:20:45,86,0.43,17.3,73.64903906,12.74489806,79.29707694
08:16:15:20:48,86,0.43,17.3,73.78384131,12.59616035,79.66627346
08:16:15:20:51,86,0.43,17.3,73.58168438,12.77137541,79.1749095
08:16:15:20:54,86,0.43,17.3,73.71639373,12.84876361,79.24960351
08:16:15:20:57,86,0.43,17.3,73.78384131,12.89772349,79.27357248
08:16:15:21:0,86,0.43,17.3,73.71397825,12.75279481,79.50573708
08:16:15:21:3,86,0.43,17.3,73.77520133,12.85656746,79.45018109
08:16:15:21:6,86,0.43,17.3,73.5730444,12.84671974,79.19943589
08:16:15:21:9,86,0.43,17.3,73.70784666,12.92410794,79.2742228
08:16:15:21:12,86,0.43,17.3,73.5730444,13.03865734,78.94915521
08:16:15:21:15,86,0.43,17.3,73.70784666,13.06123277,79.09538453
08:16:15:21:18,86,0.43,17.3,73.97726536,13.14744675,79.33433104
08:16:15:21:21,86,0.43,17.3,73.97726536,13.26404002,79.18234174
08:16:15:21:24,86,0.43,17.3,73.84255601,13.26199615,79.00926345
08:16:15:21:27,86,0.43,17.3,73.84255601,13.19343374,79.09863613
08:16:15:21:30,86,0.43,17.3,73.97475697,13.20235243,79.39573993
08:16:15:21:33,86,0.43,17.3,73.8456218,13.53624581,78.79084849
08:16:15:21:36,86,0.43,17.3,73.98033115,13.45597762,79.07169426
08:16:15:21:39,86,0.43,17.3,73.91297648,13.57145605,78.83274775
08:16:15:21:42,86,0.43,17.3,73.77826713,13.52147423,78.72200737
08:16:15:21:45,86,0.43,17.3,73.91297648,13.58520569,78.81491037
08:16:15:21:48,86,0.43,17.3,73.71091245,13.60963918,78.51892141
08:16:15:21:51,86,0.43,17.3,73.91297648,13.78401811,78.55515358
08:16:15:21:54,86,0.43,17.3,73.8456218,13.82415221,78.41468425
08:16:15:21:57,86,0.43,17.3,73.77826713,13.58316182,78.64146047
08:16:15:22:0,86,0.43,17.3,73.97800858,13.73013437,78.84473223
