market_id,house_name,bid_price,bid_quantity,state,Q_min,Q_max,P_min,P_max
8,house_3_3A_tm_3_A_3_Meter_98_1116,17.6468329292,3.0402388467,OFF,0,3.0402388467,0,35.2936658584
8,house_3_15C_tm_3_C_15_Meter_103_1181,32.9439703479,2.16923576629,OFF,0,2.16923576629,24.4557136763,41.4322270194
8,house_3_15A_tm_3_A_15_Meter_94_1097,27.9448769739,3.89856900225,OFF,0,3.89856900225,21.6523017136,34.2374522343
8,house_3_7C_tm_3_C_7_Meter_74_840,19.8720713252,2.16789094876,OFF,0,2.16789094876,0,39.7441426505
8,house_3_3C_tm_3_C_3_Meter_83_986,43.2350042691,2.1682362959,ON,0,2.1682362959,41.0597564328,45.4102521055
8,house_3_13C_tm_3_C_13_Meter_74_846,20.450579605,3.03416964617,OFF,0,3.03416964617,0.903312878851,39.997846331
8,house_3_6C_tm_3_C_6_Meter_85_1005,56.1185589599,5.62470569016,OFF,0,2.32711838978,55.6309050365,56.6062128834
8,house_3_4A_tm_3_A_4_Meter_69_784,41.2109082008,4.33697572741,ON,0,4.33697572741,38.8239263171,43.5978900846
8,house_3_13B_tm_3_B_13_Meter_80_966,19.7016356624,3.0377244381,OFF,0,3.0377244381,0,39.4032713249
8,house_3_14A_tm_3_A_14_Meter_79_952,20.7744780163,3.90527609975,OFF,0,3.90527609975,8.25169972447,33.2972563082
8,house_3_3A_tm_3_A_3_Meter_69_783,33.3848538107,5.63754496956,OFF,0,5.63754496956,28.0591011793,38.710606442
8,house_3_7B_tm_3_B_7_Meter_76_896,28.9833898897,2.60538643789,OFF,0,2.60538643789,21.7070692487,36.2597105307
8,house_3_11B_tm_3_B_11_Meter_64_707,30.2129393932,1.28404304804,OFF,0,1.28404304804,18.965457572,41.4604212145
8,house_3_13C_tm_3_C_13_Meter_85_1012,16.7622183333,1.73070852019,OFF,0,1.73070852019,0,33.5244366667
8,house_3_12A_tm_3_A_12_Meter_109_1238,29.6641525333,6.48776121084,OFF,0,6.48776121084,21.4450438393,37.8832612273
8,house_3_10B_tm_3_B_10_Meter_87_1032,48.4551792844,5.20106463368,ON,0,5.20106463368,27.0805172021,69.8298413668
8,house_3_8C_tm_3_C_8_Meter_92_1075,18.854623205,4.34108709417,OFF,0,4.34108709417,5.31729507041,32.3919513395
8,house_3_2C_tm_3_C_2_Meter_73_820,38.7708892082,4.77225259947,ON,0,4.77225259947,24.237998722,53.3037796944
8,house_3_1C_tm_3_C_1_Meter_75_849,20.9888938486,3.03308195622,OFF,0,3.03308195622,0.409146207872,41.5686414894
8,house_3_5B_tm_3_B_5_Meter_65_734,27.3979779111,2.56781056177,OFF,0,1.50126339785,0,54.7959558222
8,house_3_5B_tm_3_B_5_Meter_99_1133,19.2957066293,6.94964810174,OFF,0,6.94964810174,8.25264291387,30.3387703447
8,house_3_19A_tm_3_A_19_Meter_76_882,42.2700698078,4.3397097077,OFF,0,4.3397097077,40.0047454551,44.5353941606
8,house_3_12C_tm_3_C_12_Meter_100_1155,41.877034284,3.0404470953,OFF,0,3.0404470953,39.3884009389,44.3656676291
8,house_3_11A_tm_3_A_11_Meter_113_1268,26.8974168784,4.31540887835,OFF,0,4.31540887835,16.0511580644,37.7436756925
8,house_3_12B_tm_3_B_12_Meter_87_1034,30.8299413593,3.03386111302,OFF,0,3.03386111302,23.6322147026,38.027668016
8,house_3_10A_tm_3_A_10_Meter_69_790,19.8465765619,2.60291122129,OFF,0,2.60291122129,2.15156230859,37.5415908152
8,house_3_2C_tm_3_C_2_Meter_102_1160,33.3932516774,3.47197401811,OFF,0,3.47197401811,28.947318205,37.8391851497
8,house_3_13B_tm_3_B_13_Meter_77_936,35.2062956604,6.07591515438,OFF,0,6.07591515438,29.0603181476,41.3522731732
8,house_3_1A_tm_3_A_1_Meter_98_1114,18.7767677575,4.34268934276,OFF,0,4.34268934276,0,37.553535515
8,house_3_2A_tm_3_A_2_Meter_68_774,27.3127484201,2.17098568091,ON,0,0.609292870118,0,54.6254968402
8,house_3_11B_tm_3_B_11_Meter_76_900,27.3039702582,3.473756109,OFF,0,3.473756109,21.7341307976,32.8738097189
8,house_3_5C_tm_3_C_5_Meter_62_671,17.4400424073,5.54694576706,OFF,0,5.54694576706,6.73044606645,28.1496387481
8,house_3_6C_tm_3_C_6_Meter_76_912,35.2388102484,4.34358098839,OFF,0,4.34358098839,28.4914344431,41.9861860538
8,house_3_8A_tm_3_A_8_Meter_70_803,22.6062640867,5.63319553143,OFF,0,5.63319553143,16.7845598661,28.4279683073
8,house_3_6B_tm_3_B_6_Meter_99_1134,31.3437944122,4.77870206998,OFF,0,4.77870206998,22.014583431,40.6730053933
8,house_3_14A_tm_3_A_14_Meter_88_1051,33.1087177995,3.90082615952,OFF,0,3.90082615952,25.8832845858,40.3341510132
8,house_3_2B_tm_3_B_2_Meter_64_698,18.9104811711,2.99609387332,OFF,0,2.99609387332,8.64419820837,29.1767641339
8,house_3_1C_tm_3_C_1_Meter_65_735,35.4321678772,3.83555072371,OFF,0,3.83555072371,28.5291146185,42.3352211358
8,house_3_25C_tm_3_C_25_Meter_66_769,31.4435789023,5.95649006308,OFF,0,5.95649006308,24.0883333126,38.7988244919
8,house_3_2C_tm_3_C_2_Meter_65_736,18.5593340302,2.13099850359,OFF,0,2.13099850359,0,37.1186680605
8,house_3_7A_tm_3_A_7_Meter_94_1089,22.1755622331,2.16586069622,OFF,0,2.16586069622,7.83008312916,36.5210413371
8,house_3_3B_tm_3_B_3_Meter_107_1214,20.2099312508,3.03888078919,OFF,0,3.03888078919,0,40.4198625016
8,house_3_8A_tm_3_A_8_Meter_88_1045,32.4083345828,3.46720265158,OFF,0,3.46720265158,22.3455590406,42.471110125
