Cleared_time,market_id,ACOPF_solved,cleared_price_18,cleared_price_57,cleared_quantity_18 (kW),cleared_quantity_57 (kW),DG_7_output (kW),DG_152_output (kW),DG_18_output (kW),DG_57_output (kW),DG_56_output (kW),social_welfare ($),planned_SubstationP (kW),expected_SubstationP (kW),total_uncontrollable_loads (kW)
2018-01-28-04:57:47,102,True,21.5859844999,20.1946049634,305.990243264,487.487126775,50.0,30.0,20.0,20.0,40.0,-17.3375459439,2689.8866858,2689.8866858,1576.3893905116909
2018-01-28-05:02:47,103,True,21.3838370864,20.7997747041,319.088985778,555.260685296,50.0018264771,30.0060390387,20.002114389,20.0031725151,40.0014616666,-17.0258115027,2701.1483791,2701.1483791,1707.9882091435738
2018-01-28-05:07:47,104,True,21.3490008595,20.2941577133,361.356406463,578.209251281,50.0006460219,30.0020048987,20.0007518685,20.0010803724,40.0005174369,-20.2204855839,2700.649112,2700.649112,1559.1963386735633
2018-01-28-05:12:47,105,True,21.344637409,19.5721255455,394.45733105,642.197674784,50.0,30.0,20.0,20.0,40.0,-24.0708597526,2962.5729274,2962.5729274,1619.6892725585901
2018-01-28-05:17:47,106,True,22.0958423213,20.2022025694,443.54652449,678.290328751,50.0002519656,30.0007876227,20.0002918818,20.0004241083,40.0002016671,-24.5312121417,2951.9617094,2951.9617094,1637.668206424102
2018-01-28-05:22:47,107,True,21.7337150677,20.612433283,486.87255888,731.633799174,50.0002489571,30.0008150536,20.0002887181,20.0004301795,40.0001992955,-28.0323880133,3017.8764386,3017.8764386,1568.231709801648
2018-01-28-05:27:47,108,True,21.7633056134,20.633629759,512.934727707,820.451071645,50.0003483255,30.001082526,20.000403421,20.0005860806,40.0002787798,-31.5358665534,3179.5498153,3179.5498153,1600.6112400448603
2018-01-28-05:32:47,109,True,22.0940431294,20.2411330941,550.234097505,834.110301506,50.0000640468,30.0050932465,20.0005276839,20.0009563023,40.0001171963,-30.5361347697,3104.1297396,3104.1297396,1589.0558861378784
2018-01-28-05:37:47,110,True,22.2607907489,19.8053273852,572.504286051,859.288775361,50.0025004543,30.0768587856,20.0080300417,20.0184736005,40.0028587573,-31.6620948254,3318.7145576,3318.7145576,1745.643155714481
2018-01-28-05:42:47,111,True,21.9829459242,20.2576163314,596.04695931,926.719791991,50.000785988,30.0165941112,20.001880312,20.0032998018,40.0009860872,-33.0193728595,3345.0466118,3345.0466118,1760.5454075160605
2018-01-28-05:47:47,112,True,21.3348228492,20.0480904502,631.769802228,983.711006412,50.0,30.0002157982,20.0000529534,20.0000808261,40.0,-35.4463307685,3379.4991079,3379.4991079,1657.615882112154
2018-01-28-05:52:47,113,True,22.2368650439,20.4426392645,678.402572114,1076.1569566,50.0,30.0,20.0,20.0,40.0,-37.5013616295,3592.644715,3592.644715,1804.4788395824382
2018-01-28-05:57:47,114,True,21.3127380961,20.1024393219,713.417455766,1132.7959727,50.0,30.0000853487,20.0,20.0,40.0,-40.2710494306,3538.7202323,3538.7202323,1645.161215681324
2018-01-28-06:02:47,115,True,21.7685573984,19.4135813048,733.24326554,1171.4940444,50.0002433935,30.0031192178,20.0004430644,20.0006499205,40.0002853459,-41.8109454084,3706.5051736,3706.5051736,1736.983544516253
2018-01-28-06:07:47,116,True,21.5446389898,20.2261788827,803.318321476,1171.71292211,50.0052961036,30.3207180112,20.0119410247,20.0463214673,40.0052911273,-42.9738429566,3742.679831,3742.679831,1758.3269121851042
2018-01-28-06:12:47,117,True,21.3581775872,20.8930230672,843.419141657,1162.36222885,50.0,30.0016133013,20.0,20.0,40.0,-44.3432447403,3715.8370911,3715.8370911,1700.7570169759224
2018-01-28-06:17:47,118,True,21.9041750351,21.7362487213,867.185266039,1236.88832172,50.0,30.0024585154,20.0,20.0,40.0,-47.8625077549,3942.4983988,3942.4983988,1823.7944126392058
2018-01-28-06:22:47,119,True,20.9912817484,21.7821514873,904.251748684,1187.5203323,50.0,30.0728461175,20.0001431408,20.0017839414,40.0,-47.328691185,3755.9307139,3755.9307139,1653.1705104316782
2018-01-28-06:27:47,120,True,22.0562314369,20.9944135087,915.763259525,1360.72492797,50.0015731658,30.3253358375,20.004434576,20.0364502537,40.0017780607,-52.65543355,4121.62993,4121.62993,1824.002937870241
2018-01-28-06:32:47,121,True,21.7236552327,20.8064887128,978.480146902,1441.78858971,50.0061815724,30.0273164309,20.0071649553,20.0117223531,40.0049486229,-56.9954234753,4001.60945,4001.60945,1563.0018989911484
2018-01-28-06:37:47,122,True,21.9495664464,20.1280738033,1010.54123017,1454.79797812,50.011963959,30.0837117686,20.0139191353,20.0248538282,40.0095854407,-57.3169812942,4163.4465555,4163.4465555,1673.84379177803
2018-01-28-06:42:47,123,True,20.8377239156,20.96429163,1024.62911869,1493.88965043,50.0012242124,30.0174848383,20.0014828781,20.00318392,40.0009889605,-58.9812887339,4297.8677101,4297.8677101,1750.7322318054057
2018-01-28-06:47:47,124,True,21.2723868387,21.252206662,1057.20348635,1470.26092912,50.0001048321,30.013007798,20.0001361412,20.0005025801,40.0000855526,-59.587921178,4369.5795174,4369.5795174,1811.8755194656662
2018-01-28-06:52:47,125,True,21.6858272013,20.9360179502,1086.45675554,1499.61736561,50.0001595506,30.0162506078,20.000195229,20.0006832769,40.0001287201,-61.6267889244,4345.1155775,4345.1155775,1728.1443496976797
2018-01-28-06:57:47,126,True,22.0937725088,20.485766493,1101.27530879,1655.19582203,50.0,30.0002937055,20.0,20.0,40.0,-68.3129155925,4646.4409645,4646.4409645,1744.0821649905035
2018-01-28-07:02:47,127,True,21.9227687823,20.3255758505,1142.41918429,1659.33042421,50.0033683469,30.0562592849,20.0048095972,20.0090696998,40.0027966699,-67.7323510312,4622.2407808,4622.2407808,1753.8823533015022
2018-01-28-07:07:47,128,True,21.2382937386,20.2880481154,1157.79525714,1636.49593723,50.002707528,30.1240810867,20.0038619685,20.0147780466,40.002269292,-66.2253033081,4689.7937475,4689.7937475,1852.387254090143
2018-01-28-07:12:47,129,True,21.2443126412,20.6119805845,1173.63108591,1722.60128686,50.0001789086,30.0011978886,20.000208605,20.0003194216,40.0001431608,-72.4380981112,4985.1352137,4985.1352137,1875.0750405094223
2018-01-28-07:17:47,130,True,21.6842639521,20.4709342231,1185.03389035,1728.33792587,50.0000510486,30.0004658573,20.0000593675,20.0000923476,40.0,-73.9753334085,4985.5414367,4985.5414367,1808.8614711313728
2018-01-28-07:22:47,131,True,22.7028442301,20.3266719601,1192.60014595,1762.06898679,50.0,30.00425616,20.0000522068,20.0001515391,40.0,-74.4285601545,4989.0160517,4989.0160517,1882.4746214280767
2018-01-28-07:27:47,132,True,21.684502289,20.0270952532,1202.418296,1779.37258217,50.0,30.0000557231,20.0,20.0,40.0,-77.2829487212,5204.9425494,5204.9425494,1910.992148645786
2018-01-28-07:32:47,133,True,22.3599779955,20.2213284525,1215.43827287,1798.40321034,50.0,30.0,20.0,20.0,40.0,-75.8079501325,5173.7661034,5173.7661034,1994.6953628656227
2018-01-28-07:37:47,134,True,21.9549310156,20.277758286,1215.55292427,1805.97715806,50.0024467394,30.1592458399,20.007296751,20.0210366524,40.002540876,-79.454520789,5171.9468918,5171.9468918,1846.2642073384732
2018-01-28-07:42:47,135,True,22.2958379489,20.5968794052,1216.42904143,1812.6125762,50.0019469647,30.2530155927,20.0078141146,20.0329112998,40.0024218917,-79.2576376498,5299.9965497,5299.9965497,1951.9885248903406
