Cleared_time,market_id,ACOPF_solved,cleared_price_18,cleared_price_57,cleared_quantity_18 (kW),cleared_quantity_57 (kW),DG_7_output (kW),DG_152_output (kW),DG_18_output (kW),DG_57_output (kW),DG_56_output (kW),social_welfare ($),planned_SubstationP (kW),expected_SubstationP (kW),total_uncontrollable_loads (kW)
2018-01-27-22:42:47,27,True,28.2534249288,25.2417662504,26.3725336815,30.1146696075,50.0516715858,30.0294415101,20.1261036453,20.02055172,40.05783225,29.4694218924,974.223813,974.223813,903.0973972113119
2018-01-27-22:47:47,28,True,27.6267534296,25.2247207708,23.4419991003,24.6701017931,51.0312936546,30.0524673345,22.6650882874,20.4971973702,41.306830887,11.0676979898,942.383372,942.383372,890.5226622528809
2018-01-27-22:52:47,29,True,27.6610773887,25.0423884669,27.6424064223,27.7906568012,50.0003589968,30.0125357401,20.0059852157,20.0070274712,40.0006301268,4.89903178799,986.333714,986.333714,908.6288499007627
2018-01-27-22:57:47,30,True,27.6931157654,25.0619190864,27.7120541723,37.2585972612,50.0,30.0,20.0,20.0,40.0,4.51983905304,1056.19659,1056.19659,911.6986556160532
2018-01-27-23:02:47,31,True,27.0838645818,25.1459770027,29.0612662876,37.2518407657,50.0007790244,30.0014368608,20.0049451648,20.0011447061,40.0009493431,4.47250405583,1059.065942,1059.065942,917.685610531883
2018-01-27-23:07:47,32,True,27.174770625,25.2826800882,29.0566875949,39.581426391,50.0010904286,30.0010897697,20.0141520386,20.0004494568,40.0023269102,4.3843891297,1101.438437,1101.438437,926.0269845401436
2018-01-27-23:12:47,33,True,27.0578830014,25.4505437885,23.9850542808,46.6109245635,50.0008268154,30.0002430752,20.0097026564,20.0004806935,40.0020015622,4.33086054004,1115.997672,1115.997672,909.8861943219057
2018-01-27-23:17:47,34,True,27.4024554047,25.6383689749,34.114580523,50.5777899097,50.0,30.0,20.0,20.0,40.0,3.72707705805,1103.422114,1103.422114,931.0362198840282
2018-01-27-23:22:47,35,True,27.895051087,25.8365500769,33.0113605693,53.6743161513,50.0,30.0,20.0,20.0,40.0,3.6427534509,1101.069588,1101.069588,916.4094140540227
2018-01-27-23:27:47,36,True,28.3735436385,25.5370148879,34.1165134723,49.8983017061,50.0001308502,30.0001775063,20.0002522085,20.0001291124,40.0001083564,3.76053506345,1163.83246,1163.83246,928.4713721504639
2018-01-27-23:32:47,37,True,28.5139349861,24.2985301249,33.2489953494,53.5253440416,50.0001471917,30.0002000725,20.0002538318,20.0001454562,40.0001205033,3.68496493623,1175.336021,1175.336021,938.3234056552141
2018-01-27-23:37:47,38,True,28.6427174788,24.3869457266,40.5976275782,52.695028523,50.0,30.0,20.0004165551,20.0,40.0,3.40699993283,1217.184352,1217.184352,936.330079634908
2018-01-27-23:42:47,39,True,28.7491991898,24.5333116945,46.4737017691,56.6351012401,50.0,30.0,20.0,20.0,40.0,2.99217860471,1144.703654,1144.703654,924.0455601855591
2018-01-27-23:47:47,40,True,28.0234134395,24.4345775285,43.3430185293,57.7448558072,50.0,30.0,20.0,20.0,40.0,3.13237737026,1128.651168,1128.651168,941.856637910196
2018-01-27-23:52:47,41,True,28.054796705,24.872180798,39.9711904668,59.9431013126,50.0082546758,30.0737138883,20.1536996187,20.0168238853,40.0184813678,34.3812474324,1077.617464,1077.617464,897.6081446903736
2018-01-27-23:57:47,42,True,28.0574390213,24.3653701869,40.2867323045,62.513568047,50.0002066112,30.000221672,20.0096105078,20.0001637871,40.0005540712,3.09824820654,1171.346281,1171.346281,927.3289816040409
2018-01-28-00:02:47,43,True,28.2650860404,24.7223017012,34.8971011947,63.9624210466,50.0,30.0,20.0,20.0,40.0,3.24060239969,1104.58706,1104.58706,920.8836708048913
2018-01-28-00:07:47,44,True,28.0037764259,25.0012287983,35.7585191227,63.9624210466,50.0,30.0,20.0,20.0,40.0,3.20643251552,1083.169647,1083.169647,889.2007680825589
2018-01-28-00:12:47,45,True,28.2517889212,25.068930526,37.7034585486,64.5063158688,50.0,30.0,20.0,20.0,40.0,3.11638907227,1028.934321,1028.934321,888.0381173736814
2018-01-28-00:17:47,46,True,28.1470064789,25.0598532997,37.14600402,65.6244006468,50.0,30.0,20.0,20.0,40.0,3.12045865622,1002.572799,1002.572799,897.3634166520297
2018-01-28-00:22:47,47,True,28.1990538511,24.9843846174,37.9633378907,65.614704245,50.001698456,30.0026005714,20.0020337375,20.0017863934,40.0013584623,3.10039914306,1011.482718,1011.482718,900.3701676189777
2018-01-28-00:27:47,48,True,28.1647964291,24.8508047713,38.3058164256,65.0839612135,50.3489069309,30.1870244633,21.4953748192,20.0242488576,40.5646288049,17.3579619144,1039.299456,1039.299456,904.5111462146386
2018-01-28-00:32:47,49,True,28.2820184424,24.7131829311,38.8794658704,64.3399610865,50.008557128,30.0381672035,20.0372083771,20.0035227932,40.0096599279,18.2825866886,1004.569467,1004.569467,890.4409261494764
2018-01-28-00:37:47,50,True,28.2987949933,25.1859661186,33.3439149841,54.6141207475,50.2681496315,30.4336100896,21.3362135503,20.2927771199,40.5663993416,17.41108784,974.89306,974.89306,892.0308314123317
2018-01-28-00:42:47,51,True,28.0665251594,24.4427069072,38.1636119191,60.5528273702,50.6665473424,30.2729077331,22.3656418756,20.0310140543,40.975205749,17.7676005702,1043.635748,1043.635748,908.9112404515708
2018-01-28-00:47:47,52,True,27.9647502728,24.3151213337,39.0506995953,64.6009505663,50.0,30.0,20.0,20.0,40.0,3.16212795139,1012.102573,1012.102573,890.7997916174055
2018-01-28-00:52:47,53,True,27.8739805456,24.1988934928,34.5321814332,65.7069955521,50.0,30.0,20.0,20.0,40.0,3.3011614331,1052.506072,1052.506072,897.942273931029
2018-01-28-00:57:47,54,True,27.7937347023,24.0943662867,35.6642034171,66.2568669673,50.0,30.0,20.0,20.0,40.0,3.2589715065,1069.085594,1069.085594,919.2519865920716
2018-01-28-01:02:47,55,True,27.4546783891,23.9982413262,37.5227038989,68.045534688,50.0892176985,30.135243274,20.502334356,20.017769785,40.1770044794,17.5374906658,1032.029251,1032.029251,902.4068127501565
2018-01-28-01:07:47,56,True,27.6520406767,23.7740330921,38.9867011626,65.5417725667,50.0,30.0,20.0,20.0,40.0,3.16977863363,1032.441953,1032.441953,891.6543856370256
2018-01-28-01:12:47,57,True,27.5834169051,23.4907251225,41.7407776071,71.0583733248,50.0000565255,30.0011273479,20.0006555986,20.0003812317,40.000086615,3.58375458466,1071.558643,1071.558643,890.5607227947114
2018-01-28-01:17:47,58,True,27.3804436491,23.4309991826,39.2573120242,67.2234400742,50.0,30.0,20.0,20.0,40.0,3.21182154911,1045.25606,1045.25606,894.5168094436169
2018-01-28-01:22:47,59,True,26.8233737605,23.3627990772,35.850121544,68.3255670753,50.0000792026,30.0012455387,20.0001895484,20.0002432022,40.000068587,3.35063711891,1017.292885,1017.292885,905.7398174474549
2018-01-28-01:27:47,60,True,26.888460301,23.2843795109,39.566491983,72.5302232338,50.0861846096,30.1978199665,20.7262925842,20.0326982822,40.2034830157,14.8962429694,1073.608755,1073.608755,901.7900509907068
2018-01-28-01:32:47,61,True,26.0804410455,23.1645056322,39.9768970543,76.0863756874,50.0,30.0,20.0,20.0,40.0,2.92173153418,1085.367995,1085.367995,922.3113846846027
2018-01-28-01:37:47,62,True,26.2222403835,23.0841601091,38.6116594005,70.5449870626,50.4456431146,30.1783425521,21.7768954055,20.0252719821,40.6886094234,17.0786739527,1083.628438,1083.628438,940.5369369902024
2018-01-28-01:42:47,63,True,26.4232328656,22.6267352881,35.8332195289,70.7934442124,50.0,30.0,20.0,20.0,40.0,3.32261270122,1084.199857,1084.199857,942.9934840122555
2018-01-28-01:47:47,64,True,26.3916993036,22.8200141829,37.6283007364,72.7116675459,50.2876825194,30.2917267674,21.20907164,20.0499180862,40.5277432742,17.5713592642,1072.661955,1072.661955,959.174589481015
2018-01-28-01:52:47,65,True,26.6143018224,20.6604160798,38.0385071733,70.4523027649,50.0,30.0,20.0,20.0,40.0,3.3101694379,1074.321421,1074.321421,957.208622069575
2018-01-28-01:57:47,66,True,26.4537741069,21.4588354346,39.0620920328,72.9950288646,50.0155754959,30.0677742516,20.1102207758,20.0043901689,40.0266916865,17.8759504685,1073.03187,1073.03187,943.356075513611
2018-01-28-02:02:47,67,True,26.693726914,23.1696522862,30.428039532,57.4580346921,50.1703102254,30.6405152359,21.1320768708,20.2469872937,40.4449573085,16.2130525759,1031.664437,1031.664437,949.6898785465863
2018-01-28-02:07:47,68,True,26.6546072315,24.4106834317,27.9099364744,53.1936450425,50.6015217412,31.1552990254,22.2496249073,23.3068183751,41.0158446953,18.4065177935,1031.390623,1031.390623,959.7840614200746
2018-01-28-02:12:47,69,True,26.2598637107,23.478532683,39.4112876312,54.27908911,50.0,30.0,20.0,20.0,40.0,4.1192238275,1002.26928,1002.26928,941.1043292063284
2018-01-28-02:17:47,70,True,26.480505957,24.035051817,29.6108634935,51.0608650004,50.4404751211,30.8689602165,21.9154341257,21.8164247383,40.8307488773,17.9866147551,1011.5739562,1011.5739562,938.4740538635035
2018-01-28-02:22:47,71,True,26.4412811465,24.1919539633,28.4679228404,45.7303073661,51.8732706196,31.06717545,24.3027973749,21.0734678419,42.294637463,19.0529140692,1004.8527197,1004.8527197,938.4493100828806
2018-01-28-02:27:47,72,True,26.2145492859,23.911245082,28.2412276357,49.8138297337,50.4772823877,30.7688958205,21.995019213,21.2760519574,40.8791921334,18.0169501862,1003.5156361,1003.5156361,933.2066744459322
2018-01-28-02:32:47,73,True,26.0079146193,22.2281392121,34.9015987996,58.8071695209,50.4454790162,30.3790801856,21.7569392825,20.0270798468,40.7493848001,18.2929060871,1093.5702885,1093.5702885,995.7957292275757
2018-01-28-02:37:47,74,True,25.9409332635,22.2284636353,35.9961529003,60.4403848552,50.4586359787,30.430071067,21.8878984183,20.0210926696,40.7910499461,18.3009741709,1147.1922896,1147.1922896,1043.6855387827638
2018-01-28-02:42:47,75,True,25.8830242785,19.7227971509,39.385004055,61.9358403866,50.0,30.0,20.0,20.0,40.0,3.64755267953,1243.0982599,1243.0982599,1085.6740403466922
2018-01-28-02:47:47,76,True,25.9861057007,18.5379666625,37.9687743191,57.1856640096,50.0,30.0,20.0,20.0,40.0,3.90060827532,1258.5656197,1258.5656197,1114.3518879763765
2018-01-28-02:52:47,77,True,24.6246189291,19.7611085483,33.9840192035,55.4007532674,53.5890115745,30.4145507683,26.1030201066,20.1013218811,43.9407678867,17.6629939324,1293.3534915,1293.3534915,1109.8615764255312
2018-01-28-02:57:47,78,True,24.7058066558,18.8163911828,35.803546125,57.8975463388,50.0,30.0,20.0,20.0,40.0,3.97219997784,1299.5521424,1299.5521424,1113.5726524882873
2018-01-28-03:02:47,79,True,23.1910025101,18.8965054998,38.8916244098,65.1288220088,50.0,30.0,20.0,20.0,40.0,3.76455123909,1279.1903758,1279.1903758,1121.3419302580924
2018-01-28-03:07:47,80,True,24.1215008322,19.1145167536,44.0882118486,67.9953538053,50.0861277447,30.2613747027,20.8185495552,20.0509559538,40.234249793,14.8594195219,1363.6080022,1363.6080022,1141.21394459633
2018-01-28-03:12:47,81,True,23.7964990058,19.2844850504,37.5966281353,75.6964800269,50.0,30.0,20.0,20.0,40.0,3.47428727965,1362.5823978,1362.5823978,1137.5615437936103
2018-01-28-03:17:47,82,True,23.2796558213,19.8356903516,44.6061495581,77.3910904555,50.0,30.0,20.0,20.0,40.0,3.24514283892,1365.6742428,1365.6742428,1146.7607513751457
2018-01-28-03:22:47,83,True,24.0677610563,19.9282108591,54.2512064587,87.6757611596,50.0001224537,30.0001668978,20.0001421264,20.0001213124,40.0000979745,2.59934585588,1445.8084733,1445.8084733,1164.386110072105
2018-01-28-03:27:47,84,True,22.8633279469,20.1058032439,47.1241852442,89.5566621713,50.0001980374,30.0002690278,20.000240328,20.0001957587,40.0001585684,2.87333710073,1476.222012,1476.222012,1154.4857358875315
2018-01-28-03:32:47,85,True,23.061524372,20.5201938638,51.3093486048,99.3762531334,50.0794949989,30.0135963084,21.393141723,20.1787212119,40.3986027988,15.4370592774,1580.6839953,1580.6839953,1253.1891384204912
2018-01-28-03:37:47,86,True,21.269000813,19.5536094726,50.8773869347,104.398539494,50.0478119309,30.0177128005,20.5587556725,20.0121333323,40.1278718877,15.2194456581,1667.5613243,1667.5613243,1273.457174695157
2018-01-28-03:42:47,87,True,22.3743210502,20.4475270405,62.2728786527,102.829177264,50.000071506,30.0000974601,20.00009085,20.0000708376,40.0000572173,1.79193763505,1644.4071738,1644.4071738,1288.7710288712005
2018-01-28-03:47:47,88,True,21.8507080106,21.3928717066,58.8306923419,92.2002938819,57.0733109957,30.1442014447,29.6324191164,20.4220779583,47.0630868419,19.2337799193,1809.5311048,1809.5311048,1367.5464669390249
2018-01-28-03:52:47,89,True,21.7940090608,20.3886496443,73.1815011709,125.543794152,50.0006233989,30.0008525432,20.0007230138,20.0006188774,40.0004984898,0.732745906105,1890.5799403,1890.5799403,1335.895918429165
2018-01-28-03:57:47,90,True,21.2202705862,21.1227805584,82.4542226104,150.174133984,50.0,30.0000569996,20.0,20.0,40.0,-0.315057834378,1834.0743519,1834.0743519,1362.5423469029308
2018-01-28-04:02:47,91,True,22.4682095905,21.1588922047,82.5307670352,157.15120817,50.0021256825,30.0028059171,20.017155975,20.0021831126,40.0024950819,4.99678313686,1998.9831971,1998.9831971,1386.7325436078127
2018-01-28-04:07:47,92,True,22.4014484395,21.4569155874,98.3489389865,183.786632021,50.0,30.0,20.0,20.0,40.0,-1.98456569947,2018.6596035,2018.6596035,1421.0237953513922
2018-01-28-04:12:47,93,True,22.2976876906,20.8066622758,115.460996411,179.759387074,50.1542720397,30.0363907445,21.5415324294,20.0260523436,40.4215639256,9.50625384552,2035.6808964,2035.6808964,1422.4421687623137
2018-01-28-04:17:47,94,True,22.67367498,20.4504437066,137.610199007,192.152714162,50.0005546048,30.0007560395,20.0006418558,20.0005495615,40.0004436017,-3.51411970938,2219.197024,2219.197024,1413.367639392242
2018-01-28-04:22:47,95,True,22.7748205062,20.0475658929,156.363162186,235.472184349,50.0000630296,30.0000858908,20.0000729308,20.0000624229,40.0000504398,-5.41140773753,2142.9144245,2142.9144245,1371.274124672135
2018-01-28-04:27:47,96,True,22.5511457555,19.7370158208,180.385784647,245.130445529,50.0001026096,30.0001398159,20.0001188507,20.0001016255,40.0000821262,-6.40116254194,2184.7286353,2184.7286353,1440.2446099144477
2018-01-28-04:32:47,97,True,22.9807296728,19.7562717348,191.65784609,288.275676578,50.0,30.0,20.0,20.0,40.0,-7.95914637949,2320.2972857,2320.2972857,1413.7973416713403
2018-01-28-04:37:47,98,True,22.2822459947,20.3307013641,206.477095054,306.374528455,50.000114044,30.0001553738,20.0001320733,20.000112944,40.0000912779,-9.12035487639,2455.3532148,2455.3532148,1562.6201473654805
2018-01-28-04:42:47,99,True,21.9248021319,20.4227312196,244.362537708,335.402886324,50.5097815795,30.1234140254,22.9863180426,20.1381276183,41.0424206124,-1.88101539342,2443.6290177,2443.6290177,1437.677587796665
2018-01-28-04:47:47,100,True,22.3329892168,20.4642400369,244.330356312,403.869978216,50.0319677816,30.339744939,20.0322648512,20.2610527054,40.0315587054,-12.797648564,2461.5458756,2461.5458756,1622.062537409581
2018-01-28-04:52:47,101,True,21.7153965799,20.6308249225,276.987819578,436.348655208,50.0,30.0,20.0,20.0,40.0,-14.9959894535,2696.227213,2696.227213,1606.7652623292672
