# file...... Output/houseLog/house_2_4A_tm_2_A_4_Meter_45_370.csv
# date...... Mon Mar 26 16:02:46 2018
# user...... yingying
# host...... (null)
# target.... house 2277
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,air_temperature,outdoor_temperature,mass_temperature,power_state,UA,air_heat_capacity_cd,mass_heat_coeff,mass_heat_capacity,design_cooling_capacity,Qi,solar_gain,Qh,hvac_load,total_load,cooling_setpoint,
2010-08-16 00:00:00 UTC,+73.44,+76.406,+73.44,OFF,+1005.42846337,+800.3934792,+7571.24779975,+9326.9843472,+54000,+0,+0,+0,+0,+0,+72.99
2010-08-16 00:00:30 UTC,+73.469705021,+76.382,+73.4401017313,OFF,+1005.42846337,+800.3934792,+7571.24779975,+9326.9843472,+54000,+0,+0,+0,+0,+0,+72.99
2010-08-16 00:01:00 UTC,+73.4966472018,+76.358,+73.4403935717,OFF,+1005.42846337,+800.3934792,+7571.24779975,+9326.9843472,+54000,+0,+0,+0,+0,+0,+72.99
2010-08-16 00:01:30 UTC,+73.5210761556,+76.335,+73.4408564688,OFF,+1005.42846337,+800.3934792,+7571.24779975,+9326.9843472,+54000,+0,+0,+0,+0,+0,+72.99
2010-08-16 00:02:00 UTC,+73.5432288181,+76.312,+73.4414731378,OFF,+1005.42846337,+800.3934792,+7571.24779975,+9326.9843472,+54000,+0,+0,+0,+0,+0,+72.99
2010-08-16 00:02:30 UTC,+73.5633106294,+76.289,+73.4422278999,OFF,+1005.42846337,+800.3934792,+7571.24779975,+9326.9843472,+54000,+0,+0,+0,+0,+0,+72.99
2010-08-16 00:03:00 UTC,+73.5815083532,+76.267,+73.4431065033,OFF,+1005.42846337,+800.3934792,+7571.24779975,+9326.9843472,+54000,+0,+0,+0,+0,+0,+72.99
2010-08-16 00:03:30 UTC,+73.5980017895,+76.246,+73.4440960271,OFF,+1005.42846337,+800.3934792,+7571.24779975,+9326.9843472,+54000,+0,+0,+0,+0,+0,+72.99
2010-08-16 00:04:00 UTC,+73.6129544527,+76.225,+73.445184794,OFF,+1005.42846337,+800.3934792,+7571.24779975,+9326.9843472,+54000,+0,+0,+0,+0,+0,+72.99
2010-08-16 00:04:30 UTC,+73.6265050371,+76.204,+73.446362223,OFF,+1005.42846337,+800.3934792,+7571.24779975,+9326.9843472,+54000,+0,+0,+0,+0,+0,+72.99
2010-08-16 00:05:00 UTC,+73.6387796284,+76.184,+73.4476186958,OFF,+1005.42846337,+800.3934792,+7571.24779975,+9326.9843472,+54000,+0,+0,+0,+0,+0,+72.99
2010-08-16 00:05:30 UTC,+73.6499028652,+76.164,+73.4489455045,OFF,+1005.42846337,+800.3934792,+7571.24779975,+9326.9843472,+54000,+0,+0,+0,+0,+0,+72.8802587211
2010-08-16 00:06:00 UTC,+73.6599781005,+76.145,+73.4503347668,OFF,+1005.42846337,+800.3934792,+7571.24779975,+9326.9843472,+54000,+0,+0,+0,+0,+0,+72.8802587211
2010-08-16 00:06:30 UTC,+73.6691093069,+76.127,+73.4517793527,OFF,+1005.42846337,+800.3934792,+7571.24779975,+9326.9843472,+54000,+0,+0,+0,+0,+0,+72.8802587211
2010-08-16 00:07:00 UTC,+73.6773910653,+76.109,+73.453272849,OFF,+1005.42846337,+800.3934792,+7571.24779975,+9326.9843472,+54000,+0,+0,+0,+0,+0,+72.8802587211
2010-08-16 00:07:30 UTC,+73.6848994032,+76.092,+73.4548094597,OFF,+1005.42846337,+800.3934792,+7571.24779975,+9326.9843472,+54000,+0,+0,+0,+0,+0,+72.8802587211
2010-08-16 00:08:00 UTC,+73.6917134525,+76.075,+73.4563839512,OFF,+1005.42846337,+800.3934792,+7571.24779975,+9326.9843472,+54000,+0,+0,+0,+0,+0,+72.8802587211
2010-08-16 00:08:30 UTC,+73.6978951962,+76.059,+73.4579915997,OFF,+1005.42846337,+800.3934792,+7571.24779975,+9326.9843472,+54000,+0,+0,+0,+0,+0,+72.8802587211
2010-08-16 00:09:00 UTC,+73.703510998,+76.043,+73.4596281465,OFF,+1005.42846337,+800.3934792,+7571.24779975,+9326.9843472,+54000,+0,+0,+0,+0,+0,+72.8802587211
2010-08-16 00:09:30 UTC,+73.7086112341,+76.028,+73.4612897538,OFF,+1005.42846337,+800.3934792,+7571.24779975,+9326.9843472,+54000,+0,+0,+0,+0,+0,+72.8802587211
2010-08-16 00:10:00 UTC,+73.7132517163,+76.013,+73.4629729681,OFF,+1005.42846337,+800.3934792,+7571.24779975,+9326.9843472,+54000,+0,+0,+0,+0,+0,+72.8802587211
2010-08-16 00:10:30 UTC,+73.40416107,+75.999,+73.4638181694,ON,+1005.42846337,+800.3934792,+7571.24779975,+9326.9843472,+54000,+0,+0,-38964.3327699,+3.86998670343,+3.88857364238,+72.7054267136
2010-08-16 00:11:00 UTC,+73.0465309539,+75.985,+73.4621912715,ON,+1005.42846337,+800.3934792,+7571.24779975,+9326.9843472,+54000,+0,+0,-38964.0740118,+3.86996100324,+3.88857364238,+72.7054267136
2010-08-16 00:11:30 UTC,+72.719113517,+75.972,+73.4582677876,ON,+1005.42846337,+800.3934792,+7571.24779975,+9326.9843472,+54000,+0,+0,-38970.4375259,+3.8705930355,+3.88857364238,+72.7054267136
2010-08-16 00:12:00 UTC,+72.4190627485,+75.96,+73.4522571574,ON,+1005.42846337,+800.3934792,+7571.24779975,+9326.9843472,+54000,+0,+0,-38959.2046653,+3.86947737361,+3.88857364238,+72.7054267136
