332.506798,490.88358
299.349383,441.778415
282.318007,416.596615
277.675739,409.769765
277.844941,410.024545
298.970795,441.337025
349.501203,516.178695
393.19588,580.92792
412.546588,609.56591
434.592792,642.18757
446.486094,659.78378
452.750826,669.03818
452.823986,669.0729
440.485881,650.785775
432.714851,639.246195
437.804872,646.76536
465.997609,688.454465
516.1746,762.73583
527.304428,779.18455
516.343802,762.99061
542.717079,802.071435
580.837729,858.548355
533.42638,788.37119
416.708454,615.55409
